id	file	line	kind	attributes	audit_class	assessment	text
136	reference-semantics/semantics/builtins.k	203	syntax	function,total	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax OpSeq ::= tokOps(IntSeq) [function, total]
137	reference-semantics/semantics/builtins.k	204	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule tokOps(.IntSeq)                 => .OpSeq
138	reference-semantics/semantics/builtins.k	205	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule tokOps(iCons(32, R:IntSeq))     => tokOps(R)
139	reference-semantics/semantics/builtins.k	206	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule tokOps(iCons(C:Int, R:IntSeq))  => tokOps(R) requires evDigit(C)
140	reference-semantics/semantics/builtins.k	207	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons(""**"", tokOps(R))"
141	reference-semantics/semantics/builtins.k	208	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule tokOps(iCons(42, R:IntSeq))     => oCons(""*"", tokOps(R)) requires notBool evHead42(R)"
142	reference-semantics/semantics/builtins.k	209	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons("""
143	reference-semantics/semantics/builtins.k	210	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule tokOps(iCons(47, R:IntSeq))     => oCons(""/"", tokOps(R)) requires notBool evHead47(R)"
144	reference-semantics/semantics/builtins.k	211	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule tokOps(iCons(43, R:IntSeq))     => oCons(""+"", tokOps(R))"
145	reference-semantics/semantics/builtins.k	212	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule tokOps(iCons(45, R:IntSeq))     => oCons(""-"", tokOps(R))"
146	reference-semantics/semantics/builtins.k	214	syntax	function,total	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]
147	reference-semantics/semantics/builtins.k	216	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule tokNds(.IntSeq)                => .IntSeq
148	reference-semantics/semantics/builtins.k	217	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule tokNds(iCons(32, R:IntSeq))    => tokNds(R)
149	reference-semantics/semantics/builtins.k	218	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)
150	reference-semantics/semantics/builtins.k	219	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R) requires notBool evDigit(C) andBool C =/=Int 32
151	reference-semantics/semantics/builtins.k	221	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R) requires evDigit(C)
152	reference-semantics/semantics/builtins.k	223	rule	owise	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]
153	reference-semantics/semantics/builtins.k	225	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax EvPair ::= evp(OpSeq, IntSeq)
154	reference-semantics/semantics/builtins.k	226	syntax	function,total	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax Int ::= firstNdE(EvPair) [function, total]
155	reference-semantics/semantics/builtins.k	227	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N
156	reference-semantics/semantics/builtins.k	228	rule	owise	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule firstNdE(_:EvPair) => 0 [owise]
157	reference-semantics/semantics/builtins.k	230	syntax	function,total	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax Int ::= applyOpE(String, Int, Int) [function, total]
158	reference-semantics/semantics/builtins.k	231	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule applyOpE(""+"",  A:Int, B:Int) => A +Int B"
159	reference-semantics/semantics/builtins.k	232	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule applyOpE(""-"",  A:Int, B:Int) => A -Int B"
160	reference-semantics/semantics/builtins.k	233	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule applyOpE(""*"",  A:Int, B:Int) => A *Int B"
161	reference-semantics/semantics/builtins.k	234	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule applyOpE("""
162	reference-semantics/semantics/builtins.k	235	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule applyOpE(""**"", A:Int, B:Int) => A ^Int B"
163	reference-semantics/semantics/builtins.k	236	rule	owise	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule applyOpE(_:String, A:Int, _:Int) => A [owise]
164	reference-semantics/semantics/builtins.k	238	syntax	function,total	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]
165	reference-semantics/semantics/builtins.k	239	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
166	reference-semantics/semantics/builtins.k	240	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule passPowE(oCons(""**"", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))"
167	reference-semantics/semantics/builtins.k	241	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS)) requires O =/=String ""**"""
168	reference-semantics/semantics/builtins.k	243	rule	owise	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
169	reference-semantics/semantics/builtins.k	244	syntax	function,total	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
170	reference-semantics/semantics/builtins.k	245	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
171	reference-semantics/semantics/builtins.k	246	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
172	reference-semantics/semantics/builtins.k	247	syntax	function,total	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
173	reference-semantics/semantics/builtins.k	248	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
174	reference-semantics/semantics/builtins.k	250	syntax	function,total	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
175	reference-semantics/semantics/builtins.k	251	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""mul"", N0, OPS, NDS, .OpSeq, .IntSeq)"
176	reference-semantics/semantics/builtins.k	252	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
177	reference-semantics/semantics/builtins.k	253	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""add"", N0, OPS, NDS, .OpSeq, .IntSeq)"
178	reference-semantics/semantics/builtins.k	254	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
179	reference-semantics/semantics/builtins.k	255	syntax	function,total	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
180	reference-semantics/semantics/builtins.k	256	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
181	reference-semantics/semantics/builtins.k	257	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)
182	reference-semantics/semantics/builtins.k	260	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)
183	reference-semantics/semantics/builtins.k	263	rule	owise	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
184	reference-semantics/semantics/builtins.k	265	syntax	function,total	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax Bool ::= inLevelE(String, String) [function, total]
185	reference-semantics/semantics/builtins.k	266	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule inLevelE(""mul"", O:String) => O ==String ""*"" orBool O ==String """
186	reference-semantics/semantics/builtins.k	267	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule inLevelE(""add"", O:String) => O ==String ""+"" orBool O ==String ""-"""
187	reference-semantics/semantics/builtins.k	268	rule	owise	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule inLevelE(_:String, _:String) => false [owise]
188	reference-semantics/semantics/builtins.k	269	syntax	function,total	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
189	reference-semantics/semantics/builtins.k	270	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
190	reference-semantics/semantics/builtins.k	271	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
191	reference-semantics/semantics/builtins.k	272	syntax	function,total	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
192	reference-semantics/semantics/builtins.k	273	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
193	reference-semantics/semantics/builtins.k	274	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))
194	reference-semantics/semantics/builtins.k	279	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"syntax KItem ::= ""#md5"""
195	reference-semantics/semantics/builtins.k	280	rule	priority	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule <k> Call(Attribute(Name(""hashlib""), ""md5""), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]"
196	reference-semantics/semantics/builtins.k	282	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
197	reference-semantics/semantics/builtins.k	283	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax Val ::= md5Obj(IntSeq)
198	reference-semantics/semantics/builtins.k	284	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule applyMethod(md5Obj(CS:IntSeq), ""hexdigest"", .Vals) => str(md5hexCodes(CS))"
199	reference-semantics/semantics/builtins.k	285	syntax	function,total,symbol,no-evaluators	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
200	reference-semantics/semantics/builtins.k	291	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule applyBuiltin(""isinstance"", V:Val, typeV(""int""), .Vals) => isIntV(V)"
201	reference-semantics/semantics/builtins.k	292	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	"rule applyBuiltin(""isinstance"", V:Val, typeV(""str""), .Vals) => isStrV(V)"
202	reference-semantics/semantics/builtins.k	293	syntax	function	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
203	reference-semantics/semantics/builtins.k	294	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule isIntV(_:Int)         => true
204	reference-semantics/semantics/builtins.k	295	rule	owise	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule isIntV(_:Val)         => false [owise]
205	reference-semantics/semantics/builtins.k	296	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule isStrV(str(_:IntSeq)) => true
206	reference-semantics/semantics/builtins.k	297	rule	owise	fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule isStrV(_:Val)         => false [owise]
207	reference-semantics/semantics/builtins.k	298	endmodule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	endmodule
208	reference-semantics/semantics/call.k	10	module		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	module MPY-CALL
209	reference-semantics/semantics/call.k	11	imports		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	imports MPY-METHODS
210	reference-semantics/semantics/call.k	12	imports		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	imports MPY-BUILTINS
211	reference-semantics/semantics/call.k	13	imports		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	imports MPY-FUNCTIONS
212	reference-semantics/semantics/call.k	16	rule		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
213	reference-semantics/semantics/call.k	19	syntax		fixed-supplied/reached-or-import	fixed-supplied-selected/no-false-witness-identified	syntax KItem ::= #callee(Exprs)
