id	scope	file	line	module	kind	classification	attributes	assessment	text
reference-semantics/semantics/builtins.k:111	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	111	MPY-BUILTINS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyBuiltin(""bin"", N:Int, .Vals) => str(iCons(45, iCons(48, iCons(98, binCodes(0 -Int N))))) requires N <Int 0"
reference-semantics/semantics/builtins.k:114	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	114	MPY-BUILTINS	syntax	equational-symbol-declaration	function,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax IntSeq ::= binCodes(Int) [function, total]
reference-semantics/semantics/builtins.k:115	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	115	MPY-BUILTINS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule binCodes(0) => iCons(48, .IntSeq)
reference-semantics/semantics/builtins.k:116	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	116	MPY-BUILTINS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule binCodes(N:Int) => binAcc(N, .IntSeq) requires N >Int 0
reference-semantics/semantics/builtins.k:117	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	117	MPY-BUILTINS	syntax	equational-symbol-declaration	function,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax IntSeq ::= binAcc(Int, IntSeq) [function, total]
reference-semantics/semantics/builtins.k:118	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	118	MPY-BUILTINS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule binAcc(0, ACC:IntSeq) => ACC
reference-semantics/semantics/builtins.k:119	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	119	MPY-BUILTINS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule binAcc(N:Int, ACC:IntSeq) => binAcc((N -Int pyMod(N, 2)) /Int 2, iCons(48 +Int pyMod(N, 2), ACC)) requires N >Int 0
reference-semantics/semantics/builtins.k:124	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	124	MPY-BUILTINS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule <k> #applyK(toCall(builtinV(""enumerate"")), (list(VS:ValSeq), .Vals)) => #alloc(list(enumVS(VS, 0))) ... </k>"
reference-semantics/semantics/builtins.k:126	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	126	MPY-BUILTINS	syntax	equational-symbol-declaration	function,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax ValSeq ::= enumVS(ValSeq, Int) [function, total]
reference-semantics/semantics/builtins.k:127	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	127	MPY-BUILTINS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule enumVS(.ValSeq, _:Int) => .ValSeq
reference-semantics/semantics/builtins.k:128	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	128	MPY-BUILTINS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule enumVS(vCons(V:Val, R:ValSeq), I:Int) => vCons(tuple(vCons(I, vCons(V, .ValSeq))), enumVS(R, I +Int 1))
reference-semantics/semantics/builtins.k:132	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	132	MPY-BUILTINS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule <k> #applyK(toCall(builtinV(""map"")), (typeV(""str""), list(VS:ValSeq), .Vals)) => #alloc(list(mapStrVS(VS))) ... </k>"
reference-semantics/semantics/builtins.k:134	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	134	MPY-BUILTINS	syntax	equational-symbol-declaration	function,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax ValSeq ::= mapStrVS(ValSeq) [function, total]
reference-semantics/semantics/builtins.k:135	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	135	MPY-BUILTINS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule mapStrVS(.ValSeq) => .ValSeq
reference-semantics/semantics/builtins.k:136	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	136	MPY-BUILTINS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule mapStrVS(vCons(I:Int, R:ValSeq)) => vCons(str(strToCodes(Int2String(I))), mapStrVS(R))
reference-semantics/semantics/builtins.k:137	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	137	MPY-BUILTINS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule mapStrVS(vCons(str(CS:IntSeq), R:ValSeq)) => vCons(str(CS), mapStrVS(R))
reference-semantics/semantics/builtins.k:140	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	140	MPY-BUILTINS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyBuiltin(""int"", I:Int, .Vals) => I"
reference-semantics/semantics/builtins.k:143	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	143	MPY-BUILTINS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyBuiltin(""ord"", str(iCons(C:Int, .IntSeq)), .Vals) => C"
reference-semantics/semantics/builtins.k:144	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	144	MPY-BUILTINS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyBuiltin(""chr"", I:Int, .Vals) => str(iCons(I, .IntSeq)) requires 0 <=Int I andBool I <Int 128"
reference-semantics/semantics/builtins.k:148	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	148	MPY-BUILTINS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyBuiltin(""str"", I:Int, .Vals) => str(strToCodes(Int2String(I)))"
reference-semantics/semantics/builtins.k:149	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	149	MPY-BUILTINS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyBuiltin(""str"", str(CS:IntSeq), .Vals) => str(CS)"
reference-semantics/semantics/builtins.k:152	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	152	MPY-BUILTINS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyBuiltin(""int"", str(iCons(C:Int, .IntSeq)), .Vals) => C -Int 48 requires 48 <=Int C andBool C <=Int 57"
reference-semantics/semantics/builtins.k:156	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	156	MPY-BUILTINS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyBuiltin(""int"", str(CS:IntSeq), .Vals) => intDigAcc(CS, 0) requires isLen(CS) >=Int 2"
reference-semantics/semantics/builtins.k:158	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	158	MPY-BUILTINS	syntax	equational-symbol-declaration	function,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax Int ::= intDigAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/builtins.k:159	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	159	MPY-BUILTINS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule intDigAcc(.IntSeq, ACC:Int) => ACC
reference-semantics/semantics/builtins.k:160	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	160	MPY-BUILTINS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule intDigAcc(iCons(C:Int, R:IntSeq), ACC:Int) => intDigAcc(R, (ACC *Int 10) +Int (C -Int 48))
reference-semantics/semantics/builtins.k:163	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	163	MPY-BUILTINS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyBuiltin(""zip"", list(A:ValSeq), list(B:ValSeq), .Vals) => zipObj(A, B)"
reference-semantics/semantics/builtins.k:164	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	164	MPY-BUILTINS	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule applyBuiltin(""zip"", str(A:IntSeq), str(B:IntSeq), .Vals) => zipObjS(A, B)"
reference-semantics/semantics/builtins.k:167	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	167	MPY-BUILTINS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #iterNext(zipObj(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq))) => #iterYield(tuple(vCons(A, vCons(B, .ValSeq))), zipObj(As, Bs)) ... </k>
reference-semantics/semantics/builtins.k:169	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	169	MPY-BUILTINS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #iterNext(zipObj(.ValSeq, _:ValSeq)) => #iterDone ... </k>
reference-semantics/semantics/builtins.k:170	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	170	MPY-BUILTINS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #iterNext(zipObj(vCons(_:Val, _:ValSeq), .ValSeq)) => #iterDone ... </k>
reference-semantics/semantics/builtins.k:171	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	171	MPY-BUILTINS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #iterNext(zipObjS(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq))) => #iterYield(tuple(vCons(str(iCons(A, .IntSeq)), vCons(str(iCons(B, .IntSeq)), .ValSeq))), zipObjS(As, Bs)) ... </k>
reference-semantics/semantics/builtins.k:173	launcher-trusted-supplied-semantics	reference-semantics/semantics/builtins.k	173	MPY-BUILTINS	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #iterNext(zipObjS(.IntSeq, _:IntSeq)) => #iterDone ... </k>
