Script started on 2026-07-26 16:23:43-05:00 [<not executed on terminal>]
source_file_count=26
entry_count=950
kind_counts={'rule': 707, 'context': 5, 'syntax': 234, 'configuration': 1, 'claim': 3}
attribute_entry_counts={'function': 148, 'functional': 0, 'total': 108, 'symbol': 25, 'no-evaluators': 22, 'priority': 29, 'simplification': 1, 'concrete': 32, 'owise': 26, 'macro': 7, 'macro-rec': 1}

ID	LOCATION	KIND	ATTRIBUTES	DECLARATION_OR_RULE
K0747	reference-semantics/semantics/range.k:9	syntax	function,total	syntax Bool ::= inRange(Int, Int, Int) [function, total]
K0748	reference-semantics/semantics/range.k:10	rule	-	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
K0749	reference-semantics/semantics/range.k:12	syntax	function	syntax Int ::= rangeLen(Int, Int, Int) [function]
K0750	reference-semantics/semantics/range.k:13	rule	-	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST
K0751	reference-semantics/semantics/range.k:15	rule	-	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST)
K0752	reference-semantics/semantics/range.k:17	rule	-	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0
K0753	reference-semantics/semantics/range.k:20	rule	-	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k>
K0754	reference-semantics/semantics/range.k:23	rule	-	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k>
K0755	reference-semantics/semantics/set.k:8	syntax	-	syntax Val ::= setV(IntSeq)
K0756	reference-semantics/semantics/set.k:11	syntax	function,total	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
K0757	reference-semantics/semantics/set.k:12	rule	-	rule codeIn(_:Int, .IntSeq)                => false
K0758	reference-semantics/semantics/set.k:13	rule	-	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
K0759	reference-semantics/semantics/set.k:16	syntax	function,total	syntax IntSeq ::= dedupCodes(IntSeq)         [function, total] | dedupFrom(IntSeq, IntSeq)  [function, total]
K0760	reference-semantics/semantics/set.k:18	rule	-	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
K0761	reference-semantics/semantics/set.k:19	rule	-	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
K0762	reference-semantics/semantics/set.k:20	rule	-	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC)
K0763	reference-semantics/semantics/set.k:22	rule	-	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C))
K0764	reference-semantics/semantics/set.k:25	syntax	function,total	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
K0765	reference-semantics/semantics/set.k:26	rule	-	rule snocCode(.IntSeq, C:Int)                => iCons(C, .IntSeq)
K0766	reference-semantics/semantics/set.k:27	rule	-	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
K0767	reference-semantics/semantics/set.k:31	syntax	function,total	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
K0768	reference-semantics/semantics/set.k:32	rule	-	rule subsetCodes(.IntSeq, _:IntSeq)                => true
K0769	reference-semantics/semantics/set.k:33	rule	-	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
K0770	reference-semantics/semantics/set.k:35	syntax	function,total	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
K0771	reference-semantics/semantics/set.k:36	rule	-	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
K0772	reference-semantics/semantics/set.k:39	rule	-	rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)
K0773	reference-semantics/semantics/sort.k:18	syntax	function,total,symbol,no-evaluators	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
K0774	reference-semantics/semantics/sort.k:19	syntax	function	syntax ValSeq ::= insVS(Int, ValSeq) [function]
K0775	reference-semantics/semantics/sort.k:20	rule	concrete	rule sortVS(.ValSeq)                => .ValSeq          [concrete]
K0776	reference-semantics/semantics/sort.k:21	rule	concrete	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
K0777	reference-semantics/semantics/sort.k:22	rule	concrete	rule insVS(X:Int, .ValSeq)                => vCons(X, .ValSeq) [concrete]
K0778	reference-semantics/semantics/sort.k:23	rule	concrete	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
K0779	reference-semantics/semantics/sort.k:24	rule	concrete	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete]
K0780	reference-semantics/semantics/sort.k:26	syntax	function	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
K0781	reference-semantics/semantics/sort.k:27	rule	concrete	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
K0782	reference-semantics/semantics/sort.k:28	rule	concrete	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
K0783	reference-semantics/semantics/sort.k:29	rule	-	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R))
K0784	reference-semantics/semantics/sort.k:31	rule	-	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R))
K0785	reference-semantics/semantics/sort.k:36	rule	-	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>
K0786	reference-semantics/semantics/sort.k:40	rule	priority	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]
K0787	reference-semantics/semantics/sort.k:49	syntax	function,total,symbol,no-evaluators	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
K0788	reference-semantics/semantics/sort.k:51	syntax	function,total	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
K0789	reference-semantics/semantics/sort.k:53	rule	-	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
K0790	reference-semantics/semantics/sort.k:54	rule	-	rule revVSAcc(.ValSeq, A:ValSeq) => A
K0791	reference-semantics/semantics/sort.k:55	rule	-	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
K0792	reference-semantics/semantics/sort.k:57	syntax	function,total	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
K0793	reference-semantics/semantics/sort.k:58	rule	-	rule condRev(S:ValSeq, false) => S
K0794	reference-semantics/semantics/sort.k:59	rule	-	rule condRev(S:ValSeq, true)  => revVS(S)
K0795	reference-semantics/semantics/sort.k:61	rule	-	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>
K0796	reference-semantics/semantics/sort.k:63	rule	-	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
K0797	reference-semantics/semantics/sort.k:65	rule	-	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>
K0798	reference-semantics/semantics/str.k:8	rule	-	rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>
K0799	reference-semantics/semantics/str.k:9	rule	-	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
K0800	reference-semantics/semantics/str.k:13	syntax	function	syntax IntSeq ::= strToCodes(String) [function]
K0801	reference-semantics/semantics/str.k:14	rule	-	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
K0802	reference-semantics/semantics/str.k:15	rule	-	rule strToCodes("") => .IntSeq
K0803	reference-semantics/semantics/str.k:16	rule	-	rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S))))
K0804	reference-semantics/semantics/str.k:20	syntax	function,total	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
K0805	reference-semantics/semantics/str.k:21	rule	-	rule seqConcat(.IntSeq, T:IntSeq)                => T
K0806	reference-semantics/semantics/str.k:22	rule	-	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
K0807	reference-semantics/semantics/str.k:24	rule	-	rule applyBin("+",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
K0808	reference-semantics/semantics/str.k:25	rule	-	rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
K0809	reference-semantics/semantics/str.k:26	rule	-	rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)
K0810	reference-semantics/semantics/str.k:29	rule	-	rule applyCmp("in",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
K0811	reference-semantics/semantics/str.k:30	rule	-	rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
K0812	reference-semantics/semantics/str.k:32	syntax	function,total	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
K0813	reference-semantics/semantics/str.k:33	rule	-	rule strPrefix(.IntSeq, _:IntSeq)               => true
K0814	reference-semantics/semantics/str.k:34	rule	-	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
K0815	reference-semantics/semantics/str.k:35	rule	-	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
K0816	reference-semantics/semantics/str.k:37	syntax	function,total	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
K0817	reference-semantics/semantics/str.k:38	rule	-	rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)
K0818	reference-semantics/semantics/str.k:39	rule	-	rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)
K0819	reference-semantics/semantics/str.k:40	rule	-	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs)
K0820	reference-semantics/semantics/str.k:48	syntax	function,total	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
K0821	reference-semantics/semantics/str.k:49	rule	-	rule strLt(.IntSeq, .IntSeq)                => false
K0822	reference-semantics/semantics/str.k:50	rule	-	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
K0823	reference-semantics/semantics/str.k:51	rule	-	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
K0824	reference-semantics/semantics/str.k:52	rule	-	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B
K0825	reference-semantics/semantics/str.k:53	rule	-	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B
K0826	reference-semantics/semantics/str.k:54	rule	-	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
K0827	reference-semantics/semantics/str.k:56	rule	-	rule applyCmp("<",  str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
K0828	reference-semantics/semantics/str.k:57	rule	-	rule applyCmp(">",  str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)
K0829	reference-semantics/semantics/str.k:58	rule	-	rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)
K0830	reference-semantics/semantics/str.k:59	rule	-	rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)
K0831	reference-semantics/semantics/subscript.k:11	syntax	function,total	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
K0832	reference-semantics/semantics/subscript.k:12	rule	-	rule valSeqAt(vCons(V:Val, _:ValSeq), 0)     => V
K0833	reference-semantics/semantics/subscript.k:13	rule	-	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1)
K0834	reference-semantics/semantics/subscript.k:16	syntax	function	syntax Int ::= intSeqAt(IntSeq, Int) [function]
K0835	reference-semantics/semantics/subscript.k:17	rule	-	rule intSeqAt(iCons(C:Int, _:IntSeq), 0)     => C
K0836	reference-semantics/semantics/subscript.k:18	rule	-	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1)
K0837	reference-semantics/semantics/subscript.k:21	syntax	function,total	syntax Int ::= normIdx(Int, Int) [function, total]
K0838	reference-semantics/semantics/subscript.k:22	rule	-	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
K0839	reference-semantics/semantics/subscript.k:23	rule	-	rule normIdx(I:Int, _:Int)   => I          requires I >=Int 0
K0840	reference-semantics/semantics/subscript.k:27	context	-	context Subscript(HOLE, _)
K0841	reference-semantics/semantics/subscript.k:28	context	-	context Subscript(_:Val, HOLE:Expr)
K0842	reference-semantics/semantics/subscript.k:31	rule	priority	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0843	reference-semantics/semantics/subscript.k:35	rule	-	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
K0844	reference-semantics/semantics/subscript.k:37	syntax	function	syntax Val ::= applyIndex(Val, Int) [function]
K0845	reference-semantics/semantics/subscript.k:38	rule	-	rule applyIndex(list(VS:ValSeq),  I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
K0846	reference-semantics/semantics/subscript.k:39	rule	-	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
K0847	reference-semantics/semantics/subscript.k:40	rule	-	rule applyIndex(str(IS:IntSeq),   I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))
K0848	reference-semantics/semantics/subscript.k:44	syntax	-	syntax KItem ::= #evalB(Bound) | "#toSome" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)
K0849	reference-semantics/semantics/subscript.k:49	syntax	-	syntax OptInt ::= "noB" | someB(Int)
K0850	reference-semantics/semantics/subscript.k:50	rule	-	rule <k> #evalB(NoBound)  => noB ... </k>
K0851	reference-semantics/semantics/subscript.k:51	rule	-	rule <k> #evalB(E:Expr)   => E ~> #toSome ... </k>
K0852	reference-semantics/semantics/subscript.k:52	rule	-	rule <k> I:Int ~> #toSome => someB(I) ... </k>
K0853	reference-semantics/semantics/subscript.k:54	rule	-	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
K0854	reference-semantics/semantics/subscript.k:55	rule	-	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound)   => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
K0855	reference-semantics/semantics/subscript.k:56	rule	-	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound)  => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>
K0856	reference-semantics/semantics/subscript.k:58	rule	priority	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]
K0857	reference-semantics/semantics/subscript.k:61	rule	-	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
K0858	reference-semantics/semantics/subscript.k:63	syntax	function	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
K0859	reference-semantics/semantics/subscript.k:64	rule	-	rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
K0860	reference-semantics/semantics/subscript.k:66	rule	-	rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
K0861	reference-semantics/semantics/subscript.k:68	rule	-	rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt) => str(buildIS(IS, slStart(LO, ST, isLen(IS)), slStop(HI, ST, isLen(IS)), slStep(ST)))
K0862	reference-semantics/semantics/subscript.k:72	syntax	function,total	syntax Int ::= slStep(OptInt) [function, total]
K0863	reference-semantics/semantics/subscript.k:73	rule	-	rule slStep(noB)          => 1
K0864	reference-semantics/semantics/subscript.k:74	rule	-	rule slStep(someB(S:Int)) => S
K0865	reference-semantics/semantics/subscript.k:76	syntax	function	syntax Int ::= slStart(OptInt, OptInt, Int) [function]
K0866	reference-semantics/semantics/subscript.k:77	rule	-	rule slStart(noB,          ST:OptInt, _LEN:Int) => 0
K0867	reference-semantics/semantics/subscript.k:79	rule	-	rule slStart(noB,          ST:OptInt, LEN:Int)  => LEN -Int 1
K0868	reference-semantics/semantics/subscript.k:81	rule	-	rule slStart(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))
K0869	reference-semantics/semantics/subscript.k:83	syntax	function	syntax Int ::= slStop(OptInt, OptInt, Int) [function]
K0870	reference-semantics/semantics/subscript.k:84	rule	-	rule slStop(noB,          ST:OptInt, LEN:Int)  => LEN
K0871	reference-semantics/semantics/subscript.k:86	rule	-	rule slStop(noB,          ST:OptInt, _LEN:Int) => -1
K0872	reference-semantics/semantics/subscript.k:88	rule	-	rule slStop(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))
K0873	reference-semantics/semantics/subscript.k:90	syntax	function,total	syntax Int ::= slAdjust(Int, Int, Int) [function, total]
K0874	reference-semantics/semantics/subscript.k:91	rule	-	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP)
K0875	reference-semantics/semantics/subscript.k:93	rule	-	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP)
K0876	reference-semantics/semantics/subscript.k:96	syntax	function,total	syntax Int ::= clampLo(Int, Int) [function, total]
K0877	reference-semantics/semantics/subscript.k:97	rule	-	rule clampLo(J:Int, _STEP:Int) => J
K0878	reference-semantics/semantics/subscript.k:99	rule	-	rule clampLo(J:Int, STEP:Int)  => #if STEP <Int 0 #then -1 #else 0 #fi
K0879	reference-semantics/semantics/subscript.k:102	syntax	function,total	syntax Int ::= clampHi(Int, Int, Int) [function, total]
K0880	reference-semantics/semantics/subscript.k:103	rule	-	rule clampHi(I:Int, LEN:Int, _STEP:Int) => I
K0881	reference-semantics/semantics/subscript.k:105	rule	-	rule clampHi(I:Int, LEN:Int, STEP:Int)  => #if STEP <Int 0 #then LEN -Int 1 #else LEN #fi
K0882	reference-semantics/semantics/subscript.k:109	syntax	function	syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]
K0883	reference-semantics/semantics/subscript.k:110	rule	-	rule buildVS(VS:ValSeq, I:Int, STOP:Int, STEP:Int) => vCons(valSeqAt(VS, I), buildVS(VS, I +Int STEP, STOP, STEP))
K0884	reference-semantics/semantics/subscript.k:113	rule	-	rule buildVS(_:ValSeq, I:Int, STOP:Int, STEP:Int) => .ValSeq
K0885	reference-semantics/semantics/subscript.k:116	syntax	function	syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]
K0886	reference-semantics/semantics/subscript.k:117	rule	-	rule buildIS(IS:IntSeq, I:Int, STOP:Int, STEP:Int) => iCons(intSeqAt(IS, I), buildIS(IS, I +Int STEP, STOP, STEP))
K0887	reference-semantics/semantics/subscript.k:120	rule	-	rule buildIS(_:IntSeq, I:Int, STOP:Int, STEP:Int) => .IntSeq
K0888	reference-semantics/semantics/syntax.k:9	syntax	macro	syntax Expr ::= "Int"      "(" Int ")" | "Float"    "(" Float ")" | "Bool"     "(" Bool ")" | "Name"     "(" String ")" | "Str"      "(" String ")" | "UnaryOp"  "(" String "," Expr ")" [strict(2)] | "BinOp"    "(" String "," Expr "," Expr ")" [seqstrict(2, 3)] | "BoolOp"    "(" String "," Exprs ")" | "ListExpr"  "(" Exprs ")" | "DictExpr"  "(" Entries ")" | "ListComp"  "(" Expr "," CompFors ")" [macro] | "GenExp"    "(" Expr "," CompFors ")" [macro] | "TupleExpr" "(" Exprs ")" | "Subscript" "(" Expr "," Index ")" | "IfExp"     "(" Expr "," Expr "," Expr ")" [strict(1)] | "Lambda"    "(" Params "," Expr ")" | "KwArg"     "(" String "," Expr ")" | "Lambda"    "(" Params "," CellVars "," FreeVars "," Expr ")" | "NoneVal" | "Call"      "(" Expr "," Exprs ")" | "Attribute" "(" Expr "," String ")" [strict(1)] | "Compare"   "(" Expr "," CmpOp ")"
K0889	reference-semantics/semantics/syntax.k:32	syntax	-	syntax CmpOp    ::= "CmpOp" "(" String "," Expr ")"
K0890	reference-semantics/semantics/syntax.k:33	syntax	-	syntax Entry    ::= "Entry" "(" Expr "," Expr ")"
K0891	reference-semantics/semantics/syntax.k:34	syntax	-	syntax Entries  ::= List{Entry, ","}
K0892	reference-semantics/semantics/syntax.k:35	syntax	-	syntax CompFor  ::= "CompFor" "(" Expr "," Expr "," Exprs ")"
K0893	reference-semantics/semantics/syntax.k:36	syntax	-	syntax CompFors ::= List{CompFor, ""}
K0894	reference-semantics/semantics/syntax.k:37	syntax	-	syntax Exprs    ::= List{Expr, ","}
K0895	reference-semantics/semantics/syntax.k:38	syntax	-	syntax Index    ::= Expr | "Slice" "(" Bound "," Bound "," Bound ")"
K0896	reference-semantics/semantics/syntax.k:39	syntax	-	syntax Bound    ::= Expr | "NoBound"
K0897	reference-semantics/semantics/syntax.k:41	syntax	-	syntax Stmt ::= "Assign"    "(" Expr "," Expr ")" [strict(2)] | "Import"    "(" String ")" | "ImportFrom" "(" String "," ParamNames ")" | "AugAssign" "(" Expr "," String "," Expr ")" [strict(3)] | "For"       "(" Expr "," Expr "," Stmts ")" [strict(2)] | "While"     "(" Expr "," Stmts ")" | "Break" | "Continue" | "If"        "(" Expr "," Stmts "," Stmts ")" [strict(1)] | "Return"    "(" Expr ")" [strict] | "Assert"    "(" Expr ")" [strict] | "Expr"      "(" Expr ")" [strict] | "FuncDef"   "(" String "," Params "," Stmts ")" | "FuncDef"   "(" String "," Params "," CellVars "," FreeVars "," Stmts ")"
K0898	reference-semantics/semantics/syntax.k:56	syntax	-	syntax Stmts      ::= List{Stmt, ""}
K0899	reference-semantics/semantics/syntax.k:57	syntax	-	syntax Params     ::= "Params" "(" ParamNames ")"
K0900	reference-semantics/semantics/syntax.k:58	syntax	-	syntax CellVars   ::= "CellVars" "(" ParamNames ")"
K0901	reference-semantics/semantics/syntax.k:59	syntax	-	syntax FreeVars   ::= "FreeVars" "(" ParamNames ")"
K0902	reference-semantics/semantics/syntax.k:60	syntax	-	syntax ParamNames ::= List{String, ","}
K0903	reference-semantics/semantics/syntax.k:61	syntax	-	syntax Module     ::= "Module" "(" Stmts ")"
K0904	reference-semantics/semantics/tuple.k:10	rule	-	rule <k> #iterNext(tuple(.ValSeq))                => #iterDone ... </k>
K0905	reference-semantics/semantics/tuple.k:11	rule	-	rule <k> #iterNext(tuple(vCons(V:Val, R:ValSeq))) => #iterYield(V, tuple(R)) ... </k>
K0906	reference-semantics/semantics/tuple.k:14	syntax	-	syntax ApplyK ::= "toTuple"
K0907	reference-semantics/semantics/tuple.k:15	rule	-	rule <k> TupleExpr(ES:Exprs) => #evalArgs(ES, .Vals, toTuple) ... </k>
K0908	reference-semantics/semantics/tuple.k:16	rule	-	rule <k> #applyK(toTuple, ACC:Vals) => tuple(vals2valSeq(ACC)) ... </k>
K0909	reference-semantics/semantics/tuple.k:18	rule	-	rule applyCmp("==", tuple(A:ValSeq), tuple(B:ValSeq)) => A ==K B
K0910	reference-semantics/semantics/tuple.k:20	rule	-	rule <k> Compare(LV:Val, CmpOp("in",     tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ... </k>
K0911	reference-semantics/semantics/tuple.k:21	rule	-	rule <k> Compare(LV:Val, CmpOp("not in", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ~> #notB ... </k>
K0912	reference-semantics/semantics/tuple.k:23	rule	-	rule applyMethod(tuple(VS:ValSeq), "index", V:Val, .Vals) => idxOfVS(VS, V, 0)
K0913	reference-semantics/semantics/tuple.k:24	syntax	function	syntax Int ::= idxOfVS(ValSeq, Val, Int) [function]
K0914	reference-semantics/semantics/tuple.k:25	rule	-	rule idxOfVS(vCons(A:Val, _:ValSeq), V:Val, I:Int) => I requires A ==K V
K0915	reference-semantics/semantics/tuple.k:26	rule	-	rule idxOfVS(vCons(A:Val, R:ValSeq), V:Val, I:Int) => idxOfVS(R, V, I +Int 1)
K0916	reference-semantics/semantics/tuple.k:28	rule	-	rule applyCmp("!=", tuple(A:ValSeq), tuple(B:ValSeq)) => notBool (A ==K B)
K0917	reference-semantics/semantics/tuple.k:31	syntax	-	syntax KItem ::= #bindTgt(Expr, Val)
K0918	reference-semantics/semantics/tuple.k:32	rule	-	rule <k> #bindTgt(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
K0919	reference-semantics/semantics/tuple.k:35	rule	-	rule <k> #bindTgt(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
K0920	reference-semantics/semantics/tuple.k:42	rule	-	rule <k> #bindTgt(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
K0921	reference-semantics/semantics/tuple.k:43	rule	-	rule <k> #bindTgt(TupleExpr(TS:Exprs), list(VS:ValSeq))  => #unpackSeq(TS, VS) ... </k>
K0922	reference-semantics/semantics/tuple.k:44	rule	priority	rule <k> #bindTgt(TupleExpr(TS:Exprs), ref(H:Int)) => #bindTgt(TupleExpr(TS), V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0923	reference-semantics/semantics/tuple.k:49	syntax	-	syntax KItem ::= #unpackSeq(Exprs, ValSeq)
K0924	reference-semantics/semantics/tuple.k:50	rule	-	rule <k> Assign(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
K0925	reference-semantics/semantics/tuple.k:51	rule	-	rule <k> Assign(TupleExpr(TS:Exprs), list(VS:ValSeq))  => #unpackSeq(TS, VS) ... </k>
K0926	reference-semantics/semantics/tuple.k:52	rule	priority	rule <k> Assign(TupleExpr(TS:Exprs), ref(H:Int)) => Assign(TupleExpr(TS), V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
