file	line	module	kind	attributes	statement
reference-semantics/semantics/methods.k	44	MPY-METHODS	rule		rule dropIS(iCons(_:Int, R:IntSeq), N:Int) => dropIS(R, N -Int 1) requires N >Int 0
reference-semantics/semantics/methods.k	47	MPY-METHODS	rule		"rule applyMethod(str(CS:IntSeq), ""strip"", .Vals) => str(revIS(trimWS(revIS(trimWS(CS)))))"
reference-semantics/semantics/methods.k	48	MPY-METHODS	syntax	function,total	syntax IntSeq ::= trimWS(IntSeq) [function, total]
reference-semantics/semantics/methods.k	49	MPY-METHODS	rule		rule trimWS(.IntSeq) => .IntSeq
reference-semantics/semantics/methods.k	50	MPY-METHODS	rule		rule trimWS(iCons(C:Int, R:IntSeq)) => trimWS(R) requires isWSC(C)
reference-semantics/semantics/methods.k	51	MPY-METHODS	rule		rule trimWS(iCons(C:Int, R:IntSeq)) => iCons(C, R) requires notBool isWSC(C)
reference-semantics/semantics/methods.k	52	MPY-METHODS	syntax	function,total	syntax IntSeq ::= revIS(IntSeq) [function, total] | revISAcc(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/methods.k	53	MPY-METHODS	rule		rule revIS(S:IntSeq) => revISAcc(S, .IntSeq)
reference-semantics/semantics/methods.k	54	MPY-METHODS	rule		rule revISAcc(.IntSeq, A:IntSeq) => A
reference-semantics/semantics/methods.k	55	MPY-METHODS	rule		rule revISAcc(iCons(C:Int, R:IntSeq), A:IntSeq) => revISAcc(R, iCons(C, A))
reference-semantics/semantics/methods.k	58	MPY-METHODS	rule		"rule applyMethod(str(CS:IntSeq), ""encode"", str(_:IntSeq), .Vals) => str(CS)"
reference-semantics/semantics/methods.k	61	MPY-METHODS	rule		"rule applyMethod(str(XC:IntSeq), ""startswith"", str(PC:IntSeq), .Vals) => startsWith(PC, XC)"
reference-semantics/semantics/methods.k	64	MPY-METHODS	rule		"rule applyMethod(list(VS:ValSeq), ""count"", V:Val, .Vals) => cntOccVS(VS, V)"
reference-semantics/semantics/methods.k	65	MPY-METHODS	syntax	function,total	syntax Int ::= cntOccVS(ValSeq, Val) [function, total]
reference-semantics/semantics/methods.k	66	MPY-METHODS	rule		rule cntOccVS(.ValSeq, _:Val)                => 0
reference-semantics/semantics/methods.k	67	MPY-METHODS	rule		rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => 1 +Int cntOccVS(R, V) requires A ==K V
reference-semantics/semantics/methods.k	68	MPY-METHODS	rule		rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => cntOccVS(R, V)        requires notBool (A ==K V)
reference-semantics/semantics/methods.k	72	MPY-METHODS	rule	priority	"rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), ""split"")), .Vals) => #alloc(list(splitWS(CS, .IntSeq, .ValSeq))) ... </k> [priority(40)]"
reference-semantics/semantics/methods.k	75	MPY-METHODS	syntax	function	syntax ValSeq ::= splitWS(IntSeq, IntSeq, ValSeq) [function]
reference-semantics/semantics/methods.k	76	MPY-METHODS	rule		rule splitWS(.IntSeq, CUR:IntSeq, ACC:ValSeq) => flushTok(ACC, CUR)
reference-semantics/semantics/methods.k	77	MPY-METHODS	rule		rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, .IntSeq, flushTok(ACC, CUR)) requires isWSC(C)
reference-semantics/semantics/methods.k	79	MPY-METHODS	rule		rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, seqConcat(CUR, iCons(C, .IntSeq)), ACC) requires notBool isWSC(C)
reference-semantics/semantics/methods.k	82	MPY-METHODS	syntax	function	syntax ValSeq ::= flushTok(ValSeq, IntSeq) [function]
reference-semantics/semantics/methods.k	83	MPY-METHODS	rule		rule flushTok(ACC:ValSeq, .IntSeq)            => ACC
reference-semantics/semantics/methods.k	84	MPY-METHODS	rule		rule flushTok(ACC:ValSeq, iCons(C:Int, T:IntSeq)) => valSeqConcat(ACC, vCons(str(iCons(C, T)), .ValSeq))
reference-semantics/semantics/methods.k	85	MPY-METHODS	syntax	function,total	syntax Bool ::= isWSC(Int) [function, total]
reference-semantics/semantics/methods.k	86	MPY-METHODS	rule		rule isWSC(C:Int) => C ==Int 32 orBool C ==Int 9 orBool C ==Int 10 orBool C ==Int 13
reference-semantics/semantics/methods.k	89	MPY-METHODS	rule	priority	"rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), ""split"")), (kwV(""sep"", str(S:IntSeq)), .Vals)) => #applyK(toCall(boundMethodV(str(CS), ""split"")), (str(S), .Vals)) ... </k> [priority(39)]"
reference-semantics/semantics/methods.k	94	MPY-METHODS	rule	priority	"rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), ""split"")), (str(iCons(SEP:Int, .IntSeq)), .Vals)) => #alloc(list(splitSep(CS, SEP, .IntSeq))) ... </k> [priority(40)]"
reference-semantics/semantics/methods.k	97	MPY-METHODS	syntax	function	syntax ValSeq ::= splitSep(IntSeq, Int, IntSeq) [function]
reference-semantics/semantics/methods.k	98	MPY-METHODS	rule		rule splitSep(.IntSeq, _SEP:Int, CUR:IntSeq)              => vCons(str(CUR), .ValSeq)
reference-semantics/semantics/methods.k	99	MPY-METHODS	rule		rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => vCons(str(CUR), splitSep(R, SEP, .IntSeq)) requires C ==Int SEP
reference-semantics/semantics/methods.k	101	MPY-METHODS	rule		rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => splitSep(R, SEP, seqConcat(CUR, iCons(C, .IntSeq))) requires notBool (C ==Int SEP)
reference-semantics/semantics/methods.k	104	MPY-METHODS	rule		"rule applyMethod(str(CS:IntSeq), ""replace"", str(iCons(A:Int, .IntSeq)), str(iCons(B:Int, .IntSeq)), .Vals) => str(replaceC(CS, A, B))"
reference-semantics/semantics/methods.k	106	MPY-METHODS	syntax	function,total	syntax IntSeq ::= replaceC(IntSeq, Int, Int) [function, total]
reference-semantics/semantics/methods.k	107	MPY-METHODS	rule		rule replaceC(.IntSeq, _:Int, _:Int)             => .IntSeq
reference-semantics/semantics/methods.k	108	MPY-METHODS	rule		rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(B, replaceC(R, A, B)) requires C ==Int A
reference-semantics/semantics/methods.k	109	MPY-METHODS	rule		rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(C, replaceC(R, A, B)) requires notBool (C ==Int A)
reference-semantics/semantics/methods.k	112	MPY-METHODS	syntax	function,total	syntax Bool ::= isUpperC(Int) [function, total]
reference-semantics/semantics/methods.k	113	MPY-METHODS	rule		rule isUpperC(C:Int) => C >=Int 65 andBool C <=Int 90
reference-semantics/semantics/methods.k	115	MPY-METHODS	syntax	function,total	syntax Bool ::= isLowerC(Int) [function, total]
reference-semantics/semantics/methods.k	116	MPY-METHODS	rule		rule isLowerC(C:Int) => C >=Int 97 andBool C <=Int 122
reference-semantics/semantics/methods.k	118	MPY-METHODS	syntax	function,total	syntax Bool ::= isAlphaC(Int) [function, total]
reference-semantics/semantics/methods.k	119	MPY-METHODS	rule		rule isAlphaC(C:Int) => isUpperC(C) orBool isLowerC(C)
reference-semantics/semantics/methods.k	121	MPY-METHODS	syntax	function,total	syntax Bool ::= isDigitC(Int) [function, total]
reference-semantics/semantics/methods.k	122	MPY-METHODS	rule		rule isDigitC(C:Int) => C >=Int 48 andBool C <=Int 57
reference-semantics/semantics/methods.k	124	MPY-METHODS	syntax	function,total	syntax Bool ::= hasUpper(IntSeq) [function, total]
reference-semantics/semantics/methods.k	125	MPY-METHODS	rule		rule hasUpper(.IntSeq) => false
reference-semantics/semantics/methods.k	126	MPY-METHODS	rule		rule hasUpper(iCons(C:Int, S:IntSeq)) => isUpperC(C) orBool hasUpper(S)
reference-semantics/semantics/methods.k	128	MPY-METHODS	syntax	function,total	syntax Bool ::= hasLower(IntSeq) [function, total]
reference-semantics/semantics/methods.k	129	MPY-METHODS	rule		rule hasLower(.IntSeq) => false
reference-semantics/semantics/methods.k	130	MPY-METHODS	rule		rule hasLower(iCons(C:Int, S:IntSeq)) => isLowerC(C) orBool hasLower(S)
reference-semantics/semantics/methods.k	132	MPY-METHODS	syntax	function,total	syntax Bool ::= allAlpha(IntSeq) [function, total]
reference-semantics/semantics/methods.k	133	MPY-METHODS	rule		rule allAlpha(.IntSeq) => true
reference-semantics/semantics/methods.k	134	MPY-METHODS	rule		rule allAlpha(iCons(C:Int, S:IntSeq)) => isAlphaC(C) andBool allAlpha(S)
reference-semantics/semantics/methods.k	136	MPY-METHODS	syntax	function,total	syntax Bool ::= allDigit(IntSeq) [function, total]
reference-semantics/semantics/methods.k	137	MPY-METHODS	rule		rule allDigit(.IntSeq) => true
reference-semantics/semantics/methods.k	138	MPY-METHODS	rule		rule allDigit(iCons(C:Int, S:IntSeq)) => isDigitC(C) andBool allDigit(S)
reference-semantics/semantics/methods.k	140	MPY-METHODS	syntax	function,total	syntax Int ::= lowerC(Int) [function, total]
reference-semantics/semantics/methods.k	142	MPY-METHODS	rule		rule lowerC(C:Int) => C +Int 32 requires isUpperC(C)
reference-semantics/semantics/methods.k	143	MPY-METHODS	rule	owise	rule lowerC(C:Int) => C         [owise]
reference-semantics/semantics/methods.k	145	MPY-METHODS	syntax	function,total	syntax Int ::= upperC(Int) [function, total]
reference-semantics/semantics/methods.k	146	MPY-METHODS	rule		rule upperC(C:Int) => C -Int 32 requires isLowerC(C)
reference-semantics/semantics/methods.k	147	MPY-METHODS	rule	owise	rule upperC(C:Int) => C         [owise]
reference-semantics/semantics/methods.k	149	MPY-METHODS	syntax	function,total	syntax Int ::= swapC(Int) [function, total]
reference-semantics/semantics/methods.k	150	MPY-METHODS	rule		rule swapC(C:Int) => C +Int 32 requires isUpperC(C)
reference-semantics/semantics/methods.k	151	MPY-METHODS	rule		rule swapC(C:Int) => C -Int 32 requires isLowerC(C)
reference-semantics/semantics/methods.k	152	MPY-METHODS	rule	owise	rule swapC(C:Int) => C         [owise]
reference-semantics/semantics/methods.k	154	MPY-METHODS	syntax	function,total	syntax IntSeq ::= mapLower(IntSeq) [function, total]
reference-semantics/semantics/methods.k	155	MPY-METHODS	rule		rule mapLower(.IntSeq) => .IntSeq
reference-semantics/semantics/methods.k	156	MPY-METHODS	rule		rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))
reference-semantics/semantics/methods.k	158	MPY-METHODS	syntax	function,total	syntax IntSeq ::= mapUpper(IntSeq) [function, total]
reference-semantics/semantics/methods.k	159	MPY-METHODS	rule		rule mapUpper(.IntSeq) => .IntSeq
reference-semantics/semantics/methods.k	160	MPY-METHODS	rule		rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))
reference-semantics/semantics/methods.k	162	MPY-METHODS	syntax	function,total	syntax IntSeq ::= mapSwap(IntSeq) [function, total]
reference-semantics/semantics/methods.k	163	MPY-METHODS	rule		rule mapSwap(.IntSeq) => .IntSeq
reference-semantics/semantics/methods.k	164	MPY-METHODS	rule		rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))
reference-semantics/semantics/methods.k	166	MPY-METHODS	syntax	function,total	syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/methods.k	167	MPY-METHODS	rule		rule startsWith(.IntSeq, _:IntSeq)               => true
reference-semantics/semantics/methods.k	168	MPY-METHODS	rule		rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false
reference-semantics/semantics/methods.k	169	MPY-METHODS	rule		rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)
reference-semantics/semantics/methods.k	170	MPY-METHODS	endmodule		endmodule
reference-semantics/semantics/operators.k	6	MPY-OPERATORS	module		module MPY-OPERATORS
reference-semantics/semantics/operators.k	7	MPY-OPERATORS	imports		imports MPY-CORE
reference-semantics/semantics/operators.k	8	MPY-OPERATORS	imports		imports MPY-ITER
reference-semantics/semantics/operators.k	10	MPY-OPERATORS	rule		rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
reference-semantics/semantics/operators.k	12	MPY-OPERATORS	rule		rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>
reference-semantics/semantics/operators.k	15	MPY-OPERATORS	context		context Compare(HOLE, _)
reference-semantics/semantics/operators.k	16	MPY-OPERATORS	context		context Compare(_:Val, CmpOp(_, HOLE))
reference-semantics/semantics/operators.k	17	MPY-OPERATORS	rule	owise	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
reference-semantics/semantics/operators.k	19	MPY-OPERATORS	rule		"rule applyCmp(""is"",     V:Val, noneV) => V ==K noneV"
reference-semantics/semantics/operators.k	20	MPY-OPERATORS	rule		"rule applyCmp(""is not"", V:Val, noneV) => notBool (V ==K noneV)"
reference-semantics/semantics/operators.k	25	MPY-OPERATORS	rule	priority	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/operators.k	28	MPY-OPERATORS	rule	priority	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) [priority(40)]
reference-semantics/semantics/operators.k	34	MPY-OPERATORS	rule	priority	"rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap> requires OP =/=String ""in"" andBool OP =/=String ""not in"" [priority(40)]"
reference-semantics/semantics/operators.k	38	MPY-OPERATORS	rule	priority	"rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) orBool OP ==String ""in"" orBool OP ==String ""not in"" [priority(40)]"
reference-semantics/semantics/operators.k	44	MPY-OPERATORS	rule	priority	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/operators.k	47	MPY-OPERATORS	endmodule		endmodule
reference-semantics/semantics/range.k	5	MPY-RANGE	module		module MPY-RANGE
reference-semantics/semantics/range.k	6	MPY-RANGE	imports		imports MPY-CORE
reference-semantics/semantics/range.k	7	MPY-RANGE	imports		imports MPY-ITER
reference-semantics/semantics/range.k	9	MPY-RANGE	syntax	function,total	syntax Bool ::= inRange(Int, Int, Int) [function, total]
reference-semantics/semantics/range.k	10	MPY-RANGE	rule		rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
reference-semantics/semantics/range.k	12	MPY-RANGE	syntax	function	syntax Int ::= rangeLen(Int, Int, Int) [function]
reference-semantics/semantics/range.k	13	MPY-RANGE	rule		rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST requires ST >Int 0 andBool HI >Int LO
reference-semantics/semantics/range.k	15	MPY-RANGE	rule		rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST) requires ST <Int 0 andBool HI <Int LO
reference-semantics/semantics/range.k	17	MPY-RANGE	rule		rule rangeLen(LO:Int, HI:Int, ST:Int) => 0 requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)
reference-semantics/semantics/range.k	20	MPY-RANGE	rule		rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k> requires inRange(I, HI, ST)
reference-semantics/semantics/range.k	23	MPY-RANGE	rule		rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)
reference-semantics/semantics/range.k	25	MPY-RANGE	endmodule		endmodule
reference-semantics/semantics/set.k	3	MPY-SET	module		module MPY-SET
reference-semantics/semantics/set.k	4	MPY-SET	imports		imports MPY-CORE
reference-semantics/semantics/set.k	8	MPY-SET	syntax		syntax Val ::= setV(IntSeq)
reference-semantics/semantics/set.k	11	MPY-SET	syntax	function,total	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
reference-semantics/semantics/set.k	12	MPY-SET	rule		rule codeIn(_:Int, .IntSeq)                => false
reference-semantics/semantics/set.k	13	MPY-SET	rule		rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
reference-semantics/semantics/set.k	16	MPY-SET	syntax	function,total	syntax IntSeq ::= dedupCodes(IntSeq)         [function, total] | dedupFrom(IntSeq, IntSeq)  [function, total]
reference-semantics/semantics/set.k	18	MPY-SET	rule		rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
reference-semantics/semantics/set.k	19	MPY-SET	rule		rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
reference-semantics/semantics/set.k	20	MPY-SET	rule		rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)
reference-semantics/semantics/set.k	22	MPY-SET	rule		rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)
reference-semantics/semantics/set.k	25	MPY-SET	syntax	function,total	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
reference-semantics/semantics/set.k	26	MPY-SET	rule		rule snocCode(.IntSeq, C:Int)                => iCons(C, .IntSeq)
reference-semantics/semantics/set.k	27	MPY-SET	rule		rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
reference-semantics/semantics/set.k	31	MPY-SET	syntax	function,total	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/set.k	32	MPY-SET	rule		rule subsetCodes(.IntSeq, _:IntSeq)                => true
reference-semantics/semantics/set.k	33	MPY-SET	rule		rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
reference-semantics/semantics/set.k	35	MPY-SET	syntax	function,total	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/set.k	36	MPY-SET	rule		rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
reference-semantics/semantics/set.k	39	MPY-SET	rule		"rule applyCmp(""=="", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)"
reference-semantics/semantics/set.k	40	MPY-SET	endmodule		endmodule
reference-semantics/semantics/sort.k	10	MPY-SORT	module		module MPY-SORT
reference-semantics/semantics/sort.k	11	MPY-SORT	imports		imports MPY-BUILTINS
reference-semantics/semantics/sort.k	12	MPY-SORT	imports		imports MPY-SUBSCRIPT
reference-semantics/semantics/sort.k	18	MPY-SORT	syntax	function,total	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
reference-semantics/semantics/sort.k	19	MPY-SORT	syntax	function	syntax ValSeq ::= insVS(Int, ValSeq) [function]
reference-semantics/semantics/sort.k	20	MPY-SORT	rule	concrete	rule sortVS(.ValSeq)                => .ValSeq          [concrete]
reference-semantics/semantics/sort.k	21	MPY-SORT	rule	concrete	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
reference-semantics/semantics/sort.k	22	MPY-SORT	rule	concrete	rule insVS(X:Int, .ValSeq)                => vCons(X, .ValSeq) [concrete]
reference-semantics/semantics/sort.k	23	MPY-SORT	rule	concrete	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
reference-semantics/semantics/sort.k	24	MPY-SORT	rule	concrete	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete]
reference-semantics/semantics/sort.k	26	MPY-SORT	syntax	function	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
reference-semantics/semantics/sort.k	27	MPY-SORT	rule	concrete	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
reference-semantics/semantics/sort.k	28	MPY-SORT	rule	concrete	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
reference-semantics/semantics/sort.k	29	MPY-SORT	rule	concrete	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]
reference-semantics/semantics/sort.k	31	MPY-SORT	rule	concrete	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]
reference-semantics/semantics/sort.k	36	MPY-SORT	rule		"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>"
reference-semantics/semantics/sort.k	40	MPY-SORT	rule	priority	"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""sort"")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]"
reference-semantics/semantics/sort.k	49	MPY-SORT	syntax	function,total	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
reference-semantics/semantics/sort.k	51	MPY-SORT	syntax	function,total	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
reference-semantics/semantics/sort.k	53	MPY-SORT	rule		rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
reference-semantics/semantics/sort.k	54	MPY-SORT	rule		rule revVSAcc(.ValSeq, A:ValSeq) => A
reference-semantics/semantics/sort.k	55	MPY-SORT	rule		rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
reference-semantics/semantics/sort.k	57	MPY-SORT	syntax	function,total	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
reference-semantics/semantics/sort.k	58	MPY-SORT	rule		rule condRev(S:ValSeq, false) => S
reference-semantics/semantics/sort.k	59	MPY-SORT	rule		rule condRev(S:ValSeq, true)  => revVS(S)
reference-semantics/semantics/sort.k	61	MPY-SORT	rule		"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>"
reference-semantics/semantics/sort.k	63	MPY-SORT	rule		"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>"
reference-semantics/semantics/sort.k	65	MPY-SORT	rule		"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>"
reference-semantics/semantics/sort.k	72	MPY-SORT	endmodule		endmodule
reference-semantics/semantics/str.k	3	MPY-STR	module		module MPY-STR
reference-semantics/semantics/str.k	4	MPY-STR	imports		imports MPY-CORE
reference-semantics/semantics/str.k	5	MPY-STR	imports		imports MPY-ITER
reference-semantics/semantics/str.k	8	MPY-STR	rule		rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>
reference-semantics/semantics/str.k	9	MPY-STR	rule		rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
reference-semantics/semantics/str.k	13	MPY-STR	syntax	function	syntax IntSeq ::= strToCodes(String) [function]
reference-semantics/semantics/str.k	14	MPY-STR	rule		rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
reference-semantics/semantics/str.k	15	MPY-STR	rule		"rule strToCodes("""") => .IntSeq"
reference-semantics/semantics/str.k	16	MPY-STR	rule		"rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String """" andBool ordChar(substrString(S, 0, 1)) <Int 128"
reference-semantics/semantics/str.k	20	MPY-STR	syntax	function,total	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	21	MPY-STR	rule		rule seqConcat(.IntSeq, T:IntSeq)                => T
reference-semantics/semantics/str.k	22	MPY-STR	rule		rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
reference-semantics/semantics/str.k	24	MPY-STR	rule		"rule applyBin(""+"",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))"
reference-semantics/semantics/str.k	25	MPY-STR	rule		"rule applyCmp(""=="", str(A:IntSeq), str(B:IntSeq)) => A ==K B"
reference-semantics/semantics/str.k	26	MPY-STR	rule		"rule applyCmp(""!="", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)"
reference-semantics/semantics/str.k	29	MPY-STR	rule		"rule applyCmp(""in"",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)"
reference-semantics/semantics/str.k	30	MPY-STR	rule		"rule applyCmp(""not in"", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)"
reference-semantics/semantics/str.k	32	MPY-STR	syntax	function,total	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	33	MPY-STR	rule		rule strPrefix(.IntSeq, _:IntSeq)               => true
reference-semantics/semantics/str.k	34	MPY-STR	rule		rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
reference-semantics/semantics/str.k	35	MPY-STR	rule		rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
reference-semantics/semantics/str.k	37	MPY-STR	syntax	function,total	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	38	MPY-STR	rule		rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)
reference-semantics/semantics/str.k	39	MPY-STR	rule		rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)
reference-semantics/semantics/str.k	40	MPY-STR	rule		rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))
reference-semantics/semantics/str.k	48	MPY-STR	syntax	function,total	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	49	MPY-STR	rule		rule strLt(.IntSeq, .IntSeq)                => false
reference-semantics/semantics/str.k	50	MPY-STR	rule		rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
reference-semantics/semantics/str.k	51	MPY-STR	rule		rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
reference-semantics/semantics/str.k	52	MPY-STR	rule		rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B
reference-semantics/semantics/str.k	53	MPY-STR	rule		rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B
reference-semantics/semantics/str.k	54	MPY-STR	rule		rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
