id	file	start_line	end_line	kind	classification	attributes	assessment	text
146	unicode-case.k	119	119	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc3\xbd"") => ""\xc3\x9d"""
147	unicode-case.k	120	120	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc3\xbe"") => ""\xc3\x9e"""
148	unicode-case.k	121	121	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc3\xbf"") => ""\xc5\xb8"""
149	unicode-case.k	122	122	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x80"") => ""\xc4\x81"""
150	unicode-case.k	123	123	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x81"") => ""\xc4\x80"""
151	unicode-case.k	124	124	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x82"") => ""\xc4\x83"""
152	unicode-case.k	125	125	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x83"") => ""\xc4\x82"""
153	unicode-case.k	126	126	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x84"") => ""\xc4\x85"""
154	unicode-case.k	127	127	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x85"") => ""\xc4\x84"""
155	unicode-case.k	128	128	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x86"") => ""\xc4\x87"""
156	unicode-case.k	129	129	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x87"") => ""\xc4\x86"""
157	unicode-case.k	130	130	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x88"") => ""\xc4\x89"""
158	unicode-case.k	131	131	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x89"") => ""\xc4\x88"""
159	unicode-case.k	132	132	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x8a"") => ""\xc4\x8b"""
160	unicode-case.k	133	133	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x8b"") => ""\xc4\x8a"""
161	unicode-case.k	134	134	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x8c"") => ""\xc4\x8d"""
162	unicode-case.k	135	135	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x8d"") => ""\xc4\x8c"""
163	unicode-case.k	136	136	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x8e"") => ""\xc4\x8f"""
164	unicode-case.k	137	137	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x8f"") => ""\xc4\x8e"""
165	unicode-case.k	138	138	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x90"") => ""\xc4\x91"""
166	unicode-case.k	139	139	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x91"") => ""\xc4\x90"""
167	unicode-case.k	140	140	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x92"") => ""\xc4\x93"""
168	unicode-case.k	141	141	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x93"") => ""\xc4\x92"""
169	unicode-case.k	142	142	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x94"") => ""\xc4\x95"""
170	unicode-case.k	143	143	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x95"") => ""\xc4\x94"""
171	unicode-case.k	144	144	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x96"") => ""\xc4\x97"""
172	unicode-case.k	145	145	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x97"") => ""\xc4\x96"""
173	unicode-case.k	146	146	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x98"") => ""\xc4\x99"""
174	unicode-case.k	147	147	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x99"") => ""\xc4\x98"""
175	unicode-case.k	148	148	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x9a"") => ""\xc4\x9b"""
176	unicode-case.k	149	149	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x9b"") => ""\xc4\x9a"""
177	unicode-case.k	150	150	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x9c"") => ""\xc4\x9d"""
178	unicode-case.k	151	151	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x9d"") => ""\xc4\x9c"""
179	unicode-case.k	152	152	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x9e"") => ""\xc4\x9f"""
180	unicode-case.k	153	153	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\x9f"") => ""\xc4\x9e"""
181	unicode-case.k	154	154	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xa0"") => ""\xc4\xa1"""
182	unicode-case.k	155	155	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xa1"") => ""\xc4\xa0"""
183	unicode-case.k	156	156	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xa2"") => ""\xc4\xa3"""
184	unicode-case.k	157	157	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xa3"") => ""\xc4\xa2"""
185	unicode-case.k	158	158	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xa4"") => ""\xc4\xa5"""
186	unicode-case.k	159	159	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xa5"") => ""\xc4\xa4"""
187	unicode-case.k	160	160	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xa6"") => ""\xc4\xa7"""
188	unicode-case.k	161	161	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xa7"") => ""\xc4\xa6"""
189	unicode-case.k	162	162	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xa8"") => ""\xc4\xa9"""
190	unicode-case.k	163	163	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xa9"") => ""\xc4\xa8"""
191	unicode-case.k	164	164	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xaa"") => ""\xc4\xab"""
192	unicode-case.k	165	165	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xab"") => ""\xc4\xaa"""
193	unicode-case.k	166	166	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xac"") => ""\xc4\xad"""
194	unicode-case.k	167	167	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xad"") => ""\xc4\xac"""
195	unicode-case.k	168	168	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xae"") => ""\xc4\xaf"""
196	unicode-case.k	169	169	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xaf"") => ""\xc4\xae"""
197	unicode-case.k	170	170	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xb0"") => ""i\xcc\x87"""
198	unicode-case.k	171	171	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xb1"") => ""I"""
199	unicode-case.k	172	172	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xb2"") => ""\xc4\xb3"""
200	unicode-case.k	173	173	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xb3"") => ""\xc4\xb2"""
201	unicode-case.k	174	174	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xb4"") => ""\xc4\xb5"""
202	unicode-case.k	175	175	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xb5"") => ""\xc4\xb4"""
203	unicode-case.k	176	176	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xb6"") => ""\xc4\xb7"""
204	unicode-case.k	177	177	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xb7"") => ""\xc4\xb6"""
205	unicode-case.k	178	178	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xb9"") => ""\xc4\xba"""
206	unicode-case.k	179	179	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xba"") => ""\xc4\xb9"""
207	unicode-case.k	180	180	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xbb"") => ""\xc4\xbc"""
208	unicode-case.k	181	181	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xbc"") => ""\xc4\xbb"""
209	unicode-case.k	182	182	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xbd"") => ""\xc4\xbe"""
210	unicode-case.k	183	183	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xbe"") => ""\xc4\xbd"""
211	unicode-case.k	184	184	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc4\xbf"") => ""\xc5\x80"""
