id	file	line	end_line	module	kind	tags	text	disposition	rationale
K0087	reference-semantics/semantics/builtins.k	136	136	MPY-BUILTINS	rule	ordinary	rule mapStrVS(vCons(I:Int, R:ValSeq)) => vCons(str(strToCodes(Int2String(I))), mapStrVS(R))	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0088	reference-semantics/semantics/builtins.k	137	139	MPY-BUILTINS	rule	ordinary	rule mapStrVS(vCons(str(CS:IntSeq), R:ValSeq)) => vCons(str(CS), mapStrVS(R))	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0089	reference-semantics/semantics/builtins.k	140	142	MPY-BUILTINS	rule	ordinary	"rule applyBuiltin(""int"", I:Int, .Vals) => I"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0090	reference-semantics/semantics/builtins.k	143	143	MPY-BUILTINS	rule	ordinary	"rule applyBuiltin(""ord"", str(iCons(C:Int, .IntSeq)), .Vals) => C"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0091	reference-semantics/semantics/builtins.k	144	147	MPY-BUILTINS	rule	ordinary	"rule applyBuiltin(""chr"", I:Int, .Vals) => str(iCons(I, .IntSeq)) requires 0 <=Int I andBool I <Int 128"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0092	reference-semantics/semantics/builtins.k	148	148	MPY-BUILTINS	rule	ordinary	"rule applyBuiltin(""str"", I:Int, .Vals) => str(strToCodes(Int2String(I)))"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0093	reference-semantics/semantics/builtins.k	149	151	MPY-BUILTINS	rule	ordinary	"rule applyBuiltin(""str"", str(CS:IntSeq), .Vals) => str(CS)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0094	reference-semantics/semantics/builtins.k	152	155	MPY-BUILTINS	rule	ordinary	"rule applyBuiltin(""int"", str(iCons(C:Int, .IntSeq)), .Vals) => C -Int 48 requires 48 <=Int C andBool C <=Int 57"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0095	reference-semantics/semantics/builtins.k	156	157	MPY-BUILTINS	rule	ordinary	"rule applyBuiltin(""int"", str(CS:IntSeq), .Vals) => intDigAcc(CS, 0) requires isLen(CS) >=Int 2"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0096	reference-semantics/semantics/builtins.k	158	158	MPY-BUILTINS	syntax	function,total	syntax Int ::= intDigAcc(IntSeq, Int) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0097	reference-semantics/semantics/builtins.k	159	159	MPY-BUILTINS	rule	ordinary	rule intDigAcc(.IntSeq, ACC:Int) => ACC	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0098	reference-semantics/semantics/builtins.k	160	162	MPY-BUILTINS	rule	ordinary	rule intDigAcc(iCons(C:Int, R:IntSeq), ACC:Int) => intDigAcc(R, (ACC *Int 10) +Int (C -Int 48))	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0099	reference-semantics/semantics/builtins.k	163	163	MPY-BUILTINS	rule	ordinary	"rule applyBuiltin(""zip"", list(A:ValSeq), list(B:ValSeq), .Vals) => zipObj(A, B)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0100	reference-semantics/semantics/builtins.k	164	166	MPY-BUILTINS	rule	ordinary	"rule applyBuiltin(""zip"", str(A:IntSeq), str(B:IntSeq), .Vals) => zipObjS(A, B)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0101	reference-semantics/semantics/builtins.k	167	168	MPY-BUILTINS	rule	ordinary	rule <k> #iterNext(zipObj(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq))) => #iterYield(tuple(vCons(A, vCons(B, .ValSeq))), zipObj(As, Bs)) ... </k>	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0102	reference-semantics/semantics/builtins.k	169	169	MPY-BUILTINS	rule	ordinary	rule <k> #iterNext(zipObj(.ValSeq, _:ValSeq)) => #iterDone ... </k>	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0103	reference-semantics/semantics/builtins.k	170	170	MPY-BUILTINS	rule	ordinary	rule <k> #iterNext(zipObj(vCons(_:Val, _:ValSeq), .ValSeq)) => #iterDone ... </k>	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0104	reference-semantics/semantics/builtins.k	171	172	MPY-BUILTINS	rule	ordinary	rule <k> #iterNext(zipObjS(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq))) => #iterYield(tuple(vCons(str(iCons(A, .IntSeq)), vCons(str(iCons(B, .IntSeq)), .ValSeq))), zipObjS(As, Bs)) ... </k>	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0105	reference-semantics/semantics/builtins.k	173	173	MPY-BUILTINS	rule	ordinary	rule <k> #iterNext(zipObjS(.IntSeq, _:IntSeq)) => #iterDone ... </k>	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0106	reference-semantics/semantics/builtins.k	174	176	MPY-BUILTINS	rule	ordinary	rule <k> #iterNext(zipObjS(iCons(_:Int, _:IntSeq), .IntSeq)) => #iterDone ... </k>	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0107	reference-semantics/semantics/builtins.k	177	177	MPY-BUILTINS	rule	ordinary	"rule applyBuiltin(""range"", I:Int, .Vals) => rangeObj(0, I, 1)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0108	reference-semantics/semantics/builtins.k	178	178	MPY-BUILTINS	rule	ordinary	"rule applyBuiltin(""range"", A:Int, B:Int, .Vals) => rangeObj(A, B, 1)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0109	reference-semantics/semantics/builtins.k	179	186	MPY-BUILTINS	rule	ordinary	"rule applyBuiltin(""range"", A:Int, B:Int, S:Int, .Vals) => rangeObj(A, B, S) requires S =/=Int 0"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0110	reference-semantics/semantics/builtins.k	187	187	MPY-BUILTINS	rule	ordinary	"rule applyBuiltin(""eval"", str(CS:IntSeq), .Vals) => evalArith(CS)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0111	reference-semantics/semantics/builtins.k	188	188	MPY-BUILTINS	syntax	function	syntax Int ::= evalArith(IntSeq) [function]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0112	reference-semantics/semantics/builtins.k	189	191	MPY-BUILTINS	rule	ordinary	rule evalArith(CS:IntSeq) => firstNdE(passAddE(passMulE(passPowE(tokOps(CS), tokNds(CS)))))	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0113	reference-semantics/semantics/builtins.k	192	193	MPY-BUILTINS	syntax		"syntax OpSeq ::= "".OpSeq"" | oCons(String, OpSeq)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0114	reference-semantics/semantics/builtins.k	194	194	MPY-BUILTINS	syntax	function,total	syntax Bool ::= evDigit(Int) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0115	reference-semantics/semantics/builtins.k	195	195	MPY-BUILTINS	rule	ordinary	rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0116	reference-semantics/semantics/builtins.k	196	196	MPY-BUILTINS	syntax	function,total	syntax Bool ::= evHead42(IntSeq) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0117	reference-semantics/semantics/builtins.k	197	197	MPY-BUILTINS	rule	ordinary	rule evHead42(iCons(42, _:IntSeq)) => true	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0118	reference-semantics/semantics/builtins.k	198	198	MPY-BUILTINS	rule	owise	rule evHead42(_:IntSeq) => false [owise]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0119	reference-semantics/semantics/builtins.k	199	199	MPY-BUILTINS	syntax	function,total	syntax Bool ::= evHead47(IntSeq) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0120	reference-semantics/semantics/builtins.k	200	200	MPY-BUILTINS	rule	ordinary	rule evHead47(iCons(47, _:IntSeq)) => true	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0121	reference-semantics/semantics/builtins.k	201	202	MPY-BUILTINS	rule	owise	rule evHead47(_:IntSeq) => false [owise]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0122	reference-semantics/semantics/builtins.k	203	203	MPY-BUILTINS	syntax	function,total	syntax OpSeq ::= tokOps(IntSeq) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0123	reference-semantics/semantics/builtins.k	204	204	MPY-BUILTINS	rule	ordinary	rule tokOps(.IntSeq) => .OpSeq	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0124	reference-semantics/semantics/builtins.k	205	205	MPY-BUILTINS	rule	ordinary	rule tokOps(iCons(32, R:IntSeq)) => tokOps(R)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0125	reference-semantics/semantics/builtins.k	206	206	MPY-BUILTINS	rule	ordinary	rule tokOps(iCons(C:Int, R:IntSeq)) => tokOps(R) requires evDigit(C)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0126	reference-semantics/semantics/builtins.k	207	207	MPY-BUILTINS	rule	ordinary	"rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons(""**"", tokOps(R))"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0127	reference-semantics/semantics/builtins.k	208	208	MPY-BUILTINS	rule	ordinary	"rule tokOps(iCons(42, R:IntSeq)) => oCons(""*"", tokOps(R)) requires notBool evHead42(R)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0128	reference-semantics/semantics/builtins.k	209	209	MPY-BUILTINS	rule	ordinary	"rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons("""	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0129	reference-semantics/semantics/builtins.k	210	210	MPY-BUILTINS	rule	ordinary	"rule tokOps(iCons(47, R:IntSeq)) => oCons(""/"", tokOps(R)) requires notBool evHead47(R)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0130	reference-semantics/semantics/builtins.k	211	211	MPY-BUILTINS	rule	ordinary	"rule tokOps(iCons(43, R:IntSeq)) => oCons(""+"", tokOps(R))"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0131	reference-semantics/semantics/builtins.k	212	213	MPY-BUILTINS	rule	ordinary	"rule tokOps(iCons(45, R:IntSeq)) => oCons(""-"", tokOps(R))"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0132	reference-semantics/semantics/builtins.k	214	215	MPY-BUILTINS	syntax	function,total	syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0133	reference-semantics/semantics/builtins.k	216	216	MPY-BUILTINS	rule	ordinary	rule tokNds(.IntSeq) => .IntSeq	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0134	reference-semantics/semantics/builtins.k	217	217	MPY-BUILTINS	rule	ordinary	rule tokNds(iCons(32, R:IntSeq)) => tokNds(R)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0135	reference-semantics/semantics/builtins.k	218	218	MPY-BUILTINS	rule	ordinary	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0136	reference-semantics/semantics/builtins.k	219	220	MPY-BUILTINS	rule	ordinary	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R) requires notBool evDigit(C) andBool C =/=Int 32	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0137	reference-semantics/semantics/builtins.k	221	222	MPY-BUILTINS	rule	ordinary	rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R) requires evDigit(C)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0138	reference-semantics/semantics/builtins.k	223	224	MPY-BUILTINS	rule	owise	rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0139	reference-semantics/semantics/builtins.k	225	225	MPY-BUILTINS	syntax		syntax EvPair ::= evp(OpSeq, IntSeq)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0140	reference-semantics/semantics/builtins.k	226	226	MPY-BUILTINS	syntax	function,total	syntax Int ::= firstNdE(EvPair) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0141	reference-semantics/semantics/builtins.k	227	227	MPY-BUILTINS	rule	ordinary	rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
