id	file	start_line	end_line	kind	attributes	review_class	decision	text
reference-semantics/semantics/builtins.k:124:rule:71	reference-semantics/semantics/builtins.k	124	125	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule <k> #applyK(toCall(builtinV(""enumerate"")), (list(VS:ValSeq), .Vals)) => #alloc(list(enumVS(VS, 0))) ... </k>"
reference-semantics/semantics/builtins.k:126:syntax:72	reference-semantics/semantics/builtins.k	126	126	syntax	function,total	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax ValSeq ::= enumVS(ValSeq, Int) [function, total]
reference-semantics/semantics/builtins.k:127:rule:73	reference-semantics/semantics/builtins.k	127	127	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule enumVS(.ValSeq, _:Int) => .ValSeq
reference-semantics/semantics/builtins.k:128:rule:74	reference-semantics/semantics/builtins.k	128	129	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule enumVS(vCons(V:Val, R:ValSeq), I:Int) => vCons(tuple(vCons(I, vCons(V, .ValSeq))), enumVS(R, I +Int 1))
reference-semantics/semantics/builtins.k:132:rule:75	reference-semantics/semantics/builtins.k	132	133	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule <k> #applyK(toCall(builtinV(""map"")), (typeV(""str""), list(VS:ValSeq), .Vals)) => #alloc(list(mapStrVS(VS))) ... </k>"
reference-semantics/semantics/builtins.k:134:syntax:76	reference-semantics/semantics/builtins.k	134	134	syntax	function,total	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax ValSeq ::= mapStrVS(ValSeq) [function, total]
reference-semantics/semantics/builtins.k:135:rule:77	reference-semantics/semantics/builtins.k	135	135	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule mapStrVS(.ValSeq) => .ValSeq
reference-semantics/semantics/builtins.k:136:rule:78	reference-semantics/semantics/builtins.k	136	136	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule mapStrVS(vCons(I:Int, R:ValSeq)) => vCons(str(strToCodes(Int2String(I))), mapStrVS(R))
reference-semantics/semantics/builtins.k:137:rule:79	reference-semantics/semantics/builtins.k	137	137	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule mapStrVS(vCons(str(CS:IntSeq), R:ValSeq)) => vCons(str(CS), mapStrVS(R))
reference-semantics/semantics/builtins.k:140:rule:80	reference-semantics/semantics/builtins.k	140	140	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBuiltin(""int"", I:Int, .Vals) => I"
reference-semantics/semantics/builtins.k:143:rule:81	reference-semantics/semantics/builtins.k	143	143	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBuiltin(""ord"", str(iCons(C:Int, .IntSeq)), .Vals) => C"
reference-semantics/semantics/builtins.k:144:rule:82	reference-semantics/semantics/builtins.k	144	145	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBuiltin(""chr"", I:Int, .Vals) => str(iCons(I, .IntSeq)) requires 0 <=Int I andBool I <Int 128"
reference-semantics/semantics/builtins.k:148:rule:83	reference-semantics/semantics/builtins.k	148	148	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBuiltin(""str"", I:Int, .Vals) => str(strToCodes(Int2String(I)))"
reference-semantics/semantics/builtins.k:149:rule:84	reference-semantics/semantics/builtins.k	149	149	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBuiltin(""str"", str(CS:IntSeq), .Vals) => str(CS)"
reference-semantics/semantics/builtins.k:152:rule:85	reference-semantics/semantics/builtins.k	152	153	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBuiltin(""int"", str(iCons(C:Int, .IntSeq)), .Vals) => C -Int 48 requires 48 <=Int C andBool C <=Int 57"
reference-semantics/semantics/builtins.k:156:rule:86	reference-semantics/semantics/builtins.k	156	157	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBuiltin(""int"", str(CS:IntSeq), .Vals) => intDigAcc(CS, 0) requires isLen(CS) >=Int 2"
reference-semantics/semantics/builtins.k:158:syntax:87	reference-semantics/semantics/builtins.k	158	158	syntax	function,total	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Int ::= intDigAcc(IntSeq, Int) [function, total]
reference-semantics/semantics/builtins.k:159:rule:88	reference-semantics/semantics/builtins.k	159	159	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule intDigAcc(.IntSeq, ACC:Int) => ACC
reference-semantics/semantics/builtins.k:160:rule:89	reference-semantics/semantics/builtins.k	160	160	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule intDigAcc(iCons(C:Int, R:IntSeq), ACC:Int) => intDigAcc(R, (ACC *Int 10) +Int (C -Int 48))
reference-semantics/semantics/builtins.k:163:rule:90	reference-semantics/semantics/builtins.k	163	163	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBuiltin(""zip"", list(A:ValSeq), list(B:ValSeq), .Vals) => zipObj(A, B)"
reference-semantics/semantics/builtins.k:164:rule:91	reference-semantics/semantics/builtins.k	164	164	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBuiltin(""zip"", str(A:IntSeq), str(B:IntSeq), .Vals) => zipObjS(A, B)"
reference-semantics/semantics/builtins.k:167:rule:92	reference-semantics/semantics/builtins.k	167	168	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #iterNext(zipObj(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq))) => #iterYield(tuple(vCons(A, vCons(B, .ValSeq))), zipObj(As, Bs)) ... </k>
reference-semantics/semantics/builtins.k:169:rule:93	reference-semantics/semantics/builtins.k	169	169	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #iterNext(zipObj(.ValSeq, _:ValSeq)) => #iterDone ... </k>
reference-semantics/semantics/builtins.k:170:rule:94	reference-semantics/semantics/builtins.k	170	170	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #iterNext(zipObj(vCons(_:Val, _:ValSeq), .ValSeq)) => #iterDone ... </k>
reference-semantics/semantics/builtins.k:171:rule:95	reference-semantics/semantics/builtins.k	171	172	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #iterNext(zipObjS(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq))) => #iterYield(tuple(vCons(str(iCons(A, .IntSeq)), vCons(str(iCons(B, .IntSeq)), .ValSeq))), zipObjS(As, Bs)) ... </k>
reference-semantics/semantics/builtins.k:173:rule:96	reference-semantics/semantics/builtins.k	173	173	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #iterNext(zipObjS(.IntSeq, _:IntSeq)) => #iterDone ... </k>
reference-semantics/semantics/builtins.k:174:rule:97	reference-semantics/semantics/builtins.k	174	174	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #iterNext(zipObjS(iCons(_:Int, _:IntSeq), .IntSeq)) => #iterDone ... </k>
reference-semantics/semantics/builtins.k:177:rule:98	reference-semantics/semantics/builtins.k	177	177	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBuiltin(""range"", I:Int, .Vals) => rangeObj(0, I, 1)"
reference-semantics/semantics/builtins.k:178:rule:99	reference-semantics/semantics/builtins.k	178	178	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBuiltin(""range"", A:Int, B:Int, .Vals) => rangeObj(A, B, 1)"
reference-semantics/semantics/builtins.k:179:rule:100	reference-semantics/semantics/builtins.k	179	180	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBuiltin(""range"", A:Int, B:Int, S:Int, .Vals) => rangeObj(A, B, S) requires S =/=Int 0"
reference-semantics/semantics/builtins.k:187:rule:101	reference-semantics/semantics/builtins.k	187	187	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule applyBuiltin(""eval"", str(CS:IntSeq), .Vals) => evalArith(CS)"
reference-semantics/semantics/builtins.k:188:syntax:102	reference-semantics/semantics/builtins.k	188	188	syntax	function	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Int ::= evalArith(IntSeq) [function]
reference-semantics/semantics/builtins.k:189:rule:103	reference-semantics/semantics/builtins.k	189	190	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule evalArith(CS:IntSeq) => firstNdE(passAddE(passMulE(passPowE(tokOps(CS), tokNds(CS)))))
reference-semantics/semantics/builtins.k:192:syntax:104	reference-semantics/semantics/builtins.k	192	192	syntax		OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	"syntax OpSeq ::= "".OpSeq"" | oCons(String, OpSeq)"
reference-semantics/semantics/builtins.k:194:syntax:105	reference-semantics/semantics/builtins.k	194	194	syntax	function,total	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Bool ::= evDigit(Int) [function, total]
reference-semantics/semantics/builtins.k:195:rule:106	reference-semantics/semantics/builtins.k	195	195	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57
reference-semantics/semantics/builtins.k:196:syntax:107	reference-semantics/semantics/builtins.k	196	196	syntax	function,total	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Bool ::= evHead42(IntSeq) [function, total]
reference-semantics/semantics/builtins.k:197:rule:108	reference-semantics/semantics/builtins.k	197	197	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule evHead42(iCons(42, _:IntSeq)) => true
reference-semantics/semantics/builtins.k:198:rule:109	reference-semantics/semantics/builtins.k	198	198	rule	owise	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule evHead42(_:IntSeq) => false [owise]
reference-semantics/semantics/builtins.k:199:syntax:110	reference-semantics/semantics/builtins.k	199	199	syntax	function,total	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Bool ::= evHead47(IntSeq) [function, total]
reference-semantics/semantics/builtins.k:200:rule:111	reference-semantics/semantics/builtins.k	200	200	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule evHead47(iCons(47, _:IntSeq)) => true
reference-semantics/semantics/builtins.k:201:rule:112	reference-semantics/semantics/builtins.k	201	201	rule	owise	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule evHead47(_:IntSeq) => false [owise]
reference-semantics/semantics/builtins.k:203:syntax:113	reference-semantics/semantics/builtins.k	203	203	syntax	function,total	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax OpSeq ::= tokOps(IntSeq) [function, total]
reference-semantics/semantics/builtins.k:204:rule:114	reference-semantics/semantics/builtins.k	204	204	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule tokOps(.IntSeq) => .OpSeq
reference-semantics/semantics/builtins.k:205:rule:115	reference-semantics/semantics/builtins.k	205	205	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule tokOps(iCons(32, R:IntSeq)) => tokOps(R)
reference-semantics/semantics/builtins.k:206:rule:116	reference-semantics/semantics/builtins.k	206	206	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule tokOps(iCons(C:Int, R:IntSeq)) => tokOps(R) requires evDigit(C)
reference-semantics/semantics/builtins.k:207:rule:117	reference-semantics/semantics/builtins.k	207	207	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons(""**"", tokOps(R))"
reference-semantics/semantics/builtins.k:208:rule:118	reference-semantics/semantics/builtins.k	208	208	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule tokOps(iCons(42, R:IntSeq)) => oCons(""*"", tokOps(R)) requires notBool evHead42(R)"
reference-semantics/semantics/builtins.k:209:rule:119	reference-semantics/semantics/builtins.k	209	209	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons(""//"", tokOps(R))"
reference-semantics/semantics/builtins.k:210:rule:120	reference-semantics/semantics/builtins.k	210	210	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule tokOps(iCons(47, R:IntSeq)) => oCons(""/"", tokOps(R)) requires notBool evHead47(R)"
reference-semantics/semantics/builtins.k:211:rule:121	reference-semantics/semantics/builtins.k	211	211	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule tokOps(iCons(43, R:IntSeq)) => oCons(""+"", tokOps(R))"
