source	lines	kind	attributes	text	disposition
/reference/reference-semantics/semantics/builtins.k:179	179-186	rule	ordinary	rule applyBuiltin("range", A:Int, B:Int, S:Int, .Vals) => rangeObj(A, B, S) requires S =/=Int 0 // ==== eval(str) — arithmetic expressions (ints, + - * // **, spaces) ======== // Python precedence: ** right-assoc, then * //, then + -. Promoted from 160's // trusted pass evaluator, now DEFINED in the reference and driven by a // code-level tokenizer. Reduces on concrete strings (krun); a symbolic // argument leaves the call unevaluated for problem-level folds.	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:187	187-187	rule	ordinary	rule applyBuiltin("eval", str(CS:IntSeq), .Vals) => evalArith(CS)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:188	188-188	syntax	function	syntax Int ::= evalArith(IntSeq) [function]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:189	189-191	rule	ordinary	rule evalArith(CS:IntSeq) => firstNdE(passAddE(passMulE(passPowE(tokOps(CS), tokNds(CS)))))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:192	192-193	syntax	-	syntax OpSeq ::= ".OpSeq" | oCons(String, OpSeq)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:194	194-194	syntax	function,total	syntax Bool ::= evDigit(Int) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:195	195-195	rule	ordinary	rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:196	196-196	syntax	function,total	syntax Bool ::= evHead42(IntSeq) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:197	197-197	rule	ordinary	rule evHead42(iCons(42, _:IntSeq)) => true	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:198	198-198	rule	owise	rule evHead42(_:IntSeq) => false [owise]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:199	199-199	syntax	function,total	syntax Bool ::= evHead47(IntSeq) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:200	200-200	rule	ordinary	rule evHead47(iCons(47, _:IntSeq)) => true	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:201	201-202	rule	owise	rule evHead47(_:IntSeq) => false [owise]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:203	203-203	syntax	function,total	syntax OpSeq ::= tokOps(IntSeq) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:204	204-204	rule	ordinary	rule tokOps(.IntSeq) => .OpSeq	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:205	205-205	rule	ordinary	rule tokOps(iCons(32, R:IntSeq)) => tokOps(R)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:206	206-206	rule	ordinary	rule tokOps(iCons(C:Int, R:IntSeq)) => tokOps(R) requires evDigit(C)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:207	207-207	rule	ordinary	rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons("**", tokOps(R))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:208	208-208	rule	ordinary	rule tokOps(iCons(42, R:IntSeq)) => oCons("*", tokOps(R)) requires notBool evHead42(R)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:209	209-209	rule	ordinary	rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons("//", tokOps(R))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:210	210-210	rule	ordinary	rule tokOps(iCons(47, R:IntSeq)) => oCons("/", tokOps(R)) requires notBool evHead47(R)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:211	211-211	rule	ordinary	rule tokOps(iCons(43, R:IntSeq)) => oCons("+", tokOps(R))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:212	212-213	rule	ordinary	rule tokOps(iCons(45, R:IntSeq)) => oCons("-", tokOps(R))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:214	214-215	syntax	function,total	syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:216	216-216	rule	ordinary	rule tokNds(.IntSeq) => .IntSeq	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:217	217-217	rule	ordinary	rule tokNds(iCons(32, R:IntSeq)) => tokNds(R)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:218	218-218	rule	ordinary	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:219	219-220	rule	ordinary	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R) requires notBool evDigit(C) andBool C =/=Int 32	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:221	221-222	rule	ordinary	rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R) requires evDigit(C)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:223	223-224	rule	owise	rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:225	225-225	syntax	-	syntax EvPair ::= evp(OpSeq, IntSeq)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:226	226-226	syntax	function,total	syntax Int ::= firstNdE(EvPair) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:227	227-227	rule	ordinary	rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:228	228-229	rule	owise	rule firstNdE(_:EvPair) => 0 [owise]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:230	230-230	syntax	function,total	syntax Int ::= applyOpE(String, Int, Int) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:231	231-231	rule	ordinary	rule applyOpE("+", A:Int, B:Int) => A +Int B	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:232	232-232	rule	ordinary	rule applyOpE("-", A:Int, B:Int) => A -Int B	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:233	233-233	rule	ordinary	rule applyOpE("*", A:Int, B:Int) => A *Int B	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:234	234-234	rule	ordinary	rule applyOpE("//", A:Int, B:Int) => A divInt B	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:235	235-235	rule	ordinary	rule applyOpE("**", A:Int, B:Int) => A ^Int B	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:236	236-237	rule	owise	rule applyOpE(_:String, A:Int, _:Int) => A [owise]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:238	238-238	syntax	function,total	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:239	239-239	rule	ordinary	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:240	240-240	rule	ordinary	rule passPowE(oCons("**", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:241	241-242	rule	ordinary	rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS)) requires O =/=String "**"	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:243	243-243	rule	owise	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:244	244-244	syntax	function,total	syntax EvPair ::= powCombE(Int, EvPair) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:245	245-245	rule	ordinary	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:246	246-246	rule	ordinary	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:247	247-247	syntax	function,total	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:248	248-249	rule	ordinary	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:250	250-250	syntax	function,total	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:251	251-251	rule	ordinary	rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("mul", N0, OPS, NDS, .OpSeq, .IntSeq)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:252	252-252	rule	ordinary	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:253	253-253	rule	ordinary	rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("add", N0, OPS, NDS, .OpSeq, .IntSeq)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:254	254-254	rule	ordinary	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:255	255-255	syntax	function,total	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:256	256-256	rule	ordinary	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:257	257-259	rule	ordinary	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:260	260-262	rule	ordinary	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:263	263-264	rule	owise	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:265	265-265	syntax	function,total	syntax Bool ::= inLevelE(String, String) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:266	266-266	rule	ordinary	rule inLevelE("mul", O:String) => O ==String "*" orBool O ==String "//" orBool O ==String "/"	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:267	267-267	rule	ordinary	rule inLevelE("add", O:String) => O ==String "+" orBool O ==String "-"	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:268	268-268	rule	owise	rule inLevelE(_:String, _:String) => false [owise]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:269	269-269	syntax	function,total	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:270	270-270	rule	ordinary	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:271	271-271	rule	ordinary	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/builtins.k:272	272-272	syntax	function,total	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
