file	line	kind	classification	attributes	text	disposition	review_rationale
reference-semantics/semantics/builtins.k	59	syntax	syntax-declaration		"syntax KItem ::= #allAcc(Iterable) | ""#allCont"""	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	60	rule	ordinary-rule		rule <k> #allAcc(IT:Iterable) => #iterNext(IT) ~> #allCont ... </k>	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	61	rule	ordinary-rule		rule <k> #iterDone ~> #allCont => true ... </k>	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	62	rule	ordinary-rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #allCont => #allAcc(R) ... </k> requires truthy(V)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	64	rule	ordinary-rule		rule <k> #iterYield(V:Val, _:Iterable) ~> #allCont => false ... </k> requires notBool truthy(V)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	67	syntax	syntax-declaration		"syntax KItem ::= #anyAcc(Iterable) | ""#anyCont"""	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	68	rule	ordinary-rule		rule <k> #anyAcc(IT:Iterable) => #iterNext(IT) ~> #anyCont ... </k>	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	69	rule	ordinary-rule		rule <k> #iterDone ~> #anyCont => false ... </k>	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	70	rule	ordinary-rule		rule <k> #iterYield(V:Val, _:Iterable) ~> #anyCont => true ... </k> requires truthy(V)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	72	rule	ordinary-rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #anyCont => #anyAcc(R) ... </k> requires notBool truthy(V)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	76	syntax	syntax-declaration		"syntax KItem ::= #maxAcc0(Iterable) | ""#maxCont0"" | #maxAcc(Iterable, Int) | #maxCont(Int)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	77	rule	ordinary-rule		rule <k> #maxAcc0(IT:Iterable) => #iterNext(IT) ~> #maxCont0 ... </k>	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	78	rule	ordinary-rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAcc(R, {V}:>Int) ... </k> requires isInt(V)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	80	rule	ordinary-rule		rule <k> #maxAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #maxCont(M) ... </k>	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	81	rule	ordinary-rule		rule <k> #iterDone ~> #maxCont(M:Int) => M ... </k>	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	82	rule	ordinary-rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont(M:Int) => #maxAcc(R, maxInt(M, {V}:>Int)) ... </k> requires isInt(V)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	86	syntax	syntax-declaration		"syntax KItem ::= #minAcc0(Iterable) | ""#minCont0"" | #minAcc(Iterable, Int) | #minCont(Int)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	87	rule	ordinary-rule		rule <k> #minAcc0(IT:Iterable) => #iterNext(IT) ~> #minCont0 ... </k>	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	88	rule	ordinary-rule		rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAcc(R, {V}:>Int) ... </k> requires isInt(V)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	90	rule	ordinary-rule		rule <k> #minAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #minCont(M) ... </k>	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/builtins.k	91	rule	ordinary-rule		rule <k> #iterDone ~> #minCont(M:Int) => M ... </k>	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
