entry_kind	source	line	attributes	disposition	declaration
rule	reference-semantics/semantics/methods.k	86	-	SUPPLIED_UNUSED_PATH	rule isWSC(C:Int) => C ==Int 32 orBool C ==Int 9 orBool C ==Int 10 orBool C ==Int 13
rule	reference-semantics/semantics/methods.k	89	priority	SUPPLIED_UNUSED_PATH	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (kwV("sep", str(S:IntSeq)), .Vals))
rule	reference-semantics/semantics/methods.k	94	priority	SUPPLIED_UNUSED_PATH	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (str(iCons(SEP:Int, .IntSeq)), .Vals))
syntax	reference-semantics/semantics/methods.k	97	function	SUPPLIED_UNUSED_PATH	syntax ValSeq ::= splitSep(IntSeq, Int, IntSeq) [function] // remaining, sep code, current token
rule	reference-semantics/semantics/methods.k	98	-	SUPPLIED_UNUSED_PATH	rule splitSep(.IntSeq, _SEP:Int, CUR:IntSeq) => vCons(str(CUR), .ValSeq)
rule	reference-semantics/semantics/methods.k	99	-	SUPPLIED_UNUSED_PATH	rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => vCons(str(CUR), splitSep(R, SEP, .IntSeq))
rule	reference-semantics/semantics/methods.k	101	-	SUPPLIED_UNUSED_PATH	rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => splitSep(R, SEP, seqConcat(CUR, iCons(C, .IntSeq)))
rule	reference-semantics/semantics/methods.k	104	-	SUPPLIED_UNUSED_PATH	rule applyMethod(str(CS:IntSeq), "replace", str(iCons(A:Int, .IntSeq)), str(iCons(B:Int, .IntSeq)), .Vals)
syntax	reference-semantics/semantics/methods.k	106	function,total	SUPPLIED_UNUSED_PATH	syntax IntSeq ::= replaceC(IntSeq, Int, Int) [function, total]
rule	reference-semantics/semantics/methods.k	107	-	SUPPLIED_UNUSED_PATH	rule replaceC(.IntSeq, _:Int, _:Int) => .IntSeq
rule	reference-semantics/semantics/methods.k	108	-	SUPPLIED_UNUSED_PATH	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(B, replaceC(R, A, B)) requires C ==Int A
rule	reference-semantics/semantics/methods.k	109	-	SUPPLIED_UNUSED_PATH	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(C, replaceC(R, A, B)) requires notBool (C ==Int A)
syntax	reference-semantics/semantics/methods.k	112	function,total	SUPPLIED_UNUSED_PATH	syntax Bool ::= isUpperC(Int) [function, total]
rule	reference-semantics/semantics/methods.k	113	-	SUPPLIED_UNUSED_PATH	rule isUpperC(C:Int) => C >=Int 65 andBool C <=Int 90
syntax	reference-semantics/semantics/methods.k	115	function,total	SUPPLIED_UNUSED_PATH	syntax Bool ::= isLowerC(Int) [function, total]
rule	reference-semantics/semantics/methods.k	116	-	SUPPLIED_UNUSED_PATH	rule isLowerC(C:Int) => C >=Int 97 andBool C <=Int 122
syntax	reference-semantics/semantics/methods.k	118	function,total	SUPPLIED_UNUSED_PATH	syntax Bool ::= isAlphaC(Int) [function, total]
rule	reference-semantics/semantics/methods.k	119	-	SUPPLIED_UNUSED_PATH	rule isAlphaC(C:Int) => isUpperC(C) orBool isLowerC(C)
syntax	reference-semantics/semantics/methods.k	121	function,total	SUPPLIED_UNUSED_PATH	syntax Bool ::= isDigitC(Int) [function, total]
rule	reference-semantics/semantics/methods.k	122	-	SUPPLIED_UNUSED_PATH	rule isDigitC(C:Int) => C >=Int 48 andBool C <=Int 57
syntax	reference-semantics/semantics/methods.k	124	function,total	SUPPLIED_UNUSED_PATH	syntax Bool ::= hasUpper(IntSeq) [function, total]
rule	reference-semantics/semantics/methods.k	125	-	SUPPLIED_UNUSED_PATH	rule hasUpper(.IntSeq) => false
rule	reference-semantics/semantics/methods.k	126	-	SUPPLIED_UNUSED_PATH	rule hasUpper(iCons(C:Int, S:IntSeq)) => isUpperC(C) orBool hasUpper(S)
syntax	reference-semantics/semantics/methods.k	128	function,total	SUPPLIED_UNUSED_PATH	syntax Bool ::= hasLower(IntSeq) [function, total]
rule	reference-semantics/semantics/methods.k	129	-	SUPPLIED_UNUSED_PATH	rule hasLower(.IntSeq) => false
rule	reference-semantics/semantics/methods.k	130	-	SUPPLIED_UNUSED_PATH	rule hasLower(iCons(C:Int, S:IntSeq)) => isLowerC(C) orBool hasLower(S)
syntax	reference-semantics/semantics/methods.k	132	function,total	SUPPLIED_UNUSED_PATH	syntax Bool ::= allAlpha(IntSeq) [function, total]
rule	reference-semantics/semantics/methods.k	133	-	SUPPLIED_UNUSED_PATH	rule allAlpha(.IntSeq) => true
rule	reference-semantics/semantics/methods.k	134	-	SUPPLIED_UNUSED_PATH	rule allAlpha(iCons(C:Int, S:IntSeq)) => isAlphaC(C) andBool allAlpha(S)
syntax	reference-semantics/semantics/methods.k	136	function,total	SUPPLIED_UNUSED_PATH	syntax Bool ::= allDigit(IntSeq) [function, total]
rule	reference-semantics/semantics/methods.k	137	-	SUPPLIED_UNUSED_PATH	rule allDigit(.IntSeq) => true
rule	reference-semantics/semantics/methods.k	138	-	SUPPLIED_UNUSED_PATH	rule allDigit(iCons(C:Int, S:IntSeq)) => isDigitC(C) andBool allDigit(S)
syntax	reference-semantics/semantics/methods.k	140	function,total	SUPPLIED_UNUSED_PATH	syntax Int ::= lowerC(Int) [function, total]
rule	reference-semantics/semantics/methods.k	142	-	SUPPLIED_UNUSED_PATH	rule lowerC(C:Int) => C +Int 32 requires isUpperC(C)
rule	reference-semantics/semantics/methods.k	143	owise	SUPPLIED_UNUSED_PATH	rule lowerC(C:Int) => C [owise]
syntax	reference-semantics/semantics/methods.k	145	function,total	SUPPLIED_UNUSED_PATH	syntax Int ::= upperC(Int) [function, total]
rule	reference-semantics/semantics/methods.k	146	-	SUPPLIED_UNUSED_PATH	rule upperC(C:Int) => C -Int 32 requires isLowerC(C)
rule	reference-semantics/semantics/methods.k	147	owise	SUPPLIED_UNUSED_PATH	rule upperC(C:Int) => C [owise]
syntax	reference-semantics/semantics/methods.k	149	function,total	SUPPLIED_UNUSED_PATH	syntax Int ::= swapC(Int) [function, total]
rule	reference-semantics/semantics/methods.k	150	-	SUPPLIED_UNUSED_PATH	rule swapC(C:Int) => C +Int 32 requires isUpperC(C)
rule	reference-semantics/semantics/methods.k	151	-	SUPPLIED_UNUSED_PATH	rule swapC(C:Int) => C -Int 32 requires isLowerC(C)
rule	reference-semantics/semantics/methods.k	152	owise	SUPPLIED_UNUSED_PATH	rule swapC(C:Int) => C [owise]
syntax	reference-semantics/semantics/methods.k	154	function,total	SUPPLIED_UNUSED_PATH	syntax IntSeq ::= mapLower(IntSeq) [function, total]
rule	reference-semantics/semantics/methods.k	155	-	SUPPLIED_UNUSED_PATH	rule mapLower(.IntSeq) => .IntSeq
rule	reference-semantics/semantics/methods.k	156	-	SUPPLIED_UNUSED_PATH	rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))
syntax	reference-semantics/semantics/methods.k	158	function,total	SUPPLIED_UNUSED_PATH	syntax IntSeq ::= mapUpper(IntSeq) [function, total]
rule	reference-semantics/semantics/methods.k	159	-	SUPPLIED_UNUSED_PATH	rule mapUpper(.IntSeq) => .IntSeq
rule	reference-semantics/semantics/methods.k	160	-	SUPPLIED_UNUSED_PATH	rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))
syntax	reference-semantics/semantics/methods.k	162	function,total	SUPPLIED_UNUSED_PATH	syntax IntSeq ::= mapSwap(IntSeq) [function, total]
rule	reference-semantics/semantics/methods.k	163	-	SUPPLIED_UNUSED_PATH	rule mapSwap(.IntSeq) => .IntSeq
rule	reference-semantics/semantics/methods.k	164	-	SUPPLIED_UNUSED_PATH	rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))
syntax	reference-semantics/semantics/methods.k	166	function,total	SUPPLIED_UNUSED_PATH	syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]
rule	reference-semantics/semantics/methods.k	167	-	SUPPLIED_UNUSED_PATH	rule startsWith(.IntSeq, _:IntSeq) => true
rule	reference-semantics/semantics/methods.k	168	-	SUPPLIED_UNUSED_PATH	rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false
rule	reference-semantics/semantics/methods.k	169	-	SUPPLIED_UNUSED_PATH	rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)
rule	reference-semantics/semantics/operators.k	10	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
rule	reference-semantics/semantics/operators.k	12	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>
context	reference-semantics/semantics/operators.k	15	-	SUPPLIED_USED_PATH_REVIEWED	context Compare(HOLE, _)
context	reference-semantics/semantics/operators.k	16	-	SUPPLIED_USED_PATH_REVIEWED	context Compare(_:Val, CmpOp(_, HOLE))
rule	reference-semantics/semantics/operators.k	17	owise	SUPPLIED_USED_PATH_REVIEWED	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
rule	reference-semantics/semantics/operators.k	19	-	SUPPLIED_USED_PATH_REVIEWED	rule applyCmp("is", V:Val, noneV) => V ==K noneV
rule	reference-semantics/semantics/operators.k	20	-	SUPPLIED_USED_PATH_REVIEWED	rule applyCmp("is not", V:Val, noneV) => notBool (V ==K noneV)
rule	reference-semantics/semantics/operators.k	25	priority	SUPPLIED_USED_PATH_REVIEWED	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k>
rule	reference-semantics/semantics/operators.k	28	priority	SUPPLIED_USED_PATH_REVIEWED	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k>
rule	reference-semantics/semantics/operators.k	34	priority	SUPPLIED_USED_PATH_REVIEWED	rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k>
rule	reference-semantics/semantics/operators.k	38	priority	SUPPLIED_USED_PATH_REVIEWED	rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k>
rule	reference-semantics/semantics/operators.k	44	priority	SUPPLIED_USED_PATH_REVIEWED	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k>
syntax	reference-semantics/semantics/range.k	9	function,total	SUPPLIED_UNUSED_PATH	syntax Bool ::= inRange(Int, Int, Int) [function, total]
rule	reference-semantics/semantics/range.k	10	-	SUPPLIED_UNUSED_PATH	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
syntax	reference-semantics/semantics/range.k	12	function	SUPPLIED_UNUSED_PATH	syntax Int ::= rangeLen(Int, Int, Int) [function]
rule	reference-semantics/semantics/range.k	13	-	SUPPLIED_UNUSED_PATH	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST
rule	reference-semantics/semantics/range.k	15	-	SUPPLIED_UNUSED_PATH	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST)
rule	reference-semantics/semantics/range.k	17	-	SUPPLIED_UNUSED_PATH	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0
rule	reference-semantics/semantics/range.k	20	-	SUPPLIED_UNUSED_PATH	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int))
rule	reference-semantics/semantics/range.k	23	-	SUPPLIED_UNUSED_PATH	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k>
syntax	reference-semantics/semantics/set.k	8	-	SUPPLIED_UNUSED_PATH	syntax Val ::= setV(IntSeq)
syntax	reference-semantics/semantics/set.k	11	function,total	SUPPLIED_UNUSED_PATH	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
rule	reference-semantics/semantics/set.k	12	-	SUPPLIED_UNUSED_PATH	rule codeIn(_:Int, .IntSeq) => false
rule	reference-semantics/semantics/set.k	13	-	SUPPLIED_UNUSED_PATH	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
syntax	reference-semantics/semantics/set.k	16	function,total	SUPPLIED_UNUSED_PATH	syntax IntSeq ::= dedupCodes(IntSeq) [function, total]
rule	reference-semantics/semantics/set.k	18	-	SUPPLIED_UNUSED_PATH	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
rule	reference-semantics/semantics/set.k	19	-	SUPPLIED_UNUSED_PATH	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
rule	reference-semantics/semantics/set.k	20	-	SUPPLIED_UNUSED_PATH	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC)
rule	reference-semantics/semantics/set.k	22	-	SUPPLIED_UNUSED_PATH	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C))
syntax	reference-semantics/semantics/set.k	25	function,total	SUPPLIED_UNUSED_PATH	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
rule	reference-semantics/semantics/set.k	26	-	SUPPLIED_UNUSED_PATH	rule snocCode(.IntSeq, C:Int) => iCons(C, .IntSeq)
rule	reference-semantics/semantics/set.k	27	-	SUPPLIED_UNUSED_PATH	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
syntax	reference-semantics/semantics/set.k	31	function,total	SUPPLIED_UNUSED_PATH	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
rule	reference-semantics/semantics/set.k	32	-	SUPPLIED_UNUSED_PATH	rule subsetCodes(.IntSeq, _:IntSeq) => true
rule	reference-semantics/semantics/set.k	33	-	SUPPLIED_UNUSED_PATH	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
syntax	reference-semantics/semantics/set.k	35	function,total	SUPPLIED_UNUSED_PATH	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
rule	reference-semantics/semantics/set.k	36	-	SUPPLIED_UNUSED_PATH	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
rule	reference-semantics/semantics/set.k	39	-	SUPPLIED_UNUSED_PATH	rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)
syntax	reference-semantics/semantics/sort.k	18	function,total,opaque-no-evaluators	SUPPLIED_UNUSED_PATH	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
syntax	reference-semantics/semantics/sort.k	19	function	SUPPLIED_UNUSED_PATH	syntax ValSeq ::= insVS(Int, ValSeq) [function]
rule	reference-semantics/semantics/sort.k	20	concrete	SUPPLIED_UNUSED_PATH	rule sortVS(.ValSeq) => .ValSeq [concrete]
rule	reference-semantics/semantics/sort.k	21	concrete	SUPPLIED_UNUSED_PATH	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
rule	reference-semantics/semantics/sort.k	22	concrete	SUPPLIED_UNUSED_PATH	rule insVS(X:Int, .ValSeq) => vCons(X, .ValSeq) [concrete]
rule	reference-semantics/semantics/sort.k	23	concrete	SUPPLIED_UNUSED_PATH	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
rule	reference-semantics/semantics/sort.k	24	concrete	SUPPLIED_UNUSED_PATH	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X >Int Y [concrete]
syntax	reference-semantics/semantics/sort.k	26	function	SUPPLIED_UNUSED_PATH	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
rule	reference-semantics/semantics/sort.k	27	concrete	SUPPLIED_UNUSED_PATH	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
rule	reference-semantics/semantics/sort.k	28	concrete	SUPPLIED_UNUSED_PATH	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
rule	reference-semantics/semantics/sort.k	29	concrete	SUPPLIED_UNUSED_PATH	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R))
rule	reference-semantics/semantics/sort.k	31	concrete	SUPPLIED_UNUSED_PATH	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R))
rule	reference-semantics/semantics/sort.k	36	-	SUPPLIED_UNUSED_PATH	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals))
rule	reference-semantics/semantics/sort.k	40	priority	SUPPLIED_UNUSED_PATH	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k>
syntax	reference-semantics/semantics/sort.k	49	function,total,opaque-no-evaluators	SUPPLIED_UNUSED_PATH	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
syntax	reference-semantics/semantics/sort.k	51	function,total	SUPPLIED_UNUSED_PATH	syntax ValSeq ::= revVS(ValSeq) [function, total]
rule	reference-semantics/semantics/sort.k	53	-	SUPPLIED_UNUSED_PATH	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
rule	reference-semantics/semantics/sort.k	54	-	SUPPLIED_UNUSED_PATH	rule revVSAcc(.ValSeq, A:ValSeq) => A
rule	reference-semantics/semantics/sort.k	55	-	SUPPLIED_UNUSED_PATH	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
syntax	reference-semantics/semantics/sort.k	57	function,total	SUPPLIED_UNUSED_PATH	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
rule	reference-semantics/semantics/sort.k	58	-	SUPPLIED_UNUSED_PATH	rule condRev(S:ValSeq, false) => S
rule	reference-semantics/semantics/sort.k	59	-	SUPPLIED_UNUSED_PATH	rule condRev(S:ValSeq, true) => revVS(S)
rule	reference-semantics/semantics/sort.k	61	-	SUPPLIED_UNUSED_PATH	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals))
rule	reference-semantics/semantics/sort.k	63	-	SUPPLIED_UNUSED_PATH	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals))
rule	reference-semantics/semantics/sort.k	65	-	SUPPLIED_UNUSED_PATH	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals))
rule	reference-semantics/semantics/str.k	8	-	SUPPLIED_UNUSED_PATH	rule <k> #iterNext(str(.IntSeq)) => #iterDone ... </k>
rule	reference-semantics/semantics/str.k	9	-	SUPPLIED_UNUSED_PATH	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq)))
syntax	reference-semantics/semantics/str.k	13	function	SUPPLIED_UNUSED_PATH	syntax IntSeq ::= strToCodes(String) [function]
rule	reference-semantics/semantics/str.k	14	-	SUPPLIED_UNUSED_PATH	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
rule	reference-semantics/semantics/str.k	15	-	SUPPLIED_UNUSED_PATH	rule strToCodes("") => .IntSeq
rule	reference-semantics/semantics/str.k	16	-	SUPPLIED_UNUSED_PATH	rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S))))
syntax	reference-semantics/semantics/str.k	20	function,total	SUPPLIED_UNUSED_PATH	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
rule	reference-semantics/semantics/str.k	21	-	SUPPLIED_UNUSED_PATH	rule seqConcat(.IntSeq, T:IntSeq) => T
rule	reference-semantics/semantics/str.k	22	-	SUPPLIED_UNUSED_PATH	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
rule	reference-semantics/semantics/str.k	24	-	SUPPLIED_UNUSED_PATH	rule applyBin("+", str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
rule	reference-semantics/semantics/str.k	25	-	SUPPLIED_UNUSED_PATH	rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
rule	reference-semantics/semantics/str.k	26	-	SUPPLIED_UNUSED_PATH	rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)
rule	reference-semantics/semantics/str.k	29	-	SUPPLIED_UNUSED_PATH	rule applyCmp("in", str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
rule	reference-semantics/semantics/str.k	30	-	SUPPLIED_UNUSED_PATH	rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
syntax	reference-semantics/semantics/str.k	32	function,total	SUPPLIED_UNUSED_PATH	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
rule	reference-semantics/semantics/str.k	33	-	SUPPLIED_UNUSED_PATH	rule strPrefix(.IntSeq, _:IntSeq) => true
rule	reference-semantics/semantics/str.k	34	-	SUPPLIED_UNUSED_PATH	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
rule	reference-semantics/semantics/str.k	35	-	SUPPLIED_UNUSED_PATH	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
syntax	reference-semantics/semantics/str.k	37	function,total	SUPPLIED_UNUSED_PATH	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
rule	reference-semantics/semantics/str.k	38	-	SUPPLIED_UNUSED_PATH	rule strContains(P:IntSeq, X:IntSeq) => true requires strPrefix(P, X)
rule	reference-semantics/semantics/str.k	39	-	SUPPLIED_UNUSED_PATH	rule strContains(P:IntSeq, .IntSeq) => false requires notBool strPrefix(P, .IntSeq)
rule	reference-semantics/semantics/str.k	40	-	SUPPLIED_UNUSED_PATH	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs)
syntax	reference-semantics/semantics/str.k	48	function,total	SUPPLIED_UNUSED_PATH	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
rule	reference-semantics/semantics/str.k	49	-	SUPPLIED_UNUSED_PATH	rule strLt(.IntSeq, .IntSeq) => false
rule	reference-semantics/semantics/str.k	50	-	SUPPLIED_UNUSED_PATH	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
rule	reference-semantics/semantics/str.k	51	-	SUPPLIED_UNUSED_PATH	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
rule	reference-semantics/semantics/str.k	52	-	SUPPLIED_UNUSED_PATH	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true requires A <Int B
rule	reference-semantics/semantics/str.k	53	-	SUPPLIED_UNUSED_PATH	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false requires A >Int B
rule	reference-semantics/semantics/str.k	54	-	SUPPLIED_UNUSED_PATH	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
rule	reference-semantics/semantics/str.k	56	-	SUPPLIED_UNUSED_PATH	rule applyCmp("<", str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
rule	reference-semantics/semantics/str.k	57	-	SUPPLIED_UNUSED_PATH	rule applyCmp(">", str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)
rule	reference-semantics/semantics/str.k	58	-	SUPPLIED_UNUSED_PATH	rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)
rule	reference-semantics/semantics/str.k	59	-	SUPPLIED_UNUSED_PATH	rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)
syntax	reference-semantics/semantics/subscript.k	11	function,total	SUPPLIED_UNUSED_PATH	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
rule	reference-semantics/semantics/subscript.k	12	-	SUPPLIED_UNUSED_PATH	rule valSeqAt(vCons(V:Val, _:ValSeq), 0) => V
rule	reference-semantics/semantics/subscript.k	13	-	SUPPLIED_UNUSED_PATH	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1)
syntax	reference-semantics/semantics/subscript.k	16	function	SUPPLIED_UNUSED_PATH	syntax Int ::= intSeqAt(IntSeq, Int) [function]
rule	reference-semantics/semantics/subscript.k	17	-	SUPPLIED_UNUSED_PATH	rule intSeqAt(iCons(C:Int, _:IntSeq), 0) => C
rule	reference-semantics/semantics/subscript.k	18	-	SUPPLIED_UNUSED_PATH	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1)
syntax	reference-semantics/semantics/subscript.k	21	function,total	SUPPLIED_UNUSED_PATH	syntax Int ::= normIdx(Int, Int) [function, total]
rule	reference-semantics/semantics/subscript.k	22	-	SUPPLIED_UNUSED_PATH	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
rule	reference-semantics/semantics/subscript.k	23	-	SUPPLIED_UNUSED_PATH	rule normIdx(I:Int, _:Int) => I requires I >=Int 0
context	reference-semantics/semantics/subscript.k	27	-	SUPPLIED_UNUSED_PATH	context Subscript(HOLE, _)
context	reference-semantics/semantics/subscript.k	28	-	SUPPLIED_UNUSED_PATH	context Subscript(_:Val, HOLE:Expr)
rule	reference-semantics/semantics/subscript.k	31	priority	SUPPLIED_UNUSED_PATH	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k>
rule	reference-semantics/semantics/subscript.k	35	-	SUPPLIED_UNUSED_PATH	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
syntax	reference-semantics/semantics/subscript.k	37	function	SUPPLIED_UNUSED_PATH	syntax Val ::= applyIndex(Val, Int) [function]
rule	reference-semantics/semantics/subscript.k	38	-	SUPPLIED_UNUSED_PATH	rule applyIndex(list(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
rule	reference-semantics/semantics/subscript.k	39	-	SUPPLIED_UNUSED_PATH	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
rule	reference-semantics/semantics/subscript.k	40	-	SUPPLIED_UNUSED_PATH	rule applyIndex(str(IS:IntSeq), I:Int)
syntax	reference-semantics/semantics/subscript.k	44	-	SUPPLIED_UNUSED_PATH	syntax KItem ::= #evalB(Bound) | "#toSome"
syntax	reference-semantics/semantics/subscript.k	49	-	SUPPLIED_UNUSED_PATH	syntax OptInt ::= "noB" | someB(Int)
rule	reference-semantics/semantics/subscript.k	50	-	SUPPLIED_UNUSED_PATH	rule <k> #evalB(NoBound) => noB ... </k>
rule	reference-semantics/semantics/subscript.k	51	-	SUPPLIED_UNUSED_PATH	rule <k> #evalB(E:Expr) => E ~> #toSome ... </k>
rule	reference-semantics/semantics/subscript.k	52	-	SUPPLIED_UNUSED_PATH	rule <k> I:Int ~> #toSome => someB(I) ... </k>
rule	reference-semantics/semantics/subscript.k	54	-	SUPPLIED_UNUSED_PATH	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
