index	a	b	canonical	submitted	math_gcd
975	-57	-22	-1	1	1
976	-57	-21	-3	3	3
977	-57	-20	-1	1	1
978	-57	-19	-19	19	19
979	-57	-18	-3	3	3
980	-57	-17	-1	1	1
981	-57	-16	-1	1	1
982	-57	-15	-3	3	3
983	-57	-14	-1	1	1
984	-57	-13	-1	1	1
985	-57	-12	-3	3	3
986	-57	-11	-1	1	1
987	-57	-10	-1	1	1
988	-57	-9	-3	3	3
989	-57	-8	-1	1	1
990	-57	-7	-1	1	1
991	-57	-6	-3	3	3
992	-57	-5	-1	1	1
993	-57	-4	-1	1	1
994	-57	-3	-3	3	3
995	-57	-2	-1	1	1
996	-57	-1	-1	1	1
997	-57	0	-57	57	57
998	-57	1	1	1	1
999	-57	2	1	1	1
1000	-57	3	3	3	3
1001	-57	4	1	1	1
1002	-57	5	1	1	1
1003	-57	6	3	3	3
1004	-57	7	1	1	1
1005	-57	8	1	1	1
1006	-57	9	3	3	3
1007	-57	10	1	1	1
1008	-57	11	1	1	1
1009	-57	12	3	3	3
1010	-57	13	1	1	1
1011	-57	14	1	1	1
1012	-57	15	3	3	3
1013	-57	16	1	1	1
1014	-57	17	1	1	1
1015	-57	18	3	3	3
1016	-57	19	19	19	19
1017	-57	20	1	1	1
1018	-57	21	3	3	3
1019	-57	22	1	1	1
1020	-57	23	1	1	1
1021	-57	24	3	3	3
1022	-57	25	1	1	1
1023	-57	26	1	1	1
1024	-57	27	3	3	3
1025	-57	28	1	1	1
1026	-57	29	1	1	1
1027	-57	30	3	3	3
1028	-57	31	1	1	1
1029	-57	32	1	1	1
1030	-57	33	3	3	3
1031	-57	34	1	1	1
1032	-57	35	1	1	1
1033	-57	36	3	3	3
1034	-57	37	1	1	1
1035	-57	38	19	19	19
1036	-57	39	3	3	3
1037	-57	40	1	1	1
1038	-57	41	1	1	1
1039	-57	42	3	3	3
1040	-57	43	1	1	1
1041	-57	44	1	1	1
1042	-57	45	3	3	3
1043	-57	46	1	1	1
1044	-57	47	1	1	1
1045	-57	48	3	3	3
1046	-57	49	1	1	1
1047	-57	50	1	1	1
1048	-57	51	3	3	3
1049	-57	52	1	1	1
1050	-57	53	1	1	1
1051	-57	54	3	3	3
1052	-57	55	1	1	1
1053	-57	56	1	1	1
1054	-57	57	57	57	57
1055	-57	58	1	1	1
1056	-57	59	1	1	1
1057	-57	60	3	3	3
1058	-57	61	1	1	1
1059	-57	62	1	1	1
1060	-57	63	3	3	3
1061	-57	64	1	1	1
1062	-56	-64	-8	8	8
1063	-56	-63	-7	7	7
1064	-56	-62	-2	2	2
1065	-56	-61	-1	1	1
1066	-56	-60	-4	4	4
1067	-56	-59	-1	1	1
1068	-56	-58	-2	2	2
1069	-56	-57	-1	1	1
1070	-56	-56	-56	56	56
1071	-56	-55	-1	1	1
1072	-56	-54	-2	2	2
1073	-56	-53	-1	1	1
1074	-56	-52	-4	4	4
1075	-56	-51	-1	1	1
1076	-56	-50	-2	2	2
1077	-56	-49	-7	7	7
1078	-56	-48	-8	8	8
1079	-56	-47	-1	1	1
1080	-56	-46	-2	2	2
1081	-56	-45	-1	1	1
1082	-56	-44	-4	4	4
1083	-56	-43	-1	1	1
1084	-56	-42	-14	14	14
1085	-56	-41	-1	1	1
1086	-56	-40	-8	8	8
1087	-56	-39	-1	1	1
1088	-56	-38	-2	2	2
1089	-56	-37	-1	1	1
1090	-56	-36	-4	4	4
1091	-56	-35	-7	7	7
1092	-56	-34	-2	2	2
1093	-56	-33	-1	1	1
1094	-56	-32	-8	8	8
1095	-56	-31	-1	1	1
1096	-56	-30	-2	2	2
1097	-56	-29	-1	1	1
1098	-56	-28	-28	28	28
1099	-56	-27	-1	1	1
1100	-56	-26	-2	2	2
1101	-56	-25	-1	1	1
1102	-56	-24	-8	8	8
1103	-56	-23	-1	1	1
1104	-56	-22	-2	2	2
1105	-56	-21	-7	7	7
1106	-56	-20	-4	4	4
1107	-56	-19	-1	1	1
1108	-56	-18	-2	2	2
1109	-56	-17	-1	1	1
1110	-56	-16	-8	8	8
1111	-56	-15	-1	1	1
1112	-56	-14	-14	14	14
1113	-56	-13	-1	1	1
1114	-56	-12	-4	4	4
1115	-56	-11	-1	1	1
1116	-56	-10	-2	2	2
1117	-56	-9	-1	1	1
1118	-56	-8	-8	8	8
1119	-56	-7	-7	7	7
1120	-56	-6	-2	2	2
1121	-56	-5	-1	1	1
1122	-56	-4	-4	4	4
1123	-56	-3	-1	1	1
1124	-56	-2	-2	2	2
1125	-56	-1	-1	1	1
1126	-56	0	-56	56	56
1127	-56	1	1	1	1
1128	-56	2	2	2	2
1129	-56	3	1	1	1
1130	-56	4	4	4	4
1131	-56	5	1	1	1
1132	-56	6	2	2	2
1133	-56	7	7	7	7
1134	-56	8	8	8	8
1135	-56	9	1	1	1
1136	-56	10	2	2	2
1137	-56	11	1	1	1
1138	-56	12	4	4	4
1139	-56	13	1	1	1
1140	-56	14	14	14	14
1141	-56	15	1	1	1
1142	-56	16	8	8	8
1143	-56	17	1	1	1
1144	-56	18	2	2	2
1145	-56	19	1	1	1
1146	-56	20	4	4	4
1147	-56	21	7	7	7
1148	-56	22	2	2	2
1149	-56	23	1	1	1
1150	-56	24	8	8	8
1151	-56	25	1	1	1
1152	-56	26	2	2	2
1153	-56	27	1	1	1
1154	-56	28	28	28	28
1155	-56	29	1	1	1
1156	-56	30	2	2	2
1157	-56	31	1	1	1
1158	-56	32	8	8	8
1159	-56	33	1	1	1
1160	-56	34	2	2	2
1161	-56	35	7	7	7
1162	-56	36	4	4	4
1163	-56	37	1	1	1
1164	-56	38	2	2	2
1165	-56	39	1	1	1
1166	-56	40	8	8	8
1167	-56	41	1	1	1
1168	-56	42	14	14	14
1169	-56	43	1	1	1
1170	-56	44	4	4	4
1171	-56	45	1	1	1
1172	-56	46	2	2	2
1173	-56	47	1	1	1
1174	-56	48	8	8	8
1175	-56	49	7	7	7
1176	-56	50	2	2	2
1177	-56	51	1	1	1
1178	-56	52	4	4	4
1179	-56	53	1	1	1
1180	-56	54	2	2	2
1181	-56	55	1	1	1
1182	-56	56	56	56	56
1183	-56	57	1	1	1
1184	-56	58	2	2	2
1185	-56	59	1	1	1
1186	-56	60	4	4	4
1187	-56	61	1	1	1
1188	-56	62	2	2	2
1189	-56	63	7	7	7
1190	-56	64	8	8	8
1191	-55	-64	-1	1	1
1192	-55	-63	-1	1	1
1193	-55	-62	-1	1	1
1194	-55	-61	-1	1	1
1195	-55	-60	-5	5	5
1196	-55	-59	-1	1	1
1197	-55	-58	-1	1	1
1198	-55	-57	-1	1	1
1199	-55	-56	-1	1	1
1200	-55	-55	-55	55	55
1201	-55	-54	-1	1	1
1202	-55	-53	-1	1	1
1203	-55	-52	-1	1	1
1204	-55	-51	-1	1	1
1205	-55	-50	-5	5	5
1206	-55	-49	-1	1	1
1207	-55	-48	-1	1	1
1208	-55	-47	-1	1	1
1209	-55	-46	-1	1	1
1210	-55	-45	-5	5	5
1211	-55	-44	-11	11	11
1212	-55	-43	-1	1	1
1213	-55	-42	-1	1	1
1214	-55	-41	-1	1	1
1215	-55	-40	-5	5	5
1216	-55	-39	-1	1	1
1217	-55	-38	-1	1	1
1218	-55	-37	-1	1	1
1219	-55	-36	-1	1	1
1220	-55	-35	-5	5	5
1221	-55	-34	-1	1	1
1222	-55	-33	-11	11	11
1223	-55	-32	-1	1	1
1224	-55	-31	-1	1	1
1225	-55	-30	-5	5	5
1226	-55	-29	-1	1	1
1227	-55	-28	-1	1	1
1228	-55	-27	-1	1	1
1229	-55	-26	-1	1	1
1230	-55	-25	-5	5	5
1231	-55	-24	-1	1	1
1232	-55	-23	-1	1	1
1233	-55	-22	-11	11	11
1234	-55	-21	-1	1	1
1235	-55	-20	-5	5	5
1236	-55	-19	-1	1	1
1237	-55	-18	-1	1	1
1238	-55	-17	-1	1	1
1239	-55	-16	-1	1	1
1240	-55	-15	-5	5	5
1241	-55	-14	-1	1	1
1242	-55	-13	-1	1	1
1243	-55	-12	-1	1	1
1244	-55	-11	-11	11	11
1245	-55	-10	-5	5	5
1246	-55	-9	-1	1	1
1247	-55	-8	-1	1	1
1248	-55	-7	-1	1	1
1249	-55	-6	-1	1	1
1250	-55	-5	-5	5	5
1251	-55	-4	-1	1	1
1252	-55	-3	-1	1	1
1253	-55	-2	-1	1	1
1254	-55	-1	-1	1	1
1255	-55	0	-55	55	55
1256	-55	1	1	1	1
1257	-55	2	1	1	1
1258	-55	3	1	1	1
1259	-55	4	1	1	1
1260	-55	5	5	5	5
1261	-55	6	1	1	1
1262	-55	7	1	1	1
1263	-55	8	1	1	1
1264	-55	9	1	1	1
1265	-55	10	5	5	5
1266	-55	11	11	11	11
1267	-55	12	1	1	1
1268	-55	13	1	1	1
1269	-55	14	1	1	1
1270	-55	15	5	5	5
1271	-55	16	1	1	1
1272	-55	17	1	1	1
1273	-55	18	1	1	1
1274	-55	19	1	1	1
1275	-55	20	5	5	5
1276	-55	21	1	1	1
1277	-55	22	11	11	11
1278	-55	23	1	1	1
1279	-55	24	1	1	1
1280	-55	25	5	5	5
1281	-55	26	1	1	1
1282	-55	27	1	1	1
1283	-55	28	1	1	1
1284	-55	29	1	1	1
1285	-55	30	5	5	5
1286	-55	31	1	1	1
1287	-55	32	1	1	1
1288	-55	33	11	11	11
1289	-55	34	1	1	1
1290	-55	35	5	5	5
1291	-55	36	1	1	1
1292	-55	37	1	1	1
1293	-55	38	1	1	1
1294	-55	39	1	1	1
1295	-55	40	5	5	5
1296	-55	41	1	1	1
1297	-55	42	1	1	1
1298	-55	43	1	1	1
1299	-55	44	11	11	11
1300	-55	45	5	5	5
1301	-55	46	1	1	1
1302	-55	47	1	1	1
1303	-55	48	1	1	1
1304	-55	49	1	1	1
1305	-55	50	5	5	5
1306	-55	51	1	1	1
1307	-55	52	1	1	1
1308	-55	53	1	1	1
1309	-55	54	1	1	1
1310	-55	55	55	55	55
1311	-55	56	1	1	1
1312	-55	57	1	1	1
1313	-55	58	1	1	1
1314	-55	59	1	1	1
1315	-55	60	5	5	5
1316	-55	61	1	1	1
1317	-55	62	1	1	1
1318	-55	63	1	1	1
1319	-55	64	1	1	1
1320	-54	-64	-2	2	2
1321	-54	-63	-9	9	9
1322	-54	-62	-2	2	2
1323	-54	-61	-1	1	1
1324	-54	-60	-6	6	6
1325	-54	-59	-1	1	1
1326	-54	-58	-2	2	2
1327	-54	-57	-3	3	3
1328	-54	-56	-2	2	2
1329	-54	-55	-1	1	1
1330	-54	-54	-54	54	54
1331	-54	-53	-1	1	1
1332	-54	-52	-2	2	2
1333	-54	-51	-3	3	3
1334	-54	-50	-2	2	2
1335	-54	-49	-1	1	1
1336	-54	-48	-6	6	6
1337	-54	-47	-1	1	1
1338	-54	-46	-2	2	2
1339	-54	-45	-9	9	9
1340	-54	-44	-2	2	2
1341	-54	-43	-1	1	1
1342	-54	-42	-6	6	6
1343	-54	-41	-1	1	1
1344	-54	-40	-2	2	2
1345	-54	-39	-3	3	3
1346	-54	-38	-2	2	2
1347	-54	-37	-1	1	1
1348	-54	-36	-18	18	18
1349	-54	-35	-1	1	1
1350	-54	-34	-2	2	2
1351	-54	-33	-3	3	3
1352	-54	-32	-2	2	2
1353	-54	-31	-1	1	1
1354	-54	-30	-6	6	6
1355	-54	-29	-1	1	1
1356	-54	-28	-2	2	2
1357	-54	-27	-27	27	27
1358	-54	-26	-2	2	2
1359	-54	-25	-1	1	1
1360	-54	-23	-1	1	1
1361	-54	-22	-2	2	2
1362	-54	-21	-3	3	3
1363	-54	-20	-2	2	2
1364	-54	-19	-1	1	1
1365	-54	-18	-18	18	18
1366	-54	-17	-1	1	1
1367	-54	-16	-2	2	2
1368	-54	-15	-3	3	3
1369	-54	-14	-2	2	2
1370	-54	-13	-1	1	1
1371	-54	-12	-6	6	6
1372	-54	-11	-1	1	1
1373	-54	-10	-2	2	2
1374	-54	-9	-9	9	9
1375	-54	-8	-2	2	2
1376	-54	-7	-1	1	1
1377	-54	-6	-6	6	6
1378	-54	-5	-1	1	1
1379	-54	-4	-2	2	2
1380	-54	-3	-3	3	3
1381	-54	-2	-2	2	2
1382	-54	-1	-1	1	1
1383	-54	0	-54	54	54
1384	-54	1	1	1	1
1385	-54	2	2	2	2
1386	-54	3	3	3	3
1387	-54	4	2	2	2
1388	-54	5	1	1	1
1389	-54	6	6	6	6
1390	-54	7	1	1	1
1391	-54	8	2	2	2
1392	-54	9	9	9	9
1393	-54	10	2	2	2
1394	-54	11	1	1	1
1395	-54	12	6	6	6
1396	-54	13	1	1	1
1397	-54	14	2	2	2
1398	-54	15	3	3	3
1399	-54	16	2	2	2
1400	-54	17	1	1	1
1401	-54	18	18	18	18
1402	-54	19	1	1	1
1403	-54	20	2	2	2
1404	-54	21	3	3	3
1405	-54	22	2	2	2
1406	-54	23	1	1	1
1407	-54	25	1	1	1
1408	-54	26	2	2	2
1409	-54	27	27	27	27
1410	-54	28	2	2	2
1411	-54	29	1	1	1
1412	-54	30	6	6	6
1413	-54	31	1	1	1
1414	-54	32	2	2	2
1415	-54	33	3	3	3
1416	-54	34	2	2	2
1417	-54	35	1	1	1
1418	-54	36	18	18	18
1419	-54	37	1	1	1
1420	-54	38	2	2	2
1421	-54	39	3	3	3
1422	-54	40	2	2	2
1423	-54	41	1	1	1
1424	-54	42	6	6	6
1425	-54	43	1	1	1
1426	-54	44	2	2	2
1427	-54	45	9	9	9
1428	-54	46	2	2	2
1429	-54	47	1	1	1
1430	-54	48	6	6	6
1431	-54	49	1	1	1
1432	-54	50	2	2	2
1433	-54	51	3	3	3
1434	-54	52	2	2	2
1435	-54	53	1	1	1
1436	-54	54	54	54	54
1437	-54	55	1	1	1
1438	-54	56	2	2	2
1439	-54	57	3	3	3
1440	-54	58	2	2	2
1441	-54	59	1	1	1
1442	-54	60	6	6	6
1443	-54	61	1	1	1
1444	-54	62	2	2	2
1445	-54	63	9	9	9
1446	-54	64	2	2	2
1447	-53	-64	-1	1	1
1448	-53	-63	-1	1	1
1449	-53	-62	-1	1	1
1450	-53	-61	-1	1	1
1451	-53	-60	-1	1	1
1452	-53	-59	-1	1	1
1453	-53	-58	-1	1	1
1454	-53	-57	-1	1	1
1455	-53	-56	-1	1	1
1456	-53	-55	-1	1	1
1457	-53	-54	-1	1	1
1458	-53	-53	-53	53	53
1459	-53	-52	-1	1	1
1460	-53	-51	-1	1	1
1461	-53	-50	-1	1	1
1462	-53	-49	-1	1	1
1463	-53	-48	-1	1	1
1464	-53	-47	-1	1	1
1465	-53	-46	-1	1	1
1466	-53	-45	-1	1	1
1467	-53	-44	-1	1	1
1468	-53	-43	-1	1	1
1469	-53	-42	-1	1	1
1470	-53	-41	-1	1	1
1471	-53	-40	-1	1	1
1472	-53	-39	-1	1	1
1473	-53	-38	-1	1	1
1474	-53	-37	-1	1	1
1475	-53	-36	-1	1	1
1476	-53	-35	-1	1	1
1477	-53	-34	-1	1	1
1478	-53	-33	-1	1	1
1479	-53	-32	-1	1	1
1480	-53	-31	-1	1	1
1481	-53	-30	-1	1	1
1482	-53	-29	-1	1	1
1483	-53	-28	-1	1	1
1484	-53	-27	-1	1	1
1485	-53	-26	-1	1	1
1486	-53	-25	-1	1	1
1487	-53	-24	-1	1	1
1488	-53	-23	-1	1	1
1489	-53	-22	-1	1	1
1490	-53	-21	-1	1	1
1491	-53	-20	-1	1	1
1492	-53	-19	-1	1	1
1493	-53	-18	-1	1	1
1494	-53	-17	-1	1	1
1495	-53	-16	-1	1	1
1496	-53	-15	-1	1	1
1497	-53	-14	-1	1	1
1498	-53	-13	-1	1	1
1499	-53	-12	-1	1	1
1500	-53	-11	-1	1	1
1501	-53	-10	-1	1	1
1502	-53	-9	-1	1	1
1503	-53	-8	-1	1	1
1504	-53	-7	-1	1	1
1505	-53	-6	-1	1	1
1506	-53	-5	-1	1	1
1507	-53	-4	-1	1	1
1508	-53	-3	-1	1	1
1509	-53	-2	-1	1	1
1510	-53	-1	-1	1	1
1511	-53	0	-53	53	53
1512	-53	1	1	1	1
1513	-53	2	1	1	1
1514	-53	3	1	1	1
1515	-53	4	1	1	1
1516	-53	5	1	1	1
1517	-53	6	1	1	1
1518	-53	7	1	1	1
1519	-53	8	1	1	1
1520	-53	9	1	1	1
1521	-53	10	1	1	1
1522	-53	11	1	1	1
1523	-53	12	1	1	1
1524	-53	13	1	1	1
1525	-53	14	1	1	1
1526	-53	15	1	1	1
1527	-53	16	1	1	1
1528	-53	17	1	1	1
1529	-53	18	1	1	1
1530	-53	19	1	1	1
1531	-53	20	1	1	1
1532	-53	21	1	1	1
1533	-53	22	1	1	1
1534	-53	23	1	1	1
1535	-53	24	1	1	1
1536	-53	25	1	1	1
1537	-53	26	1	1	1
1538	-53	27	1	1	1
1539	-53	28	1	1	1
1540	-53	29	1	1	1
1541	-53	30	1	1	1
1542	-53	31	1	1	1
1543	-53	32	1	1	1
1544	-53	33	1	1	1
1545	-53	34	1	1	1
1546	-53	35	1	1	1
1547	-53	36	1	1	1
1548	-53	37	1	1	1
1549	-53	38	1	1	1
1550	-53	39	1	1	1
1551	-53	40	1	1	1
1552	-53	41	1	1	1
1553	-53	42	1	1	1
1554	-53	43	1	1	1
1555	-53	44	1	1	1
1556	-53	45	1	1	1
1557	-53	46	1	1	1
1558	-53	47	1	1	1
1559	-53	48	1	1	1
1560	-53	49	1	1	1
1561	-53	50	1	1	1
1562	-53	51	1	1	1
1563	-53	52	1	1	1
1564	-53	53	53	53	53
1565	-53	54	1	1	1
1566	-53	55	1	1	1
1567	-53	56	1	1	1
1568	-53	57	1	1	1
1569	-53	58	1	1	1
1570	-53	59	1	1	1
1571	-53	60	1	1	1
1572	-53	61	1	1	1
1573	-53	62	1	1	1
1574	-53	63	1	1	1
1575	-53	64	1	1	1
1576	-52	-64	-4	4	4
1577	-52	-63	-1	1	1
1578	-52	-62	-2	2	2
1579	-52	-61	-1	1	1
1580	-52	-60	-4	4	4
1581	-52	-59	-1	1	1
1582	-52	-58	-2	2	2
1583	-52	-57	-1	1	1
1584	-52	-56	-4	4	4
1585	-52	-55	-1	1	1
1586	-52	-54	-2	2	2
1587	-52	-53	-1	1	1
1588	-52	-52	-52	52	52
1589	-52	-51	-1	1	1
1590	-52	-50	-2	2	2
1591	-52	-49	-1	1	1
1592	-52	-48	-4	4	4
1593	-52	-47	-1	1	1
1594	-52	-46	-2	2	2
1595	-52	-45	-1	1	1
1596	-52	-44	-4	4	4
1597	-52	-43	-1	1	1
1598	-52	-42	-2	2	2
1599	-52	-41	-1	1	1
1600	-52	-40	-4	4	4
1601	-52	-39	-13	13	13
1602	-52	-38	-2	2	2
1603	-52	-37	-1	1	1
1604	-52	-36	-4	4	4
1605	-52	-35	-1	1	1
1606	-52	-34	-2	2	2
1607	-52	-33	-1	1	1
1608	-52	-32	-4	4	4
1609	-52	-31	-1	1	1
1610	-52	-30	-2	2	2
1611	-52	-29	-1	1	1
1612	-52	-28	-4	4	4
1613	-52	-27	-1	1	1
1614	-52	-26	-26	26	26
1615	-52	-25	-1	1	1
1616	-52	-24	-4	4	4
1617	-52	-23	-1	1	1
1618	-52	-22	-2	2	2
1619	-52	-21	-1	1	1
1620	-52	-20	-4	4	4
1621	-52	-19	-1	1	1
1622	-52	-18	-2	2	2
1623	-52	-17	-1	1	1
1624	-52	-16	-4	4	4
1625	-52	-15	-1	1	1
1626	-52	-14	-2	2	2
1627	-52	-13	-13	13	13
1628	-52	-12	-4	4	4
1629	-52	-11	-1	1	1
1630	-52	-10	-2	2	2
1631	-52	-9	-1	1	1
1632	-52	-8	-4	4	4
1633	-52	-7	-1	1	1
1634	-52	-6	-2	2	2
1635	-52	-5	-1	1	1
1636	-52	-4	-4	4	4
1637	-52	-3	-1	1	1
1638	-52	-2	-2	2	2
1639	-52	-1	-1	1	1
1640	-52	0	-52	52	52
1641	-52	1	1	1	1
1642	-52	2	2	2	2
1643	-52	3	1	1	1
1644	-52	4	4	4	4
1645	-52	5	1	1	1
1646	-52	6	2	2	2
1647	-52	7	1	1	1
1648	-52	8	4	4	4
1649	-52	9	1	1	1
1650	-52	10	2	2	2
1651	-52	11	1	1	1
1652	-52	12	4	4	4
1653	-52	13	13	13	13
1654	-52	14	2	2	2
1655	-52	15	1	1	1
1656	-52	16	4	4	4
1657	-52	17	1	1	1
1658	-52	18	2	2	2
1659	-52	19	1	1	1
1660	-52	20	4	4	4
1661	-52	21	1	1	1
1662	-52	22	2	2	2
1663	-52	23	1	1	1
1664	-52	24	4	4	4
1665	-52	25	1	1	1
1666	-52	26	26	26	26
1667	-52	27	1	1	1
1668	-52	28	4	4	4
1669	-52	29	1	1	1
1670	-52	30	2	2	2
1671	-52	31	1	1	1
1672	-52	32	4	4	4
1673	-52	33	1	1	1
1674	-52	34	2	2	2
1675	-52	35	1	1	1
1676	-52	36	4	4	4
1677	-52	37	1	1	1
1678	-52	38	2	2	2
1679	-52	39	13	13	13
1680	-52	40	4	4	4
1681	-52	41	1	1	1
1682	-52	42	2	2	2
1683	-52	43	1	1	1
1684	-52	44	4	4	4
1685	-52	45	1	1	1
1686	-52	46	2	2	2
1687	-52	47	1	1	1
1688	-52	48	4	4	4
1689	-52	49	1	1	1
1690	-52	50	2	2	2
1691	-52	51	1	1	1
1692	-52	52	52	52	52
1693	-52	53	1	1	1
1694	-52	54	2	2	2
1695	-52	55	1	1	1
1696	-52	56	4	4	4
1697	-52	57	1	1	1
1698	-52	58	2	2	2
1699	-52	59	1	1	1
1700	-52	60	4	4	4
1701	-52	61	1	1	1
1702	-52	62	2	2	2
1703	-52	63	1	1	1
1704	-52	64	4	4	4
1705	-51	-64	-1	1	1
1706	-51	-63	-3	3	3
1707	-51	-62	-1	1	1
1708	-51	-61	-1	1	1
1709	-51	-60	-3	3	3
1710	-51	-59	-1	1	1
1711	-51	-58	-1	1	1
1712	-51	-57	-3	3	3
1713	-51	-56	-1	1	1
1714	-51	-55	-1	1	1
1715	-51	-54	-3	3	3
1716	-51	-53	-1	1	1
1717	-51	-52	-1	1	1
1718	-51	-51	-51	51	51
1719	-51	-50	-1	1	1
1720	-51	-49	-1	1	1
1721	-51	-48	-3	3	3
1722	-51	-47	-1	1	1
1723	-51	-46	-1	1	1
1724	-51	-45	-3	3	3
1725	-51	-44	-1	1	1
1726	-51	-43	-1	1	1
1727	-51	-42	-3	3	3
1728	-51	-41	-1	1	1
1729	-51	-40	-1	1	1
1730	-51	-39	-3	3	3
1731	-51	-38	-1	1	1
1732	-51	-37	-1	1	1
1733	-51	-36	-3	3	3
1734	-51	-35	-1	1	1
1735	-51	-34	-17	17	17
1736	-51	-33	-3	3	3
1737	-51	-32	-1	1	1
1738	-51	-31	-1	1	1
1739	-51	-30	-3	3	3
1740	-51	-29	-1	1	1
1741	-51	-28	-1	1	1
1742	-51	-27	-3	3	3
1743	-51	-26	-1	1	1
1744	-51	-25	-1	1	1
1745	-51	-24	-3	3	3
1746	-51	-23	-1	1	1
1747	-51	-22	-1	1	1
1748	-51	-21	-3	3	3
1749	-51	-20	-1	1	1
1750	-51	-19	-1	1	1
1751	-51	-18	-3	3	3
1752	-51	-17	-17	17	17
1753	-51	-16	-1	1	1
1754	-51	-15	-3	3	3
1755	-51	-14	-1	1	1
1756	-51	-13	-1	1	1
1757	-51	-12	-3	3	3
1758	-51	-11	-1	1	1
1759	-51	-10	-1	1	1
1760	-51	-9	-3	3	3
1761	-51	-8	-1	1	1
1762	-51	-7	-1	1	1
1763	-51	-6	-3	3	3
1764	-51	-5	-1	1	1
1765	-51	-4	-1	1	1
1766	-51	-3	-3	3	3
1767	-51	-2	-1	1	1
1768	-51	-1	-1	1	1
1769	-51	0	-51	51	51
1770	-51	1	1	1	1
1771	-51	2	1	1	1
1772	-51	3	3	3	3
1773	-51	4	1	1	1
1774	-51	5	1	1	1
1775	-51	6	3	3	3
1776	-51	7	1	1	1
1777	-51	8	1	1	1
1778	-51	9	3	3	3
1779	-51	10	1	1	1
1780	-51	11	1	1	1
1781	-51	12	3	3	3
1782	-51	13	1	1	1
1783	-51	14	1	1	1
1784	-51	15	3	3	3
1785	-51	16	1	1	1
1786	-51	17	17	17	17
1787	-51	18	3	3	3
1788	-51	19	1	1	1
1789	-51	20	1	1	1
1790	-51	21	3	3	3
1791	-51	22	1	1	1
1792	-51	23	1	1	1
1793	-51	24	3	3	3
1794	-51	25	1	1	1
1795	-51	26	1	1	1
1796	-51	27	3	3	3
1797	-51	28	1	1	1
1798	-51	29	1	1	1
1799	-51	30	3	3	3
1800	-51	31	1	1	1
1801	-51	32	1	1	1
1802	-51	33	3	3	3
1803	-51	34	17	17	17
1804	-51	35	1	1	1
1805	-51	36	3	3	3
1806	-51	37	1	1	1
1807	-51	38	1	1	1
1808	-51	39	3	3	3
1809	-51	40	1	1	1
1810	-51	41	1	1	1
1811	-51	42	3	3	3
1812	-51	43	1	1	1
1813	-51	44	1	1	1
1814	-51	45	3	3	3
1815	-51	46	1	1	1
1816	-51	47	1	1	1
1817	-51	48	3	3	3
1818	-51	49	1	1	1
1819	-51	50	1	1	1
1820	-51	51	51	51	51
1821	-51	52	1	1	1
1822	-51	53	1	1	1
1823	-51	54	3	3	3
1824	-51	55	1	1	1
1825	-51	56	1	1	1
1826	-51	57	3	3	3
1827	-51	58	1	1	1
1828	-51	59	1	1	1
1829	-51	60	3	3	3
1830	-51	61	1	1	1
1831	-51	62	1	1	1
1832	-51	63	3	3	3
1833	-51	64	1	1	1
1834	-50	-64	-2	2	2
1835	-50	-63	-1	1	1
1836	-50	-62	-2	2	2
1837	-50	-61	-1	1	1
1838	-50	-60	-10	10	10
1839	-50	-59	-1	1	1
1840	-50	-58	-2	2	2
1841	-50	-57	-1	1	1
1842	-50	-56	-2	2	2
1843	-50	-55	-5	5	5
1844	-50	-54	-2	2	2
1845	-50	-53	-1	1	1
1846	-50	-52	-2	2	2
1847	-50	-51	-1	1	1
1848	-50	-50	-50	50	50
1849	-50	-49	-1	1	1
1850	-50	-48	-2	2	2
1851	-50	-47	-1	1	1
1852	-50	-46	-2	2	2
1853	-50	-45	-5	5	5
1854	-50	-44	-2	2	2
1855	-50	-43	-1	1	1
1856	-50	-42	-2	2	2
1857	-50	-41	-1	1	1
1858	-50	-40	-10	10	10
1859	-50	-39	-1	1	1
1860	-50	-38	-2	2	2
1861	-50	-37	-1	1	1
1862	-50	-36	-2	2	2
1863	-50	-35	-5	5	5
1864	-50	-34	-2	2	2
1865	-50	-33	-1	1	1
1866	-50	-32	-2	2	2
1867	-50	-31	-1	1	1
1868	-50	-30	-10	10	10
1869	-50	-29	-1	1	1
1870	-50	-28	-2	2	2
1871	-50	-27	-1	1	1
1872	-50	-26	-2	2	2
1873	-50	-25	-25	25	25
1874	-50	-24	-2	2	2
1875	-50	-23	-1	1	1
1876	-50	-22	-2	2	2
1877	-50	-21	-1	1	1
1878	-50	-20	-10	10	10
1879	-50	-19	-1	1	1
1880	-50	-18	-2	2	2
1881	-50	-17	-1	1	1
1882	-50	-16	-2	2	2
1883	-50	-15	-5	5	5
1884	-50	-14	-2	2	2
1885	-50	-13	-1	1	1
1886	-50	-12	-2	2	2
1887	-50	-11	-1	1	1
1888	-50	-10	-10	10	10
1889	-50	-9	-1	1	1
1890	-50	-8	-2	2	2
1891	-50	-7	-1	1	1
1892	-50	-6	-2	2	2
1893	-50	-5	-5	5	5
1894	-50	-4	-2	2	2
1895	-50	-3	-1	1	1
1896	-50	-2	-2	2	2
1897	-50	-1	-1	1	1
1898	-50	0	-50	50	50
1899	-50	1	1	1	1
1900	-50	2	2	2	2
1901	-50	3	1	1	1
1902	-50	4	2	2	2
1903	-50	5	5	5	5
1904	-50	6	2	2	2
1905	-50	7	1	1	1
1906	-50	8	2	2	2
