index	a	b
1747	-51	-22
1748	-51	-21
1749	-51	-20
1750	-51	-19
1751	-51	-18
1752	-51	-17
1753	-51	-16
1754	-51	-15
1755	-51	-14
1756	-51	-13
1757	-51	-12
1758	-51	-11
1759	-51	-10
1760	-51	-9
1761	-51	-8
1762	-51	-7
1763	-51	-6
1764	-51	-5
1765	-51	-4
1766	-51	-3
1767	-51	-2
1768	-51	-1
1769	-51	0
1770	-51	1
1771	-51	2
1772	-51	3
1773	-51	4
1774	-51	5
1775	-51	6
1776	-51	7
1777	-51	8
1778	-51	9
1779	-51	10
1780	-51	11
1781	-51	12
1782	-51	13
1783	-51	14
1784	-51	15
1785	-51	16
1786	-51	17
1787	-51	18
1788	-51	19
1789	-51	20
1790	-51	21
1791	-51	22
1792	-51	23
1793	-51	24
1794	-51	25
1795	-51	26
1796	-51	27
1797	-51	28
1798	-51	29
1799	-51	30
1800	-51	31
1801	-51	32
1802	-51	33
1803	-51	34
1804	-51	35
1805	-51	36
1806	-51	37
1807	-51	38
1808	-51	39
1809	-51	40
1810	-51	41
1811	-51	42
1812	-51	43
1813	-51	44
1814	-51	45
1815	-51	46
1816	-51	47
1817	-51	48
1818	-51	49
1819	-51	50
1820	-51	51
1821	-51	52
1822	-51	53
1823	-51	54
1824	-51	55
1825	-51	56
1826	-51	57
1827	-51	58
1828	-51	59
1829	-51	60
1830	-51	61
1831	-51	62
1832	-51	63
1833	-51	64
1834	-50	-64
1835	-50	-63
1836	-50	-62
1837	-50	-61
1838	-50	-60
1839	-50	-59
1840	-50	-58
1841	-50	-57
1842	-50	-56
1843	-50	-55
1844	-50	-54
1845	-50	-53
1846	-50	-52
1847	-50	-51
1848	-50	-50
1849	-50	-49
1850	-50	-48
1851	-50	-47
1852	-50	-46
1853	-50	-45
1854	-50	-44
1855	-50	-43
1856	-50	-42
1857	-50	-41
1858	-50	-40
1859	-50	-39
1860	-50	-38
1861	-50	-37
1862	-50	-36
1863	-50	-35
1864	-50	-34
1865	-50	-33
1866	-50	-32
1867	-50	-31
1868	-50	-30
1869	-50	-29
1870	-50	-28
1871	-50	-27
1872	-50	-26
1873	-50	-25
1874	-50	-24
1875	-50	-23
1876	-50	-22
1877	-50	-21
1878	-50	-20
1879	-50	-19
1880	-50	-18
1881	-50	-17
1882	-50	-16
1883	-50	-15
1884	-50	-14
1885	-50	-13
1886	-50	-12
1887	-50	-11
1888	-50	-10
1889	-50	-9
1890	-50	-8
1891	-50	-7
1892	-50	-6
1893	-50	-5
1894	-50	-4
1895	-50	-3
1896	-50	-2
1897	-50	-1
1898	-50	0
1899	-50	1
1900	-50	2
1901	-50	3
1902	-50	4
1903	-50	5
1904	-50	6
1905	-50	7
1906	-50	8
1907	-50	9
1908	-50	10
1909	-50	11
1910	-50	12
1911	-50	13
1912	-50	14
1913	-50	15
1914	-50	16
1915	-50	17
1916	-50	18
1917	-50	19
1918	-50	20
1919	-50	21
1920	-50	22
1921	-50	23
1922	-50	24
1923	-50	25
1924	-50	26
1925	-50	27
1926	-50	28
1927	-50	29
1928	-50	30
1929	-50	31
1930	-50	32
1931	-50	33
1932	-50	34
1933	-50	35
1934	-50	36
1935	-50	37
1936	-50	38
1937	-50	39
1938	-50	40
1939	-50	41
1940	-50	42
1941	-50	43
1942	-50	44
1943	-50	45
1944	-50	46
1945	-50	47
1946	-50	48
1947	-50	49
1948	-50	50
1949	-50	51
1950	-50	52
1951	-50	53
1952	-50	54
1953	-50	55
1954	-50	56
1955	-50	57
1956	-50	58
1957	-50	59
1958	-50	60
1959	-50	61
1960	-50	62
1961	-50	63
1962	-50	64
1963	-49	-64
1964	-49	-63
1965	-49	-62
1966	-49	-61
1967	-49	-60
1968	-49	-59
1969	-49	-58
1970	-49	-57
1971	-49	-56
1972	-49	-55
1973	-49	-54
1974	-49	-53
1975	-49	-52
1976	-49	-51
1977	-49	-50
1978	-49	-49
1979	-49	-48
1980	-49	-47
1981	-49	-46
1982	-49	-45
1983	-49	-44
1984	-49	-43
1985	-49	-42
1986	-49	-41
1987	-49	-40
1988	-49	-39
1989	-49	-38
1990	-49	-37
1991	-49	-36
1992	-49	-35
1993	-49	-34
1994	-49	-33
1995	-49	-32
1996	-49	-31
1997	-49	-30
1998	-49	-29
1999	-49	-28
2000	-49	-27
2001	-49	-26
2002	-49	-25
2003	-49	-24
2004	-49	-23
2005	-49	-22
2006	-49	-21
2007	-49	-20
2008	-49	-19
2009	-49	-18
2010	-49	-17
2011	-49	-16
2012	-49	-15
2013	-49	-14
2014	-49	-13
2015	-49	-12
2016	-49	-11
2017	-49	-10
2018	-49	-9
2019	-49	-8
2020	-49	-7
2021	-49	-6
2022	-49	-5
2023	-49	-4
2024	-49	-3
2025	-49	-2
2026	-49	-1
2027	-49	0
2028	-49	1
2029	-49	2
2030	-49	3
2031	-49	4
2032	-49	5
2033	-49	6
2034	-49	7
2035	-49	8
2036	-49	9
2037	-49	10
2038	-49	11
2039	-49	12
2040	-49	13
2041	-49	14
2042	-49	15
2043	-49	16
2044	-49	17
2045	-49	18
2046	-49	19
2047	-49	20
2048	-49	21
2049	-49	22
2050	-49	23
2051	-49	24
2052	-49	25
2053	-49	26
2054	-49	27
2055	-49	28
2056	-49	29
2057	-49	30
2058	-49	31
2059	-49	32
2060	-49	33
2061	-49	34
2062	-49	35
2063	-49	36
2064	-49	37
2065	-49	38
2066	-49	39
2067	-49	40
2068	-49	41
2069	-49	42
2070	-49	43
2071	-49	44
2072	-49	45
2073	-49	46
2074	-49	47
2075	-49	48
2076	-49	49
2077	-49	50
2078	-49	51
2079	-49	52
2080	-49	53
2081	-49	54
2082	-49	55
2083	-49	56
2084	-49	57
2085	-49	58
2086	-49	59
2087	-49	60
2088	-49	61
2089	-49	62
2090	-49	63
2091	-49	64
2092	-48	-64
2093	-48	-63
2094	-48	-62
2095	-48	-61
2096	-48	-60
2097	-48	-59
2098	-48	-58
2099	-48	-57
2100	-48	-56
2101	-48	-55
2102	-48	-54
2103	-48	-53
2104	-48	-52
2105	-48	-51
2106	-48	-50
2107	-48	-49
2108	-48	-48
2109	-48	-47
2110	-48	-46
2111	-48	-45
2112	-48	-44
2113	-48	-43
2114	-48	-42
2115	-48	-41
2116	-48	-40
2117	-48	-39
2118	-48	-38
2119	-48	-37
2120	-48	-36
2121	-48	-35
2122	-48	-34
2123	-48	-33
2124	-48	-32
2125	-48	-31
2126	-48	-30
2127	-48	-29
2128	-48	-28
2129	-48	-27
2130	-48	-26
2131	-48	-25
2132	-48	-24
2133	-48	-23
2134	-48	-22
2135	-48	-21
2136	-48	-20
2137	-48	-19
2138	-48	-18
2139	-48	-17
2140	-48	-16
2141	-48	-15
2142	-48	-14
2143	-48	-13
2144	-48	-12
2145	-48	-11
2146	-48	-10
2147	-48	-9
2148	-48	-8
2149	-48	-7
2150	-48	-6
2151	-48	-5
2152	-48	-4
2153	-48	-3
2154	-48	-2
2155	-48	-1
2156	-48	0
2157	-48	1
2158	-48	2
2159	-48	3
2160	-48	4
2161	-48	5
2162	-48	6
2163	-48	7
2164	-48	8
2165	-48	9
2166	-48	10
2167	-48	11
2168	-48	12
2169	-48	13
2170	-48	14
2171	-48	15
2172	-48	16
2173	-48	17
2174	-48	18
2175	-48	19
2176	-48	20
2177	-48	21
2178	-48	22
2179	-48	23
2180	-48	24
2181	-48	25
2182	-48	26
2183	-48	27
2184	-48	28
2185	-48	29
2186	-48	30
2187	-48	31
2188	-48	32
2189	-48	33
2190	-48	34
2191	-48	35
2192	-48	36
2193	-48	37
2194	-48	38
2195	-48	39
2196	-48	40
2197	-48	41
2198	-48	42
2199	-48	43
2200	-48	44
2201	-48	45
2202	-48	46
2203	-48	47
2204	-48	48
2205	-48	49
2206	-48	50
2207	-48	51
2208	-48	52
2209	-48	53
2210	-48	54
2211	-48	55
2212	-48	56
2213	-48	57
2214	-48	58
2215	-48	59
2216	-48	60
2217	-48	61
2218	-48	62
2219	-48	63
2220	-48	64
2221	-47	-64
2222	-47	-63
2223	-47	-62
2224	-47	-61
2225	-47	-60
2226	-47	-59
2227	-47	-58
2228	-47	-57
2229	-47	-56
2230	-47	-55
2231	-47	-54
2232	-47	-53
2233	-47	-52
2234	-47	-51
2235	-47	-50
2236	-47	-49
2237	-47	-48
2238	-47	-47
2239	-47	-46
2240	-47	-45
2241	-47	-44
2242	-47	-43
2243	-47	-42
2244	-47	-41
2245	-47	-40
2246	-47	-39
2247	-47	-38
2248	-47	-37
2249	-47	-36
2250	-47	-35
2251	-47	-34
2252	-47	-33
2253	-47	-32
2254	-47	-31
2255	-47	-30
2256	-47	-29
2257	-47	-28
2258	-47	-27
2259	-47	-26
2260	-47	-25
2261	-47	-24
2262	-47	-23
2263	-47	-22
2264	-47	-21
2265	-47	-20
2266	-47	-19
2267	-47	-18
2268	-47	-17
2269	-47	-16
2270	-47	-15
2271	-47	-14
2272	-47	-13
2273	-47	-12
2274	-47	-11
2275	-47	-10
2276	-47	-9
2277	-47	-8
2278	-47	-7
2279	-47	-6
2280	-47	-5
2281	-47	-4
2282	-47	-3
2283	-47	-2
2284	-47	-1
2285	-47	0
2286	-47	1
2287	-47	2
2288	-47	3
2289	-47	4
2290	-47	5
2291	-47	6
2292	-47	7
2293	-47	8
2294	-47	9
2295	-47	10
2296	-47	11
2297	-47	12
2298	-47	13
2299	-47	14
2300	-47	15
2301	-47	16
2302	-47	17
2303	-47	18
2304	-47	19
2305	-47	20
2306	-47	21
2307	-47	22
2308	-47	23
2309	-47	24
2310	-47	25
2311	-47	26
2312	-47	27
2313	-47	28
2314	-47	29
2315	-47	30
2316	-47	31
2317	-47	32
2318	-47	33
2319	-47	34
2320	-47	35
2321	-47	36
2322	-47	37
2323	-47	38
2324	-47	39
2325	-47	40
2326	-47	41
2327	-47	42
2328	-47	43
2329	-47	44
2330	-47	45
2331	-47	46
2332	-47	47
2333	-47	48
2334	-47	49
2335	-47	50
2336	-47	51
2337	-47	52
2338	-47	53
2339	-47	54
2340	-47	55
2341	-47	56
2342	-47	57
2343	-47	58
2344	-47	59
2345	-47	60
2346	-47	61
2347	-47	62
2348	-47	63
2349	-47	64
2350	-46	-64
2351	-46	-63
2352	-46	-62
2353	-46	-61
2354	-46	-60
2355	-46	-59
2356	-46	-58
2357	-46	-57
2358	-46	-56
2359	-46	-55
2360	-46	-54
2361	-46	-53
2362	-46	-52
2363	-46	-51
2364	-46	-50
2365	-46	-49
2366	-46	-48
2367	-46	-47
2368	-46	-46
2369	-46	-45
2370	-46	-44
2371	-46	-43
2372	-46	-42
2373	-46	-41
2374	-46	-40
2375	-46	-39
2376	-46	-38
2377	-46	-37
2378	-46	-36
2379	-46	-35
2380	-46	-34
2381	-46	-33
2382	-46	-32
2383	-46	-31
2384	-46	-30
2385	-46	-29
2386	-46	-28
2387	-46	-27
2388	-46	-26
2389	-46	-25
2390	-46	-24
2391	-46	-23
2392	-46	-22
2393	-46	-21
2394	-46	-20
2395	-46	-19
2396	-46	-18
2397	-46	-17
2398	-46	-16
2399	-46	-15
2400	-46	-14
2401	-46	-13
2402	-46	-12
2403	-46	-11
2404	-46	-10
2405	-46	-9
2406	-46	-8
2407	-46	-7
2408	-46	-6
2409	-46	-5
2410	-46	-4
2411	-46	-3
2412	-46	-2
2413	-46	-1
2414	-46	0
2415	-46	1
2416	-46	2
2417	-46	3
2418	-46	4
2419	-46	5
2420	-46	6
2421	-46	7
2422	-46	8
2423	-46	9
2424	-46	10
2425	-46	11
2426	-46	12
2427	-46	13
2428	-46	14
2429	-46	15
2430	-46	16
2431	-46	17
2432	-46	18
2433	-46	19
2434	-46	20
2435	-46	21
2436	-46	22
2437	-46	23
2438	-46	24
2439	-46	25
2440	-46	26
2441	-46	27
2442	-46	28
2443	-46	29
2444	-46	30
2445	-46	31
2446	-46	32
2447	-46	33
2448	-46	34
2449	-46	35
2450	-46	36
2451	-46	37
2452	-46	38
2453	-46	39
2454	-46	40
2455	-46	41
2456	-46	42
2457	-46	43
2458	-46	44
2459	-46	45
2460	-46	46
2461	-46	47
2462	-46	48
2463	-46	49
2464	-46	50
2465	-46	51
2466	-46	52
2467	-46	53
2468	-46	54
2469	-46	55
2470	-46	56
2471	-46	57
2472	-46	58
2473	-46	59
2474	-46	60
2475	-46	61
2476	-46	62
2477	-46	63
2478	-46	64
2479	-45	-64
2480	-45	-63
2481	-45	-62
2482	-45	-61
2483	-45	-60
2484	-45	-59
2485	-45	-58
2486	-45	-57
2487	-45	-56
2488	-45	-55
2489	-45	-54
2490	-45	-53
2491	-45	-52
2492	-45	-51
2493	-45	-50
2494	-45	-49
2495	-45	-48
2496	-45	-47
2497	-45	-46
2498	-45	-45
2499	-45	-44
2500	-45	-43
2501	-45	-42
2502	-45	-41
2503	-45	-40
2504	-45	-39
2505	-45	-38
2506	-45	-37
2507	-45	-36
2508	-45	-35
2509	-45	-34
2510	-45	-33
2511	-45	-32
2512	-45	-31
2513	-45	-30
2514	-45	-29
2515	-45	-28
2516	-45	-27
2517	-45	-26
2518	-45	-25
2519	-45	-24
2520	-45	-23
2521	-45	-22
2522	-45	-21
2523	-45	-20
2524	-45	-19
2525	-45	-18
2526	-45	-17
2527	-45	-16
2528	-45	-15
2529	-45	-14
2530	-45	-13
2531	-45	-12
2532	-45	-11
2533	-45	-10
2534	-45	-9
2535	-45	-8
2536	-45	-7
2537	-45	-6
2538	-45	-5
2539	-45	-4
2540	-45	-3
2541	-45	-2
2542	-45	-1
2543	-45	0
2544	-45	1
2545	-45	2
2546	-45	3
2547	-45	4
2548	-45	5
2549	-45	6
2550	-45	7
2551	-45	8
2552	-45	9
2553	-45	10
2554	-45	11
2555	-45	12
2556	-45	13
2557	-45	14
2558	-45	15
2559	-45	16
2560	-45	17
2561	-45	18
2562	-45	19
2563	-45	20
2564	-45	21
2565	-45	22
2566	-45	23
2567	-45	24
2568	-45	25
2569	-45	26
2570	-45	27
2571	-45	28
2572	-45	29
2573	-45	30
2574	-45	31
2575	-45	32
2576	-45	33
2577	-45	34
2578	-45	35
2579	-45	36
2580	-45	37
2581	-45	38
2582	-45	39
2583	-45	40
2584	-45	41
2585	-45	42
2586	-45	43
2587	-45	44
2588	-45	45
2589	-45	46
2590	-45	47
2591	-45	48
2592	-45	49
2593	-45	50
2594	-45	51
2595	-45	52
2596	-45	53
2597	-45	54
2598	-45	55
2599	-45	56
2600	-45	57
2601	-45	58
2602	-45	59
2603	-45	60
2604	-45	61
2605	-45	62
2606	-45	63
2607	-45	64
2608	-44	-64
2609	-44	-63
2610	-44	-62
2611	-44	-61
2612	-44	-60
2613	-44	-59
2614	-44	-58
2615	-44	-57
2616	-44	-56
2617	-44	-55
2618	-44	-54
2619	-44	-53
2620	-44	-52
2621	-44	-51
2622	-44	-50
2623	-44	-49
2624	-44	-48
2625	-44	-47
2626	-44	-46
2627	-44	-45
2628	-44	-44
2629	-44	-43
2630	-44	-42
2631	-44	-41
2632	-44	-40
2633	-44	-39
2634	-44	-38
2635	-44	-37
2636	-44	-36
2637	-44	-35
2638	-44	-34
2639	-44	-33
2640	-44	-32
2641	-44	-31
2642	-44	-30
2643	-44	-29
2644	-44	-28
2645	-44	-27
2646	-44	-26
2647	-44	-25
2648	-44	-24
2649	-44	-23
2650	-44	-22
2651	-44	-21
2652	-44	-20
2653	-44	-19
2654	-44	-18
2655	-44	-17
2656	-44	-16
2657	-44	-15
2658	-44	-14
2659	-44	-13
2660	-44	-12
2661	-44	-11
2662	-44	-10
2663	-44	-9
2664	-44	-8
2665	-44	-7
2666	-44	-6
2667	-44	-5
2668	-44	-4
2669	-44	-3
2670	-44	-2
2671	-44	-1
2672	-44	0
2673	-44	1
2674	-44	2
2675	-44	3
2676	-44	4
2677	-44	5
2678	-44	6
2679	-44	7
2680	-44	8
2681	-44	9
2682	-44	10
2683	-44	11
2684	-44	12
2685	-44	13
2686	-44	14
2687	-44	15
2688	-44	16
2689	-44	17
2690	-44	18
2691	-44	19
2692	-44	20
2693	-44	21
2694	-44	22
2695	-44	23
2696	-44	24
2697	-44	25
2698	-44	26
2699	-44	27
2700	-44	28
2701	-44	29
2702	-44	30
2703	-44	31
2704	-44	32
2705	-44	33
2706	-44	34
2707	-44	35
2708	-44	36
2709	-44	37
2710	-44	38
2711	-44	39
2712	-44	40
2713	-44	41
2714	-44	42
2715	-44	43
2716	-44	44
2717	-44	45
2718	-44	46
2719	-44	47
2720	-44	48
2721	-44	49
2722	-44	50
2723	-44	51
2724	-44	52
2725	-44	53
2726	-44	54
2727	-44	55
2728	-44	56
2729	-44	57
2730	-44	58
2731	-44	59
2732	-44	60
2733	-44	61
2734	-44	62
2735	-44	63
2736	-44	64
2737	-43	-64
2738	-43	-63
2739	-43	-62
2740	-43	-61
2741	-43	-60
2742	-43	-59
2743	-43	-58
2744	-43	-57
2745	-43	-56
2746	-43	-55
2747	-43	-54
2748	-43	-53
2749	-43	-52
2750	-43	-51
2751	-43	-50
2752	-43	-49
2753	-43	-48
2754	-43	-47
2755	-43	-46
2756	-43	-45
2757	-43	-44
2758	-43	-43
2759	-43	-42
2760	-43	-41
2761	-43	-40
2762	-43	-39
2763	-43	-38
2764	-43	-37
2765	-43	-36
2766	-43	-35
2767	-43	-34
2768	-43	-33
2769	-43	-32
2770	-43	-31
2771	-43	-30
2772	-43	-29
2773	-43	-28
2774	-43	-27
2775	-43	-26
2776	-43	-25
2777	-43	-24
2778	-43	-23
2779	-43	-22
2780	-43	-21
2781	-43	-20
2782	-43	-19
2783	-43	-18
2784	-43	-17
2785	-43	-16
2786	-43	-15
2787	-43	-14
2788	-43	-13
2789	-43	-12
2790	-43	-11
2791	-43	-10
2792	-43	-9
2793	-43	-8
2794	-43	-7
2795	-43	-6
2796	-43	-5
2797	-43	-4
2798	-43	-3
2799	-43	-2
2800	-43	-1
2801	-43	0
2802	-43	1
2803	-43	2
2804	-43	3
2805	-43	4
2806	-43	5
2807	-43	6
2808	-43	7
2809	-43	8
2810	-43	9
2811	-43	10
2812	-43	11
2813	-43	12
2814	-43	13
2815	-43	14
2816	-43	15
2817	-43	16
2818	-43	17
2819	-43	18
2820	-43	19
2821	-43	20
2822	-43	21
2823	-43	22
2824	-43	23
2825	-43	24
2826	-43	25
2827	-43	26
2828	-43	27
2829	-43	28
2830	-43	29
2831	-43	30
2832	-43	31
2833	-43	32
2834	-43	33
2835	-43	34
2836	-43	35
2837	-43	36
2838	-43	37
2839	-43	38
2840	-43	39
2841	-43	40
2842	-43	41
2843	-43	42
2844	-43	43
2845	-43	44
2846	-43	45
2847	-43	46
2848	-43	47
2849	-43	48
2850	-43	49
2851	-43	50
2852	-43	51
2853	-43	52
2854	-43	53
2855	-43	54
2856	-43	55
2857	-43	56
2858	-43	57
2859	-43	58
2860	-43	59
2861	-43	60
2862	-43	61
2863	-43	62
2864	-43	63
2865	-43	64
2866	-42	-64
2867	-42	-63
2868	-42	-62
2869	-42	-61
2870	-42	-60
2871	-42	-59
2872	-42	-58
2873	-42	-57
2874	-42	-56
2875	-42	-55
2876	-42	-54
2877	-42	-53
2878	-42	-52
2879	-42	-51
2880	-42	-50
2881	-42	-49
2882	-42	-48
2883	-42	-47
2884	-42	-46
2885	-42	-45
2886	-42	-44
2887	-42	-43
2888	-42	-42
2889	-42	-41
2890	-42	-40
2891	-42	-39
2892	-42	-38
2893	-42	-37
2894	-42	-36
2895	-42	-35
2896	-42	-34
2897	-42	-33
2898	-42	-32
2899	-42	-31
2900	-42	-30
2901	-42	-29
2902	-42	-28
2903	-42	-27
2904	-42	-26
2905	-42	-25
2906	-42	-24
2907	-42	-23
2908	-42	-22
2909	-42	-21
2910	-42	-20
2911	-42	-19
2912	-42	-18
2913	-42	-17
2914	-42	-16
2915	-42	-15
2916	-42	-14
2917	-42	-13
2918	-42	-12
2919	-42	-11
2920	-42	-10
2921	-42	-9
2922	-42	-8
2923	-42	-7
2924	-42	-6
2925	-42	-5
2926	-42	-4
2927	-42	-3
2928	-42	-2
2929	-42	-1
2930	-42	0
2931	-42	1
2932	-42	2
2933	-42	3
2934	-42	4
2935	-42	5
2936	-42	6
2937	-42	7
2938	-42	8
2939	-42	9
2940	-42	10
2941	-42	11
2942	-42	12
2943	-42	13
2944	-42	14
2945	-42	15
2946	-42	16
2947	-42	17
2948	-42	18
2949	-42	19
2950	-42	20
2951	-42	21
2952	-42	22
2953	-42	23
2954	-42	24
2955	-42	25
2956	-42	26
2957	-42	27
2958	-42	28
2959	-42	29
2960	-42	30
2961	-42	31
2962	-42	32
2963	-42	33
2964	-42	34
2965	-42	35
2966	-42	36
2967	-42	37
2968	-42	38
2969	-42	39
2970	-42	40
2971	-42	41
2972	-42	42
2973	-42	43
2974	-42	44
2975	-42	45
2976	-42	46
2977	-42	47
2978	-42	48
2979	-42	49
2980	-42	50
2981	-42	51
2982	-42	52
2983	-42	53
2984	-42	54
2985	-42	55
2986	-42	56
2987	-42	57
2988	-42	58
2989	-42	59
2990	-42	60
2991	-42	61
2992	-42	62
2993	-42	63
2994	-42	64
2995	-41	-64
2996	-41	-63
2997	-41	-62
2998	-41	-61
2999	-41	-60
3000	-41	-59
3001	-41	-58
3002	-41	-57
3003	-41	-56
3004	-41	-55
3005	-41	-54
3006	-41	-53
3007	-41	-52
3008	-41	-51
3009	-41	-50
3010	-41	-49
3011	-41	-48
3012	-41	-47
3013	-41	-46
3014	-41	-45
3015	-41	-44
3016	-41	-43
3017	-41	-42
3018	-41	-41
3019	-41	-40
3020	-41	-39
3021	-41	-38
3022	-41	-37
3023	-41	-36
3024	-41	-35
3025	-41	-34
3026	-41	-33
3027	-41	-32
3028	-41	-31
3029	-41	-30
3030	-41	-29
3031	-41	-28
3032	-41	-27
3033	-41	-26
3034	-41	-25
3035	-41	-24
3036	-41	-23
3037	-41	-22
3038	-41	-21
3039	-41	-20
3040	-41	-19
3041	-41	-18
3042	-41	-17
3043	-41	-16
3044	-41	-15
3045	-41	-14
3046	-41	-13
3047	-41	-12
3048	-41	-11
3049	-41	-10
3050	-41	-9
3051	-41	-8
3052	-41	-7
3053	-41	-6
3054	-41	-5
3055	-41	-4
3056	-41	-3
3057	-41	-2
3058	-41	-1
3059	-41	0
3060	-41	1
3061	-41	2
3062	-41	3
3063	-41	4
3064	-41	5
3065	-41	6
3066	-41	7
3067	-41	8
3068	-41	9
3069	-41	10
3070	-41	11
3071	-41	12
3072	-41	13
3073	-41	14
3074	-41	15
3075	-41	16
3076	-41	17
3077	-41	18
3078	-41	19
3079	-41	20
3080	-41	21
3081	-41	22
3082	-41	23
3083	-41	24
3084	-41	25
3085	-41	26
3086	-41	27
3087	-41	28
3088	-41	29
3089	-41	30
3090	-41	31
3091	-41	32
3092	-41	33
3093	-41	34
3094	-41	35
3095	-41	36
3096	-41	37
3097	-41	38
3098	-41	39
3099	-41	40
3100	-41	41
3101	-41	42
3102	-41	43
3103	-41	44
3104	-41	45
3105	-41	46
3106	-41	47
3107	-41	48
3108	-41	49
3109	-41	50
3110	-41	51
3111	-41	52
3112	-41	53
3113	-41	54
3114	-41	55
3115	-41	56
3116	-41	57
3117	-41	58
3118	-41	59
3119	-41	60
3120	-41	61
3121	-41	62
3122	-41	63
3123	-41	64
3124	-40	-64
3125	-40	-63
3126	-40	-62
3127	-40	-61
3128	-40	-60
3129	-40	-59
3130	-40	-58
3131	-40	-57
3132	-40	-56
3133	-40	-55
3134	-40	-54
3135	-40	-53
3136	-40	-52
3137	-40	-51
3138	-40	-50
3139	-40	-49
3140	-40	-48
3141	-40	-47
3142	-40	-46
3143	-40	-45
3144	-40	-44
3145	-40	-43
3146	-40	-42
3147	-40	-41
3148	-40	-40
3149	-40	-39
3150	-40	-38
3151	-40	-37
3152	-40	-36
3153	-40	-35
3154	-40	-34
3155	-40	-33
3156	-40	-32
3157	-40	-31
3158	-40	-30
3159	-40	-29
3160	-40	-28
3161	-40	-27
3162	-40	-26
3163	-40	-25
3164	-40	-24
3165	-40	-23
3166	-40	-22
3167	-40	-21
3168	-40	-20
3169	-40	-19
3170	-40	-18
3171	-40	-17
3172	-40	-16
3173	-40	-15
3174	-40	-14
3175	-40	-13
3176	-40	-12
3177	-40	-11
3178	-40	-10
3179	-40	-9
3180	-40	-8
3181	-40	-7
3182	-40	-6
3183	-40	-5
3184	-40	-4
3185	-40	-3
3186	-40	-2
3187	-40	-1
3188	-40	0
3189	-40	1
3190	-40	2
3191	-40	3
3192	-40	4
3193	-40	5
3194	-40	6
3195	-40	7
3196	-40	8
3197	-40	9
3198	-40	10
3199	-40	11
3200	-40	12
3201	-40	13
3202	-40	14
3203	-40	15
3204	-40	16
3205	-40	17
3206	-40	18
3207	-40	19
3208	-40	20
3209	-40	21
3210	-40	22
3211	-40	23
3212	-40	24
3213	-40	25
3214	-40	26
3215	-40	27
3216	-40	28
3217	-40	29
3218	-40	30
3219	-40	31
3220	-40	32
3221	-40	33
3222	-40	34
3223	-40	35
3224	-40	36
3225	-40	37
3226	-40	38
3227	-40	39
3228	-40	40
3229	-40	41
3230	-40	42
3231	-40	43
3232	-40	44
3233	-40	45
3234	-40	46
3235	-40	47
3236	-40	48
3237	-40	49
3238	-40	50
3239	-40	51
3240	-40	52
3241	-40	53
3242	-40	54
3243	-40	55
3244	-40	56
3245	-40	57
3246	-40	58
3247	-40	59
3248	-40	60
3249	-40	61
3250	-40	62
3251	-40	63
3252	-40	64
3253	-39	-64
3254	-39	-63
3255	-39	-62
3256	-39	-61
3257	-39	-60
3258	-39	-59
3259	-39	-58
3260	-39	-57
3261	-39	-56
3262	-39	-55
3263	-39	-54
3264	-39	-53
3265	-39	-52
3266	-39	-51
3267	-39	-50
3268	-39	-49
3269	-39	-48
3270	-39	-47
3271	-39	-46
3272	-39	-45
3273	-39	-44
3274	-39	-43
3275	-39	-42
3276	-39	-41
3277	-39	-40
3278	-39	-39
3279	-39	-38
3280	-39	-37
3281	-39	-36
3282	-39	-35
3283	-39	-34
3284	-39	-33
3285	-39	-32
3286	-39	-31
3287	-39	-30
3288	-39	-29
3289	-39	-28
3290	-39	-27
3291	-39	-26
3292	-39	-25
3293	-39	-24
3294	-39	-23
3295	-39	-22
3296	-39	-21
3297	-39	-20
3298	-39	-19
3299	-39	-18
3300	-39	-17
3301	-39	-16
3302	-39	-15
3303	-39	-14
3304	-39	-13
3305	-39	-12
3306	-39	-11
3307	-39	-10
3308	-39	-9
3309	-39	-8
3310	-39	-7
3311	-39	-6
3312	-39	-5
3313	-39	-4
3314	-39	-3
3315	-39	-2
3316	-39	-1
3317	-39	0
3318	-39	1
3319	-39	2
3320	-39	3
3321	-39	4
3322	-39	5
3323	-39	6
3324	-39	7
3325	-39	8
3326	-39	9
3327	-39	10
3328	-39	11
3329	-39	12
3330	-39	13
3331	-39	14
3332	-39	15
3333	-39	16
3334	-39	17
3335	-39	18
3336	-39	19
3337	-39	20
3338	-39	21
3339	-39	22
3340	-39	23
3341	-39	24
3342	-39	25
3343	-39	26
3344	-39	27
3345	-39	28
3346	-39	29
3347	-39	30
3348	-39	31
3349	-39	32
3350	-39	33
3351	-39	34
3352	-39	35
3353	-39	36
3354	-39	37
3355	-39	38
3356	-39	39
3357	-39	40
3358	-39	41
3359	-39	42
3360	-39	43
3361	-39	44
3362	-39	45
3363	-39	46
3364	-39	47
3365	-39	48
3366	-39	49
3367	-39	50
3368	-39	51
3369	-39	52
3370	-39	53
3371	-39	54
3372	-39	55
3373	-39	56
3374	-39	57
3375	-39	58
3376	-39	59
3377	-39	60
3378	-39	61
3379	-39	62
3380	-39	63
3381	-39	64
3382	-38	-64
3383	-38	-63
3384	-38	-62
3385	-38	-61
3386	-38	-60
3387	-38	-59
3388	-38	-58
3389	-38	-57
3390	-38	-56
3391	-38	-55
3392	-38	-54
3393	-38	-53
3394	-38	-52
