id	scope	file	line	kind	attributes	target_relevance	assessment	statement
508	fixed-semantics	semantics/float.k	180	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule fracScale(.IntSeq) => 1
509	fixed-semantics	semantics/float.k	181	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule fracScale(iCons(46, R:IntSeq)) => fscAcc(R, 1)
510	fixed-semantics	semantics/float.k	182	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule fracScale(iCons(C:Int, R:IntSeq)) => fracScale(R) requires C =/=Int 46
511	fixed-semantics	semantics/float.k	183	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule fscAcc(.IntSeq, A:Int) => A
512	fixed-semantics	semantics/float.k	184	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule fscAcc(iCons(_:Int, R:IntSeq), A:Int) => fscAcc(R, A *Int 10)
513	fixed-semantics	semantics/float.k	185	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyBuiltin(""float"", str(CS:IntSeq), .Vals) => decStrToF(CS)"
514	fixed-semantics	semantics/float.k	186	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBuiltin(""float"", I:Int, .Vals) => intToF(I)"
515	fixed-semantics	semantics/float.k	187	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyBuiltin(""float"", F:Float, .Vals) => F"
516	fixed-semantics	semantics/float.k	190	syntax	function,total,no-evaluators,symbol	used-or-defining	ACCEPTABLE_UNUSED_EXTERNAL_PRIMITIVE	syntax Float ::= divFloatIntV(Float, Int) [function, total, symbol(divFloatIntV), no-evaluators]
517	fixed-semantics	semantics/float.k	191	rule	concrete	used-or-defining	SOUND_CONCRETE_EQUATION_OR_RULE	rule divFloatIntV(F:Float, I:Int) => F /Float Int2Float(I, 53, 11) [concrete]
518	fixed-semantics	semantics/float.k	192	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""/"", F:Float, I:Int) => divFloatIntV(F, I)"
519	fixed-semantics	semantics/float.k	195	syntax	function,total,no-evaluators,symbol	used-or-defining	ACCEPTABLE_UNUSED_EXTERNAL_PRIMITIVE	syntax Float ::= intToF(Int) [function, total, symbol(intToF), no-evaluators]
520	fixed-semantics	semantics/float.k	196	rule	concrete	used-or-defining	SOUND_CONCRETE_EQUATION_OR_RULE	rule intToF(I:Int) => Int2Float(I, 53, 11) [concrete]
521	fixed-semantics	semantics/float.k	197	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""+"", I:Int, F:Float) => addF(intToF(I), F)"
522	fixed-semantics	semantics/float.k	198	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""+"", F:Float, I:Int) => addF(F, intToF(I))"
523	fixed-semantics	semantics/float.k	199	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""-"", I:Int, F:Float) => subF(intToF(I), F)"
524	fixed-semantics	semantics/float.k	200	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""-"", F:Float, I:Int) => subF(F, intToF(I))"
525	fixed-semantics	semantics/float.k	201	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""*"", I:Int, F:Float) => mulF(intToF(I), F)"
526	fixed-semantics	semantics/float.k	202	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""*"", F:Float, I:Int) => mulF(F, intToF(I))"
527	fixed-semantics	semantics/float.k	203	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyCmp(""<"", I:Int, F:Float) => floatLt(intToF(I), F)"
528	fixed-semantics	semantics/float.k	204	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyCmp(""<"", F:Float, I:Int) => floatLt(F, intToF(I))"
529	fixed-semantics	semantics/float.k	205	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyCmp("">"", I:Int, F:Float) => gtF(intToF(I), F)"
530	fixed-semantics	semantics/float.k	206	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyCmp("">"", F:Float, I:Int) => gtF(F, intToF(I))"
531	fixed-semantics	semantics/float.k	209	syntax	function,total,no-evaluators,symbol	used-or-defining	ACCEPTABLE_UNUSED_EXTERNAL_PRIMITIVE	syntax Int ::= truncF(Float) [function, total, symbol(truncF), no-evaluators]
532	fixed-semantics	semantics/float.k	210	rule	concrete	not-used-by-solution	SOUND_CONCRETE_EQUATION_OR_RULE	rule truncF(F:Float) => #if F >=Float 0.0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi [concrete]
533	fixed-semantics	semantics/float.k	211	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyBuiltin(""int"", F:Float, .Vals) => truncF(F)"
534	fixed-semantics	semantics/float.k	213	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBuiltin(""float"", I:Int, .Vals) => intToF(I)"
535	fixed-semantics	semantics/float.k	214	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyBuiltin(""float"", F:Float, .Vals) => F"
536	fixed-semantics	semantics/float.k	217	syntax	function,total,no-evaluators,symbol	used-or-defining	ACCEPTABLE_UNUSED_EXTERNAL_PRIMITIVE	syntax Int ::= roundF(Float) [function, total, symbol(roundF), no-evaluators]
537	fixed-semantics	semantics/float.k	218	rule	concrete	used-or-defining	SOUND_CONCRETE_EQUATION_OR_RULE	rule roundF(F:Float) => #if (F -Float floorFloat(F)) ==Float 0.5 #then (#if Float2Int(floorFloat(F)) %Int 2 ==Int 0 #then Float2Int(floorFloat(F)) #else Float2Int(ceilFloat(F)) #fi) #else Float2Int(floorFloat(F +Float 0.5)) #fi [concrete]
538	fixed-semantics	semantics/float.k	223	syntax	function,total,no-evaluators,symbol	used-or-defining	ACCEPTABLE_UNUSED_EXTERNAL_PRIMITIVE	syntax Float ::= roundFN(Float, Int) [function, total, symbol(roundFN), no-evaluators]
539	fixed-semantics	semantics/float.k	224	rule	concrete	used-or-defining	SOUND_CONCRETE_EQUATION_OR_RULE	rule roundFN(F:Float, N:Int) => Int2Float(roundF(F *Float Int2Float(10 ^Int N, 53, 11)), 53, 11) /Float Int2Float(10 ^Int N, 53, 11) [concrete]
540	fixed-semantics	semantics/float.k	227	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyBuiltin(""round"", F:Float, .Vals) => roundF(F)"
541	fixed-semantics	semantics/float.k	228	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBuiltin(""round"", F:Float, N:Int, .Vals) => roundFN(F, N)"
542	fixed-semantics	semantics/float.k	230	syntax	function,total,no-evaluators,symbol	not-used-by-solution	ACCEPTABLE_UNUSED_EXTERNAL_PRIMITIVE	syntax Float ::= sqrtF(Float) [function, total, symbol(sqrtF), no-evaluators]
543	fixed-semantics	semantics/float.k	231	rule	concrete	not-used-by-solution	SOUND_CONCRETE_EQUATION_OR_RULE	rule sqrtF(F:Float) => sqrtFloat(F) [concrete]
544	fixed-semantics	semantics/float.k	232	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"syntax KItem ::= ""#mathSqrt"""
545	fixed-semantics	semantics/float.k	233	rule	priority	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule <k> Call(Attribute(Name(""math""), ""sqrt""), (E:Expr, .Exprs)) => E ~> #mathSqrt ... </k> [priority(40)]"
546	fixed-semantics	semantics/float.k	234	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> F:Float ~> #mathSqrt => sqrtF(F) ... </k>
547	fixed-semantics	semantics/float.k	235	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> I:Int ~> #mathSqrt => sqrtF(intToF(I)) ... </k>
548	fixed-semantics	semantics/float.k	243	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax KItem ::= #maxAccF(Iterable, Float) | #maxContF(Float)
549	fixed-semantics	semantics/float.k	244	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont0 => #maxAccF(R, {V}:>Float) ... </k> requires isFloat(V)
550	fixed-semantics	semantics/float.k	245	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #maxAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #maxContF(M) ... </k>
551	fixed-semantics	semantics/float.k	246	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #iterDone ~> #maxContF(M:Float) => M ... </k>
552	fixed-semantics	semantics/float.k	247	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxContF(M:Float) => #maxAccF(R, maxFloat(M, {V}:>Float)) ... </k>
553	fixed-semantics	semantics/float.k	250	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax KItem ::= #minAccF(Iterable, Float) | #minContF(Float)
554	fixed-semantics	semantics/float.k	251	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAccF(R, {V}:>Float) ... </k> requires isFloat(V)
555	fixed-semantics	semantics/float.k	252	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #minAccF(IT:Iterable, M:Float) => #iterNext(IT) ~> #minContF(M) ... </k>
556	fixed-semantics	semantics/float.k	253	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #iterDone ~> #minContF(M:Float) => M ... </k>
557	fixed-semantics	semantics/float.k	254	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #minContF(M:Float) => #minAccF(R, minFloat(M, {V}:>Float)) ... </k>
558	fixed-semantics	semantics/float.k	261	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax KItem ::= #sumAccF(Iterable, Float) | #sumContF(Float)
559	fixed-semantics	semantics/float.k	262	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumCont(ACC:Int) => #sumAccF(R, addF(intToF(ACC), {V}:>Float)) ... </k>
560	fixed-semantics	semantics/float.k	265	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #sumAccF(IT:Iterable, ACC:Float) => #iterNext(IT) ~> #sumContF(ACC) ... </k>
561	fixed-semantics	semantics/float.k	266	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
562	fixed-semantics	semantics/float.k	267	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k>
563	fixed-semantics	semantics/float.k	270	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k>
564	fixed-semantics	semantics/functions.k	8	syntax	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | ""#pop"" | ""#endcall"""
565	fixed-semantics	semantics/functions.k	14	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
566	fixed-semantics	semantics/functions.k	18	syntax	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Expr ::= closureExpr(ParamNames, Stmts)
567	fixed-semantics	semantics/functions.k	19	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
568	fixed-semantics	semantics/functions.k	27	syntax	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
569	fixed-semantics	semantics/functions.k	31	syntax	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
570	fixed-semantics	semantics/functions.k	33	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
571	fixed-semantics	semantics/functions.k	36	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
572	fixed-semantics	semantics/functions.k	42	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
573	fixed-semantics	semantics/functions.k	47	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
574	fixed-semantics	semantics/functions.k	50	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
575	fixed-semantics	semantics/functions.k	53	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
576	fixed-semantics	semantics/functions.k	59	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
577	fixed-semantics	semantics/functions.k	63	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
578	fixed-semantics	semantics/functions.k	64	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
579	fixed-semantics	semantics/functions.k	68	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
580	fixed-semantics	semantics/functions.k	78	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
581	fixed-semantics	semantics/functions.k	80	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
582	fixed-semantics	semantics/functions.k	85	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
583	fixed-semantics	semantics/int.k	7	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyUn(""-"", I:Int) => 0 -Int I"
584	fixed-semantics	semantics/int.k	9	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""+"", I1:Int, I2:Int) => I1 +Int I2"
585	fixed-semantics	semantics/int.k	11	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""+"", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi"
586	fixed-semantics	semantics/int.k	12	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""+"", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I"
587	fixed-semantics	semantics/int.k	13	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""-"", I1:Int, I2:Int) => I1 -Int I2"
588	fixed-semantics	semantics/int.k	14	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""*"", I1:Int, I2:Int) => I1 *Int I2"
589	fixed-semantics	semantics/int.k	15	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""%"", I1:Int, I2:Int) => pyMod(I1, I2)"
590	fixed-semantics	semantics/int.k	16	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""//"", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2"
591	fixed-semantics	semantics/int.k	17	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyBin(""**"", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0"
592	fixed-semantics	semantics/int.k	19	syntax	function	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Int ::= pyMod(Int, Int) [function]
593	fixed-semantics	semantics/int.k	20	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
594	fixed-semantics	semantics/int.k	22	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyCmp(""<"", I1:Int, I2:Int) => I1 <Int I2"
595	fixed-semantics	semantics/int.k	23	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyCmp(""<="", I1:Int, I2:Int) => I1 <=Int I2"
596	fixed-semantics	semantics/int.k	24	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyCmp("">"", I1:Int, I2:Int) => I1 >Int I2"
597	fixed-semantics	semantics/int.k	25	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyCmp("">="", I1:Int, I2:Int) => I1 >=Int I2"
598	fixed-semantics	semantics/int.k	26	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyCmp(""=="", I1:Int, I2:Int) => I1 ==Int I2"
599	fixed-semantics	semantics/int.k	27	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyCmp(""!="", I1:Int, I2:Int) => I1 =/=Int I2"
600	fixed-semantics	semantics/iter.k	8	syntax	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"syntax KItem ::= #iterNext(Iterable) | ""#iterDone"" | #iterYield(Val, Iterable)"
601	fixed-semantics	semantics/list.k	9	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #iterNext(list(.ValSeq)) => #iterDone ... </k>
602	fixed-semantics	semantics/list.k	10	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
603	fixed-semantics	semantics/list.k	13	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"syntax ApplyK ::= ""toList"""
604	fixed-semantics	semantics/list.k	14	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
605	fixed-semantics	semantics/list.k	15	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
606	fixed-semantics	semantics/list.k	18	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
607	fixed-semantics	semantics/list.k	19	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule valSeqConcat(.ValSeq, T:ValSeq) => T
608	fixed-semantics	semantics/list.k	20	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))
609	fixed-semantics	semantics/list.k	24	rule	priority	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule <k> BinOp(""+"", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]"
610	fixed-semantics	semantics/list.k	27	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyCmp(""=="", list(A:ValSeq), list(B:ValSeq)) => A ==K B"
611	fixed-semantics	semantics/list.k	28	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyCmp(""!="", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)"
612	fixed-semantics	semantics/list.k	33	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Bool ::= hasRefVS(ValSeq) [function, total]
613	fixed-semantics	semantics/list.k	34	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule hasRefVS(.ValSeq) => false
614	fixed-semantics	semantics/list.k	35	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)
615	fixed-semantics	semantics/list.k	37	syntax	function	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function] | deepEqV(Val, Val, Map) [function]
616	fixed-semantics	semantics/list.k	39	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule deepEqVS(.ValSeq, .ValSeq, _:Map) => true
617	fixed-semantics	semantics/list.k	40	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map) => false
618	fixed-semantics	semantics/list.k	41	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map) => false
619	fixed-semantics	semantics/list.k	42	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map) => deepEqV(A, B, HP) andBool deepEqVS(As, Bs, HP)
620	fixed-semantics	semantics/list.k	45	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP)
621	fixed-semantics	semantics/list.k	47	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP)
622	fixed-semantics	semantics/list.k	49	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)
623	fixed-semantics	semantics/list.k	50	rule	owise	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise]
624	fixed-semantics	semantics/list.k	53	rule	priority	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""append"")), (V:Val, .Vals)) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => valSeqConcat(VS, vCons(V, .ValSeq))) ... </heap> [priority(40)]"
625	fixed-semantics	semantics/list.k	58	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"syntax KItem ::= #memberAcc(Val, Iterable) | #memberCont(Val) | ""#notB"""
626	fixed-semantics	semantics/list.k	59	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule <k> Compare(LV:Val, CmpOp(""in"", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>"
627	fixed-semantics	semantics/list.k	60	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule <k> Compare(LV:Val, CmpOp(""not in"", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ~> #notB ... </k>"
628	fixed-semantics	semantics/list.k	61	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #memberAcc(V:Val, IT:Iterable) => #iterNext(IT) ~> #memberCont(V) ... </k>
629	fixed-semantics	semantics/list.k	62	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #iterDone ~> #memberCont(_V:Val) => false ... </k>
630	fixed-semantics	semantics/list.k	63	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k>
631	fixed-semantics	semantics/list.k	65	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k>
632	fixed-semantics	semantics/list.k	67	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> B:Bool ~> #notB => notBool B ... </k>
