id	file	line	kind	attributes	disposition	declaration
K0561	semantics/float.k	266	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #iterDone ~> #sumContF(ACC:Float) => ACC ... </k>
K0562	semantics/float.k	267	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, {V}:>Float)) ... </k>
K0563	semantics/float.k	270	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #iterYield(V:Val, R:Iterable) ~> #sumContF(ACC:Float) => #sumAccF(R, addF(ACC, intToF(intOf(V)))) ... </k>
K0564	semantics/functions.k	8	syntax	-	USED_DECLARATION_REVIEWED	syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall"
K0565	semantics/functions.k	14	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
K0566	semantics/functions.k	18	syntax	-	USED_DECLARATION_REVIEWED	syntax Expr ::= closureExpr(ParamNames, Stmts)
K0567	semantics/functions.k	19	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env>
K0568	semantics/functions.k	27	syntax	-	USED_DECLARATION_REVIEWED	syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map)
K0569	semantics/functions.k	31	syntax	-	USED_DECLARATION_REVIEWED	syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
K0570	semantics/functions.k	33	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
K0571	semantics/functions.k	36	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
K0572	semantics/functions.k	42	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
K0573	semantics/functions.k	47	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
K0574	semantics/functions.k	50	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
K0575	semantics/functions.k	53	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
K0576	semantics/functions.k	59	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k>
K0577	semantics/functions.k	63	rule	-	USED_PATH_REVIEWED_SOUND	rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
K0578	semantics/functions.k	64	rule	-	USED_PATH_REVIEWED_SOUND	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes>
K0579	semantics/functions.k	68	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
K0580	semantics/functions.k	78	rule	-	USED_PATH_REVIEWED_SOUND	rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
K0581	semantics/functions.k	80	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret>
K0582	semantics/functions.k	85	rule	-	USED_PATH_REVIEWED_SOUND	rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
K0583	semantics/int.k	7	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyUn("-", I:Int) => 0 -Int I
K0584	semantics/int.k	9	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("+", I1:Int, I2:Int) => I1 +Int I2
K0585	semantics/int.k	11	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("+", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
K0586	semantics/int.k	12	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("+", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
K0587	semantics/int.k	13	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("-", I1:Int, I2:Int) => I1 -Int I2
K0588	semantics/int.k	14	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("*", I1:Int, I2:Int) => I1 *Int I2
K0589	semantics/int.k	15	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("%", I1:Int, I2:Int) => pyMod(I1, I2)
K0590	semantics/int.k	16	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
K0591	semantics/int.k	17	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
K0592	semantics/int.k	19	syntax	function	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax Int ::= pyMod(Int, Int) [function]
K0593	semantics/int.k	20	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
K0594	semantics/int.k	22	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp("<", I1:Int, I2:Int) => I1 <Int I2
K0595	semantics/int.k	23	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp("<=", I1:Int, I2:Int) => I1 <=Int I2
K0596	semantics/int.k	24	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp(">", I1:Int, I2:Int) => I1 >Int I2
K0597	semantics/int.k	25	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp(">=", I1:Int, I2:Int) => I1 >=Int I2
K0598	semantics/int.k	26	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp("==", I1:Int, I2:Int) => I1 ==Int I2
K0599	semantics/int.k	27	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp("!=", I1:Int, I2:Int) => I1 =/=Int I2
K0600	semantics/iter.k	8	syntax	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)
K0601	semantics/list.k	9	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #iterNext(list(.ValSeq)) => #iterDone ... </k>
K0602	semantics/list.k	10	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
K0603	semantics/list.k	13	syntax	-	USED_DECLARATION_REVIEWED	syntax ApplyK ::= "toList"
K0604	semantics/list.k	14	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
K0605	semantics/list.k	15	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
K0606	semantics/list.k	18	syntax	function,total	USED_DECLARATION_REVIEWED	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
K0607	semantics/list.k	19	rule	-	USED_PATH_REVIEWED_SOUND	rule valSeqConcat(.ValSeq, T:ValSeq) => T
K0608	semantics/list.k	20	rule	-	USED_PATH_REVIEWED_SOUND	rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))
K0609	semantics/list.k	24	rule	priority(45)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> BinOp("+", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]
K0610	semantics/list.k	27	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp("==", list(A:ValSeq), list(B:ValSeq)) => A ==K B
K0611	semantics/list.k	28	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyCmp("!=", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)
K0612	semantics/list.k	33	syntax	function,total	USED_DECLARATION_REVIEWED	syntax Bool ::= hasRefVS(ValSeq) [function, total]
K0613	semantics/list.k	34	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule hasRefVS(.ValSeq) => false
K0614	semantics/list.k	35	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)
K0615	semantics/list.k	37	syntax	function	USED_DECLARATION_REVIEWED	syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function] | deepEqV(Val, Val, Map) [function]
K0616	semantics/list.k	39	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule deepEqVS(.ValSeq, .ValSeq, _:Map) => true
K0617	semantics/list.k	40	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map) => false
K0618	semantics/list.k	41	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map) => false
K0619	semantics/list.k	42	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map) => deepEqV(A, B, HP) andBool deepEqVS(As, Bs, HP)
K0620	semantics/list.k	45	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP)
K0621	semantics/list.k	47	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP)
K0622	semantics/list.k	49	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)
K0623	semantics/list.k	50	rule	owise	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise]
K0624	semantics/list.k	53	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "append")), (V:Val, .Vals)) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => valSeqConcat(VS, vCons(V, .ValSeq))) ... </heap> [priority(40)]
K0625	semantics/list.k	58	syntax	-	USED_DECLARATION_REVIEWED	syntax KItem ::= #memberAcc(Val, Iterable) | #memberCont(Val) | "#notB"
K0626	semantics/list.k	59	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Compare(LV:Val, CmpOp("in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>
K0627	semantics/list.k	60	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> Compare(LV:Val, CmpOp("not in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ~> #notB ... </k>
K0628	semantics/list.k	61	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #memberAcc(V:Val, IT:Iterable) => #iterNext(IT) ~> #memberCont(V) ... </k>
K0629	semantics/list.k	62	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #iterDone ~> #memberCont(_V:Val) => false ... </k>
K0630	semantics/list.k	63	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k>
K0631	semantics/list.k	65	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k>
K0632	semantics/list.k	67	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> B:Bool ~> #notB => notBool B ... </k>
K0633	semantics/methods.k	10	syntax	function	USED_DECLARATION_REVIEWED	syntax Val ::= applyMethod(Val, String, Vals) [function]
K0634	semantics/methods.k	13	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyMethod(str(CS:IntSeq), "isupper", .Vals) => hasUpper(CS) andBool notBool hasLower(CS)
K0635	semantics/methods.k	14	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyMethod(str(CS:IntSeq), "islower", .Vals) => hasLower(CS) andBool notBool hasUpper(CS)
K0636	semantics/methods.k	15	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyMethod(str(CS:IntSeq), "isalpha", .Vals) => notBool (CS ==K .IntSeq) andBool allAlpha(CS)
K0637	semantics/methods.k	16	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyMethod(str(CS:IntSeq), "isdigit", .Vals) => notBool (CS ==K .IntSeq) andBool allDigit(CS)
K0638	semantics/methods.k	19	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyMethod(str(CS:IntSeq), "lower", .Vals) => str(mapLower(CS))
K0639	semantics/methods.k	20	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyMethod(str(CS:IntSeq), "upper", .Vals) => str(mapUpper(CS))
K0640	semantics/methods.k	21	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyMethod(str(CS:IntSeq), "swapcase", .Vals) => str(mapSwap(CS))
K0641	semantics/methods.k	26	rule	-	USED_PATH_REVIEWED_SOUND	rule applyMethod(str(SEP:IntSeq), "join", list(VS:ValSeq), .Vals) => str(joinCodes(SEP, VS))
K0642	semantics/methods.k	27	syntax	function,total	USED_DECLARATION_REVIEWED	syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]
K0643	semantics/methods.k	28	rule	-	USED_PATH_REVIEWED_SOUND	rule joinCodes(_:IntSeq, .ValSeq) => .IntSeq
K0644	semantics/methods.k	29	rule	-	USED_PATH_REVIEWED_SOUND	rule joinCodes(_:IntSeq, vCons(str(CS:IntSeq), .ValSeq)) => CS
K0645	semantics/methods.k	30	rule	-	USED_PATH_REVIEWED_SOUND	rule joinCodes(SEP:IntSeq, vCons(str(CS:IntSeq), vCons(V:Val, R:ValSeq))) => seqConcat(CS, seqConcat(SEP, joinCodes(SEP, vCons(V, R))))
K0646	semantics/methods.k	34	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyMethod(str(CS:IntSeq), "count", str(PC:IntSeq), .Vals) => cntSub(CS, PC)
K0647	semantics/methods.k	35	syntax	function	USED_DECLARATION_REVIEWED	syntax Int ::= cntSub(IntSeq, IntSeq) [function]
K0648	semantics/methods.k	36	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule cntSub(.IntSeq, _:IntSeq) => 0
K0649	semantics/methods.k	37	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => 1 +Int cntSub(dropIS(iCons(C, R), isLen(PC)), PC)
K0650	semantics/methods.k	39	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => cntSub(R, PC)
K0651	semantics/methods.k	41	syntax	function,total	USED_DECLARATION_REVIEWED	syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]
K0652	semantics/methods.k	42	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule dropIS(S:IntSeq, N:Int) => S requires N <=Int 0
K0653	semantics/methods.k	43	rule	owise	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]
K0654	semantics/methods.k	44	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule dropIS(iCons(_:Int, R:IntSeq), N:Int) => dropIS(R, N -Int 1) requires N >Int 0
K0655	semantics/methods.k	47	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyMethod(str(CS:IntSeq), "strip", .Vals) => str(revIS(trimWS(revIS(trimWS(CS)))))
K0656	semantics/methods.k	48	syntax	function,total	USED_DECLARATION_REVIEWED	syntax IntSeq ::= trimWS(IntSeq) [function, total]
K0657	semantics/methods.k	49	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule trimWS(.IntSeq) => .IntSeq
K0658	semantics/methods.k	50	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule trimWS(iCons(C:Int, R:IntSeq)) => trimWS(R) requires isWSC(C)
K0659	semantics/methods.k	51	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule trimWS(iCons(C:Int, R:IntSeq)) => iCons(C, R) requires notBool isWSC(C)
K0660	semantics/methods.k	52	syntax	function,total	USED_DECLARATION_REVIEWED	syntax IntSeq ::= revIS(IntSeq) [function, total] | revISAcc(IntSeq, IntSeq) [function, total]
K0661	semantics/methods.k	53	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule revIS(S:IntSeq) => revISAcc(S, .IntSeq)
K0662	semantics/methods.k	54	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule revISAcc(.IntSeq, A:IntSeq) => A
K0663	semantics/methods.k	55	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule revISAcc(iCons(C:Int, R:IntSeq), A:IntSeq) => revISAcc(R, iCons(C, A))
K0664	semantics/methods.k	58	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyMethod(str(CS:IntSeq), "encode", str(_:IntSeq), .Vals) => str(CS)
K0665	semantics/methods.k	61	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyMethod(str(XC:IntSeq), "startswith", str(PC:IntSeq), .Vals) => startsWith(PC, XC)
K0666	semantics/methods.k	64	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyMethod(list(VS:ValSeq), "count", V:Val, .Vals) => cntOccVS(VS, V)
K0667	semantics/methods.k	65	syntax	function,total	USED_DECLARATION_REVIEWED	syntax Int ::= cntOccVS(ValSeq, Val) [function, total]
K0668	semantics/methods.k	66	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule cntOccVS(.ValSeq, _:Val) => 0
K0669	semantics/methods.k	67	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => 1 +Int cntOccVS(R, V) requires A ==K V
K0670	semantics/methods.k	68	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => cntOccVS(R, V) requires notBool (A ==K V)
K0671	semantics/methods.k	72	rule	priority(40)	USED_PATH_REVIEWED_SOUND	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), .Vals) => #alloc(list(splitWS(CS, .IntSeq, .ValSeq))) ... </k> [priority(40)]
K0672	semantics/methods.k	75	syntax	function	USED_DECLARATION_REVIEWED	syntax ValSeq ::= splitWS(IntSeq, IntSeq, ValSeq) [function] // remaining, current token, result
K0673	semantics/methods.k	76	rule	-	USED_PATH_REVIEWED_SOUND	rule splitWS(.IntSeq, CUR:IntSeq, ACC:ValSeq) => flushTok(ACC, CUR)
K0674	semantics/methods.k	77	rule	-	USED_PATH_REVIEWED_SOUND	rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, .IntSeq, flushTok(ACC, CUR))
K0675	semantics/methods.k	79	rule	-	USED_PATH_REVIEWED_SOUND	rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, seqConcat(CUR, iCons(C, .IntSeq)), ACC)
K0676	semantics/methods.k	82	syntax	function	USED_DECLARATION_REVIEWED	syntax ValSeq ::= flushTok(ValSeq, IntSeq) [function]
K0677	semantics/methods.k	83	rule	-	USED_PATH_REVIEWED_SOUND	rule flushTok(ACC:ValSeq, .IntSeq) => ACC
K0678	semantics/methods.k	84	rule	-	USED_PATH_REVIEWED_SOUND	rule flushTok(ACC:ValSeq, iCons(C:Int, T:IntSeq)) => valSeqConcat(ACC, vCons(str(iCons(C, T)), .ValSeq))
K0679	semantics/methods.k	85	syntax	function,total	USED_DECLARATION_REVIEWED	syntax Bool ::= isWSC(Int) [function, total]
K0680	semantics/methods.k	86	rule	-	USED_PATH_REVIEWED_SOUND	rule isWSC(C:Int) => C ==Int 32 orBool C ==Int 9 orBool C ==Int 10 orBool C ==Int 13
K0681	semantics/methods.k	89	rule	priority(39)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (kwV("sep", str(S:IntSeq)), .Vals)) => #applyK(toCall(boundMethodV(str(CS), "split")), (str(S), .Vals)) ... </k> [priority(39)]
K0682	semantics/methods.k	94	rule	priority(40)	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (str(iCons(SEP:Int, .IntSeq)), .Vals)) => #alloc(list(splitSep(CS, SEP, .IntSeq))) ... </k> [priority(40)]
K0683	semantics/methods.k	97	syntax	function	USED_DECLARATION_REVIEWED	syntax ValSeq ::= splitSep(IntSeq, Int, IntSeq) [function] // remaining, sep code, current token
K0684	semantics/methods.k	98	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule splitSep(.IntSeq, _SEP:Int, CUR:IntSeq) => vCons(str(CUR), .ValSeq)
K0685	semantics/methods.k	99	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => vCons(str(CUR), splitSep(R, SEP, .IntSeq))
K0686	semantics/methods.k	101	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => splitSep(R, SEP, seqConcat(CUR, iCons(C, .IntSeq)))
K0687	semantics/methods.k	104	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule applyMethod(str(CS:IntSeq), "replace", str(iCons(A:Int, .IntSeq)), str(iCons(B:Int, .IntSeq)), .Vals) => str(replaceC(CS, A, B))
K0688	semantics/methods.k	106	syntax	function,total	USED_DECLARATION_REVIEWED	syntax IntSeq ::= replaceC(IntSeq, Int, Int) [function, total]
K0689	semantics/methods.k	107	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule replaceC(.IntSeq, _:Int, _:Int) => .IntSeq
K0690	semantics/methods.k	108	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(B, replaceC(R, A, B)) requires C ==Int A
K0691	semantics/methods.k	109	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(C, replaceC(R, A, B)) requires notBool (C ==Int A)
K0692	semantics/methods.k	112	syntax	function,total	USED_DECLARATION_REVIEWED	syntax Bool ::= isUpperC(Int) [function, total]
K0693	semantics/methods.k	113	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule isUpperC(C:Int) => C >=Int 65 andBool C <=Int 90
K0694	semantics/methods.k	115	syntax	function,total	USED_DECLARATION_REVIEWED	syntax Bool ::= isLowerC(Int) [function, total]
K0695	semantics/methods.k	116	rule	-	SUPPLIED_BASELINE_UNUSED_NO_CANDIDATE_EFFECT	rule isLowerC(C:Int) => C >=Int 97 andBool C <=Int 122
