source,line,kind,decision,notes,first_line
reference-semantics/semantics/builtins.k,189,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,rule evalArith(CS:IntSeq)
reference-semantics/semantics/builtins.k,192,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax OpSeq ::= "".OpSeq"" | oCons(String, OpSeq)"
reference-semantics/semantics/builtins.k,194,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Bool ::= evDigit(Int) [function, total]"
reference-semantics/semantics/builtins.k,195,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57
reference-semantics/semantics/builtins.k,196,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Bool ::= evHead42(IntSeq) [function, total]"
reference-semantics/semantics/builtins.k,197,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule evHead42(iCons(42, _:IntSeq)) => true"
reference-semantics/semantics/builtins.k,198,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,rule evHead42(_:IntSeq) => false [owise]
reference-semantics/semantics/builtins.k,199,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Bool ::= evHead47(IntSeq) [function, total]"
reference-semantics/semantics/builtins.k,200,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule evHead47(iCons(47, _:IntSeq)) => true"
reference-semantics/semantics/builtins.k,201,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,rule evHead47(_:IntSeq) => false [owise]
reference-semantics/semantics/builtins.k,203,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax OpSeq ::= tokOps(IntSeq) [function, total]"
reference-semantics/semantics/builtins.k,204,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,rule tokOps(.IntSeq) => .OpSeq
reference-semantics/semantics/builtins.k,205,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule tokOps(iCons(32, R:IntSeq)) => tokOps(R)"
reference-semantics/semantics/builtins.k,206,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule tokOps(iCons(C:Int, R:IntSeq)) => tokOps(R) requires evDigit(C)"
reference-semantics/semantics/builtins.k,207,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons(""**"", tokOps(R))"
reference-semantics/semantics/builtins.k,208,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule tokOps(iCons(42, R:IntSeq)) => oCons(""*"", tokOps(R)) requires notBool evHead42(R)"
reference-semantics/semantics/builtins.k,209,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons(""//"", tokOps(R))"
reference-semantics/semantics/builtins.k,210,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule tokOps(iCons(47, R:IntSeq)) => oCons(""/"", tokOps(R)) requires notBool evHead47(R)"
reference-semantics/semantics/builtins.k,211,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule tokOps(iCons(43, R:IntSeq)) => oCons(""+"", tokOps(R))"
reference-semantics/semantics/builtins.k,212,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule tokOps(iCons(45, R:IntSeq)) => oCons(""-"", tokOps(R))"
reference-semantics/semantics/builtins.k,214,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax IntSeq ::= tokNds(IntSeq) [function, total]"
reference-semantics/semantics/builtins.k,216,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,rule tokNds(.IntSeq) => .IntSeq
reference-semantics/semantics/builtins.k,217,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule tokNds(iCons(32, R:IntSeq)) => tokNds(R)"
reference-semantics/semantics/builtins.k,218,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)"
reference-semantics/semantics/builtins.k,219,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R)"
reference-semantics/semantics/builtins.k,221,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R)"
reference-semantics/semantics/builtins.k,223,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]"
reference-semantics/semantics/builtins.k,225,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax EvPair ::= evp(OpSeq, IntSeq)"
reference-semantics/semantics/builtins.k,226,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Int ::= firstNdE(EvPair) [function, total]"
reference-semantics/semantics/builtins.k,227,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N"
reference-semantics/semantics/builtins.k,228,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,rule firstNdE(_:EvPair) => 0 [owise]
reference-semantics/semantics/builtins.k,230,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Int ::= applyOpE(String, Int, Int) [function, total]"
reference-semantics/semantics/builtins.k,231,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyOpE(""+"", A:Int, B:Int) => A +Int B"
reference-semantics/semantics/builtins.k,232,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyOpE(""-"", A:Int, B:Int) => A -Int B"
reference-semantics/semantics/builtins.k,233,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyOpE(""*"", A:Int, B:Int) => A *Int B"
reference-semantics/semantics/builtins.k,234,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyOpE(""//"", A:Int, B:Int) => A divInt B"
reference-semantics/semantics/builtins.k,235,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyOpE(""**"", A:Int, B:Int) => A ^Int B"
reference-semantics/semantics/builtins.k,236,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyOpE(_:String, A:Int, _:Int) => A [owise]"
reference-semantics/semantics/builtins.k,238,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]"
reference-semantics/semantics/builtins.k,239,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)"
reference-semantics/semantics/builtins.k,240,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule passPowE(oCons(""**"", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))"
reference-semantics/semantics/builtins.k,241,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS))"
reference-semantics/semantics/builtins.k,243,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]"
reference-semantics/semantics/builtins.k,244,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax EvPair ::= powCombE(Int, EvPair) [function, total]"
reference-semantics/semantics/builtins.k,245,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))"
reference-semantics/semantics/builtins.k,246,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))"
reference-semantics/semantics/builtins.k,247,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]"
reference-semantics/semantics/builtins.k,248,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))"
reference-semantics/semantics/builtins.k,250,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]"
reference-semantics/semantics/builtins.k,251,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""mul"", N0, OPS, NDS, .OpSeq, .IntSeq)"
reference-semantics/semantics/builtins.k,252,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)"
reference-semantics/semantics/builtins.k,253,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""add"", N0, OPS, NDS, .OpSeq, .IntSeq)"
reference-semantics/semantics/builtins.k,254,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)"
reference-semantics/semantics/builtins.k,255,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]"
reference-semantics/semantics/builtins.k,256,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))"
reference-semantics/semantics/builtins.k,257,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq)"
reference-semantics/semantics/builtins.k,260,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq)"
reference-semantics/semantics/builtins.k,263,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq)"
reference-semantics/semantics/builtins.k,265,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Bool ::= inLevelE(String, String) [function, total]"
reference-semantics/semantics/builtins.k,266,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule inLevelE(""mul"", O:String) => O ==String ""*"" orBool O ==String ""//"" orBool O ==String ""/"""
reference-semantics/semantics/builtins.k,267,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule inLevelE(""add"", O:String) => O ==String ""+"" orBool O ==String ""-"""
reference-semantics/semantics/builtins.k,268,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule inLevelE(_:String, _:String) => false [owise]"
reference-semantics/semantics/builtins.k,269,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]"
reference-semantics/semantics/builtins.k,270,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)"
reference-semantics/semantics/builtins.k,271,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))"
reference-semantics/semantics/builtins.k,272,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]"
reference-semantics/semantics/builtins.k,273,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)"
reference-semantics/semantics/builtins.k,274,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))"
reference-semantics/semantics/builtins.k,279,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax KItem ::= ""#md5"""
reference-semantics/semantics/builtins.k,280,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> Call(Attribute(Name(""hashlib""), ""md5""), (E:Expr, .Exprs)) => E ~> #md5 ... </k>"
reference-semantics/semantics/builtins.k,282,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
reference-semantics/semantics/builtins.k,283,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,syntax Val ::= md5Obj(IntSeq)
