id	location	module	kind	attributes	declaration
669	reference-semantics/semantics/functions.k:3	MPY-FUNCTIONS	module		module MPY-FUNCTIONS
670	reference-semantics/semantics/functions.k:4	MPY-FUNCTIONS	imports		imports MPY-CORE // call routing + callee/arg evaluation (#callee/#args/#argCont) live in call.k; // this module owns the frame lifecycle (bind params, return, pop).
671	reference-semantics/semantics/functions.k:8	MPY-FUNCTIONS	syntax		syntax KItem ::= frame(continuation: K, callerEnv: Int, savedLoc: Int) | #bindP(ParamNames, Vals) | "#pop" | "#endcall" // ==== def / anonymous closure =============================================
672	reference-semantics/semantics/functions.k:14	MPY-FUNCTIONS	rule		rule <k> FuncDef(F:String, Params(PNS:ParamNames), BODY:Stmts) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureVal(PNS, BODY, L) ], _) ... </scopes>
673	reference-semantics/semantics/functions.k:18	MPY-FUNCTIONS	syntax		syntax Expr ::= closureExpr(ParamNames, Stmts)
674	reference-semantics/semantics/functions.k:19	MPY-FUNCTIONS	rule		rule <k> closureExpr(PNS:ParamNames, BODY:Stmts) => closureVal(PNS, BODY, L) ... </k> <env> L:Int </env> // ==== annotated def/lambda (closure cells; spec 2.3) ====================== // closureValC(params, cellvars, body, captured-cells). No frame anchor: all // enclosing-local reads are freevars (symtable-complete) and go through the // captured cells; everything else is global/builtin, so the callee frame's // parent is the module scope (0) — sound after the defining frame dies.
675	reference-semantics/semantics/functions.k:27	MPY-FUNCTIONS	syntax		syntax Val ::= closureValC(ParamNames, ParamNames, Stmts, Map) // capture: resolve each freevar to the enclosing frame's cellRef, then bind // (FuncDef) or yield (Lambda) the closure value.
676	reference-semantics/semantics/functions.k:31	MPY-FUNCTIONS	syntax		syntax KItem ::= #mkClosure(String, ParamNames, ParamNames, ParamNames, Stmts, Map) | #mkLambda(ParamNames, ParamNames, ParamNames, Stmts, Map)
677	reference-semantics/semantics/functions.k:33	MPY-FUNCTIONS	rule		rule <k> FuncDef(F:String, Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), BODY:Stmts) => #mkClosure(F, PNS, CVS, FVS, BODY, .Map) ... </k>
678	reference-semantics/semantics/functions.k:36	MPY-FUNCTIONS	rule		rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkClosure(F, PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
679	reference-semantics/semantics/functions.k:42	MPY-FUNCTIONS	rule		rule <k> #mkClosure(F:String, PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ F <- closureValC(PNS, CVS, BODY, CM) ], _) ... </scopes>
680	reference-semantics/semantics/functions.k:47	MPY-FUNCTIONS	rule		rule <k> Lambda(Params(PNS:ParamNames), E:Expr) => closureVal(PNS, Return(E) .Stmts, L) ... </k> <env> L:Int </env>
681	reference-semantics/semantics/functions.k:50	MPY-FUNCTIONS	rule		rule <k> Lambda(Params(PNS:ParamNames), CellVars(CVS:ParamNames), FreeVars(FVS:ParamNames), E:Expr) => #mkLambda(PNS, CVS, FVS, Return(E) .Stmts, .Map) ... </k>
682	reference-semantics/semantics/functions.k:53	MPY-FUNCTIONS	rule		rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, (FV:String, FVR:ParamNames), BODY:Stmts, CM:Map) => #mkLambda(PNS, CVS, FVR, BODY, CM [ FV <- {M[FV]}:>Val ]) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires FV in_keys(M)
683	reference-semantics/semantics/functions.k:59	MPY-FUNCTIONS	rule		rule <k> #mkLambda(PNS:ParamNames, CVS:ParamNames, .ParamNames, BODY:Stmts, CM:Map) => closureValC(PNS, CVS, BODY, CM) ... </k> // ==== bind params ========================================================
684	reference-semantics/semantics/functions.k:63	MPY-FUNCTIONS	rule		rule <k> #bindP(.ParamNames, .Vals) => .K ... </k>
685	reference-semantics/semantics/functions.k:64	MPY-FUNCTIONS	rule		rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ P <- V ], _) ... </scopes> // a param that is a cellvar was pre-bound to its cell at frame entry
686	reference-semantics/semantics/functions.k:68	MPY-FUNCTIONS	rule	priority(40)	rule <k> #bindP((P:String, PS:ParamNames), (V:Val, VS:Vals)) => #cellW({M[P]}:>Val, V) ~> #bindP(PS, VS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(P, cellsOf({M["$cells"]}:>Val)) andBool P in_keys(M) andBool isCellRef({M[P]}:>Val) [priority(40)] // ==== return / pop the frame (the returned expr evaluates by strictness) ==
687	reference-semantics/semantics/functions.k:78	MPY-FUNCTIONS	rule		rule <k> Return(V:Val) ~> _ => #pop </k> <ret> noRet => retV(V) </ret>
688	reference-semantics/semantics/functions.k:80	MPY-FUNCTIONS	rule		rule <k> #endcall => #pop ... </k> <ret> noRet => retV(noneV) </ret> // pop: restore env, DEALLOCATE the callee frame, and wind scopeLoc back (LIFO allocation // makes the saved loc the callee frame's own loc). Sound because no closureVal outlives its // defining frame (frontend subset: no returned/stored closures; module defs live in loc 0).
689	reference-semantics/semantics/functions.k:85	MPY-FUNCTIONS	rule		rule <k> #pop => V ~> CONT </k> <ret> retV(V) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLERL:Int, SAVEDL:Int)) => .List ... </stack> <env> L:Int => CALLERL </env> <scopes> SC:Map => SC [ L <- undef ] </scopes> <scopeLoc> _ => SAVEDL </scopeLoc>
690	reference-semantics/semantics/functions.k:91	MPY-FUNCTIONS	endmodule		endmodule
691	reference-semantics/semantics/int.k:4	MPY-INT	module		module MPY-INT
692	reference-semantics/semantics/int.k:5	MPY-INT	imports		imports MPY-CORE
693	reference-semantics/semantics/int.k:7	MPY-INT	rule		rule applyUn("-", I:Int) => 0 -Int I
694	reference-semantics/semantics/int.k:9	MPY-INT	rule		rule applyBin("+", I1:Int, I2:Int) => I1 +Int I2 // Bool participates in int arithmetic (x += (a == b))
695	reference-semantics/semantics/int.k:11	MPY-INT	rule		rule applyBin("+", I:Int, B:Bool) => I +Int #if B #then 1 #else 0 #fi
696	reference-semantics/semantics/int.k:12	MPY-INT	rule		rule applyBin("+", B:Bool, I:Int) => #if B #then 1 #else 0 #fi +Int I
697	reference-semantics/semantics/int.k:13	MPY-INT	rule		rule applyBin("-", I1:Int, I2:Int) => I1 -Int I2
698	reference-semantics/semantics/int.k:14	MPY-INT	rule		rule applyBin("*", I1:Int, I2:Int) => I1 *Int I2
699	reference-semantics/semantics/int.k:15	MPY-INT	rule		rule applyBin("%", I1:Int, I2:Int) => pyMod(I1, I2)
700	reference-semantics/semantics/int.k:16	MPY-INT	rule		rule applyBin("//", I1:Int, I2:Int) => (I1 -Int pyMod(I1, I2)) /Int I2
701	reference-semantics/semantics/int.k:17	MPY-INT	rule		rule applyBin("**", I1:Int, I2:Int) => I1 ^Int I2 requires I2 >=Int 0
702	reference-semantics/semantics/int.k:19	MPY-INT	syntax	function	syntax Int ::= pyMod(Int, Int) [function]
703	reference-semantics/semantics/int.k:20	MPY-INT	rule		rule pyMod(I1:Int, I2:Int) => ((I1 %Int I2) +Int I2) %Int I2
704	reference-semantics/semantics/int.k:22	MPY-INT	rule		rule applyCmp("<", I1:Int, I2:Int) => I1 <Int I2
705	reference-semantics/semantics/int.k:23	MPY-INT	rule		rule applyCmp("<=", I1:Int, I2:Int) => I1 <=Int I2
706	reference-semantics/semantics/int.k:24	MPY-INT	rule		rule applyCmp(">", I1:Int, I2:Int) => I1 >Int I2
707	reference-semantics/semantics/int.k:25	MPY-INT	rule		rule applyCmp(">=", I1:Int, I2:Int) => I1 >=Int I2
708	reference-semantics/semantics/int.k:26	MPY-INT	rule		rule applyCmp("==", I1:Int, I2:Int) => I1 ==Int I2
709	reference-semantics/semantics/int.k:27	MPY-INT	rule		rule applyCmp("!=", I1:Int, I2:Int) => I1 =/=Int I2
710	reference-semantics/semantics/int.k:28	MPY-INT	endmodule		endmodule
711	reference-semantics/semantics/iter.k:6	MPY-ITER	module		module MPY-ITER
712	reference-semantics/semantics/iter.k:7	MPY-ITER	imports		imports MPY-CORE
713	reference-semantics/semantics/iter.k:8	MPY-ITER	syntax		syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)
714	reference-semantics/semantics/iter.k:9	MPY-ITER	endmodule		endmodule
715	reference-semantics/semantics/list.k:3	MPY-LIST	module		module MPY-LIST
716	reference-semantics/semantics/list.k:4	MPY-LIST	imports		imports MPY-CORE
717	reference-semantics/semantics/list.k:5	MPY-LIST	imports		imports MPY-ITER
718	reference-semantics/semantics/list.k:6	MPY-LIST	imports		imports MPY-OPERATORS // ==== iteration (the iterator protocol's list case) =======================
719	reference-semantics/semantics/list.k:9	MPY-LIST	rule		rule <k> #iterNext(list(.ValSeq)) => #iterDone ... </k>
720	reference-semantics/semantics/list.k:10	MPY-LIST	rule		rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k> // ==== ListExpr: [...] literal -> a fresh heap object =======================
721	reference-semantics/semantics/list.k:13	MPY-LIST	syntax		syntax ApplyK ::= "toList"
722	reference-semantics/semantics/list.k:14	MPY-LIST	rule		rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
723	reference-semantics/semantics/list.k:15	MPY-LIST	rule		rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k> // ==== list ops: + / == / != ===============================================
724	reference-semantics/semantics/list.k:18	MPY-LIST	syntax	function, total	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
725	reference-semantics/semantics/list.k:19	MPY-LIST	rule		rule valSeqConcat(.ValSeq, T:ValSeq) => T
726	reference-semantics/semantics/list.k:20	MPY-LIST	rule		rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T)) // list + list constructs a NEW object (k-cell — it allocates; operands land here // already deref'd). priority(45) beats the generic BinOp dispatch.
727	reference-semantics/semantics/list.k:24	MPY-LIST	rule	priority(45)	rule <k> BinOp("+", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]
728	reference-semantics/semantics/list.k:27	MPY-LIST	rule		rule applyCmp("==", list(A:ValSeq), list(B:ValSeq)) => A ==K B
729	reference-semantics/semantics/list.k:28	MPY-LIST	rule		rule applyCmp("!=", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B) // ==== deep equality when elements are heap objects (list-of-lists) ======== // Python == is structural at every depth. Fires ONLY when a ref is present // (the guard decides on concrete seqs); the plain ==K path above is unchanged.
730	reference-semantics/semantics/list.k:33	MPY-LIST	syntax	function, total	syntax Bool ::= hasRefVS(ValSeq) [function, total]
731	reference-semantics/semantics/list.k:34	MPY-LIST	rule		rule hasRefVS(.ValSeq) => false
732	reference-semantics/semantics/list.k:35	MPY-LIST	rule		rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)
733	reference-semantics/semantics/list.k:37	MPY-LIST	syntax	function	syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function] | deepEqV(Val, Val, Map) [function]
734	reference-semantics/semantics/list.k:39	MPY-LIST	rule		rule deepEqVS(.ValSeq, .ValSeq, _:Map) => true
735	reference-semantics/semantics/list.k:40	MPY-LIST	rule		rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map) => false
736	reference-semantics/semantics/list.k:41	MPY-LIST	rule		rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map) => false
737	reference-semantics/semantics/list.k:42	MPY-LIST	rule		rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map) => deepEqV(A, B, HP) andBool deepEqVS(As, Bs, HP)
738	reference-semantics/semantics/list.k:45	MPY-LIST	rule		rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP) requires H in_keys(HP)
739	reference-semantics/semantics/list.k:47	MPY-LIST	rule		rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP) requires notBool isRefV(A) andBool H in_keys(HP)
740	reference-semantics/semantics/list.k:49	MPY-LIST	rule		rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)
741	reference-semantics/semantics/list.k:50	MPY-LIST	rule	owise	rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise] // ==== mutator: xs.append(v) — an in-place heap write ======================
742	reference-semantics/semantics/list.k:53	MPY-LIST	rule	priority(40)	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "append")), (V:Val, .Vals)) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => valSeqConcat(VS, vCons(V, .ValSeq))) ... </heap> [priority(40)] // ==== `x in list` — a <k>-cell fold over #iterNext ========================
743	reference-semantics/semantics/list.k:58	MPY-LIST	syntax		syntax KItem ::= #memberAcc(Val, Iterable) | #memberCont(Val) | "#notB"
744	reference-semantics/semantics/list.k:59	MPY-LIST	rule		rule <k> Compare(LV:Val, CmpOp("in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>
745	reference-semantics/semantics/list.k:60	MPY-LIST	rule		rule <k> Compare(LV:Val, CmpOp("not in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ~> #notB ... </k>
746	reference-semantics/semantics/list.k:61	MPY-LIST	rule		rule <k> #memberAcc(V:Val, IT:Iterable) => #iterNext(IT) ~> #memberCont(V) ... </k>
747	reference-semantics/semantics/list.k:62	MPY-LIST	rule		rule <k> #iterDone ~> #memberCont(_V:Val) => false ... </k>
748	reference-semantics/semantics/list.k:63	MPY-LIST	rule		rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k> requires E ==K V
749	reference-semantics/semantics/list.k:65	MPY-LIST	rule		rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k> requires notBool (E ==K V)
750	reference-semantics/semantics/list.k:67	MPY-LIST	rule		rule <k> B:Bool ~> #notB => notBool B ... </k>
751	reference-semantics/semantics/list.k:68	MPY-LIST	endmodule		endmodule
752	reference-semantics/semantics/methods.k:3	MPY-METHODS	module		module MPY-METHODS
753	reference-semantics/semantics/methods.k:4	MPY-METHODS	imports		imports MPY-CORE
754	reference-semantics/semantics/methods.k:5	MPY-METHODS	imports		imports K-EQUAL
755	reference-semantics/semantics/methods.k:6	MPY-METHODS	imports		imports MPY-STR
756	reference-semantics/semantics/methods.k:7	MPY-METHODS	imports		imports MPY-LIST // method-call routing + arg-eval live in call.k; this module owns applyMethod.
757	reference-semantics/semantics/methods.k:10	MPY-METHODS	syntax	function	syntax Val ::= applyMethod(Val, String, Vals) [function] // ==== string predicates (Python semantics) =================================
758	reference-semantics/semantics/methods.k:13	MPY-METHODS	rule		rule applyMethod(str(CS:IntSeq), "isupper", .Vals) => hasUpper(CS) andBool notBool hasLower(CS)
759	reference-semantics/semantics/methods.k:14	MPY-METHODS	rule		rule applyMethod(str(CS:IntSeq), "islower", .Vals) => hasLower(CS) andBool notBool hasUpper(CS)
760	reference-semantics/semantics/methods.k:15	MPY-METHODS	rule		rule applyMethod(str(CS:IntSeq), "isalpha", .Vals) => notBool (CS ==K .IntSeq) andBool allAlpha(CS)
761	reference-semantics/semantics/methods.k:16	MPY-METHODS	rule		rule applyMethod(str(CS:IntSeq), "isdigit", .Vals) => notBool (CS ==K .IntSeq) andBool allDigit(CS) // ==== case maps ============================================================
762	reference-semantics/semantics/methods.k:19	MPY-METHODS	rule		rule applyMethod(str(CS:IntSeq), "lower", .Vals) => str(mapLower(CS))
763	reference-semantics/semantics/methods.k:20	MPY-METHODS	rule		rule applyMethod(str(CS:IntSeq), "upper", .Vals) => str(mapUpper(CS))
764	reference-semantics/semantics/methods.k:21	MPY-METHODS	rule		rule applyMethod(str(CS:IntSeq), "swapcase", .Vals) => str(mapSwap(CS)) // ==== join / count / strip / encode ======================================== // S.join(list-of-str): fold with separator codes (receiver + arg deref'd by // the call layer; the result str is a value)
765	reference-semantics/semantics/methods.k:26	MPY-METHODS	rule		rule applyMethod(str(SEP:IntSeq), "join", list(VS:ValSeq), .Vals) => str(joinCodes(SEP, VS))
766	reference-semantics/semantics/methods.k:27	MPY-METHODS	syntax	function, total	syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]
767	reference-semantics/semantics/methods.k:28	MPY-METHODS	rule		rule joinCodes(_:IntSeq, .ValSeq) => .IntSeq
768	reference-semantics/semantics/methods.k:29	MPY-METHODS	rule		rule joinCodes(_:IntSeq, vCons(str(CS:IntSeq), .ValSeq)) => CS
769	reference-semantics/semantics/methods.k:30	MPY-METHODS	rule		rule joinCodes(SEP:IntSeq, vCons(str(CS:IntSeq), vCons(V:Val, R:ValSeq))) => seqConcat(CS, seqConcat(SEP, joinCodes(SEP, vCons(V, R)))) // S.count(sub): non-overlapping window scan (Python str.count)
770	reference-semantics/semantics/methods.k:34	MPY-METHODS	rule		rule applyMethod(str(CS:IntSeq), "count", str(PC:IntSeq), .Vals) => cntSub(CS, PC)
771	reference-semantics/semantics/methods.k:35	MPY-METHODS	syntax	function	syntax Int ::= cntSub(IntSeq, IntSeq) [function]
772	reference-semantics/semantics/methods.k:36	MPY-METHODS	rule		rule cntSub(.IntSeq, _:IntSeq) => 0
773	reference-semantics/semantics/methods.k:37	MPY-METHODS	rule		rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => 1 +Int cntSub(dropIS(iCons(C, R), isLen(PC)), PC) requires strPrefix(PC, iCons(C, R)) andBool isLen(PC) >Int 0
774	reference-semantics/semantics/methods.k:39	MPY-METHODS	rule		rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => cntSub(R, PC) requires notBool strPrefix(PC, iCons(C, R)) orBool isLen(PC) <=Int 0
775	reference-semantics/semantics/methods.k:41	MPY-METHODS	syntax	function, total	syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]
776	reference-semantics/semantics/methods.k:42	MPY-METHODS	rule		rule dropIS(S:IntSeq, N:Int) => S requires N <=Int 0
777	reference-semantics/semantics/methods.k:43	MPY-METHODS	rule	owise	rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]
778	reference-semantics/semantics/methods.k:44	MPY-METHODS	rule		rule dropIS(iCons(_:Int, R:IntSeq), N:Int) => dropIS(R, N -Int 1) requires N >Int 0 // S.strip(): trim whitespace runs from both ends
779	reference-semantics/semantics/methods.k:47	MPY-METHODS	rule		rule applyMethod(str(CS:IntSeq), "strip", .Vals) => str(revIS(trimWS(revIS(trimWS(CS)))))
780	reference-semantics/semantics/methods.k:48	MPY-METHODS	syntax	function, total	syntax IntSeq ::= trimWS(IntSeq) [function, total]
781	reference-semantics/semantics/methods.k:49	MPY-METHODS	rule		rule trimWS(.IntSeq) => .IntSeq
782	reference-semantics/semantics/methods.k:50	MPY-METHODS	rule		rule trimWS(iCons(C:Int, R:IntSeq)) => trimWS(R) requires isWSC(C)
783	reference-semantics/semantics/methods.k:51	MPY-METHODS	rule		rule trimWS(iCons(C:Int, R:IntSeq)) => iCons(C, R) requires notBool isWSC(C)
784	reference-semantics/semantics/methods.k:52	MPY-METHODS	syntax	function, total	syntax IntSeq ::= revIS(IntSeq) [function, total] | revISAcc(IntSeq, IntSeq) [function, total]
785	reference-semantics/semantics/methods.k:53	MPY-METHODS	rule		rule revIS(S:IntSeq) => revISAcc(S, .IntSeq)
786	reference-semantics/semantics/methods.k:54	MPY-METHODS	rule		rule revISAcc(.IntSeq, A:IntSeq) => A
787	reference-semantics/semantics/methods.k:55	MPY-METHODS	rule		rule revISAcc(iCons(C:Int, R:IntSeq), A:IntSeq) => revISAcc(R, iCons(C, A)) // S.encode('ascii'): identity on the code-sequence model (bytes == codes)
788	reference-semantics/semantics/methods.k:58	MPY-METHODS	rule		rule applyMethod(str(CS:IntSeq), "encode", str(_:IntSeq), .Vals) => str(CS) // ==== prefix ===============================================================
789	reference-semantics/semantics/methods.k:61	MPY-METHODS	rule		rule applyMethod(str(XC:IntSeq), "startswith", str(PC:IntSeq), .Vals) => startsWith(PC, XC) // ==== list.count(v) — number of occurrences of v in the list (concrete for krun) ==========
790	reference-semantics/semantics/methods.k:64	MPY-METHODS	rule		rule applyMethod(list(VS:ValSeq), "count", V:Val, .Vals) => cntOccVS(VS, V)
791	reference-semantics/semantics/methods.k:65	MPY-METHODS	syntax	function, total	syntax Int ::= cntOccVS(ValSeq, Val) [function, total]
792	reference-semantics/semantics/methods.k:66	MPY-METHODS	rule		rule cntOccVS(.ValSeq, _:Val) => 0
793	reference-semantics/semantics/methods.k:67	MPY-METHODS	rule		rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => 1 +Int cntOccVS(R, V) requires A ==K V
794	reference-semantics/semantics/methods.k:68	MPY-METHODS	rule		rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => cntOccVS(R, V) requires notBool (A ==K V) // ==== split (no-arg: on whitespace runs, dropping empty tokens) + replace (single char) ========== // Concrete string ops for krun. A proof over a symbolic string intercepts the split problem-locally.
795	reference-semantics/semantics/methods.k:72	MPY-METHODS	rule	priority(40)	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), .Vals) => #alloc(list(splitWS(CS, .IntSeq, .ValSeq))) ... </k> [priority(40)]
796	reference-semantics/semantics/methods.k:75	MPY-METHODS	syntax	function	syntax ValSeq ::= splitWS(IntSeq, IntSeq, ValSeq) [function] // remaining, current token, result
797	reference-semantics/semantics/methods.k:76	MPY-METHODS	rule		rule splitWS(.IntSeq, CUR:IntSeq, ACC:ValSeq) => flushTok(ACC, CUR)
798	reference-semantics/semantics/methods.k:77	MPY-METHODS	rule		rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, .IntSeq, flushTok(ACC, CUR)) requires isWSC(C)
799	reference-semantics/semantics/methods.k:79	MPY-METHODS	rule		rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, seqConcat(CUR, iCons(C, .IntSeq)), ACC) requires notBool isWSC(C) // flush the current token to the result list iff non-empty.
800	reference-semantics/semantics/methods.k:82	MPY-METHODS	syntax	function	syntax ValSeq ::= flushTok(ValSeq, IntSeq) [function]
801	reference-semantics/semantics/methods.k:83	MPY-METHODS	rule		rule flushTok(ACC:ValSeq, .IntSeq) => ACC
802	reference-semantics/semantics/methods.k:84	MPY-METHODS	rule		rule flushTok(ACC:ValSeq, iCons(C:Int, T:IntSeq)) => valSeqConcat(ACC, vCons(str(iCons(C, T)), .ValSeq))
803	reference-semantics/semantics/methods.k:85	MPY-METHODS	syntax	function, total	syntax Bool ::= isWSC(Int) [function, total]
804	reference-semantics/semantics/methods.k:86	MPY-METHODS	rule		rule isWSC(C:Int) => C ==Int 32 orBool C ==Int 9 orBool C ==Int 10 orBool C ==Int 13 // split(sep='x') keyword form delegates to the positional k-cell rule
805	reference-semantics/semantics/methods.k:89	MPY-METHODS	rule	priority(39)	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (kwV("sep", str(S:IntSeq)), .Vals)) => #applyK(toCall(boundMethodV(str(CS), "split")), (str(S), .Vals)) ... </k> [priority(39)] // str.split(sep) — single-char separator, KEEPING empty parts (Python's sep-split; len == #sep + 1).
806	reference-semantics/semantics/methods.k:94	MPY-METHODS	rule	priority(40)	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (str(iCons(SEP:Int, .IntSeq)), .Vals)) => #alloc(list(splitSep(CS, SEP, .IntSeq))) ... </k> [priority(40)]
807	reference-semantics/semantics/methods.k:97	MPY-METHODS	syntax	function	syntax ValSeq ::= splitSep(IntSeq, Int, IntSeq) [function] // remaining, sep code, current token
808	reference-semantics/semantics/methods.k:98	MPY-METHODS	rule		rule splitSep(.IntSeq, _SEP:Int, CUR:IntSeq) => vCons(str(CUR), .ValSeq)
809	reference-semantics/semantics/methods.k:99	MPY-METHODS	rule		rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => vCons(str(CUR), splitSep(R, SEP, .IntSeq)) requires C ==Int SEP
810	reference-semantics/semantics/methods.k:101	MPY-METHODS	rule		rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => splitSep(R, SEP, seqConcat(CUR, iCons(C, .IntSeq))) requires notBool (C ==Int SEP)
811	reference-semantics/semantics/methods.k:104	MPY-METHODS	rule		rule applyMethod(str(CS:IntSeq), "replace", str(iCons(A:Int, .IntSeq)), str(iCons(B:Int, .IntSeq)), .Vals) => str(replaceC(CS, A, B))
812	reference-semantics/semantics/methods.k:106	MPY-METHODS	syntax	function, total	syntax IntSeq ::= replaceC(IntSeq, Int, Int) [function, total]
813	reference-semantics/semantics/methods.k:107	MPY-METHODS	rule		rule replaceC(.IntSeq, _:Int, _:Int) => .IntSeq
814	reference-semantics/semantics/methods.k:108	MPY-METHODS	rule		rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(B, replaceC(R, A, B)) requires C ==Int A
815	reference-semantics/semantics/methods.k:109	MPY-METHODS	rule		rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(C, replaceC(R, A, B)) requires notBool (C ==Int A) // ==== char helpers =========================================================
816	reference-semantics/semantics/methods.k:112	MPY-METHODS	syntax	function, total	syntax Bool ::= isUpperC(Int) [function, total]
817	reference-semantics/semantics/methods.k:113	MPY-METHODS	rule		rule isUpperC(C:Int) => C >=Int 65 andBool C <=Int 90
818	reference-semantics/semantics/methods.k:115	MPY-METHODS	syntax	function, total	syntax Bool ::= isLowerC(Int) [function, total]
819	reference-semantics/semantics/methods.k:116	MPY-METHODS	rule		rule isLowerC(C:Int) => C >=Int 97 andBool C <=Int 122
820	reference-semantics/semantics/methods.k:118	MPY-METHODS	syntax	function, total	syntax Bool ::= isAlphaC(Int) [function, total]
821	reference-semantics/semantics/methods.k:119	MPY-METHODS	rule		rule isAlphaC(C:Int) => isUpperC(C) orBool isLowerC(C)
822	reference-semantics/semantics/methods.k:121	MPY-METHODS	syntax	function, total	syntax Bool ::= isDigitC(Int) [function, total]
823	reference-semantics/semantics/methods.k:122	MPY-METHODS	rule		rule isDigitC(C:Int) => C >=Int 48 andBool C <=Int 57
824	reference-semantics/semantics/methods.k:124	MPY-METHODS	syntax	function, total	syntax Bool ::= hasUpper(IntSeq) [function, total]
825	reference-semantics/semantics/methods.k:125	MPY-METHODS	rule		rule hasUpper(.IntSeq) => false
826	reference-semantics/semantics/methods.k:126	MPY-METHODS	rule		rule hasUpper(iCons(C:Int, S:IntSeq)) => isUpperC(C) orBool hasUpper(S)
827	reference-semantics/semantics/methods.k:128	MPY-METHODS	syntax	function, total	syntax Bool ::= hasLower(IntSeq) [function, total]
828	reference-semantics/semantics/methods.k:129	MPY-METHODS	rule		rule hasLower(.IntSeq) => false
829	reference-semantics/semantics/methods.k:130	MPY-METHODS	rule		rule hasLower(iCons(C:Int, S:IntSeq)) => isLowerC(C) orBool hasLower(S)
