file,line,kind,class,attributes,opaque,origin,decision,statement
reference-semantics/semantics/builtins.k,189,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule evalArith(CS:IntSeq) => firstNdE(passAddE(passMulE(passPowE(tokOps(CS), tokNds(CS)))))"
reference-semantics/semantics/builtins.k,192,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax OpSeq ::= "".OpSeq"" | oCons(String, OpSeq)"
reference-semantics/semantics/builtins.k,194,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Bool ::= evDigit(Int) [function, total]"
reference-semantics/semantics/builtins.k,195,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57
reference-semantics/semantics/builtins.k,196,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Bool ::= evHead42(IntSeq) [function, total]"
reference-semantics/semantics/builtins.k,197,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule evHead42(iCons(42, _:IntSeq)) => true"
reference-semantics/semantics/builtins.k,198,rule,equational,owise,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule evHead42(_:IntSeq)            => false [owise]
reference-semantics/semantics/builtins.k,199,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Bool ::= evHead47(IntSeq) [function, total]"
reference-semantics/semantics/builtins.k,200,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule evHead47(iCons(47, _:IntSeq)) => true"
reference-semantics/semantics/builtins.k,201,rule,equational,owise,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule evHead47(_:IntSeq)            => false [owise]
reference-semantics/semantics/builtins.k,203,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax OpSeq ::= tokOps(IntSeq) [function, total]"
reference-semantics/semantics/builtins.k,204,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule tokOps(.IntSeq)                 => .OpSeq
reference-semantics/semantics/builtins.k,205,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule tokOps(iCons(32, R:IntSeq))     => tokOps(R)"
reference-semantics/semantics/builtins.k,206,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule tokOps(iCons(C:Int, R:IntSeq))  => tokOps(R) requires evDigit(C)"
reference-semantics/semantics/builtins.k,207,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons(""**"", tokOps(R))"
reference-semantics/semantics/builtins.k,208,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule tokOps(iCons(42, R:IntSeq))     => oCons(""*"", tokOps(R)) requires notBool evHead42(R)"
reference-semantics/semantics/builtins.k,209,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons(""//"", tokOps(R))"
reference-semantics/semantics/builtins.k,210,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule tokOps(iCons(47, R:IntSeq))     => oCons(""/"", tokOps(R)) requires notBool evHead47(R)"
reference-semantics/semantics/builtins.k,211,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule tokOps(iCons(43, R:IntSeq))     => oCons(""+"", tokOps(R))"
reference-semantics/semantics/builtins.k,212,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule tokOps(iCons(45, R:IntSeq))     => oCons(""-"", tokOps(R))"
reference-semantics/semantics/builtins.k,214,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]"
reference-semantics/semantics/builtins.k,216,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule tokNds(.IntSeq)                => .IntSeq
reference-semantics/semantics/builtins.k,217,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule tokNds(iCons(32, R:IntSeq))    => tokNds(R)"
reference-semantics/semantics/builtins.k,218,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)"
reference-semantics/semantics/builtins.k,219,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R) requires notBool evDigit(C) andBool C =/=Int 32"
reference-semantics/semantics/builtins.k,221,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R) requires evDigit(C)"
reference-semantics/semantics/builtins.k,223,rule,equational,owise,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]"
reference-semantics/semantics/builtins.k,225,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax EvPair ::= evp(OpSeq, IntSeq)"
reference-semantics/semantics/builtins.k,226,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Int ::= firstNdE(EvPair) [function, total]"
reference-semantics/semantics/builtins.k,227,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N"
reference-semantics/semantics/builtins.k,228,rule,equational,owise,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule firstNdE(_:EvPair) => 0 [owise]
reference-semantics/semantics/builtins.k,230,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Int ::= applyOpE(String, Int, Int) [function, total]"
reference-semantics/semantics/builtins.k,231,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyOpE(""+"",  A:Int, B:Int) => A +Int B"
reference-semantics/semantics/builtins.k,232,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyOpE(""-"",  A:Int, B:Int) => A -Int B"
reference-semantics/semantics/builtins.k,233,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyOpE(""*"",  A:Int, B:Int) => A *Int B"
reference-semantics/semantics/builtins.k,234,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyOpE(""//"", A:Int, B:Int) => A divInt B"
reference-semantics/semantics/builtins.k,235,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyOpE(""**"", A:Int, B:Int) => A ^Int B"
reference-semantics/semantics/builtins.k,236,rule,equational,owise,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyOpE(_:String, A:Int, _:Int) => A [owise]"
reference-semantics/semantics/builtins.k,238,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]"
reference-semantics/semantics/builtins.k,239,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)"
reference-semantics/semantics/builtins.k,240,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule passPowE(oCons(""**"", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))"
reference-semantics/semantics/builtins.k,241,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS)) requires O =/=String ""**"""
reference-semantics/semantics/builtins.k,243,rule,equational,owise,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]"
reference-semantics/semantics/builtins.k,244,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax EvPair ::= powCombE(Int, EvPair) [function, total]"
reference-semantics/semantics/builtins.k,245,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))"
