id	file	lines	kind	source_class	semantic_class	attributes	declaration
K0188	reference-semantics/semantics/builtins.k	209-209	rule	trusted-supplied	equational-rule		rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons("//", tokOps(R))
K0189	reference-semantics/semantics/builtins.k	210-210	rule	trusted-supplied	equational-rule		rule tokOps(iCons(47, R:IntSeq)) => oCons("/", tokOps(R)) requires notBool evHead47(R)
K0190	reference-semantics/semantics/builtins.k	211-211	rule	trusted-supplied	equational-rule		rule tokOps(iCons(43, R:IntSeq)) => oCons("+", tokOps(R))
K0191	reference-semantics/semantics/builtins.k	212-212	rule	trusted-supplied	equational-rule		rule tokOps(iCons(45, R:IntSeq)) => oCons("-", tokOps(R))
K0192	reference-semantics/semantics/builtins.k	214-215	syntax	trusted-supplied	syntax	function, total	syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]
K0193	reference-semantics/semantics/builtins.k	216-216	rule	trusted-supplied	equational-rule		rule tokNds(.IntSeq) => .IntSeq
K0194	reference-semantics/semantics/builtins.k	217-217	rule	trusted-supplied	equational-rule		rule tokNds(iCons(32, R:IntSeq)) => tokNds(R)
K0195	reference-semantics/semantics/builtins.k	218-218	rule	trusted-supplied	equational-rule		rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)
K0196	reference-semantics/semantics/builtins.k	219-220	rule	trusted-supplied	equational-rule		rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R) requires notBool evDigit(C) andBool C =/=Int 32
K0197	reference-semantics/semantics/builtins.k	221-222	rule	trusted-supplied	equational-rule		rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R) requires evDigit(C)
K0198	reference-semantics/semantics/builtins.k	223-223	rule	trusted-supplied	equational-rule	owise	rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]
K0199	reference-semantics/semantics/builtins.k	225-225	syntax	trusted-supplied	syntax		syntax EvPair ::= evp(OpSeq, IntSeq)
K0200	reference-semantics/semantics/builtins.k	226-226	syntax	trusted-supplied	syntax	function, total	syntax Int ::= firstNdE(EvPair) [function, total]
K0201	reference-semantics/semantics/builtins.k	227-227	rule	trusted-supplied	equational-rule		rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N
K0202	reference-semantics/semantics/builtins.k	228-228	rule	trusted-supplied	equational-rule	owise	rule firstNdE(_:EvPair) => 0 [owise]
K0203	reference-semantics/semantics/builtins.k	230-230	syntax	trusted-supplied	syntax	function, total	syntax Int ::= applyOpE(String, Int, Int) [function, total]
K0204	reference-semantics/semantics/builtins.k	231-231	rule	trusted-supplied	equational-rule		rule applyOpE("+", A:Int, B:Int) => A +Int B
K0205	reference-semantics/semantics/builtins.k	232-232	rule	trusted-supplied	equational-rule		rule applyOpE("-", A:Int, B:Int) => A -Int B
K0206	reference-semantics/semantics/builtins.k	233-233	rule	trusted-supplied	equational-rule		rule applyOpE("*", A:Int, B:Int) => A *Int B
K0207	reference-semantics/semantics/builtins.k	234-234	rule	trusted-supplied	equational-rule		rule applyOpE("//", A:Int, B:Int) => A divInt B
K0208	reference-semantics/semantics/builtins.k	235-235	rule	trusted-supplied	equational-rule		rule applyOpE("**", A:Int, B:Int) => A ^Int B
K0209	reference-semantics/semantics/builtins.k	236-236	rule	trusted-supplied	equational-rule	owise	rule applyOpE(_:String, A:Int, _:Int) => A [owise]
K0210	reference-semantics/semantics/builtins.k	238-238	syntax	trusted-supplied	syntax	function, total	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]
K0211	reference-semantics/semantics/builtins.k	239-239	rule	trusted-supplied	equational-rule		rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
K0212	reference-semantics/semantics/builtins.k	240-240	rule	trusted-supplied	equational-rule		rule passPowE(oCons("**", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))
K0213	reference-semantics/semantics/builtins.k	241-242	rule	trusted-supplied	equational-rule		rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS)) requires O =/=String "**"
K0214	reference-semantics/semantics/builtins.k	243-243	rule	trusted-supplied	equational-rule	owise	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
K0215	reference-semantics/semantics/builtins.k	244-244	syntax	trusted-supplied	syntax	function, total	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
K0216	reference-semantics/semantics/builtins.k	245-245	rule	trusted-supplied	equational-rule		rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
K0217	reference-semantics/semantics/builtins.k	246-246	rule	trusted-supplied	equational-rule		rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
K0218	reference-semantics/semantics/builtins.k	247-247	syntax	trusted-supplied	syntax	function, total	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
K0219	reference-semantics/semantics/builtins.k	248-248	rule	trusted-supplied	equational-rule		rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
K0220	reference-semantics/semantics/builtins.k	250-250	syntax	trusted-supplied	syntax	function, total	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
K0221	reference-semantics/semantics/builtins.k	251-251	rule	trusted-supplied	equational-rule		rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("mul", N0, OPS, NDS, .OpSeq, .IntSeq)
K0222	reference-semantics/semantics/builtins.k	252-252	rule	trusted-supplied	equational-rule		rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
K0223	reference-semantics/semantics/builtins.k	253-253	rule	trusted-supplied	equational-rule		rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("add", N0, OPS, NDS, .OpSeq, .IntSeq)
K0224	reference-semantics/semantics/builtins.k	254-254	rule	trusted-supplied	equational-rule		rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
K0225	reference-semantics/semantics/builtins.k	255-255	syntax	trusted-supplied	syntax	function, total	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
K0226	reference-semantics/semantics/builtins.k	256-256	rule	trusted-supplied	equational-rule		rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
K0227	reference-semantics/semantics/builtins.k	257-259	rule	trusted-supplied	equational-rule		rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)
K0228	reference-semantics/semantics/builtins.k	260-262	rule	trusted-supplied	equational-rule		rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)
K0229	reference-semantics/semantics/builtins.k	263-264	rule	trusted-supplied	equational-rule	owise	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
K0230	reference-semantics/semantics/builtins.k	265-265	syntax	trusted-supplied	syntax	function, total	syntax Bool ::= inLevelE(String, String) [function, total]
K0231	reference-semantics/semantics/builtins.k	266-266	rule	trusted-supplied	equational-rule		rule inLevelE("mul", O:String) => O ==String "*" orBool O ==String "//" orBool O ==String "/"
K0232	reference-semantics/semantics/builtins.k	267-267	rule	trusted-supplied	equational-rule		rule inLevelE("add", O:String) => O ==String "+" orBool O ==String "-"
K0233	reference-semantics/semantics/builtins.k	268-268	rule	trusted-supplied	equational-rule	owise	rule inLevelE(_:String, _:String) => false [owise]
K0234	reference-semantics/semantics/builtins.k	269-269	syntax	trusted-supplied	syntax	function, total	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
K0235	reference-semantics/semantics/builtins.k	270-270	rule	trusted-supplied	equational-rule		rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
K0236	reference-semantics/semantics/builtins.k	271-271	rule	trusted-supplied	equational-rule		rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
K0237	reference-semantics/semantics/builtins.k	272-272	syntax	trusted-supplied	syntax	function, total	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
K0238	reference-semantics/semantics/builtins.k	273-273	rule	trusted-supplied	equational-rule		rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
K0239	reference-semantics/semantics/builtins.k	274-274	rule	trusted-supplied	equational-rule		rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))
K0240	reference-semantics/semantics/builtins.k	279-279	syntax	trusted-supplied	syntax		syntax KItem ::= "#md5"
K0241	reference-semantics/semantics/builtins.k	280-281	rule	trusted-supplied	operational-rule	priority(40)	rule <k> Call(Attribute(Name("hashlib"), "md5"), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]
K0242	reference-semantics/semantics/builtins.k	282-282	rule	trusted-supplied	operational-rule		rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
K0243	reference-semantics/semantics/builtins.k	283-283	syntax	trusted-supplied	syntax		syntax Val ::= md5Obj(IntSeq)
K0244	reference-semantics/semantics/builtins.k	284-284	rule	trusted-supplied	equational-rule		rule applyMethod(md5Obj(CS:IntSeq), "hexdigest", .Vals) => str(md5hexCodes(CS))
K0245	reference-semantics/semantics/builtins.k	285-285	syntax	trusted-supplied	syntax	function, total, symbol(md5hexCodes), no-evaluators	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
K0246	reference-semantics/semantics/builtins.k	291-291	rule	trusted-supplied	equational-rule		rule applyBuiltin("isinstance", V:Val, typeV("int"), .Vals) => isIntV(V)
K0247	reference-semantics/semantics/builtins.k	292-292	rule	trusted-supplied	equational-rule		rule applyBuiltin("isinstance", V:Val, typeV("str"), .Vals) => isStrV(V)
K0248	reference-semantics/semantics/builtins.k	293-293	syntax	trusted-supplied	syntax	function	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
K0249	reference-semantics/semantics/builtins.k	294-294	rule	trusted-supplied	equational-rule		rule isIntV(_:Int) => true
K0250	reference-semantics/semantics/builtins.k	295-295	rule	trusted-supplied	equational-rule	owise	rule isIntV(_:Val) => false [owise]
K0251	reference-semantics/semantics/builtins.k	296-296	rule	trusted-supplied	equational-rule		rule isStrV(str(_:IntSeq)) => true
K0252	reference-semantics/semantics/builtins.k	297-297	rule	trusted-supplied	equational-rule	owise	rule isStrV(_:Val) => false [owise]
K0253	reference-semantics/semantics/call.k	10-10	module	trusted-supplied	module		module MPY-CALL
K0254	reference-semantics/semantics/call.k	11-11	imports	trusted-supplied	imports		imports MPY-METHODS
K0255	reference-semantics/semantics/call.k	12-12	imports	trusted-supplied	imports		imports MPY-BUILTINS
K0256	reference-semantics/semantics/call.k	13-13	imports	trusted-supplied	imports		imports MPY-FUNCTIONS
K0257	reference-semantics/semantics/call.k	16-16	rule	trusted-supplied	operational-rule		rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
K0258	reference-semantics/semantics/call.k	19-19	syntax	trusted-supplied	syntax		syntax KItem ::= #callee(Exprs)
K0259	reference-semantics/semantics/call.k	20-20	rule	trusted-supplied	operational-rule	owise	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
K0260	reference-semantics/semantics/call.k	21-21	rule	trusted-supplied	operational-rule		rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
K0261	reference-semantics/semantics/call.k	24-24	rule	trusted-supplied	operational-rule		rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
K0262	reference-semantics/semantics/call.k	26-26	rule	trusted-supplied	operational-rule		rule <k> #applyK(toCall(builtinV("sum")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>
K0263	reference-semantics/semantics/call.k	27-27	rule	trusted-supplied	operational-rule		rule <k> #applyK(toCall(builtinV("all")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ) ... </k>
K0264	reference-semantics/semantics/call.k	28-28	rule	trusted-supplied	operational-rule		rule <k> #applyK(toCall(builtinV("any")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ) ... </k>
K0265	reference-semantics/semantics/call.k	29-29	rule	trusted-supplied	operational-rule		rule <k> #applyK(toCall(builtinV("max")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ) ... </k>
K0266	reference-semantics/semantics/call.k	30-30	rule	trusted-supplied	operational-rule		rule <k> #applyK(toCall(builtinV("min")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ) ... </k>
K0267	reference-semantics/semantics/call.k	31-31	rule	trusted-supplied	operational-rule	owise	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
K0268	reference-semantics/semantics/call.k	32-32	rule	trusted-supplied	operational-rule		rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k>
K0269	reference-semantics/semantics/call.k	38-41	rule	trusted-supplied	operational-rule	priority(40)	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0270	reference-semantics/semantics/call.k	42-46	rule	trusted-supplied	operational-rule	priority(40)	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
K0271	reference-semantics/semantics/call.k	47-50	rule	trusted-supplied	operational-rule	priority(40)	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0272	reference-semantics/semantics/call.k	52-52	syntax	trusted-supplied	syntax	function, total	syntax Bool ::= isMutMethod(String) [function, total]
K0273	reference-semantics/semantics/call.k	53-55	rule	trusted-supplied	equational-rule		rule isMutMethod(M:String) => M ==String "append" orBool M ==String "sort" orBool M ==String "extend" orBool M ==String "insert" orBool M ==String "pop" orBool M ==String "remove"
K0274	reference-semantics/semantics/call.k	56-60	rule	trusted-supplied	operational-rule	priority(40)	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]
K0275	reference-semantics/semantics/call.k	63-67	rule	trusted-supplied	operational-rule	priority(40)	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
K0276	reference-semantics/semantics/call.k	69-74	rule	trusted-supplied	operational-rule		rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
K0277	reference-semantics/semantics/call.k	80-85	rule	trusted-supplied	operational-rule		rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
K0278	reference-semantics/semantics/call.k	87-87	syntax	trusted-supplied	syntax		syntax KItem ::= #allocCells(ParamNames)
K0279	reference-semantics/semantics/call.k	88-88	rule	trusted-supplied	operational-rule		rule <k> #allocCells(.ParamNames) => .K ... </k>
K0280	reference-semantics/semantics/call.k	89-94	rule	trusted-supplied	operational-rule		rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
K0281	reference-semantics/semantics/comprehension.k	3-3	module	trusted-supplied	module		module MPY-COMPREHENSION
K0282	reference-semantics/semantics/comprehension.k	4-4	imports	trusted-supplied	imports		imports MPY-CORE
K0283	reference-semantics/semantics/comprehension.k	5-5	imports	trusted-supplied	imports		imports MPY-OPERATORS
K0284	reference-semantics/semantics/comprehension.k	6-6	imports	trusted-supplied	imports		imports MPY-LIST
K0285	reference-semantics/semantics/comprehension.k	7-7	imports	trusted-supplied	imports		imports MPY-CONTROLS
K0286	reference-semantics/semantics/comprehension.k	8-8	imports	trusted-supplied	imports		imports MPY-FUNCTIONS
