id	path	line	scope	kind	subtype	attributes	decision	text
K0112	reference-semantics/semantics/builtins.k	189	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule evalArith(CS:IntSeq) => firstNdE(passAddE(passMulE(passPowE(tokOps(CS), tokNds(CS)))))
K0113	reference-semantics/semantics/builtins.k	192	supplied-semantics	syntax	syntax-declaration	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"syntax OpSeq ::= "".OpSeq"" | oCons(String, OpSeq)"
K0114	reference-semantics/semantics/builtins.k	194	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= evDigit(Int) [function, total]
K0115	reference-semantics/semantics/builtins.k	195	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57
K0116	reference-semantics/semantics/builtins.k	196	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= evHead42(IntSeq) [function, total]
K0117	reference-semantics/semantics/builtins.k	197	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule evHead42(iCons(42, _:IntSeq)) => true
K0118	reference-semantics/semantics/builtins.k	198	supplied-semantics	rule	owise-rule	owise	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule evHead42(_:IntSeq)            => false [owise]
K0119	reference-semantics/semantics/builtins.k	199	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= evHead47(IntSeq) [function, total]
K0120	reference-semantics/semantics/builtins.k	200	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule evHead47(iCons(47, _:IntSeq)) => true
K0121	reference-semantics/semantics/builtins.k	201	supplied-semantics	rule	owise-rule	owise	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule evHead47(_:IntSeq)            => false [owise]
K0122	reference-semantics/semantics/builtins.k	203	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax OpSeq ::= tokOps(IntSeq) [function, total]
K0123	reference-semantics/semantics/builtins.k	204	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule tokOps(.IntSeq)                 => .OpSeq
K0124	reference-semantics/semantics/builtins.k	205	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule tokOps(iCons(32, R:IntSeq))     => tokOps(R)
K0125	reference-semantics/semantics/builtins.k	206	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule tokOps(iCons(C:Int, R:IntSeq))  => tokOps(R) requires evDigit(C)
K0126	reference-semantics/semantics/builtins.k	207	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons(""**"", tokOps(R))"
K0127	reference-semantics/semantics/builtins.k	208	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule tokOps(iCons(42, R:IntSeq))     => oCons(""*"", tokOps(R)) requires notBool evHead42(R)"
K0128	reference-semantics/semantics/builtins.k	209	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons(""//"", tokOps(R))"
K0129	reference-semantics/semantics/builtins.k	210	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule tokOps(iCons(47, R:IntSeq))     => oCons(""/"", tokOps(R)) requires notBool evHead47(R)"
K0130	reference-semantics/semantics/builtins.k	211	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule tokOps(iCons(43, R:IntSeq))     => oCons(""+"", tokOps(R))"
K0131	reference-semantics/semantics/builtins.k	212	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule tokOps(iCons(45, R:IntSeq))     => oCons(""-"", tokOps(R))"
K0132	reference-semantics/semantics/builtins.k	214	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]
K0133	reference-semantics/semantics/builtins.k	216	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule tokNds(.IntSeq)                => .IntSeq
K0134	reference-semantics/semantics/builtins.k	217	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule tokNds(iCons(32, R:IntSeq))    => tokNds(R)
K0135	reference-semantics/semantics/builtins.k	218	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)
K0136	reference-semantics/semantics/builtins.k	219	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R) requires notBool evDigit(C) andBool C =/=Int 32
K0137	reference-semantics/semantics/builtins.k	221	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R) requires evDigit(C)
K0138	reference-semantics/semantics/builtins.k	223	supplied-semantics	rule	owise-rule	owise	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]
K0139	reference-semantics/semantics/builtins.k	225	supplied-semantics	syntax	syntax-declaration	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax EvPair ::= evp(OpSeq, IntSeq)
K0140	reference-semantics/semantics/builtins.k	226	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= firstNdE(EvPair) [function, total]
K0141	reference-semantics/semantics/builtins.k	227	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N
K0142	reference-semantics/semantics/builtins.k	228	supplied-semantics	rule	owise-rule	owise	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule firstNdE(_:EvPair) => 0 [owise]
K0143	reference-semantics/semantics/builtins.k	230	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= applyOpE(String, Int, Int) [function, total]
K0144	reference-semantics/semantics/builtins.k	231	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyOpE(""+"",  A:Int, B:Int) => A +Int B"
K0145	reference-semantics/semantics/builtins.k	232	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyOpE(""-"",  A:Int, B:Int) => A -Int B"
K0146	reference-semantics/semantics/builtins.k	233	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyOpE(""*"",  A:Int, B:Int) => A *Int B"
K0147	reference-semantics/semantics/builtins.k	234	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyOpE(""//"", A:Int, B:Int) => A divInt B"
K0148	reference-semantics/semantics/builtins.k	235	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyOpE(""**"", A:Int, B:Int) => A ^Int B"
K0149	reference-semantics/semantics/builtins.k	236	supplied-semantics	rule	owise-rule	owise	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule applyOpE(_:String, A:Int, _:Int) => A [owise]
K0150	reference-semantics/semantics/builtins.k	238	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]
K0151	reference-semantics/semantics/builtins.k	239	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
K0152	reference-semantics/semantics/builtins.k	240	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule passPowE(oCons(""**"", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))"
K0153	reference-semantics/semantics/builtins.k	241	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS)) requires O =/=String ""**"""
K0154	reference-semantics/semantics/builtins.k	243	supplied-semantics	rule	owise-rule	owise	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
K0155	reference-semantics/semantics/builtins.k	244	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
K0156	reference-semantics/semantics/builtins.k	245	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
K0157	reference-semantics/semantics/builtins.k	246	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
K0158	reference-semantics/semantics/builtins.k	247	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
K0159	reference-semantics/semantics/builtins.k	248	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
K0160	reference-semantics/semantics/builtins.k	250	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
K0161	reference-semantics/semantics/builtins.k	251	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""mul"", N0, OPS, NDS, .OpSeq, .IntSeq)"
K0162	reference-semantics/semantics/builtins.k	252	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
K0163	reference-semantics/semantics/builtins.k	253	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""add"", N0, OPS, NDS, .OpSeq, .IntSeq)"
K0164	reference-semantics/semantics/builtins.k	254	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
K0165	reference-semantics/semantics/builtins.k	255	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
K0166	reference-semantics/semantics/builtins.k	256	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
K0167	reference-semantics/semantics/builtins.k	257	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)
K0168	reference-semantics/semantics/builtins.k	260	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)
K0169	reference-semantics/semantics/builtins.k	263	supplied-semantics	rule	owise-rule	owise	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
K0170	reference-semantics/semantics/builtins.k	265	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= inLevelE(String, String) [function, total]
K0171	reference-semantics/semantics/builtins.k	266	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule inLevelE(""mul"", O:String) => O ==String ""*"" orBool O ==String ""//"" orBool O ==String ""/"""
K0172	reference-semantics/semantics/builtins.k	267	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule inLevelE(""add"", O:String) => O ==String ""+"" orBool O ==String ""-"""
K0173	reference-semantics/semantics/builtins.k	268	supplied-semantics	rule	owise-rule	owise	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule inLevelE(_:String, _:String) => false [owise]
K0174	reference-semantics/semantics/builtins.k	269	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
K0175	reference-semantics/semantics/builtins.k	270	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
K0176	reference-semantics/semantics/builtins.k	271	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
K0177	reference-semantics/semantics/builtins.k	272	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
K0178	reference-semantics/semantics/builtins.k	273	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
K0179	reference-semantics/semantics/builtins.k	274	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))
K0180	reference-semantics/semantics/builtins.k	279	supplied-semantics	syntax	syntax-declaration	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"syntax KItem ::= ""#md5"""
K0181	reference-semantics/semantics/builtins.k	280	supplied-semantics	rule	priority-rule	priority	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule <k> Call(Attribute(Name(""hashlib""), ""md5""), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]"
K0182	reference-semantics/semantics/builtins.k	282	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
K0183	reference-semantics/semantics/builtins.k	283	supplied-semantics	syntax	syntax-declaration	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Val ::= md5Obj(IntSeq)
K0184	reference-semantics/semantics/builtins.k	284	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyMethod(md5Obj(CS:IntSeq), ""hexdigest"", .Vals) => str(md5hexCodes(CS))"
K0185	reference-semantics/semantics/builtins.k	285	supplied-semantics	syntax	opaque-symbol-declaration	function,total,symbol,no-evaluators	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
K0186	reference-semantics/semantics/builtins.k	291	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""isinstance"", V:Val, typeV(""int""), .Vals) => isIntV(V)"
K0187	reference-semantics/semantics/builtins.k	292	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""isinstance"", V:Val, typeV(""str""), .Vals) => isStrV(V)"
K0188	reference-semantics/semantics/builtins.k	293	supplied-semantics	syntax	function-declaration	function	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
K0189	reference-semantics/semantics/builtins.k	294	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule isIntV(_:Int)         => true
K0190	reference-semantics/semantics/builtins.k	295	supplied-semantics	rule	owise-rule	owise	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule isIntV(_:Val)         => false [owise]
K0191	reference-semantics/semantics/builtins.k	296	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule isStrV(str(_:IntSeq)) => true
K0192	reference-semantics/semantics/builtins.k	297	supplied-semantics	rule	owise-rule	owise	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule isStrV(_:Val)         => false [owise]
K0193	reference-semantics/semantics/call.k	16	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
K0194	reference-semantics/semantics/call.k	19	supplied-semantics	syntax	syntax-declaration	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax KItem ::= #callee(Exprs)
K0195	reference-semantics/semantics/call.k	20	supplied-semantics	rule	owise-rule	owise	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
K0196	reference-semantics/semantics/call.k	21	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
K0197	reference-semantics/semantics/call.k	24	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
K0198	reference-semantics/semantics/call.k	26	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(builtinV(""sum"")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>"
K0199	reference-semantics/semantics/call.k	27	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(builtinV(""all"")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ)    ... </k>"
K0200	reference-semantics/semantics/call.k	28	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(builtinV(""any"")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ)    ... </k>"
K0201	reference-semantics/semantics/call.k	29	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(builtinV(""max"")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ)   ... </k>"
K0202	reference-semantics/semantics/call.k	30	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(builtinV(""min"")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ)   ... </k>"
K0203	reference-semantics/semantics/call.k	31	supplied-semantics	rule	owise-rule	owise	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
K0204	reference-semantics/semantics/call.k	32	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #applyK(toCall(typeV(T:String)),     ACC:Vals) => applyBuiltin(T, ACC)  ... </k>
K0205	reference-semantics/semantics/call.k	38	supplied-semantics	rule	priority-rule	priority	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0206	reference-semantics/semantics/call.k	42	supplied-semantics	rule	priority-rule	priority	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
K0207	reference-semantics/semantics/call.k	47	supplied-semantics	rule	priority-rule	priority	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0208	reference-semantics/semantics/call.k	52	supplied-semantics	syntax	function-declaration	function,total	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= isMutMethod(String) [function, total]
K0209	reference-semantics/semantics/call.k	53	supplied-semantics	rule	ordinary-semantic-rule	-	FOLLOWS_SELECTED_SUPPLIED_SEMANTICS	"rule isMutMethod(M:String) => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend"" orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""
