WORKDIR: /tmp/audit-work/112-reverse-delete
COMMAND: /audit-output/evidence/k_rule_inventory.py
# Exhaustive K declaration and rule inventory

Files: 26
Inventory rows: 942
Kinds: {'claim': 2, 'configuration': 1, 'context': 5, 'rule': 704, 'syntax': 230}
Decision classes: {'ACCEPT': 142, 'TARGET': 2, 'UNREACHED': 776, 'UNUSED OPAQUE': 22}
Attributes: {'concrete': 35, 'function': 149, 'macro': 3, 'macro-rec': 1, 'no-evaluators': 22, 'owise': 26, 'priority(39)': 1, 'priority(40)': 42, 'priority(45)': 3, 'seqstrict(2, 3)': 1, 'simplification': 4, 'strict(1)': 2, 'strict(2)': 2, 'strict(3)': 1, 'symbol(absF)': 1, 'symbol(addF)': 1, 'symbol(ceilF)': 1, 'symbol(decStrToF)': 1, 'symbol(divF)': 1, 'symbol(divFloatIntV)': 1, 'symbol(divII)': 1, 'symbol(eqF)': 1, 'symbol(floatLt)': 1, 'symbol(floatMod)': 1, 'symbol(floorFI)': 1, 'symbol(gtF)': 1, 'symbol(intFloatDiv)': 1, 'symbol(intToF)': 1, 'symbol(md5hexCodes)': 1, 'symbol(mulF)': 1, 'symbol(powF)': 1, 'symbol(roundF)': 1, 'symbol(roundFN)': 1, 'symbol(sortKeyVS)': 1, 'symbol(sortVS)': 1, 'symbol(sqrtF)': 1, 'symbol(subF)': 1, 'symbol(toF)': 1, 'symbol(truncF)': 1, 'total': 110}

| Source | Line | Kind | Attributes | Decision | Normalized declaration/rule |
|---|---:|---|---|---|---|
| `semantics/assert.k` | 6 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Assert(V:Val) => .K ... </k> requires truthy(V)` |
| `semantics/builtins.k` | 210 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule tokOps(iCons(47, R:IntSeq)) => oCons("/", tokOps(R)) requires notBool evHead47(R)` |
| `semantics/builtins.k` | 211 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule tokOps(iCons(43, R:IntSeq)) => oCons("+", tokOps(R))` |
| `semantics/builtins.k` | 212 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule tokOps(iCons(45, R:IntSeq)) => oCons("-", tokOps(R))` |
| `semantics/builtins.k` | 214 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax IntSeq ::= tokNds(IntSeq) [function, total] \| tokNdAcc(Int, IntSeq) [function, total]` |
| `semantics/builtins.k` | 216 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule tokNds(.IntSeq) => .IntSeq` |
| `semantics/builtins.k` | 217 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule tokNds(iCons(32, R:IntSeq)) => tokNds(R)` |
| `semantics/builtins.k` | 218 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)` |
| `semantics/builtins.k` | 219 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R) requires notBool evDigit(C) andBool C =/=Int 32` |
| `semantics/builtins.k` | 221 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R) requires evDigit(C)` |
| `semantics/builtins.k` | 223 | rule | owise | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]` |
| `semantics/builtins.k` | 225 | syntax | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax EvPair ::= evp(OpSeq, IntSeq)` |
| `semantics/builtins.k` | 226 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Int ::= firstNdE(EvPair) [function, total]` |
| `semantics/builtins.k` | 227 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N` |
| `semantics/builtins.k` | 228 | rule | owise | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule firstNdE(_:EvPair) => 0 [owise]` |
| `semantics/builtins.k` | 230 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Int ::= applyOpE(String, Int, Int) [function, total]` |
| `semantics/builtins.k` | 231 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyOpE("+", A:Int, B:Int) => A +Int B` |
| `semantics/builtins.k` | 232 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyOpE("-", A:Int, B:Int) => A -Int B` |
| `semantics/builtins.k` | 233 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyOpE("*", A:Int, B:Int) => A *Int B` |
| `semantics/builtins.k` | 234 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyOpE("//", A:Int, B:Int) => A divInt B` |
| `semantics/builtins.k` | 235 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyOpE("**", A:Int, B:Int) => A ^Int B` |
| `semantics/builtins.k` | 236 | rule | owise | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyOpE(_:String, A:Int, _:Int) => A [owise]` |
| `semantics/builtins.k` | 238 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]` |
| `semantics/builtins.k` | 239 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)` |
| `semantics/builtins.k` | 240 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule passPowE(oCons("**", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))` |
| `semantics/builtins.k` | 241 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS)) requires O =/=String "**"` |
| `semantics/builtins.k` | 243 | rule | owise | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]` |
| `semantics/builtins.k` | 244 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax EvPair ::= powCombE(Int, EvPair) [function, total]` |
| `semantics/builtins.k` | 245 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))` |
| `semantics/builtins.k` | 246 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))` |
| `semantics/builtins.k` | 247 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]` |
| `semantics/builtins.k` | 248 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))` |
| `semantics/builtins.k` | 250 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax EvPair ::= passMulE(EvPair) [function, total] \| passAddE(EvPair) [function, total]` |
| `semantics/builtins.k` | 251 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("mul", N0, OPS, NDS, .OpSeq, .IntSeq)` |
| `semantics/builtins.k` | 252 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)` |
| `semantics/builtins.k` | 253 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("add", N0, OPS, NDS, .OpSeq, .IntSeq)` |
| `semantics/builtins.k` | 254 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)` |
| `semantics/builtins.k` | 255 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]` |
| `semantics/builtins.k` | 256 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))` |
| `semantics/builtins.k` | 257 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)` |
| `semantics/builtins.k` | 260 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)` |
| `semantics/builtins.k` | 263 | rule | owise | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]` |
| `semantics/builtins.k` | 265 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Bool ::= inLevelE(String, String) [function, total]` |
| `semantics/builtins.k` | 266 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule inLevelE("mul", O:String) => O ==String "*" orBool O ==String "//" orBool O ==String "/"` |
| `semantics/builtins.k` | 267 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule inLevelE("add", O:String) => O ==String "+" orBool O ==String "-"` |
| `semantics/builtins.k` | 268 | rule | owise | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule inLevelE(_:String, _:String) => false [owise]` |
| `semantics/builtins.k` | 269 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]` |
| `semantics/builtins.k` | 270 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)` |
| `semantics/builtins.k` | 271 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))` |
| `semantics/builtins.k` | 272 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]` |
| `semantics/builtins.k` | 273 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)` |
| `semantics/builtins.k` | 274 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))` |
| `semantics/builtins.k` | 279 | syntax | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax KItem ::= "#md5"` |
| `semantics/builtins.k` | 280 | rule | priority(40) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Call(Attribute(Name("hashlib"), "md5"), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]` |
| `semantics/builtins.k` | 282 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>` |
| `semantics/builtins.k` | 283 | syntax | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Val ::= md5Obj(IntSeq)` |
| `semantics/builtins.k` | 284 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyMethod(md5Obj(CS:IntSeq), "hexdigest", .Vals) => str(md5hexCodes(CS))` |
| `semantics/builtins.k` | 285 | syntax | function, no-evaluators, symbol(md5hexCodes), total | UNUSED OPAQUE—unreachable from submitted body; no dependent claim | `syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]` |
| `semantics/builtins.k` | 291 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyBuiltin("isinstance", V:Val, typeV("int"), .Vals) => isIntV(V)` |
| `semantics/builtins.k` | 292 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyBuiltin("isinstance", V:Val, typeV("str"), .Vals) => isStrV(V)` |
| `semantics/builtins.k` | 293 | syntax | function | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Bool ::= isIntV(Val) [function] \| isStrV(Val) [function]` |
| `semantics/builtins.k` | 294 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule isIntV(_:Int) => true` |
| `semantics/builtins.k` | 295 | rule | owise | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule isIntV(_:Val) => false [owise]` |
| `semantics/builtins.k` | 296 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule isStrV(str(_:IntSeq)) => true` |
| `semantics/builtins.k` | 297 | rule | owise | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule isStrV(_:Val) => false [owise]` |
| `semantics/call.k` | 16 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>` |
| `semantics/call.k` | 19 | syntax | — | ACCEPT—declaration/strictness used by submitted constructors | `syntax KItem ::= #callee(Exprs)` |
| `semantics/call.k` | 20 | rule | owise | ACCEPT—relevant operational/equational rule; path and state checked | `rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]` |
| `semantics/call.k` | 21 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>` |
| `semantics/call.k` | 24 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>` |
| `semantics/call.k` | 26 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #applyK(toCall(builtinV("sum")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>` |
| `semantics/call.k` | 27 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #applyK(toCall(builtinV("all")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ) ... </k>` |
| `semantics/call.k` | 28 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #applyK(toCall(builtinV("any")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ) ... </k>` |
| `semantics/call.k` | 29 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #applyK(toCall(builtinV("max")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ) ... </k>` |
| `semantics/call.k` | 30 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #applyK(toCall(builtinV("min")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ) ... </k>` |
| `semantics/call.k` | 31 | rule | owise | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]` |
| `semantics/call.k` | 32 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k>` |
| `semantics/call.k` | 38 | rule | priority(40) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H \|-> V:Val ... </heap> [priority(40)]` |
| `semantics/call.k` | 42 | rule | priority(40) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H \|-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]` |
| `semantics/call.k` | 47 | rule | priority(40) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H \|-> V:Val ... </heap> [priority(40)]` |
| `semantics/call.k` | 52 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Bool ::= isMutMethod(String) [function, total]` |
| `semantics/call.k` | 53 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule isMutMethod(M:String) => M ==String "append" orBool M ==String "sort" orBool M ==String "extend" orBool M ==String "insert" orBool M ==String "pop" orBool M ==String "remove"` |
| `semantics/call.k` | 56 | rule | priority(40) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H \|-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]` |
| `semantics/call.k` | 63 | rule | priority(40) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H \|-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]` |
| `semantics/call.k` | 69 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>` |
| `semantics/call.k` | 80 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>` |
| `semantics/call.k` | 87 | syntax | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax KItem ::= #allocCells(ParamNames)` |
| `semantics/call.k` | 88 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #allocCells(.ParamNames) => .K ... </k>` |
