file	line	kind	classification	attributes	declaration	audit_decision	audit_rationale
/candidate/reference-semantics/semantics/builtins.k	126	syntax	syntax-declaration	function,total	syntax ValSeq ::= enumVS(ValSeq, Int) [function, total]	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	127	rule	function-or-equational-rule		rule enumVS(.ValSeq, _:Int) => .ValSeq	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	128	rule	function-or-equational-rule		rule enumVS(vCons(V:Val, R:ValSeq), I:Int) => vCons(tuple(vCons(I, vCons(V, .ValSeq))), enumVS(R, I +Int 1))	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	132	rule	operational-rule		"rule <k> #applyK(toCall(builtinV(""map"")), (typeV(""str""), list(VS:ValSeq), .Vals)) => #alloc(list(mapStrVS(VS))) ... </k>"	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	134	syntax	syntax-declaration	function,total	syntax ValSeq ::= mapStrVS(ValSeq) [function, total]	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	135	rule	function-or-equational-rule		rule mapStrVS(.ValSeq) => .ValSeq	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	136	rule	function-or-equational-rule		rule mapStrVS(vCons(I:Int, R:ValSeq)) => vCons(str(strToCodes(Int2String(I))), mapStrVS(R))	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	137	rule	function-or-equational-rule		rule mapStrVS(vCons(str(CS:IntSeq), R:ValSeq)) => vCons(str(CS), mapStrVS(R))	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	140	rule	function-or-equational-rule		"rule applyBuiltin(""int"", I:Int, .Vals) => I"	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	143	rule	function-or-equational-rule		"rule applyBuiltin(""ord"", str(iCons(C:Int, .IntSeq)), .Vals) => C"	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	144	rule	function-or-equational-rule		"rule applyBuiltin(""chr"", I:Int, .Vals) => str(iCons(I, .IntSeq)) requires 0 <=Int I andBool I <Int 128"	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	148	rule	function-or-equational-rule		"rule applyBuiltin(""str"", I:Int, .Vals)       => str(strToCodes(Int2String(I)))"	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	149	rule	function-or-equational-rule		"rule applyBuiltin(""str"", str(CS:IntSeq), .Vals) => str(CS)"	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	152	rule	function-or-equational-rule		"rule applyBuiltin(""int"", str(iCons(C:Int, .IntSeq)), .Vals) => C -Int 48 requires 48 <=Int C andBool C <=Int 57"	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	156	rule	function-or-equational-rule		"rule applyBuiltin(""int"", str(CS:IntSeq), .Vals) => intDigAcc(CS, 0) requires isLen(CS) >=Int 2"	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	158	syntax	syntax-declaration	function,total	syntax Int ::= intDigAcc(IntSeq, Int) [function, total]	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	159	rule	function-or-equational-rule		rule intDigAcc(.IntSeq, ACC:Int)             => ACC	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	160	rule	function-or-equational-rule		rule intDigAcc(iCons(C:Int, R:IntSeq), ACC:Int) => intDigAcc(R, (ACC *Int 10) +Int (C -Int 48))	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	163	rule	function-or-equational-rule		"rule applyBuiltin(""zip"", list(A:ValSeq), list(B:ValSeq), .Vals) => zipObj(A, B)"	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	164	rule	function-or-equational-rule		"rule applyBuiltin(""zip"", str(A:IntSeq), str(B:IntSeq), .Vals)   => zipObjS(A, B)"	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	167	rule	operational-rule		rule <k> #iterNext(zipObj(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq))) => #iterYield(tuple(vCons(A, vCons(B, .ValSeq))), zipObj(As, Bs)) ... </k>	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	169	rule	operational-rule		rule <k> #iterNext(zipObj(.ValSeq, _:ValSeq))               => #iterDone ... </k>	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	170	rule	operational-rule		rule <k> #iterNext(zipObj(vCons(_:Val, _:ValSeq), .ValSeq)) => #iterDone ... </k>	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	171	rule	operational-rule		rule <k> #iterNext(zipObjS(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq))) => #iterYield(tuple(vCons(str(iCons(A, .IntSeq)), vCons(str(iCons(B, .IntSeq)), .ValSeq))), zipObjS(As, Bs)) ... </k>	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	173	rule	operational-rule		rule <k> #iterNext(zipObjS(.IntSeq, _:IntSeq))              => #iterDone ... </k>	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	174	rule	operational-rule		rule <k> #iterNext(zipObjS(iCons(_:Int, _:IntSeq), .IntSeq)) => #iterDone ... </k>	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	177	rule	function-or-equational-rule		"rule applyBuiltin(""range"", I:Int, .Vals)               => rangeObj(0, I, 1)"	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	178	rule	function-or-equational-rule		"rule applyBuiltin(""range"", A:Int, B:Int, .Vals)        => rangeObj(A, B, 1)"	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	179	rule	function-or-equational-rule		"rule applyBuiltin(""range"", A:Int, B:Int, S:Int, .Vals) => rangeObj(A, B, S) requires S =/=Int 0"	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/builtins.k	187	rule	function-or-equational-rule		"rule applyBuiltin(""eval"", str(CS:IntSeq), .Vals) => evalArith(CS)"	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
