file	line	kind	classification	attributes	declaration
/candidate/reference-semantics/semantics/builtins.k	257	rule	function-or-equational-rule		rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)
/candidate/reference-semantics/semantics/builtins.k	260	rule	function-or-equational-rule		rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)
/candidate/reference-semantics/semantics/builtins.k	263	rule	function-or-equational-rule	owise	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
/candidate/reference-semantics/semantics/builtins.k	265	syntax	syntax-declaration	function,total	syntax Bool ::= inLevelE(String, String) [function, total]
/candidate/reference-semantics/semantics/builtins.k	266	rule	function-or-equational-rule		"rule inLevelE(""mul"", O:String) => O ==String ""*"" orBool O ==String """
/candidate/reference-semantics/semantics/builtins.k	267	rule	function-or-equational-rule		"rule inLevelE(""add"", O:String) => O ==String ""+"" orBool O ==String ""-"""
/candidate/reference-semantics/semantics/builtins.k	268	rule	function-or-equational-rule	owise	rule inLevelE(_:String, _:String) => false [owise]
/candidate/reference-semantics/semantics/builtins.k	269	syntax	syntax-declaration	function,total	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
/candidate/reference-semantics/semantics/builtins.k	270	rule	function-or-equational-rule		rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
/candidate/reference-semantics/semantics/builtins.k	271	rule	function-or-equational-rule		rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
/candidate/reference-semantics/semantics/builtins.k	272	syntax	syntax-declaration	function,total	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
/candidate/reference-semantics/semantics/builtins.k	273	rule	function-or-equational-rule		rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
/candidate/reference-semantics/semantics/builtins.k	274	rule	function-or-equational-rule		rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))
/candidate/reference-semantics/semantics/builtins.k	279	syntax	syntax-declaration		"syntax KItem ::= ""#md5"""
/candidate/reference-semantics/semantics/builtins.k	280	rule	operational-rule	priority	"rule <k> Call(Attribute(Name(""hashlib""), ""md5""), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]"
/candidate/reference-semantics/semantics/builtins.k	282	rule	operational-rule		rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
/candidate/reference-semantics/semantics/builtins.k	283	syntax	syntax-declaration		syntax Val ::= md5Obj(IntSeq)
/candidate/reference-semantics/semantics/builtins.k	284	rule	function-or-equational-rule		"rule applyMethod(md5Obj(CS:IntSeq), ""hexdigest"", .Vals) => str(md5hexCodes(CS))"
/candidate/reference-semantics/semantics/builtins.k	285	syntax	syntax-declaration+opaque-symbol	function,total,symbol,no-evaluators	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
/candidate/reference-semantics/semantics/builtins.k	291	rule	function-or-equational-rule		"rule applyBuiltin(""isinstance"", V:Val, typeV(""int""), .Vals) => isIntV(V)"
/candidate/reference-semantics/semantics/builtins.k	292	rule	function-or-equational-rule		"rule applyBuiltin(""isinstance"", V:Val, typeV(""str""), .Vals) => isStrV(V)"
/candidate/reference-semantics/semantics/builtins.k	293	syntax	syntax-declaration	function	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
/candidate/reference-semantics/semantics/builtins.k	294	rule	function-or-equational-rule		rule isIntV(_:Int)         => true
/candidate/reference-semantics/semantics/builtins.k	295	rule	function-or-equational-rule	owise	rule isIntV(_:Val)         => false [owise]
/candidate/reference-semantics/semantics/builtins.k	296	rule	function-or-equational-rule		rule isStrV(str(_:IntSeq)) => true
/candidate/reference-semantics/semantics/builtins.k	297	rule	function-or-equational-rule	owise	rule isStrV(_:Val)         => false [owise]
/candidate/reference-semantics/semantics/call.k	10	module	module		module MPY-CALL imports MPY-METHODS imports MPY-BUILTINS imports MPY-FUNCTIONS
/candidate/reference-semantics/semantics/call.k	16	rule	operational-rule		rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
/candidate/reference-semantics/semantics/call.k	19	syntax	syntax-declaration		syntax KItem ::= #callee(Exprs)
/candidate/reference-semantics/semantics/call.k	20	rule	operational-rule	owise	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
/candidate/reference-semantics/semantics/call.k	21	rule	operational-rule		rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
/candidate/reference-semantics/semantics/call.k	24	rule	operational-rule		rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
/candidate/reference-semantics/semantics/call.k	26	rule	operational-rule		"rule <k> #applyK(toCall(builtinV(""sum"")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>"
/candidate/reference-semantics/semantics/call.k	27	rule	operational-rule		"rule <k> #applyK(toCall(builtinV(""all"")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ)    ... </k>"
/candidate/reference-semantics/semantics/call.k	28	rule	operational-rule		"rule <k> #applyK(toCall(builtinV(""any"")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ)    ... </k>"
/candidate/reference-semantics/semantics/call.k	29	rule	operational-rule		"rule <k> #applyK(toCall(builtinV(""max"")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ)   ... </k>"
/candidate/reference-semantics/semantics/call.k	30	rule	operational-rule		"rule <k> #applyK(toCall(builtinV(""min"")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ)   ... </k>"
/candidate/reference-semantics/semantics/call.k	31	rule	operational-rule	owise	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
/candidate/reference-semantics/semantics/call.k	32	rule	operational-rule		rule <k> #applyK(toCall(typeV(T:String)),     ACC:Vals) => applyBuiltin(T, ACC)  ... </k>
/candidate/reference-semantics/semantics/call.k	38	rule	operational-rule	priority	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/candidate/reference-semantics/semantics/call.k	42	rule	operational-rule	priority	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
/candidate/reference-semantics/semantics/call.k	47	rule	operational-rule	priority	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
/candidate/reference-semantics/semantics/call.k	52	syntax	syntax-declaration	function,total	syntax Bool ::= isMutMethod(String) [function, total]
/candidate/reference-semantics/semantics/call.k	53	rule	function-or-equational-rule		"rule isMutMethod(M:String) => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend"" orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""
/candidate/reference-semantics/semantics/call.k	56	rule	operational-rule	priority	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]
/candidate/reference-semantics/semantics/call.k	63	rule	operational-rule	priority	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
/candidate/reference-semantics/semantics/call.k	69	rule	operational-rule		rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
/candidate/reference-semantics/semantics/call.k	80	rule	operational-rule		"rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(CM [ ""$cells"" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>"
/candidate/reference-semantics/semantics/call.k	87	syntax	syntax-declaration		syntax KItem ::= #allocCells(ParamNames)
/candidate/reference-semantics/semantics/call.k	88	rule	operational-rule		rule <k> #allocCells(.ParamNames) => .K ... </k>
/candidate/reference-semantics/semantics/call.k	89	rule	operational-rule		rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap>    H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
/candidate/reference-semantics/semantics/comprehension.k	3	module	module		module MPY-COMPREHENSION imports MPY-CORE imports MPY-OPERATORS imports MPY-LIST imports MPY-CONTROLS imports MPY-FUNCTIONS
/candidate/reference-semantics/semantics/comprehension.k	11	rule	function-or-equational-rule		rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
/candidate/reference-semantics/semantics/comprehension.k	12	rule	function-or-equational-rule		rule GenExp(ELT:Expr, Gs:CompFors)   => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
/candidate/reference-semantics/semantics/comprehension.k	14	syntax	syntax-declaration	macro	syntax Stmts ::= compBody(CompFors, Expr) [macro]
/candidate/reference-semantics/semantics/comprehension.k	15	rule	function-or-equational-rule		"rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name(""$acc""), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name(""$acc""))"
/candidate/reference-semantics/semantics/comprehension.k	18	syntax	syntax-declaration	macro	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
/candidate/reference-semantics/semantics/comprehension.k	19	rule	function-or-equational-rule		"rule compNest(.CompFors, ELT:Expr) => Assign(Name(""$acc""), BinOp(""+"", Name(""$acc""), ListExpr(ELT)))"
/candidate/reference-semantics/semantics/comprehension.k	21	rule	function-or-equational-rule		rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
/candidate/reference-semantics/semantics/comprehension.k	24	syntax	syntax-declaration	macro	syntax Expr ::= compGuard(Exprs) [macro]
/candidate/reference-semantics/semantics/comprehension.k	25	rule	function-or-equational-rule		rule compGuard(.Exprs)             => Bool(true)
/candidate/reference-semantics/semantics/comprehension.k	26	rule	function-or-equational-rule		"rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(""and"", (F, Fs))"
/candidate/reference-semantics/semantics/concrete.k	8	module	module		module MPY-CONCRETE imports MPY
/candidate/reference-semantics/semantics/concrete.k	13	rule	operational-rule		"rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"
/candidate/reference-semantics/semantics/concrete.k	16	rule	operational-rule		"rule <k> Compare(list(A:ValSeq), CmpOp(""!="", list(B:ValSeq))) => notBool deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"
/candidate/reference-semantics/semantics/concrete.k	25	syntax	syntax-declaration		syntax Val ::= kvP(Val, Val)
/candidate/reference-semantics/semantics/concrete.k	26	syntax	syntax-declaration		syntax KItem ::= #ksort(ValSeq, Val, ValSeq, Bool) | #ksIns(Val, ValSeq, Val, ValSeq, Bool)
/candidate/reference-semantics/semantics/concrete.k	28	rule	operational-rule	priority	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #ksort(VS, KV, .ValSeq, false) ... </k> [priority(40)]"
/candidate/reference-semantics/semantics/concrete.k	31	rule	operational-rule	priority	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #ksort(VS, KV, .ValSeq, RB) ... </k> [priority(40)]"
/candidate/reference-semantics/semantics/concrete.k	34	rule	operational-rule		rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
/candidate/reference-semantics/semantics/concrete.k	36	rule	operational-rule		rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
/candidate/reference-semantics/semantics/concrete.k	38	rule	operational-rule		rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k> requires notBool isKwV(K)
/candidate/reference-semantics/semantics/concrete.k	42	syntax	syntax-declaration	function	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
/candidate/reference-semantics/semantics/concrete.k	43	rule	function-or-equational-rule		rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
/candidate/reference-semantics/semantics/concrete.k	44	rule	function-or-equational-rule		rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R)) requires kLt(K, K2)
/candidate/reference-semantics/semantics/concrete.k	47	rule	function-or-equational-rule		rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V)) requires notBool kLt(K, K2)
/candidate/reference-semantics/semantics/concrete.k	51	syntax	syntax-declaration	function	syntax Bool ::= kLt(Val, Val) [function]
/candidate/reference-semantics/semantics/concrete.k	52	rule	function-or-equational-rule		rule kLt(I1:Int, I2:Int)             => I1 <Int I2
/candidate/reference-semantics/semantics/concrete.k	53	rule	function-or-equational-rule		rule kLt(F1:Float, F2:Float)         => F1 <Float F2
/candidate/reference-semantics/semantics/concrete.k	54	rule	function-or-equational-rule		rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
/candidate/reference-semantics/semantics/concrete.k	56	syntax	syntax-declaration	function,total	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
/candidate/reference-semantics/semantics/concrete.k	57	rule	function-or-equational-rule		rule unpairVS(.ValSeq) => .ValSeq
/candidate/reference-semantics/semantics/concrete.k	58	rule	function-or-equational-rule		rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
/candidate/reference-semantics/semantics/concrete.k	59	rule	function-or-equational-rule	owise	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
/candidate/reference-semantics/semantics/controls.k	3	module	module		module MPY-CONTROLS imports MPY-CORE imports MPY-TUPLE imports MPY-ITER
/candidate/reference-semantics/semantics/controls.k	9	rule	operational-rule		rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
/candidate/reference-semantics/semantics/controls.k	12	rule	operational-rule	priority	"rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"
/candidate/reference-semantics/semantics/controls.k	20	rule	operational-rule		rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
/candidate/reference-semantics/semantics/controls.k	27	rule	operational-rule	priority	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
/candidate/reference-semantics/semantics/controls.k	35	rule	operational-rule		"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
/candidate/reference-semantics/semantics/controls.k	36	rule	operational-rule	owise	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
