source	module	start_line	end_line	kind	decision	declaration
reference-semantics/semantics/builtins.k	MPY-BUILTINS	196	196	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Bool ::= evHead42(IntSeq) [function, total]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	197	197	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule evHead42(iCons(42, _:IntSeq)) => true
reference-semantics/semantics/builtins.k	MPY-BUILTINS	198	198	rule:owise	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule evHead42(_:IntSeq)            => false [owise]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	199	199	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Bool ::= evHead47(IntSeq) [function, total]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	200	200	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule evHead47(iCons(47, _:IntSeq)) => true
reference-semantics/semantics/builtins.k	MPY-BUILTINS	201	201	rule:owise	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule evHead47(_:IntSeq)            => false [owise]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	203	203	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax OpSeq ::= tokOps(IntSeq) [function, total]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	204	204	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule tokOps(.IntSeq)                 => .OpSeq
reference-semantics/semantics/builtins.k	MPY-BUILTINS	205	205	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule tokOps(iCons(32, R:IntSeq))     => tokOps(R)
reference-semantics/semantics/builtins.k	MPY-BUILTINS	206	206	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule tokOps(iCons(C:Int, R:IntSeq))  => tokOps(R) requires evDigit(C)
reference-semantics/semantics/builtins.k	MPY-BUILTINS	207	207	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons(""**"", tokOps(R))"
reference-semantics/semantics/builtins.k	MPY-BUILTINS	208	208	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule tokOps(iCons(42, R:IntSeq))     => oCons(""*"", tokOps(R)) requires notBool evHead42(R)"
reference-semantics/semantics/builtins.k	MPY-BUILTINS	209	209	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons(""//"", tokOps(R))"
reference-semantics/semantics/builtins.k	MPY-BUILTINS	210	210	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule tokOps(iCons(47, R:IntSeq))     => oCons(""/"", tokOps(R)) requires notBool evHead47(R)"
reference-semantics/semantics/builtins.k	MPY-BUILTINS	211	211	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule tokOps(iCons(43, R:IntSeq))     => oCons(""+"", tokOps(R))"
reference-semantics/semantics/builtins.k	MPY-BUILTINS	212	212	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule tokOps(iCons(45, R:IntSeq))     => oCons(""-"", tokOps(R))"
reference-semantics/semantics/builtins.k	MPY-BUILTINS	214	215	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	216	216	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule tokNds(.IntSeq)                => .IntSeq
reference-semantics/semantics/builtins.k	MPY-BUILTINS	217	217	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule tokNds(iCons(32, R:IntSeq))    => tokNds(R)
reference-semantics/semantics/builtins.k	MPY-BUILTINS	218	218	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)
reference-semantics/semantics/builtins.k	MPY-BUILTINS	219	220	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R) requires notBool evDigit(C) andBool C =/=Int 32
reference-semantics/semantics/builtins.k	MPY-BUILTINS	221	222	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R) requires evDigit(C)
reference-semantics/semantics/builtins.k	MPY-BUILTINS	223	223	rule:owise	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	225	225	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax EvPair ::= evp(OpSeq, IntSeq)
reference-semantics/semantics/builtins.k	MPY-BUILTINS	226	226	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Int ::= firstNdE(EvPair) [function, total]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	227	227	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N
reference-semantics/semantics/builtins.k	MPY-BUILTINS	228	228	rule:owise	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule firstNdE(_:EvPair) => 0 [owise]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	230	230	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Int ::= applyOpE(String, Int, Int) [function, total]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	231	231	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyOpE(""+"",  A:Int, B:Int) => A +Int B"
reference-semantics/semantics/builtins.k	MPY-BUILTINS	232	232	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyOpE(""-"",  A:Int, B:Int) => A -Int B"
reference-semantics/semantics/builtins.k	MPY-BUILTINS	233	233	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyOpE(""*"",  A:Int, B:Int) => A *Int B"
reference-semantics/semantics/builtins.k	MPY-BUILTINS	234	234	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyOpE(""//"", A:Int, B:Int) => A divInt B"
reference-semantics/semantics/builtins.k	MPY-BUILTINS	235	235	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyOpE(""**"", A:Int, B:Int) => A ^Int B"
reference-semantics/semantics/builtins.k	MPY-BUILTINS	236	236	rule:owise	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule applyOpE(_:String, A:Int, _:Int) => A [owise]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	238	238	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	239	239	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
reference-semantics/semantics/builtins.k	MPY-BUILTINS	240	240	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule passPowE(oCons(""**"", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))"
reference-semantics/semantics/builtins.k	MPY-BUILTINS	241	242	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS)) requires O =/=String ""**"""
reference-semantics/semantics/builtins.k	MPY-BUILTINS	243	243	rule:owise	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	244	244	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	245	245	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
reference-semantics/semantics/builtins.k	MPY-BUILTINS	246	246	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
reference-semantics/semantics/builtins.k	MPY-BUILTINS	247	247	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	248	248	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
reference-semantics/semantics/builtins.k	MPY-BUILTINS	250	250	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	251	251	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""mul"", N0, OPS, NDS, .OpSeq, .IntSeq)"
reference-semantics/semantics/builtins.k	MPY-BUILTINS	252	252	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
reference-semantics/semantics/builtins.k	MPY-BUILTINS	253	253	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""add"", N0, OPS, NDS, .OpSeq, .IntSeq)"
reference-semantics/semantics/builtins.k	MPY-BUILTINS	254	254	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
reference-semantics/semantics/builtins.k	MPY-BUILTINS	255	255	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	256	256	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
reference-semantics/semantics/builtins.k	MPY-BUILTINS	257	259	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)
reference-semantics/semantics/builtins.k	MPY-BUILTINS	260	262	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)
reference-semantics/semantics/builtins.k	MPY-BUILTINS	263	264	rule:owise	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	265	265	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Bool ::= inLevelE(String, String) [function, total]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	266	266	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule inLevelE(""mul"", O:String) => O ==String ""*"" orBool O ==String ""//"" orBool O ==String ""/"""
reference-semantics/semantics/builtins.k	MPY-BUILTINS	267	267	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule inLevelE(""add"", O:String) => O ==String ""+"" orBool O ==String ""-"""
reference-semantics/semantics/builtins.k	MPY-BUILTINS	268	268	rule:owise	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule inLevelE(_:String, _:String) => false [owise]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	269	269	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	270	270	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
reference-semantics/semantics/builtins.k	MPY-BUILTINS	271	271	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
reference-semantics/semantics/builtins.k	MPY-BUILTINS	272	272	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	273	273	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
reference-semantics/semantics/builtins.k	MPY-BUILTINS	274	274	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))
reference-semantics/semantics/builtins.k	MPY-BUILTINS	279	279	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax KItem ::= ""#md5"""
reference-semantics/semantics/builtins.k	MPY-BUILTINS	280	281	rule:priority(40)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule <k> Call(Attribute(Name(""hashlib""), ""md5""), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]"
reference-semantics/semantics/builtins.k	MPY-BUILTINS	282	282	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
reference-semantics/semantics/builtins.k	MPY-BUILTINS	283	283	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Val ::= md5Obj(IntSeq)
reference-semantics/semantics/builtins.k	MPY-BUILTINS	284	284	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyMethod(md5Obj(CS:IntSeq), ""hexdigest"", .Vals) => str(md5hexCodes(CS))"
reference-semantics/semantics/builtins.k	MPY-BUILTINS	285	285	syntax:function,total,opaque/no-evaluators	ACCEPTED_FIXED_SEMANTICS_OPAQUE_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	291	291	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""isinstance"", V:Val, typeV(""int""), .Vals) => isIntV(V)"
reference-semantics/semantics/builtins.k	MPY-BUILTINS	292	292	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""isinstance"", V:Val, typeV(""str""), .Vals) => isStrV(V)"
reference-semantics/semantics/builtins.k	MPY-BUILTINS	293	293	syntax:function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	294	294	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule isIntV(_:Int)         => true
reference-semantics/semantics/builtins.k	MPY-BUILTINS	295	295	rule:owise	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule isIntV(_:Val)         => false [owise]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	296	296	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule isStrV(str(_:IntSeq)) => true
reference-semantics/semantics/builtins.k	MPY-BUILTINS	297	297	rule:owise	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule isStrV(_:Val)         => false [owise]
reference-semantics/semantics/builtins.k	MPY-BUILTINS	298	298	endmodule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	endmodule
reference-semantics/semantics/call.k	<outside-module>	10	10	module	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	module MPY-CALL
reference-semantics/semantics/call.k	MPY-CALL	11	11	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-METHODS
reference-semantics/semantics/call.k	MPY-CALL	12	12	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-BUILTINS
reference-semantics/semantics/call.k	MPY-CALL	13	13	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-FUNCTIONS
reference-semantics/semantics/call.k	MPY-CALL	16	16	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
reference-semantics/semantics/call.k	MPY-CALL	19	19	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax KItem ::= #callee(Exprs)
reference-semantics/semantics/call.k	MPY-CALL	20	20	rule:owise	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
reference-semantics/semantics/call.k	MPY-CALL	21	21	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
reference-semantics/semantics/call.k	MPY-CALL	24	24	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
reference-semantics/semantics/call.k	MPY-CALL	26	26	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(builtinV(""sum"")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>"
reference-semantics/semantics/call.k	MPY-CALL	27	27	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(builtinV(""all"")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ)    ... </k>"
reference-semantics/semantics/call.k	MPY-CALL	28	28	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(builtinV(""any"")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ)    ... </k>"
reference-semantics/semantics/call.k	MPY-CALL	29	29	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(builtinV(""max"")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ)   ... </k>"
reference-semantics/semantics/call.k	MPY-CALL	30	30	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(builtinV(""min"")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ)   ... </k>"
reference-semantics/semantics/call.k	MPY-CALL	31	31	rule:owise	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
reference-semantics/semantics/call.k	MPY-CALL	32	32	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #applyK(toCall(typeV(T:String)),     ACC:Vals) => applyBuiltin(T, ACC)  ... </k>
reference-semantics/semantics/call.k	MPY-CALL	38	41	rule:priority(40)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/call.k	MPY-CALL	42	46	rule:priority(40)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
reference-semantics/semantics/call.k	MPY-CALL	47	50	rule:priority(40)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/call.k	MPY-CALL	52	52	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Bool ::= isMutMethod(String) [function, total]
reference-semantics/semantics/call.k	MPY-CALL	53	55	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule isMutMethod(M:String) => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend"" orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""
reference-semantics/semantics/call.k	MPY-CALL	56	60	rule:priority(40)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]
reference-semantics/semantics/call.k	MPY-CALL	63	67	rule:priority(40)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
reference-semantics/semantics/call.k	MPY-CALL	69	74	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>
reference-semantics/semantics/call.k	MPY-CALL	80	85	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(CM [ ""$cells"" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>"
reference-semantics/semantics/call.k	MPY-CALL	87	87	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax KItem ::= #allocCells(ParamNames)
reference-semantics/semantics/call.k	MPY-CALL	88	88	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #allocCells(.ParamNames) => .K ... </k>
reference-semantics/semantics/call.k	MPY-CALL	89	94	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap>    H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
reference-semantics/semantics/call.k	MPY-CALL	95	95	endmodule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	endmodule
reference-semantics/semantics/comprehension.k	<outside-module>	3	3	module	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	module MPY-COMPREHENSION
reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	4	4	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-CORE
reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	5	5	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-OPERATORS
reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	6	6	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-LIST
reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	7	7	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-CONTROLS
reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	8	8	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-FUNCTIONS
reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	11	11	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	12	12	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule GenExp(ELT:Expr, Gs:CompFors)   => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	14	14	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Stmts ::= compBody(CompFors, Expr) [macro]
reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	15	16	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name(""$acc""), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name(""$acc""))"
reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	18	18	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	19	20	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule compNest(.CompFors, ELT:Expr) => Assign(Name(""$acc""), BinOp(""+"", Name(""$acc""), ListExpr(ELT)))"
reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	21	22	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))
reference-semantics/semantics/comprehension.k	MPY-COMPREHENSION	24	24	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Expr ::= compGuard(Exprs) [macro]
