id	file	module	start_line	end_line	kind	flags	decision	rationale	text
92	reference-semantics/semantics/builtins.k	MPY-BUILTINS	148	148	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyBuiltin("str", I:Int, .Vals) => str(strToCodes(Int2String(I)))
93	reference-semantics/semantics/builtins.k	MPY-BUILTINS	149	149	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyBuiltin("str", str(CS:IntSeq), .Vals) => str(CS)
94	reference-semantics/semantics/builtins.k	MPY-BUILTINS	152	153	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyBuiltin("int", str(iCons(C:Int, .IntSeq)), .Vals) => C -Int 48 requires 48 <=Int C andBool C <=Int 57
95	reference-semantics/semantics/builtins.k	MPY-BUILTINS	156	157	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyBuiltin("int", str(CS:IntSeq), .Vals) => intDigAcc(CS, 0) requires isLen(CS) >=Int 2
96	reference-semantics/semantics/builtins.k	MPY-BUILTINS	158	158	syntax	function,total	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax Int ::= intDigAcc(IntSeq, Int) [function, total]
97	reference-semantics/semantics/builtins.k	MPY-BUILTINS	159	159	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule intDigAcc(.IntSeq, ACC:Int) => ACC
98	reference-semantics/semantics/builtins.k	MPY-BUILTINS	160	160	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule intDigAcc(iCons(C:Int, R:IntSeq), ACC:Int) => intDigAcc(R, (ACC *Int 10) +Int (C -Int 48))
99	reference-semantics/semantics/builtins.k	MPY-BUILTINS	163	163	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyBuiltin("zip", list(A:ValSeq), list(B:ValSeq), .Vals) => zipObj(A, B)
100	reference-semantics/semantics/builtins.k	MPY-BUILTINS	164	164	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyBuiltin("zip", str(A:IntSeq), str(B:IntSeq), .Vals) => zipObjS(A, B)
101	reference-semantics/semantics/builtins.k	MPY-BUILTINS	167	168	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #iterNext(zipObj(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq))) => #iterYield(tuple(vCons(A, vCons(B, .ValSeq))), zipObj(As, Bs)) ... </k>
102	reference-semantics/semantics/builtins.k	MPY-BUILTINS	169	169	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #iterNext(zipObj(.ValSeq, _:ValSeq)) => #iterDone ... </k>
103	reference-semantics/semantics/builtins.k	MPY-BUILTINS	170	170	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #iterNext(zipObj(vCons(_:Val, _:ValSeq), .ValSeq)) => #iterDone ... </k>
104	reference-semantics/semantics/builtins.k	MPY-BUILTINS	171	172	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #iterNext(zipObjS(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq))) => #iterYield(tuple(vCons(str(iCons(A, .IntSeq)), vCons(str(iCons(B, .IntSeq)), .ValSeq))), zipObjS(As, Bs)) ... </k>
105	reference-semantics/semantics/builtins.k	MPY-BUILTINS	173	173	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #iterNext(zipObjS(.IntSeq, _:IntSeq)) => #iterDone ... </k>
106	reference-semantics/semantics/builtins.k	MPY-BUILTINS	174	174	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #iterNext(zipObjS(iCons(_:Int, _:IntSeq), .IntSeq)) => #iterDone ... </k>
107	reference-semantics/semantics/builtins.k	MPY-BUILTINS	177	177	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyBuiltin("range", I:Int, .Vals) => rangeObj(0, I, 1)
108	reference-semantics/semantics/builtins.k	MPY-BUILTINS	178	178	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyBuiltin("range", A:Int, B:Int, .Vals) => rangeObj(A, B, 1)
109	reference-semantics/semantics/builtins.k	MPY-BUILTINS	179	180	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyBuiltin("range", A:Int, B:Int, S:Int, .Vals) => rangeObj(A, B, S) requires S =/=Int 0
110	reference-semantics/semantics/builtins.k	MPY-BUILTINS	187	187	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule applyBuiltin("eval", str(CS:IntSeq), .Vals) => evalArith(CS)
111	reference-semantics/semantics/builtins.k	MPY-BUILTINS	188	188	syntax	function	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax Int ::= evalArith(IntSeq) [function]
112	reference-semantics/semantics/builtins.k	MPY-BUILTINS	189	190	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule evalArith(CS:IntSeq) => firstNdE(passAddE(passMulE(passPowE(tokOps(CS), tokNds(CS)))))
113	reference-semantics/semantics/builtins.k	MPY-BUILTINS	192	192	syntax	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax OpSeq ::= ".OpSeq" | oCons(String, OpSeq)
114	reference-semantics/semantics/builtins.k	MPY-BUILTINS	194	194	syntax	function,total	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax Bool ::= evDigit(Int) [function, total]
115	reference-semantics/semantics/builtins.k	MPY-BUILTINS	195	195	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57
116	reference-semantics/semantics/builtins.k	MPY-BUILTINS	196	196	syntax	function,total	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax Bool ::= evHead42(IntSeq) [function, total]
117	reference-semantics/semantics/builtins.k	MPY-BUILTINS	197	197	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule evHead42(iCons(42, _:IntSeq)) => true
118	reference-semantics/semantics/builtins.k	MPY-BUILTINS	198	198	rule	owise	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule evHead42(_:IntSeq) => false [owise]
119	reference-semantics/semantics/builtins.k	MPY-BUILTINS	199	199	syntax	function,total	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax Bool ::= evHead47(IntSeq) [function, total]
120	reference-semantics/semantics/builtins.k	MPY-BUILTINS	200	200	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule evHead47(iCons(47, _:IntSeq)) => true
121	reference-semantics/semantics/builtins.k	MPY-BUILTINS	201	201	rule	owise	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule evHead47(_:IntSeq) => false [owise]
122	reference-semantics/semantics/builtins.k	MPY-BUILTINS	203	203	syntax	function,total	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax OpSeq ::= tokOps(IntSeq) [function, total]
123	reference-semantics/semantics/builtins.k	MPY-BUILTINS	204	204	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule tokOps(.IntSeq) => .OpSeq
124	reference-semantics/semantics/builtins.k	MPY-BUILTINS	205	205	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule tokOps(iCons(32, R:IntSeq)) => tokOps(R)
125	reference-semantics/semantics/builtins.k	MPY-BUILTINS	206	206	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule tokOps(iCons(C:Int, R:IntSeq)) => tokOps(R) requires evDigit(C)
126	reference-semantics/semantics/builtins.k	MPY-BUILTINS	207	207	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons("**", tokOps(R))
127	reference-semantics/semantics/builtins.k	MPY-BUILTINS	208	208	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule tokOps(iCons(42, R:IntSeq)) => oCons("*", tokOps(R)) requires notBool evHead42(R)
128	reference-semantics/semantics/builtins.k	MPY-BUILTINS	209	209	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons("//", tokOps(R))
129	reference-semantics/semantics/builtins.k	MPY-BUILTINS	210	210	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule tokOps(iCons(47, R:IntSeq)) => oCons("/", tokOps(R)) requires notBool evHead47(R)
130	reference-semantics/semantics/builtins.k	MPY-BUILTINS	211	211	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule tokOps(iCons(43, R:IntSeq)) => oCons("+", tokOps(R))
131	reference-semantics/semantics/builtins.k	MPY-BUILTINS	212	212	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule tokOps(iCons(45, R:IntSeq)) => oCons("-", tokOps(R))
132	reference-semantics/semantics/builtins.k	MPY-BUILTINS	214	215	syntax	function,total	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]
133	reference-semantics/semantics/builtins.k	MPY-BUILTINS	216	216	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule tokNds(.IntSeq) => .IntSeq
134	reference-semantics/semantics/builtins.k	MPY-BUILTINS	217	217	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule tokNds(iCons(32, R:IntSeq)) => tokNds(R)
135	reference-semantics/semantics/builtins.k	MPY-BUILTINS	218	218	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)
136	reference-semantics/semantics/builtins.k	MPY-BUILTINS	219	220	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R) requires notBool evDigit(C) andBool C =/=Int 32
137	reference-semantics/semantics/builtins.k	MPY-BUILTINS	221	222	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R) requires evDigit(C)
138	reference-semantics/semantics/builtins.k	MPY-BUILTINS	223	223	rule	owise	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]
139	reference-semantics/semantics/builtins.k	MPY-BUILTINS	225	225	syntax	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax EvPair ::= evp(OpSeq, IntSeq)
140	reference-semantics/semantics/builtins.k	MPY-BUILTINS	226	226	syntax	function,total	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax Int ::= firstNdE(EvPair) [function, total]
141	reference-semantics/semantics/builtins.k	MPY-BUILTINS	227	227	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N
