origin	path	start	end	kind	flags	exact_source_block
trusted-supplied	/reference/reference-semantics/semantics/int.k	24	24	rule	-	  rule applyCmp(">",  I1:Int, I2:Int)   => I1 >Int  I2
trusted-supplied	/reference/reference-semantics/semantics/int.k	25	25	rule	-	  rule applyCmp(">=", I1:Int, I2:Int)   => I1 >=Int I2
trusted-supplied	/reference/reference-semantics/semantics/int.k	26	26	rule	-	  rule applyCmp("==", I1:Int, I2:Int)   => I1 ==Int I2
trusted-supplied	/reference/reference-semantics/semantics/int.k	27	27	rule	-	  rule applyCmp("!=", I1:Int, I2:Int)   => I1 =/=Int I2
trusted-supplied	/reference/reference-semantics/semantics/int.k	28	28	endmodule	-	endmodule
trusted-supplied	/reference/reference-semantics/semantics/iter.k	6	6	module	-	module MPY-ITER
trusted-supplied	/reference/reference-semantics/semantics/iter.k	7	7	imports	-	  imports MPY-CORE
trusted-supplied	/reference/reference-semantics/semantics/iter.k	8	8	syntax	-	  syntax KItem ::= #iterNext(Iterable) | "#iterDone" | #iterYield(Val, Iterable)
trusted-supplied	/reference/reference-semantics/semantics/iter.k	9	9	endmodule	-	endmodule
trusted-supplied	/reference/reference-semantics/semantics/list.k	3	3	module	-	module MPY-LIST
trusted-supplied	/reference/reference-semantics/semantics/list.k	4	4	imports	-	  imports MPY-CORE
trusted-supplied	/reference/reference-semantics/semantics/list.k	5	5	imports	-	  imports MPY-ITER
trusted-supplied	/reference/reference-semantics/semantics/list.k	6	6	imports	-	  imports MPY-OPERATORS
trusted-supplied	/reference/reference-semantics/semantics/list.k	9	9	rule	-	  rule <k> #iterNext(list(.ValSeq))                => #iterDone ... </k>
trusted-supplied	/reference/reference-semantics/semantics/list.k	10	10	rule	-	  rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/list.k	13	13	syntax	-	  syntax ApplyK ::= "toList"
trusted-supplied	/reference/reference-semantics/semantics/list.k	14	14	rule	-	  rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/list.k	15	15	rule	-	  rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/list.k	18	18	syntax	function,total	  syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/list.k	19	19	rule	-	  rule valSeqConcat(.ValSeq, T:ValSeq)                => T
trusted-supplied	/reference/reference-semantics/semantics/list.k	20	20	rule	-	  rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))
trusted-supplied	/reference/reference-semantics/semantics/list.k	24	25	rule	priority	  rule <k> BinOp("+", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k>\n       [priority(45)]
trusted-supplied	/reference/reference-semantics/semantics/list.k	27	27	rule	-	  rule applyCmp("==", list(A:ValSeq), list(B:ValSeq)) => A ==K B
trusted-supplied	/reference/reference-semantics/semantics/list.k	28	28	rule	-	  rule applyCmp("!=", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)
trusted-supplied	/reference/reference-semantics/semantics/list.k	33	33	syntax	function,total	  syntax Bool ::= hasRefVS(ValSeq) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/list.k	34	34	rule	-	  rule hasRefVS(.ValSeq)                => false
trusted-supplied	/reference/reference-semantics/semantics/list.k	35	35	rule	-	  rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)
trusted-supplied	/reference/reference-semantics/semantics/list.k	37	38	syntax	function	  syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function]\n                | deepEqV(Val, Val, Map)        [function]
trusted-supplied	/reference/reference-semantics/semantics/list.k	39	39	rule	-	  rule deepEqVS(.ValSeq, .ValSeq, _:Map)                   => true
trusted-supplied	/reference/reference-semantics/semantics/list.k	40	40	rule	-	  rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map)    => false
trusted-supplied	/reference/reference-semantics/semantics/list.k	41	41	rule	-	  rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map)    => false
trusted-supplied	/reference/reference-semantics/semantics/list.k	42	43	rule	-	  rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map)\n    => deepEqV(A, B, HP) andBool deepEqVS(As, Bs, HP)
trusted-supplied	/reference/reference-semantics/semantics/list.k	45	46	rule	-	  rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP)\n       requires H in_keys(HP)
trusted-supplied	/reference/reference-semantics/semantics/list.k	47	48	rule	-	  rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP)\n       requires notBool isRefV(A) andBool H in_keys(HP)
trusted-supplied	/reference/reference-semantics/semantics/list.k	49	49	rule	-	  rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)
trusted-supplied	/reference/reference-semantics/semantics/list.k	50	50	rule	owise	  rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise]
trusted-supplied	/reference/reference-semantics/semantics/list.k	53	55	rule	priority	  rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "append")), (V:Val, .Vals)) => noneV ... </k>\n       <heap> ... H |-> list(VS:ValSeq => valSeqConcat(VS, vCons(V, .ValSeq))) ... </heap>\n       [priority(40)]
trusted-supplied	/reference/reference-semantics/semantics/list.k	58	58	syntax	-	  syntax KItem ::= #memberAcc(Val, Iterable) | #memberCont(Val) | "#notB"
trusted-supplied	/reference/reference-semantics/semantics/list.k	59	59	rule	-	  rule <k> Compare(LV:Val, CmpOp("in",     list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/list.k	60	60	rule	-	  rule <k> Compare(LV:Val, CmpOp("not in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ~> #notB ... </k>
trusted-supplied	/reference/reference-semantics/semantics/list.k	61	61	rule	-	  rule <k> #memberAcc(V:Val, IT:Iterable) => #iterNext(IT) ~> #memberCont(V) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/list.k	62	62	rule	-	  rule <k> #iterDone ~> #memberCont(_V:Val) => false ... </k>
trusted-supplied	/reference/reference-semantics/semantics/list.k	63	64	rule	-	  rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k>\n       requires E ==K V
trusted-supplied	/reference/reference-semantics/semantics/list.k	65	66	rule	-	  rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k>\n       requires notBool (E ==K V)
trusted-supplied	/reference/reference-semantics/semantics/list.k	67	67	rule	-	  rule <k> B:Bool ~> #notB => notBool B ... </k>
trusted-supplied	/reference/reference-semantics/semantics/list.k	68	68	endmodule	-	endmodule
trusted-supplied	/reference/reference-semantics/semantics/methods.k	3	3	module	-	module MPY-METHODS
trusted-supplied	/reference/reference-semantics/semantics/methods.k	4	4	imports	-	  imports MPY-CORE
trusted-supplied	/reference/reference-semantics/semantics/methods.k	5	5	imports	-	  imports K-EQUAL
trusted-supplied	/reference/reference-semantics/semantics/methods.k	6	6	imports	-	  imports MPY-STR
trusted-supplied	/reference/reference-semantics/semantics/methods.k	7	7	imports	-	  imports MPY-LIST
trusted-supplied	/reference/reference-semantics/semantics/methods.k	10	10	syntax	function	  syntax Val ::= applyMethod(Val, String, Vals) [function]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	13	13	rule	-	  rule applyMethod(str(CS:IntSeq), "isupper", .Vals) => hasUpper(CS) andBool notBool hasLower(CS)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	14	14	rule	-	  rule applyMethod(str(CS:IntSeq), "islower", .Vals) => hasLower(CS) andBool notBool hasUpper(CS)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	15	15	rule	-	  rule applyMethod(str(CS:IntSeq), "isalpha", .Vals) => notBool (CS ==K .IntSeq) andBool allAlpha(CS)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	16	16	rule	-	  rule applyMethod(str(CS:IntSeq), "isdigit", .Vals) => notBool (CS ==K .IntSeq) andBool allDigit(CS)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	19	19	rule	-	  rule applyMethod(str(CS:IntSeq), "lower",    .Vals) => str(mapLower(CS))
trusted-supplied	/reference/reference-semantics/semantics/methods.k	20	20	rule	-	  rule applyMethod(str(CS:IntSeq), "upper",    .Vals) => str(mapUpper(CS))
trusted-supplied	/reference/reference-semantics/semantics/methods.k	21	21	rule	-	  rule applyMethod(str(CS:IntSeq), "swapcase", .Vals) => str(mapSwap(CS))
trusted-supplied	/reference/reference-semantics/semantics/methods.k	26	26	rule	-	  rule applyMethod(str(SEP:IntSeq), "join", list(VS:ValSeq), .Vals) => str(joinCodes(SEP, VS))
trusted-supplied	/reference/reference-semantics/semantics/methods.k	27	27	syntax	function,total	  syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	28	28	rule	-	  rule joinCodes(_:IntSeq, .ValSeq) => .IntSeq
trusted-supplied	/reference/reference-semantics/semantics/methods.k	29	29	rule	-	  rule joinCodes(_:IntSeq, vCons(str(CS:IntSeq), .ValSeq)) => CS
trusted-supplied	/reference/reference-semantics/semantics/methods.k	30	31	rule	-	  rule joinCodes(SEP:IntSeq, vCons(str(CS:IntSeq), vCons(V:Val, R:ValSeq)))\n    => seqConcat(CS, seqConcat(SEP, joinCodes(SEP, vCons(V, R))))
trusted-supplied	/reference/reference-semantics/semantics/methods.k	34	34	rule	-	  rule applyMethod(str(CS:IntSeq), "count", str(PC:IntSeq), .Vals) => cntSub(CS, PC)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	35	35	syntax	function	  syntax Int ::= cntSub(IntSeq, IntSeq) [function]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	36	36	rule	-	  rule cntSub(.IntSeq, _:IntSeq) => 0
trusted-supplied	/reference/reference-semantics/semantics/methods.k	37	38	rule	-	  rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => 1 +Int cntSub(dropIS(iCons(C, R), isLen(PC)), PC)\n       requires strPrefix(PC, iCons(C, R)) andBool isLen(PC) >Int 0
trusted-supplied	/reference/reference-semantics/semantics/methods.k	39	40	rule	-	  rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => cntSub(R, PC)\n       requires notBool strPrefix(PC, iCons(C, R)) orBool isLen(PC) <=Int 0
trusted-supplied	/reference/reference-semantics/semantics/methods.k	41	41	syntax	function,total	  syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	42	42	rule	-	  rule dropIS(S:IntSeq, N:Int) => S requires N <=Int 0
trusted-supplied	/reference/reference-semantics/semantics/methods.k	43	43	rule	owise	  rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	44	44	rule	-	  rule dropIS(iCons(_:Int, R:IntSeq), N:Int) => dropIS(R, N -Int 1) requires N >Int 0
trusted-supplied	/reference/reference-semantics/semantics/methods.k	47	47	rule	-	  rule applyMethod(str(CS:IntSeq), "strip", .Vals) => str(revIS(trimWS(revIS(trimWS(CS)))))
trusted-supplied	/reference/reference-semantics/semantics/methods.k	48	48	syntax	function,total	  syntax IntSeq ::= trimWS(IntSeq) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	49	49	rule	-	  rule trimWS(.IntSeq) => .IntSeq
trusted-supplied	/reference/reference-semantics/semantics/methods.k	50	50	rule	-	  rule trimWS(iCons(C:Int, R:IntSeq)) => trimWS(R) requires isWSC(C)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	51	51	rule	-	  rule trimWS(iCons(C:Int, R:IntSeq)) => iCons(C, R) requires notBool isWSC(C)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	52	52	syntax	function,total	  syntax IntSeq ::= revIS(IntSeq) [function, total] | revISAcc(IntSeq, IntSeq) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	53	53	rule	-	  rule revIS(S:IntSeq) => revISAcc(S, .IntSeq)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	54	54	rule	-	  rule revISAcc(.IntSeq, A:IntSeq) => A
trusted-supplied	/reference/reference-semantics/semantics/methods.k	55	55	rule	-	  rule revISAcc(iCons(C:Int, R:IntSeq), A:IntSeq) => revISAcc(R, iCons(C, A))
trusted-supplied	/reference/reference-semantics/semantics/methods.k	58	58	rule	-	  rule applyMethod(str(CS:IntSeq), "encode", str(_:IntSeq), .Vals) => str(CS)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	61	61	rule	-	  rule applyMethod(str(XC:IntSeq), "startswith", str(PC:IntSeq), .Vals) => startsWith(PC, XC)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	64	64	rule	-	  rule applyMethod(list(VS:ValSeq), "count", V:Val, .Vals) => cntOccVS(VS, V)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	65	65	syntax	function,total	  syntax Int ::= cntOccVS(ValSeq, Val) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	66	66	rule	-	  rule cntOccVS(.ValSeq, _:Val)                => 0
trusted-supplied	/reference/reference-semantics/semantics/methods.k	67	67	rule	-	  rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => 1 +Int cntOccVS(R, V) requires A ==K V
trusted-supplied	/reference/reference-semantics/semantics/methods.k	68	68	rule	-	  rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => cntOccVS(R, V)        requires notBool (A ==K V)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	72	74	rule	priority	  rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), .Vals)\n        => #alloc(list(splitWS(CS, .IntSeq, .ValSeq))) ... </k>\n       [priority(40)]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	75	75	syntax	function	  syntax ValSeq ::= splitWS(IntSeq, IntSeq, ValSeq) [function]  // remaining, current token, result
trusted-supplied	/reference/reference-semantics/semantics/methods.k	76	76	rule	-	  rule splitWS(.IntSeq, CUR:IntSeq, ACC:ValSeq) => flushTok(ACC, CUR)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	77	78	rule	-	  rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, .IntSeq, flushTok(ACC, CUR))\n       requires isWSC(C)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	79	80	rule	-	  rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, seqConcat(CUR, iCons(C, .IntSeq)), ACC)\n       requires notBool isWSC(C)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	82	82	syntax	function	  syntax ValSeq ::= flushTok(ValSeq, IntSeq) [function]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	83	83	rule	-	  rule flushTok(ACC:ValSeq, .IntSeq)            => ACC
trusted-supplied	/reference/reference-semantics/semantics/methods.k	84	84	rule	-	  rule flushTok(ACC:ValSeq, iCons(C:Int, T:IntSeq)) => valSeqConcat(ACC, vCons(str(iCons(C, T)), .ValSeq))
trusted-supplied	/reference/reference-semantics/semantics/methods.k	85	85	syntax	function,total	  syntax Bool ::= isWSC(Int) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	86	86	rule	-	  rule isWSC(C:Int) => C ==Int 32 orBool C ==Int 9 orBool C ==Int 10 orBool C ==Int 13
trusted-supplied	/reference/reference-semantics/semantics/methods.k	89	91	rule	priority	  rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (kwV("sep", str(S:IntSeq)), .Vals))\n        => #applyK(toCall(boundMethodV(str(CS), "split")), (str(S), .Vals)) ... </k>\n       [priority(39)]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	94	96	rule	priority	  rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (str(iCons(SEP:Int, .IntSeq)), .Vals))\n        => #alloc(list(splitSep(CS, SEP, .IntSeq))) ... </k>\n       [priority(40)]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	97	97	syntax	function	  syntax ValSeq ::= splitSep(IntSeq, Int, IntSeq) [function]  // remaining, sep code, current token
trusted-supplied	/reference/reference-semantics/semantics/methods.k	98	98	rule	-	  rule splitSep(.IntSeq, _SEP:Int, CUR:IntSeq)              => vCons(str(CUR), .ValSeq)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	99	100	rule	-	  rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => vCons(str(CUR), splitSep(R, SEP, .IntSeq))\n       requires C ==Int SEP
trusted-supplied	/reference/reference-semantics/semantics/methods.k	101	102	rule	-	  rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => splitSep(R, SEP, seqConcat(CUR, iCons(C, .IntSeq)))\n       requires notBool (C ==Int SEP)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	104	105	rule	-	  rule applyMethod(str(CS:IntSeq), "replace", str(iCons(A:Int, .IntSeq)), str(iCons(B:Int, .IntSeq)), .Vals)\n    => str(replaceC(CS, A, B))
trusted-supplied	/reference/reference-semantics/semantics/methods.k	106	106	syntax	function,total	  syntax IntSeq ::= replaceC(IntSeq, Int, Int) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	107	107	rule	-	  rule replaceC(.IntSeq, _:Int, _:Int)             => .IntSeq
trusted-supplied	/reference/reference-semantics/semantics/methods.k	108	108	rule	-	  rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(B, replaceC(R, A, B)) requires C ==Int A
trusted-supplied	/reference/reference-semantics/semantics/methods.k	109	109	rule	-	  rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(C, replaceC(R, A, B)) requires notBool (C ==Int A)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	112	112	syntax	function,total	  syntax Bool ::= isUpperC(Int) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	113	113	rule	-	  rule isUpperC(C:Int) => C >=Int 65 andBool C <=Int 90
trusted-supplied	/reference/reference-semantics/semantics/methods.k	115	115	syntax	function,total	  syntax Bool ::= isLowerC(Int) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	116	116	rule	-	  rule isLowerC(C:Int) => C >=Int 97 andBool C <=Int 122
trusted-supplied	/reference/reference-semantics/semantics/methods.k	118	118	syntax	function,total	  syntax Bool ::= isAlphaC(Int) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	119	119	rule	-	  rule isAlphaC(C:Int) => isUpperC(C) orBool isLowerC(C)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	121	121	syntax	function,total	  syntax Bool ::= isDigitC(Int) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	122	122	rule	-	  rule isDigitC(C:Int) => C >=Int 48 andBool C <=Int 57
trusted-supplied	/reference/reference-semantics/semantics/methods.k	124	124	syntax	function,total	  syntax Bool ::= hasUpper(IntSeq) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	125	125	rule	-	  rule hasUpper(.IntSeq) => false
trusted-supplied	/reference/reference-semantics/semantics/methods.k	126	126	rule	-	  rule hasUpper(iCons(C:Int, S:IntSeq)) => isUpperC(C) orBool hasUpper(S)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	128	128	syntax	function,total	  syntax Bool ::= hasLower(IntSeq) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	129	129	rule	-	  rule hasLower(.IntSeq) => false
trusted-supplied	/reference/reference-semantics/semantics/methods.k	130	130	rule	-	  rule hasLower(iCons(C:Int, S:IntSeq)) => isLowerC(C) orBool hasLower(S)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	132	132	syntax	function,total	  syntax Bool ::= allAlpha(IntSeq) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	133	133	rule	-	  rule allAlpha(.IntSeq) => true
trusted-supplied	/reference/reference-semantics/semantics/methods.k	134	134	rule	-	  rule allAlpha(iCons(C:Int, S:IntSeq)) => isAlphaC(C) andBool allAlpha(S)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	136	136	syntax	function,total	  syntax Bool ::= allDigit(IntSeq) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	137	137	rule	-	  rule allDigit(.IntSeq) => true
trusted-supplied	/reference/reference-semantics/semantics/methods.k	138	138	rule	-	  rule allDigit(iCons(C:Int, S:IntSeq)) => isDigitC(C) andBool allDigit(S)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	140	140	syntax	function,total	  syntax Int ::= lowerC(Int) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	142	142	rule	-	  rule lowerC(C:Int) => C +Int 32 requires isUpperC(C)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	143	143	rule	owise	  rule lowerC(C:Int) => C         [owise]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	145	145	syntax	function,total	  syntax Int ::= upperC(Int) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	146	146	rule	-	  rule upperC(C:Int) => C -Int 32 requires isLowerC(C)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	147	147	rule	owise	  rule upperC(C:Int) => C         [owise]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	149	149	syntax	function,total	  syntax Int ::= swapC(Int) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	150	150	rule	-	  rule swapC(C:Int) => C +Int 32 requires isUpperC(C)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	151	151	rule	-	  rule swapC(C:Int) => C -Int 32 requires isLowerC(C)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	152	152	rule	owise	  rule swapC(C:Int) => C         [owise]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	154	154	syntax	function,total	  syntax IntSeq ::= mapLower(IntSeq) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	155	155	rule	-	  rule mapLower(.IntSeq) => .IntSeq
trusted-supplied	/reference/reference-semantics/semantics/methods.k	156	156	rule	-	  rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))
trusted-supplied	/reference/reference-semantics/semantics/methods.k	158	158	syntax	function,total	  syntax IntSeq ::= mapUpper(IntSeq) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	159	159	rule	-	  rule mapUpper(.IntSeq) => .IntSeq
trusted-supplied	/reference/reference-semantics/semantics/methods.k	160	160	rule	-	  rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))
trusted-supplied	/reference/reference-semantics/semantics/methods.k	162	162	syntax	function,total	  syntax IntSeq ::= mapSwap(IntSeq) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	163	163	rule	-	  rule mapSwap(.IntSeq) => .IntSeq
trusted-supplied	/reference/reference-semantics/semantics/methods.k	164	164	rule	-	  rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))
trusted-supplied	/reference/reference-semantics/semantics/methods.k	166	166	syntax	function,total	  syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/methods.k	167	167	rule	-	  rule startsWith(.IntSeq, _:IntSeq)               => true
trusted-supplied	/reference/reference-semantics/semantics/methods.k	168	168	rule	-	  rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false
trusted-supplied	/reference/reference-semantics/semantics/methods.k	169	169	rule	-	  rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)
trusted-supplied	/reference/reference-semantics/semantics/methods.k	170	170	endmodule	-	endmodule
trusted-supplied	/reference/reference-semantics/semantics/operators.k	6	6	module	-	module MPY-OPERATORS
trusted-supplied	/reference/reference-semantics/semantics/operators.k	7	7	imports	-	  imports MPY-CORE
trusted-supplied	/reference/reference-semantics/semantics/operators.k	8	8	imports	-	  imports MPY-ITER
trusted-supplied	/reference/reference-semantics/semantics/operators.k	10	10	rule	-	  rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/operators.k	12	12	rule	-	  rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/operators.k	15	15	context	-	  context Compare(HOLE, _)
trusted-supplied	/reference/reference-semantics/semantics/operators.k	16	16	context	-	  context Compare(_:Val, CmpOp(_, HOLE))
trusted-supplied	/reference/reference-semantics/semantics/operators.k	17	17	rule	owise	  rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
trusted-supplied	/reference/reference-semantics/semantics/operators.k	19	19	rule	-	  rule applyCmp("is",     V:Val, noneV) => V ==K noneV
trusted-supplied	/reference/reference-semantics/semantics/operators.k	20	20	rule	-	  rule applyCmp("is not", V:Val, noneV) => notBool (V ==K noneV)
trusted-supplied	/reference/reference-semantics/semantics/operators.k	25	27	rule	priority	  rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
trusted-supplied	/reference/reference-semantics/semantics/operators.k	28	31	rule	priority	  rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       requires notBool isRefV(L)\n       [priority(40)]
trusted-supplied	/reference/reference-semantics/semantics/operators.k	34	37	rule	priority	  rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       requires OP =/=String "in" andBool OP =/=String "not in"\n       [priority(40)]
trusted-supplied	/reference/reference-semantics/semantics/operators.k	38	42	rule	priority	  rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       requires notBool isRefV(L)\n        orBool OP ==String "in" orBool OP ==String "not in"\n       [priority(40)]
trusted-supplied	/reference/reference-semantics/semantics/operators.k	44	46	rule	priority	  rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
trusted-supplied	/reference/reference-semantics/semantics/operators.k	47	47	endmodule	-	endmodule
trusted-supplied	/reference/reference-semantics/semantics/range.k	5	5	module	-	module MPY-RANGE
trusted-supplied	/reference/reference-semantics/semantics/range.k	6	6	imports	-	  imports MPY-CORE
trusted-supplied	/reference/reference-semantics/semantics/range.k	7	7	imports	-	  imports MPY-ITER
trusted-supplied	/reference/reference-semantics/semantics/range.k	9	9	syntax	function,total	  syntax Bool ::= inRange(Int, Int, Int) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/range.k	10	10	rule	-	  rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
trusted-supplied	/reference/reference-semantics/semantics/range.k	12	12	syntax	function	  syntax Int ::= rangeLen(Int, Int, Int) [function]
