COMMAND: /audit-output/evidence/inventory_k.sh /tmp/audit-work/48-is-palindrome /audit-output/evidence/rule-inventory.tsv 
id	file	line	kind	declaration	decision
714	reference-semantics/semantics/methods.k	143	rule	rule lowerC(C:Int) => C         [owise]	ACCEPT_FIXED_RULE
715	reference-semantics/semantics/methods.k	145	syntax	syntax Int ::= upperC(Int) [function, total]	ACCEPT_FIXED_DECLARATION
716	reference-semantics/semantics/methods.k	146	rule	rule upperC(C:Int) => C -Int 32 requires isLowerC(C)	ACCEPT_FIXED_RULE
717	reference-semantics/semantics/methods.k	147	rule	rule upperC(C:Int) => C         [owise]	ACCEPT_FIXED_RULE
718	reference-semantics/semantics/methods.k	149	syntax	syntax Int ::= swapC(Int) [function, total]	ACCEPT_FIXED_DECLARATION
719	reference-semantics/semantics/methods.k	150	rule	rule swapC(C:Int) => C +Int 32 requires isUpperC(C)	ACCEPT_FIXED_RULE
720	reference-semantics/semantics/methods.k	151	rule	rule swapC(C:Int) => C -Int 32 requires isLowerC(C)	ACCEPT_FIXED_RULE
721	reference-semantics/semantics/methods.k	152	rule	rule swapC(C:Int) => C         [owise]	ACCEPT_FIXED_RULE
722	reference-semantics/semantics/methods.k	154	syntax	syntax IntSeq ::= mapLower(IntSeq) [function, total]	ACCEPT_FIXED_DECLARATION
723	reference-semantics/semantics/methods.k	155	rule	rule mapLower(.IntSeq) => .IntSeq	ACCEPT_FIXED_RULE
724	reference-semantics/semantics/methods.k	156	rule	rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))	ACCEPT_FIXED_RULE
725	reference-semantics/semantics/methods.k	158	syntax	syntax IntSeq ::= mapUpper(IntSeq) [function, total]	ACCEPT_FIXED_DECLARATION
726	reference-semantics/semantics/methods.k	159	rule	rule mapUpper(.IntSeq) => .IntSeq	ACCEPT_FIXED_RULE
727	reference-semantics/semantics/methods.k	160	rule	rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))	ACCEPT_FIXED_RULE
728	reference-semantics/semantics/methods.k	162	syntax	syntax IntSeq ::= mapSwap(IntSeq) [function, total]	ACCEPT_FIXED_DECLARATION
729	reference-semantics/semantics/methods.k	163	rule	rule mapSwap(.IntSeq) => .IntSeq	ACCEPT_FIXED_RULE
730	reference-semantics/semantics/methods.k	164	rule	rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))	ACCEPT_FIXED_RULE
731	reference-semantics/semantics/methods.k	166	syntax	syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]	ACCEPT_FIXED_DECLARATION
732	reference-semantics/semantics/methods.k	167	rule	rule startsWith(.IntSeq, _:IntSeq)               => true	ACCEPT_FIXED_RULE
733	reference-semantics/semantics/methods.k	168	rule	rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false	ACCEPT_FIXED_RULE
734	reference-semantics/semantics/methods.k	169	rule	rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)	ACCEPT_FIXED_RULE
735	reference-semantics/semantics/operators.k	10	rule	rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>	ACCEPT_FIXED_RULE
736	reference-semantics/semantics/operators.k	12	rule	rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>	ACCEPT_FIXED_RULE
737	reference-semantics/semantics/operators.k	15	context	context Compare(HOLE, _)	ACCEPT_FIXED_EVALUATION_CONTEXT
738	reference-semantics/semantics/operators.k	16	context	context Compare(_:Val, CmpOp(_, HOLE))	ACCEPT_FIXED_EVALUATION_CONTEXT
739	reference-semantics/semantics/operators.k	17	rule	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]	ACCEPT_FIXED_RULE
740	reference-semantics/semantics/operators.k	19	rule	rule applyCmp("is",     V:Val, noneV) => V ==K noneV	ACCEPT_FIXED_RULE
741	reference-semantics/semantics/operators.k	20	rule	rule applyCmp("is not", V:Val, noneV) => notBool (V ==K noneV)	ACCEPT_FIXED_RULE
742	reference-semantics/semantics/operators.k	25	rule	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k>	ACCEPT_FIXED_RULE
743	reference-semantics/semantics/operators.k	28	rule	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k>	ACCEPT_FIXED_RULE
744	reference-semantics/semantics/operators.k	34	rule	rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k>	ACCEPT_FIXED_RULE
745	reference-semantics/semantics/operators.k	38	rule	rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k>	ACCEPT_FIXED_RULE
746	reference-semantics/semantics/operators.k	44	rule	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k>	ACCEPT_FIXED_RULE
747	reference-semantics/semantics/range.k	9	syntax	syntax Bool ::= inRange(Int, Int, Int) [function, total]	ACCEPT_FIXED_DECLARATION
748	reference-semantics/semantics/range.k	10	rule	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)	ACCEPT_FIXED_RULE
749	reference-semantics/semantics/range.k	12	syntax	syntax Int ::= rangeLen(Int, Int, Int) [function]	ACCEPT_FIXED_DECLARATION
750	reference-semantics/semantics/range.k	13	rule	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST	ACCEPT_FIXED_RULE
751	reference-semantics/semantics/range.k	15	rule	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST)	ACCEPT_FIXED_RULE
752	reference-semantics/semantics/range.k	17	rule	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0	ACCEPT_FIXED_RULE
753	reference-semantics/semantics/range.k	20	rule	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int))	ACCEPT_FIXED_RULE
754	reference-semantics/semantics/range.k	23	rule	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k>	ACCEPT_FIXED_RULE
755	reference-semantics/semantics/set.k	8	syntax	syntax Val ::= setV(IntSeq)	ACCEPT_FIXED_DECLARATION
756	reference-semantics/semantics/set.k	11	syntax	syntax Bool ::= codeIn(Int, IntSeq) [function, total]	ACCEPT_FIXED_DECLARATION
757	reference-semantics/semantics/set.k	12	rule	rule codeIn(_:Int, .IntSeq)                => false	ACCEPT_FIXED_RULE
758	reference-semantics/semantics/set.k	13	rule	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)	ACCEPT_FIXED_RULE
759	reference-semantics/semantics/set.k	16	syntax	syntax IntSeq ::= dedupCodes(IntSeq)         [function, total]	ACCEPT_FIXED_DECLARATION
760	reference-semantics/semantics/set.k	18	rule	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)	ACCEPT_FIXED_RULE
761	reference-semantics/semantics/set.k	19	rule	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC	ACCEPT_FIXED_RULE
762	reference-semantics/semantics/set.k	20	rule	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC)	ACCEPT_FIXED_RULE
763	reference-semantics/semantics/set.k	22	rule	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C))	ACCEPT_FIXED_RULE
764	reference-semantics/semantics/set.k	25	syntax	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]	ACCEPT_FIXED_DECLARATION
765	reference-semantics/semantics/set.k	26	rule	rule snocCode(.IntSeq, C:Int)                => iCons(C, .IntSeq)	ACCEPT_FIXED_RULE
766	reference-semantics/semantics/set.k	27	rule	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))	ACCEPT_FIXED_RULE
767	reference-semantics/semantics/set.k	31	syntax	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]	ACCEPT_FIXED_DECLARATION
768	reference-semantics/semantics/set.k	32	rule	rule subsetCodes(.IntSeq, _:IntSeq)                => true	ACCEPT_FIXED_RULE
769	reference-semantics/semantics/set.k	33	rule	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)	ACCEPT_FIXED_RULE
770	reference-semantics/semantics/set.k	35	syntax	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]	ACCEPT_FIXED_DECLARATION
771	reference-semantics/semantics/set.k	36	rule	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)	ACCEPT_FIXED_RULE
772	reference-semantics/semantics/set.k	39	rule	rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)	ACCEPT_FIXED_RULE
773	reference-semantics/semantics/sort.k	18	syntax	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]	ACCEPT_FIXED_DECLARATION
774	reference-semantics/semantics/sort.k	19	syntax	syntax ValSeq ::= insVS(Int, ValSeq) [function]	ACCEPT_FIXED_DECLARATION
775	reference-semantics/semantics/sort.k	20	rule	rule sortVS(.ValSeq)                => .ValSeq          [concrete]	ACCEPT_FIXED_RULE
776	reference-semantics/semantics/sort.k	21	rule	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]	ACCEPT_FIXED_RULE
777	reference-semantics/semantics/sort.k	22	rule	rule insVS(X:Int, .ValSeq)                => vCons(X, .ValSeq) [concrete]	ACCEPT_FIXED_RULE
778	reference-semantics/semantics/sort.k	23	rule	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]	ACCEPT_FIXED_RULE
779	reference-semantics/semantics/sort.k	24	rule	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete]	ACCEPT_FIXED_RULE
780	reference-semantics/semantics/sort.k	26	syntax	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]	ACCEPT_FIXED_DECLARATION
781	reference-semantics/semantics/sort.k	27	rule	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]	ACCEPT_FIXED_RULE
782	reference-semantics/semantics/sort.k	28	rule	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]	ACCEPT_FIXED_RULE
783	reference-semantics/semantics/sort.k	29	rule	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R))	ACCEPT_FIXED_RULE
784	reference-semantics/semantics/sort.k	31	rule	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R))	ACCEPT_FIXED_RULE
785	reference-semantics/semantics/sort.k	36	rule	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals))	ACCEPT_FIXED_RULE
786	reference-semantics/semantics/sort.k	40	rule	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k>	ACCEPT_FIXED_RULE
787	reference-semantics/semantics/sort.k	49	syntax	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]	ACCEPT_FIXED_DECLARATION
788	reference-semantics/semantics/sort.k	51	syntax	syntax ValSeq ::= revVS(ValSeq) [function, total]	ACCEPT_FIXED_DECLARATION
789	reference-semantics/semantics/sort.k	53	rule	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)	ACCEPT_FIXED_RULE
790	reference-semantics/semantics/sort.k	54	rule	rule revVSAcc(.ValSeq, A:ValSeq) => A	ACCEPT_FIXED_RULE
791	reference-semantics/semantics/sort.k	55	rule	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))	ACCEPT_FIXED_RULE
792	reference-semantics/semantics/sort.k	57	syntax	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]	ACCEPT_FIXED_DECLARATION
793	reference-semantics/semantics/sort.k	58	rule	rule condRev(S:ValSeq, false) => S	ACCEPT_FIXED_RULE
794	reference-semantics/semantics/sort.k	59	rule	rule condRev(S:ValSeq, true)  => revVS(S)	ACCEPT_FIXED_RULE
795	reference-semantics/semantics/sort.k	61	rule	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals))	ACCEPT_FIXED_RULE
796	reference-semantics/semantics/sort.k	63	rule	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals))	ACCEPT_FIXED_RULE
797	reference-semantics/semantics/sort.k	65	rule	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals))	ACCEPT_FIXED_RULE
798	reference-semantics/semantics/str.k	8	rule	rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>	ACCEPT_FIXED_RULE
799	reference-semantics/semantics/str.k	9	rule	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq)))	ACCEPT_FIXED_RULE
800	reference-semantics/semantics/str.k	13	syntax	syntax IntSeq ::= strToCodes(String) [function]	ACCEPT_FIXED_DECLARATION
801	reference-semantics/semantics/str.k	14	rule	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>	ACCEPT_FIXED_RULE
802	reference-semantics/semantics/str.k	15	rule	rule strToCodes("") => .IntSeq	ACCEPT_FIXED_RULE
803	reference-semantics/semantics/str.k	16	rule	rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S))))	ACCEPT_FIXED_RULE
804	reference-semantics/semantics/str.k	20	syntax	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]	ACCEPT_FIXED_DECLARATION
805	reference-semantics/semantics/str.k	21	rule	rule seqConcat(.IntSeq, T:IntSeq)                => T	ACCEPT_FIXED_RULE
806	reference-semantics/semantics/str.k	22	rule	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))	ACCEPT_FIXED_RULE
807	reference-semantics/semantics/str.k	24	rule	rule applyBin("+",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))	ACCEPT_FIXED_RULE
808	reference-semantics/semantics/str.k	25	rule	rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B	ACCEPT_FIXED_RULE
809	reference-semantics/semantics/str.k	26	rule	rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)	ACCEPT_FIXED_RULE
810	reference-semantics/semantics/str.k	29	rule	rule applyCmp("in",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)	ACCEPT_FIXED_RULE
811	reference-semantics/semantics/str.k	30	rule	rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)	ACCEPT_FIXED_RULE
812	reference-semantics/semantics/str.k	32	syntax	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]	ACCEPT_FIXED_DECLARATION
813	reference-semantics/semantics/str.k	33	rule	rule strPrefix(.IntSeq, _:IntSeq)               => true	ACCEPT_FIXED_RULE
814	reference-semantics/semantics/str.k	34	rule	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false	ACCEPT_FIXED_RULE
815	reference-semantics/semantics/str.k	35	rule	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)	ACCEPT_FIXED_RULE
816	reference-semantics/semantics/str.k	37	syntax	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]	ACCEPT_FIXED_DECLARATION
817	reference-semantics/semantics/str.k	38	rule	rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)	ACCEPT_FIXED_RULE
818	reference-semantics/semantics/str.k	39	rule	rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)	ACCEPT_FIXED_RULE
819	reference-semantics/semantics/str.k	40	rule	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs)	ACCEPT_FIXED_RULE
820	reference-semantics/semantics/str.k	48	syntax	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]	ACCEPT_FIXED_DECLARATION
821	reference-semantics/semantics/str.k	49	rule	rule strLt(.IntSeq, .IntSeq)                => false	ACCEPT_FIXED_RULE
822	reference-semantics/semantics/str.k	50	rule	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true	ACCEPT_FIXED_RULE
823	reference-semantics/semantics/str.k	51	rule	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false	ACCEPT_FIXED_RULE
824	reference-semantics/semantics/str.k	52	rule	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B	ACCEPT_FIXED_RULE
825	reference-semantics/semantics/str.k	53	rule	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B	ACCEPT_FIXED_RULE
826	reference-semantics/semantics/str.k	54	rule	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B	ACCEPT_FIXED_RULE
827	reference-semantics/semantics/str.k	56	rule	rule applyCmp("<",  str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)	ACCEPT_FIXED_RULE
828	reference-semantics/semantics/str.k	57	rule	rule applyCmp(">",  str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)	ACCEPT_FIXED_RULE
829	reference-semantics/semantics/str.k	58	rule	rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)	ACCEPT_FIXED_RULE
830	reference-semantics/semantics/str.k	59	rule	rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)	ACCEPT_FIXED_RULE
831	reference-semantics/semantics/subscript.k	11	syntax	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]	ACCEPT_FIXED_DECLARATION
832	reference-semantics/semantics/subscript.k	12	rule	rule valSeqAt(vCons(V:Val, _:ValSeq), 0)     => V	ACCEPT_FIXED_RULE
833	reference-semantics/semantics/subscript.k	13	rule	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1)	ACCEPT_FIXED_RULE
834	reference-semantics/semantics/subscript.k	16	syntax	syntax Int ::= intSeqAt(IntSeq, Int) [function]	ACCEPT_FIXED_DECLARATION
835	reference-semantics/semantics/subscript.k	17	rule	rule intSeqAt(iCons(C:Int, _:IntSeq), 0)     => C	ACCEPT_FIXED_RULE
836	reference-semantics/semantics/subscript.k	18	rule	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1)	ACCEPT_FIXED_RULE
837	reference-semantics/semantics/subscript.k	21	syntax	syntax Int ::= normIdx(Int, Int) [function, total]	ACCEPT_FIXED_DECLARATION
838	reference-semantics/semantics/subscript.k	22	rule	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0	ACCEPT_FIXED_RULE
839	reference-semantics/semantics/subscript.k	23	rule	rule normIdx(I:Int, _:Int)   => I          requires I >=Int 0	ACCEPT_FIXED_RULE
840	reference-semantics/semantics/subscript.k	27	context	context Subscript(HOLE, _)	ACCEPT_FIXED_EVALUATION_CONTEXT
841	reference-semantics/semantics/subscript.k	28	context	context Subscript(_:Val, HOLE:Expr)	ACCEPT_FIXED_EVALUATION_CONTEXT
842	reference-semantics/semantics/subscript.k	31	rule	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k>	ACCEPT_FIXED_RULE
843	reference-semantics/semantics/subscript.k	35	rule	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>	ACCEPT_FIXED_RULE
844	reference-semantics/semantics/subscript.k	37	syntax	syntax Val ::= applyIndex(Val, Int) [function]	ACCEPT_FIXED_DECLARATION
845	reference-semantics/semantics/subscript.k	38	rule	rule applyIndex(list(VS:ValSeq),  I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))	ACCEPT_FIXED_RULE
846	reference-semantics/semantics/subscript.k	39	rule	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))	ACCEPT_FIXED_RULE
847	reference-semantics/semantics/subscript.k	40	rule	rule applyIndex(str(IS:IntSeq),   I:Int)	ACCEPT_FIXED_RULE
848	reference-semantics/semantics/subscript.k	44	syntax	syntax KItem ::= #evalB(Bound) | "#toSome"	ACCEPT_FIXED_DECLARATION
849	reference-semantics/semantics/subscript.k	49	syntax	syntax OptInt ::= "noB" | someB(Int)	ACCEPT_FIXED_DECLARATION
850	reference-semantics/semantics/subscript.k	50	rule	rule <k> #evalB(NoBound)  => noB ... </k>	ACCEPT_FIXED_RULE
851	reference-semantics/semantics/subscript.k	51	rule	rule <k> #evalB(E:Expr)   => E ~> #toSome ... </k>	ACCEPT_FIXED_RULE
852	reference-semantics/semantics/subscript.k	52	rule	rule <k> I:Int ~> #toSome => someB(I) ... </k>	ACCEPT_FIXED_RULE
853	reference-semantics/semantics/subscript.k	54	rule	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>	ACCEPT_FIXED_RULE
854	reference-semantics/semantics/subscript.k	55	rule	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound)   => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>	ACCEPT_FIXED_RULE
855	reference-semantics/semantics/subscript.k	56	rule	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound)  => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>	ACCEPT_FIXED_RULE
856	reference-semantics/semantics/subscript.k	58	rule	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt)	ACCEPT_FIXED_RULE
857	reference-semantics/semantics/subscript.k	61	rule	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>	ACCEPT_FIXED_RULE
858	reference-semantics/semantics/subscript.k	63	syntax	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]	ACCEPT_FIXED_DECLARATION
859	reference-semantics/semantics/subscript.k	64	rule	rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt)	ACCEPT_FIXED_RULE
860	reference-semantics/semantics/subscript.k	66	rule	rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt)	ACCEPT_FIXED_RULE
861	reference-semantics/semantics/subscript.k	68	rule	rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt)	ACCEPT_FIXED_RULE
862	reference-semantics/semantics/subscript.k	72	syntax	syntax Int ::= slStep(OptInt) [function, total]	ACCEPT_FIXED_DECLARATION
863	reference-semantics/semantics/subscript.k	73	rule	rule slStep(noB)          => 1	ACCEPT_FIXED_RULE
864	reference-semantics/semantics/subscript.k	74	rule	rule slStep(someB(S:Int)) => S	ACCEPT_FIXED_RULE
865	reference-semantics/semantics/subscript.k	76	syntax	syntax Int ::= slStart(OptInt, OptInt, Int) [function]	ACCEPT_FIXED_DECLARATION
866	reference-semantics/semantics/subscript.k	77	rule	rule slStart(noB,          ST:OptInt, _LEN:Int) => 0	ACCEPT_FIXED_RULE
867	reference-semantics/semantics/subscript.k	79	rule	rule slStart(noB,          ST:OptInt, LEN:Int)  => LEN -Int 1	ACCEPT_FIXED_RULE
868	reference-semantics/semantics/subscript.k	81	rule	rule slStart(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))	ACCEPT_FIXED_RULE
869	reference-semantics/semantics/subscript.k	83	syntax	syntax Int ::= slStop(OptInt, OptInt, Int) [function]	ACCEPT_FIXED_DECLARATION
870	reference-semantics/semantics/subscript.k	84	rule	rule slStop(noB,          ST:OptInt, LEN:Int)  => LEN	ACCEPT_FIXED_RULE
871	reference-semantics/semantics/subscript.k	86	rule	rule slStop(noB,          ST:OptInt, _LEN:Int) => -1	ACCEPT_FIXED_RULE
872	reference-semantics/semantics/subscript.k	88	rule	rule slStop(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))	ACCEPT_FIXED_RULE
873	reference-semantics/semantics/subscript.k	90	syntax	syntax Int ::= slAdjust(Int, Int, Int) [function, total]	ACCEPT_FIXED_DECLARATION
874	reference-semantics/semantics/subscript.k	91	rule	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP)	ACCEPT_FIXED_RULE
875	reference-semantics/semantics/subscript.k	93	rule	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP)	ACCEPT_FIXED_RULE
876	reference-semantics/semantics/subscript.k	96	syntax	syntax Int ::= clampLo(Int, Int) [function, total]	ACCEPT_FIXED_DECLARATION
877	reference-semantics/semantics/subscript.k	97	rule	rule clampLo(J:Int, _STEP:Int) => J	ACCEPT_FIXED_RULE
878	reference-semantics/semantics/subscript.k	99	rule	rule clampLo(J:Int, STEP:Int)  => #if STEP <Int 0 #then -1 #else 0 #fi	ACCEPT_FIXED_RULE
879	reference-semantics/semantics/subscript.k	102	syntax	syntax Int ::= clampHi(Int, Int, Int) [function, total]	ACCEPT_FIXED_DECLARATION
880	reference-semantics/semantics/subscript.k	103	rule	rule clampHi(I:Int, LEN:Int, _STEP:Int) => I	ACCEPT_FIXED_RULE
881	reference-semantics/semantics/subscript.k	105	rule	rule clampHi(I:Int, LEN:Int, STEP:Int)  => #if STEP <Int 0 #then LEN -Int 1 #else LEN #fi	ACCEPT_FIXED_RULE
882	reference-semantics/semantics/subscript.k	109	syntax	syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]	ACCEPT_FIXED_DECLARATION
883	reference-semantics/semantics/subscript.k	110	rule	rule buildVS(VS:ValSeq, I:Int, STOP:Int, STEP:Int)	ACCEPT_FIXED_RULE
884	reference-semantics/semantics/subscript.k	113	rule	rule buildVS(_:ValSeq, I:Int, STOP:Int, STEP:Int) => .ValSeq	ACCEPT_FIXED_RULE
885	reference-semantics/semantics/subscript.k	116	syntax	syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]	ACCEPT_FIXED_DECLARATION
886	reference-semantics/semantics/subscript.k	117	rule	rule buildIS(IS:IntSeq, I:Int, STOP:Int, STEP:Int)	ACCEPT_FIXED_RULE
887	reference-semantics/semantics/subscript.k	120	rule	rule buildIS(_:IntSeq, I:Int, STOP:Int, STEP:Int) => .IntSeq	ACCEPT_FIXED_RULE
888	reference-semantics/semantics/syntax.k	9	syntax	syntax Expr ::= "Int"      "(" Int ")"	ACCEPT_FIXED_DECLARATION
889	reference-semantics/semantics/syntax.k	32	syntax	syntax CmpOp    ::= "CmpOp" "(" String "," Expr ")"	ACCEPT_FIXED_DECLARATION
890	reference-semantics/semantics/syntax.k	33	syntax	syntax Entry    ::= "Entry" "(" Expr "," Expr ")"	ACCEPT_FIXED_DECLARATION
