source,source_sha256,line_start,line_end,kind,flags,summary,decision,rationale
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,98,98,rule,ordinary-rule,"rule applyBuiltin(""max"", I:Int, REST:Vals) => maxVals(I, REST)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,99,99,rule,ordinary-rule,"rule maxVals(M:Int, .Vals)           => M",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,100,100,rule,ordinary-rule,"rule maxVals(M:Int, (I:Int, R:Vals)) => maxVals(maxInt(M, I), R)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,102,102,syntax,function,"syntax Int ::= minVals(Int, Vals) [function]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,103,103,rule,ordinary-rule,"rule applyBuiltin(""min"", I:Int, REST:Vals) => minVals(I, REST)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,104,104,rule,ordinary-rule,"rule minVals(M:Int, .Vals)           => M",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,105,107,rule,ordinary-rule,"rule minVals(M:Int, (I:Int, R:Vals)) => minVals(minInt(M, I), R) ",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,108,110,rule,ordinary-rule,"rule applyBuiltin(""bin"", N:Int, .Vals) => str(iCons(48, iCons(98, binCodes(N)))) requires N >=Int 0",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,111,113,rule,ordinary-rule,"rule applyBuiltin(""bin"", N:Int, .Vals) => str(iCons(45, iCons(48, iCons(98, binCodes(0 -Int N)))))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,114,114,syntax,function;total,"syntax IntSeq ::= binCodes(Int) [function, total]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,115,115,rule,ordinary-rule,"rule binCodes(0) => iCons(48, .IntSeq)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,116,116,rule,ordinary-rule,"rule binCodes(N:Int) => binAcc(N, .IntSeq) requires N >Int 0",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,117,117,syntax,function;total,"syntax IntSeq ::= binAcc(Int, IntSeq) [function, total]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,118,118,rule,ordinary-rule,"rule binAcc(0, ACC:IntSeq) => ACC",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,119,123,rule,ordinary-rule,"rule binAcc(N:Int, ACC:IntSeq) => binAcc((N -Int pyMod(N, 2)) /Int 2, iCons(48 +Int pyMod(N, 2), ACC))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,124,125,rule,ordinary-rule,"rule <k> #applyK(toCall(builtinV(""enumerate"")), (list(VS:ValSeq), .Vals)) => #alloc(list(enumVS(VS, 0))) ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,126,126,syntax,function;total,"syntax ValSeq ::= enumVS(ValSeq, Int) [function, total]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,127,127,rule,ordinary-rule,"rule enumVS(.ValSeq, _:Int) => .ValSeq",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,128,131,rule,ordinary-rule,"rule enumVS(vCons(V:Val, R:ValSeq), I:Int) => vCons(tuple(vCons(I, vCons(V, .ValSeq))), enumVS(R, I +Int 1))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,132,133,rule,ordinary-rule,"rule <k> #applyK(toCall(builtinV(""map"")), (typeV(""str""), list(VS:ValSeq), .Vals)) => #alloc(list(mapStrVS(VS))) ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,134,134,syntax,function;total,"syntax ValSeq ::= mapStrVS(ValSeq) [function, total]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,135,135,rule,ordinary-rule,rule mapStrVS(.ValSeq) => .ValSeq,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,136,136,rule,ordinary-rule,"rule mapStrVS(vCons(I:Int, R:ValSeq)) => vCons(str(strToCodes(Int2String(I))), mapStrVS(R))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,137,139,rule,ordinary-rule,"rule mapStrVS(vCons(str(CS:IntSeq), R:ValSeq)) => vCons(str(CS), mapStrVS(R)) ",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,140,142,rule,ordinary-rule,"rule applyBuiltin(""int"", I:Int, .Vals) => I ",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,143,143,rule,ordinary-rule,"rule applyBuiltin(""ord"", str(iCons(C:Int, .IntSeq)), .Vals) => C",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,144,147,rule,ordinary-rule,"rule applyBuiltin(""chr"", I:Int, .Vals) => str(iCons(I, .IntSeq)) requires 0 <=Int I andBool I <Int 128",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,148,148,rule,ordinary-rule,"rule applyBuiltin(""str"", I:Int, .Vals)       => str(strToCodes(Int2String(I)))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,149,151,rule,ordinary-rule,"rule applyBuiltin(""str"", str(CS:IntSeq), .Vals) => str(CS) ",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,152,155,rule,ordinary-rule,"rule applyBuiltin(""int"", str(iCons(C:Int, .IntSeq)), .Vals) => C -Int 48 requires 48 <=Int C andBool C <=Int 57",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,156,157,rule,ordinary-rule,"rule applyBuiltin(""int"", str(CS:IntSeq), .Vals) => intDigAcc(CS, 0) requires isLen(CS) >=Int 2",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,158,158,syntax,function;total,"syntax Int ::= intDigAcc(IntSeq, Int) [function, total]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,159,159,rule,ordinary-rule,"rule intDigAcc(.IntSeq, ACC:Int)             => ACC",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,160,162,rule,ordinary-rule,"rule intDigAcc(iCons(C:Int, R:IntSeq), ACC:Int) => intDigAcc(R, (ACC *Int 10) +Int (C -Int 48)) ",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,163,163,rule,ordinary-rule,"rule applyBuiltin(""zip"", list(A:ValSeq), list(B:ValSeq), .Vals) => zipObj(A, B)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,164,166,rule,ordinary-rule,"rule applyBuiltin(""zip"", str(A:IntSeq), str(B:IntSeq), .Vals)   => zipObjS(A, B) ",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,167,168,rule,ordinary-rule,"rule <k> #iterNext(zipObj(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq))) => #iterYield(tuple(vCons(A, vCons(B, .ValSeq))), zipObj(As, Bs)) ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,169,169,rule,ordinary-rule,"rule <k> #iterNext(zipObj(.ValSeq, _:ValSeq))               => #iterDone ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,170,170,rule,ordinary-rule,"rule <k> #iterNext(zipObj(vCons(_:Val, _:ValSeq), .ValSeq)) => #iterDone ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,171,172,rule,ordinary-rule,"rule <k> #iterNext(zipObjS(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq))) => #iterYield(tuple(vCons(str(iCons(A, .IntSeq)), vCons(str(iCons(B, .IntSeq)), .ValSeq))), zipObjS(As, Bs)) ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,173,173,rule,ordinary-rule,"rule <k> #iterNext(zipObjS(.IntSeq, _:IntSeq))              => #iterDone ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,174,176,rule,ordinary-rule,"rule <k> #iterNext(zipObjS(iCons(_:Int, _:IntSeq), .IntSeq)) => #iterDone ... </k> ",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,177,177,rule,ordinary-rule,"rule applyBuiltin(""range"", I:Int, .Vals)               => rangeObj(0, I, 1)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,178,178,rule,ordinary-rule,"rule applyBuiltin(""range"", A:Int, B:Int, .Vals)        => rangeObj(A, B, 1)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,179,186,rule,concrete;ordinary-rule,"rule applyBuiltin(""range"", A:Int, B:Int, S:Int, .Vals) => rangeObj(A, B, S) requires S =/=Int 0",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,187,187,rule,ordinary-rule,"rule applyBuiltin(""eval"", str(CS:IntSeq), .Vals) => evalArith(CS)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,188,188,syntax,function,syntax Int ::= evalArith(IntSeq) [function],ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,189,190,rule,ordinary-rule,"rule evalArith(CS:IntSeq) => firstNdE(passAddE(passMulE(passPowE(tokOps(CS), tokNds(CS)))))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,192,192,syntax,,"syntax OpSeq ::= "".OpSeq"" | oCons(String, OpSeq)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,194,194,syntax,function;total,"syntax Bool ::= evDigit(Int) [function, total]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,195,195,rule,ordinary-rule,rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,196,196,syntax,function;total,"syntax Bool ::= evHead42(IntSeq) [function, total]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,197,197,rule,ordinary-rule,"rule evHead42(iCons(42, _:IntSeq)) => true",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,198,198,rule,owise;ordinary-rule,rule evHead42(_:IntSeq)            => false [owise],ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,199,199,syntax,function;total,"syntax Bool ::= evHead47(IntSeq) [function, total]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,200,200,rule,ordinary-rule,"rule evHead47(iCons(47, _:IntSeq)) => true",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,201,201,rule,owise;ordinary-rule,rule evHead47(_:IntSeq)            => false [owise],ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,203,203,syntax,function;total,"syntax OpSeq ::= tokOps(IntSeq) [function, total]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,204,204,rule,ordinary-rule,rule tokOps(.IntSeq)                 => .OpSeq,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,205,205,rule,ordinary-rule,"rule tokOps(iCons(32, R:IntSeq))     => tokOps(R)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,206,206,rule,ordinary-rule,"rule tokOps(iCons(C:Int, R:IntSeq))  => tokOps(R) requires evDigit(C)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/builtins.k,fa43a855b8a4548f305f3dd210c8f6c6e7aa15b8d1cb0b8296977f061310c2dd,207,207,rule,ordinary-rule,"rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons(""**"", tokOps(R))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
