id	file	start_line	end_line	kind	attributes	relevance	decision	justification	sentence
K-0079	semantics/builtins.k	119	121	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule binAcc(N:Int, ACC:IntSeq)\n    => binAcc((N -Int pyMod(N, 2)) /Int 2, iCons(48 +Int pyMod(N, 2), ACC))\n       requires N >Int 0
K-0080	semantics/builtins.k	124	125	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule <k> #applyK(toCall(builtinV(""enumerate"")), (list(VS:ValSeq), .Vals))\n        => #alloc(list(enumVS(VS, 0))) ... </k>"
K-0081	semantics/builtins.k	126	126	syntax	function,total	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax ValSeq ::= enumVS(ValSeq, Int) [function, total]
K-0082	semantics/builtins.k	127	127	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule enumVS(.ValSeq, _:Int) => .ValSeq
K-0083	semantics/builtins.k	128	129	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule enumVS(vCons(V:Val, R:ValSeq), I:Int)\n    => vCons(tuple(vCons(I, vCons(V, .ValSeq))), enumVS(R, I +Int 1))
K-0084	semantics/builtins.k	132	133	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule <k> #applyK(toCall(builtinV(""map"")), (typeV(""str""), list(VS:ValSeq), .Vals))\n        => #alloc(list(mapStrVS(VS))) ... </k>"
K-0085	semantics/builtins.k	134	134	syntax	function,total	OFF_PATH_LIMITATION	ACCEPT_NONMATERIAL_LIMITATION	Deliberately underspecified or non-exhaustive helper. It is absent from the submitted AST and all target-claim terms, so no false target conclusion can be witnessed through it.	syntax ValSeq ::= mapStrVS(ValSeq) [function, total]
K-0086	semantics/builtins.k	135	135	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule mapStrVS(.ValSeq) => .ValSeq
K-0087	semantics/builtins.k	136	136	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule mapStrVS(vCons(I:Int, R:ValSeq)) => vCons(str(strToCodes(Int2String(I))), mapStrVS(R))
K-0088	semantics/builtins.k	137	137	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule mapStrVS(vCons(str(CS:IntSeq), R:ValSeq)) => vCons(str(CS), mapStrVS(R))
K-0089	semantics/builtins.k	140	140	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyBuiltin(""int"", I:Int, .Vals) => I"
K-0090	semantics/builtins.k	143	143	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyBuiltin(""ord"", str(iCons(C:Int, .IntSeq)), .Vals) => C"
K-0091	semantics/builtins.k	144	145	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyBuiltin(""chr"", I:Int, .Vals) => str(iCons(I, .IntSeq))\n       requires 0 <=Int I andBool I <Int 128"
K-0092	semantics/builtins.k	148	148	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyBuiltin(""str"", I:Int, .Vals)       => str(strToCodes(Int2String(I)))"
K-0093	semantics/builtins.k	149	149	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyBuiltin(""str"", str(CS:IntSeq), .Vals) => str(CS)"
K-0094	semantics/builtins.k	152	153	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyBuiltin(""int"", str(iCons(C:Int, .IntSeq)), .Vals) => C -Int 48\n       requires 48 <=Int C andBool C <=Int 57"
K-0095	semantics/builtins.k	156	157	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyBuiltin(""int"", str(CS:IntSeq), .Vals) => intDigAcc(CS, 0)\n       requires isLen(CS) >=Int 2"
K-0096	semantics/builtins.k	158	158	syntax	function,total	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax Int ::= intDigAcc(IntSeq, Int) [function, total]
K-0097	semantics/builtins.k	159	159	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule intDigAcc(.IntSeq, ACC:Int)             => ACC
K-0098	semantics/builtins.k	160	160	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule intDigAcc(iCons(C:Int, R:IntSeq), ACC:Int) => intDigAcc(R, (ACC *Int 10) +Int (C -Int 48))
K-0099	semantics/builtins.k	163	163	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyBuiltin(""zip"", list(A:ValSeq), list(B:ValSeq), .Vals) => zipObj(A, B)"
K-0100	semantics/builtins.k	164	164	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyBuiltin(""zip"", str(A:IntSeq), str(B:IntSeq), .Vals)   => zipObjS(A, B)"
K-0101	semantics/builtins.k	167	168	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #iterNext(zipObj(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq)))\n        => #iterYield(tuple(vCons(A, vCons(B, .ValSeq))), zipObj(As, Bs)) ... </k>
K-0102	semantics/builtins.k	169	169	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #iterNext(zipObj(.ValSeq, _:ValSeq))               => #iterDone ... </k>
K-0103	semantics/builtins.k	170	170	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #iterNext(zipObj(vCons(_:Val, _:ValSeq), .ValSeq)) => #iterDone ... </k>
K-0104	semantics/builtins.k	171	172	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #iterNext(zipObjS(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)))\n        => #iterYield(tuple(vCons(str(iCons(A, .IntSeq)), vCons(str(iCons(B, .IntSeq)), .ValSeq))), zipObjS(As, Bs)) ... </k>
K-0105	semantics/builtins.k	173	173	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #iterNext(zipObjS(.IntSeq, _:IntSeq))              => #iterDone ... </k>
K-0106	semantics/builtins.k	174	174	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #iterNext(zipObjS(iCons(_:Int, _:IntSeq), .IntSeq)) => #iterDone ... </k>
K-0107	semantics/builtins.k	177	177	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyBuiltin(""range"", I:Int, .Vals)               => rangeObj(0, I, 1)"
K-0108	semantics/builtins.k	178	178	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyBuiltin(""range"", A:Int, B:Int, .Vals)        => rangeObj(A, B, 1)"
K-0109	semantics/builtins.k	179	180	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyBuiltin(""range"", A:Int, B:Int, S:Int, .Vals) => rangeObj(A, B, S)\n       requires S =/=Int 0"
K-0110	semantics/builtins.k	187	187	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyBuiltin(""eval"", str(CS:IntSeq), .Vals) => evalArith(CS)"
