id	source_class	file	start_line	end_line	kind	attributes	reachability_scope	review_disposition	text
94	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	152	152	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBuiltin(""int"", str(iCons(C:Int, .IntSeq)), .Vals) => C -Int 48"
95	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	156	156	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBuiltin(""int"", str(CS:IntSeq), .Vals) => intDigAcc(CS, 0)"
96	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	158	158	syntax-function	function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax Int ::= intDigAcc(IntSeq, Int) [function, total]
97	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	159	159	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule intDigAcc(.IntSeq, ACC:Int) => ACC
98	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	160	160	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule intDigAcc(iCons(C:Int, R:IntSeq), ACC:Int) => intDigAcc(R, (ACC *Int 10) +Int (C -Int 48))
99	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	163	163	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBuiltin(""zip"", list(A:ValSeq), list(B:ValSeq), .Vals) => zipObj(A, B)"
100	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	164	164	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBuiltin(""zip"", str(A:IntSeq), str(B:IntSeq), .Vals) => zipObjS(A, B)"
101	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	167	168	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> #iterNext(zipObj(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq))) => #iterYield(tuple(vCons(A, vCons(B, .ValSeq))), zipObj(As, Bs)) ... </k>
102	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	169	169	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> #iterNext(zipObj(.ValSeq, _:ValSeq)) => #iterDone ... </k>
103	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	170	170	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> #iterNext(zipObj(vCons(_:Val, _:ValSeq), .ValSeq)) => #iterDone ... </k>
104	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	171	172	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> #iterNext(zipObjS(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq))) => #iterYield(tuple(vCons(str(iCons(A, .IntSeq)), vCons(str(iCons(B, .IntSeq)), .ValSeq))), zipObjS(As, Bs)) ... </k>
105	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	173	173	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> #iterNext(zipObjS(.IntSeq, _:IntSeq)) => #iterDone ... </k>
106	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	174	174	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> #iterNext(zipObjS(iCons(_:Int, _:IntSeq), .IntSeq)) => #iterDone ... </k>
107	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	177	177	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBuiltin(""range"", I:Int, .Vals) => rangeObj(0, I, 1)"
108	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	178	178	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBuiltin(""range"", A:Int, B:Int, .Vals) => rangeObj(A, B, 1)"
109	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	179	179	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBuiltin(""range"", A:Int, B:Int, S:Int, .Vals) => rangeObj(A, B, S)"
110	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	187	187	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule applyBuiltin(""eval"", str(CS:IntSeq), .Vals) => evalArith(CS)"
111	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	188	188	syntax-function	function	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax Int ::= evalArith(IntSeq) [function]
112	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	189	190	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule evalArith(CS:IntSeq) => firstNdE(passAddE(passMulE(passPowE(tokOps(CS), tokNds(CS)))))
113	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	192	192	syntax		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"syntax OpSeq ::= "".OpSeq"" | oCons(String, OpSeq)"
114	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	194	194	syntax-function	function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax Bool ::= evDigit(Int) [function, total]
115	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	195	195	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57
116	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	196	196	syntax-function	function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax Bool ::= evHead42(IntSeq) [function, total]
117	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	197	197	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule evHead42(iCons(42, _:IntSeq)) => true
118	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	198	198	rule-owise	owise	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule evHead42(_:IntSeq) => false [owise]
119	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	199	199	syntax-function	function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax Bool ::= evHead47(IntSeq) [function, total]
120	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	200	200	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule evHead47(iCons(47, _:IntSeq)) => true
121	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	201	201	rule-owise	owise	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule evHead47(_:IntSeq) => false [owise]
122	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	203	203	syntax-function	function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax OpSeq ::= tokOps(IntSeq) [function, total]
123	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	204	204	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule tokOps(.IntSeq) => .OpSeq
124	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	205	205	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule tokOps(iCons(32, R:IntSeq)) => tokOps(R)
125	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	206	206	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule tokOps(iCons(C:Int, R:IntSeq)) => tokOps(R) requires evDigit(C)
126	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	207	207	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons(""**"", tokOps(R))"
127	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	208	208	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule tokOps(iCons(42, R:IntSeq)) => oCons(""*"", tokOps(R)) requires notBool evHead42(R)"
128	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	209	209	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons(""//"", tokOps(R))"
129	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	210	210	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule tokOps(iCons(47, R:IntSeq)) => oCons(""/"", tokOps(R)) requires notBool evHead47(R)"
130	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	211	211	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule tokOps(iCons(43, R:IntSeq)) => oCons(""+"", tokOps(R))"
131	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	212	212	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	"rule tokOps(iCons(45, R:IntSeq)) => oCons(""-"", tokOps(R))"
132	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	214	215	syntax-function	function,total,function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]
133	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	216	216	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule tokNds(.IntSeq) => .IntSeq
134	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	217	217	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule tokNds(iCons(32, R:IntSeq)) => tokNds(R)
135	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	218	218	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)
136	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	219	219	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R)
137	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	221	221	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R)
138	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	223	223	rule-owise	owise	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]
139	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	225	225	syntax		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax EvPair ::= evp(OpSeq, IntSeq)
140	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	226	226	syntax-function	function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax Int ::= firstNdE(EvPair) [function, total]
141	trusted-supplied-semantics	/reference/reference-semantics/semantics/builtins.k	227	227	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N
