id	file	line	kind	flags	text
747	reference-semantics/semantics/methods.k	104	rule	equational	  rule applyMethod(str(CS:IntSeq), "replace", str(iCons(A:Int, .IntSeq)), str(iCons(B:Int, .IntSeq)), .Vals)\n    => str(replaceC(CS, A, B))
748	reference-semantics/semantics/methods.k	106	syntax	function,total	  syntax IntSeq ::= replaceC(IntSeq, Int, Int) [function, total]
749	reference-semantics/semantics/methods.k	107	rule	equational	  rule replaceC(.IntSeq, _:Int, _:Int)             => .IntSeq
750	reference-semantics/semantics/methods.k	108	rule	equational	  rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(B, replaceC(R, A, B)) requires C ==Int A
751	reference-semantics/semantics/methods.k	109	rule	equational	  rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(C, replaceC(R, A, B)) requires notBool (C ==Int A)
752	reference-semantics/semantics/methods.k	112	syntax	function,total	  syntax Bool ::= isUpperC(Int) [function, total]
753	reference-semantics/semantics/methods.k	113	rule	equational	  rule isUpperC(C:Int) => C >=Int 65 andBool C <=Int 90
754	reference-semantics/semantics/methods.k	115	syntax	function,total	  syntax Bool ::= isLowerC(Int) [function, total]
755	reference-semantics/semantics/methods.k	116	rule	equational	  rule isLowerC(C:Int) => C >=Int 97 andBool C <=Int 122
756	reference-semantics/semantics/methods.k	118	syntax	function,total	  syntax Bool ::= isAlphaC(Int) [function, total]
757	reference-semantics/semantics/methods.k	119	rule	equational	  rule isAlphaC(C:Int) => isUpperC(C) orBool isLowerC(C)
758	reference-semantics/semantics/methods.k	121	syntax	function,total	  syntax Bool ::= isDigitC(Int) [function, total]
759	reference-semantics/semantics/methods.k	122	rule	equational	  rule isDigitC(C:Int) => C >=Int 48 andBool C <=Int 57
760	reference-semantics/semantics/methods.k	124	syntax	function,total	  syntax Bool ::= hasUpper(IntSeq) [function, total]
761	reference-semantics/semantics/methods.k	125	rule	equational	  rule hasUpper(.IntSeq) => false
762	reference-semantics/semantics/methods.k	126	rule	equational	  rule hasUpper(iCons(C:Int, S:IntSeq)) => isUpperC(C) orBool hasUpper(S)
763	reference-semantics/semantics/methods.k	128	syntax	function,total	  syntax Bool ::= hasLower(IntSeq) [function, total]
764	reference-semantics/semantics/methods.k	129	rule	equational	  rule hasLower(.IntSeq) => false
765	reference-semantics/semantics/methods.k	130	rule	equational	  rule hasLower(iCons(C:Int, S:IntSeq)) => isLowerC(C) orBool hasLower(S)
766	reference-semantics/semantics/methods.k	132	syntax	function,total	  syntax Bool ::= allAlpha(IntSeq) [function, total]
767	reference-semantics/semantics/methods.k	133	rule	equational	  rule allAlpha(.IntSeq) => true
768	reference-semantics/semantics/methods.k	134	rule	equational	  rule allAlpha(iCons(C:Int, S:IntSeq)) => isAlphaC(C) andBool allAlpha(S)
769	reference-semantics/semantics/methods.k	136	syntax	function,total	  syntax Bool ::= allDigit(IntSeq) [function, total]
770	reference-semantics/semantics/methods.k	137	rule	equational	  rule allDigit(.IntSeq) => true
771	reference-semantics/semantics/methods.k	138	rule	equational	  rule allDigit(iCons(C:Int, S:IntSeq)) => isDigitC(C) andBool allDigit(S)
772	reference-semantics/semantics/methods.k	140	syntax	function,total	  syntax Int ::= lowerC(Int) [function, total]
773	reference-semantics/semantics/methods.k	142	rule	equational	  rule lowerC(C:Int) => C +Int 32 requires isUpperC(C)
774	reference-semantics/semantics/methods.k	143	rule	owise,equational	  rule lowerC(C:Int) => C         [owise]
775	reference-semantics/semantics/methods.k	145	syntax	function,total	  syntax Int ::= upperC(Int) [function, total]
776	reference-semantics/semantics/methods.k	146	rule	equational	  rule upperC(C:Int) => C -Int 32 requires isLowerC(C)
777	reference-semantics/semantics/methods.k	147	rule	owise,equational	  rule upperC(C:Int) => C         [owise]
778	reference-semantics/semantics/methods.k	149	syntax	function,total	  syntax Int ::= swapC(Int) [function, total]
779	reference-semantics/semantics/methods.k	150	rule	equational	  rule swapC(C:Int) => C +Int 32 requires isUpperC(C)
780	reference-semantics/semantics/methods.k	151	rule	equational	  rule swapC(C:Int) => C -Int 32 requires isLowerC(C)
781	reference-semantics/semantics/methods.k	152	rule	owise,equational	  rule swapC(C:Int) => C         [owise]
782	reference-semantics/semantics/methods.k	154	syntax	function,total	  syntax IntSeq ::= mapLower(IntSeq) [function, total]
783	reference-semantics/semantics/methods.k	155	rule	equational	  rule mapLower(.IntSeq) => .IntSeq
784	reference-semantics/semantics/methods.k	156	rule	equational	  rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))
785	reference-semantics/semantics/methods.k	158	syntax	function,total	  syntax IntSeq ::= mapUpper(IntSeq) [function, total]
786	reference-semantics/semantics/methods.k	159	rule	equational	  rule mapUpper(.IntSeq) => .IntSeq
787	reference-semantics/semantics/methods.k	160	rule	equational	  rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))
788	reference-semantics/semantics/methods.k	162	syntax	function,total	  syntax IntSeq ::= mapSwap(IntSeq) [function, total]
789	reference-semantics/semantics/methods.k	163	rule	equational	  rule mapSwap(.IntSeq) => .IntSeq
790	reference-semantics/semantics/methods.k	164	rule	equational	  rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))
791	reference-semantics/semantics/methods.k	166	syntax	function,total	  syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]
792	reference-semantics/semantics/methods.k	167	rule	equational	  rule startsWith(.IntSeq, _:IntSeq)               => true
793	reference-semantics/semantics/methods.k	168	rule	equational	  rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false
794	reference-semantics/semantics/methods.k	169	rule	equational	  rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)
795	reference-semantics/semantics/operators.k	6	module		module MPY-OPERATORS
796	reference-semantics/semantics/operators.k	7	imports		  imports MPY-CORE
797	reference-semantics/semantics/operators.k	8	imports		  imports MPY-ITER
798	reference-semantics/semantics/operators.k	10	rule	operational	  rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
799	reference-semantics/semantics/operators.k	12	rule	operational	  rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>
800	reference-semantics/semantics/operators.k	15	context		  context Compare(HOLE, _)
801	reference-semantics/semantics/operators.k	16	context		  context Compare(_:Val, CmpOp(_, HOLE))
802	reference-semantics/semantics/operators.k	17	rule	owise,operational	  rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
803	reference-semantics/semantics/operators.k	19	rule	equational	  rule applyCmp("is",     V:Val, noneV) => V ==K noneV
804	reference-semantics/semantics/operators.k	20	rule	equational	  rule applyCmp("is not", V:Val, noneV) => notBool (V ==K noneV)
805	reference-semantics/semantics/operators.k	25	rule	priority,operational	  rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
806	reference-semantics/semantics/operators.k	28	rule	priority,operational	  rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       requires notBool isRefV(L)\n       [priority(40)]
807	reference-semantics/semantics/operators.k	34	rule	priority,operational	  rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       requires OP =/=String "in" andBool OP =/=String "not in"\n       [priority(40)]
808	reference-semantics/semantics/operators.k	38	rule	priority,operational	  rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       requires notBool isRefV(L)\n        orBool OP ==String "in" orBool OP ==String "not in"\n       [priority(40)]
809	reference-semantics/semantics/operators.k	44	rule	priority,operational	  rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
810	reference-semantics/semantics/range.k	5	module		module MPY-RANGE
811	reference-semantics/semantics/range.k	6	imports		  imports MPY-CORE
812	reference-semantics/semantics/range.k	7	imports		  imports MPY-ITER
813	reference-semantics/semantics/range.k	9	syntax	function,total	  syntax Bool ::= inRange(Int, Int, Int) [function, total]
814	reference-semantics/semantics/range.k	10	rule	equational	  rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
815	reference-semantics/semantics/range.k	12	syntax	function	  syntax Int ::= rangeLen(Int, Int, Int) [function]
816	reference-semantics/semantics/range.k	13	rule	equational	  rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST\n       requires ST >Int 0 andBool HI >Int LO
817	reference-semantics/semantics/range.k	15	rule	equational	  rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST)\n       requires ST <Int 0 andBool HI <Int LO
818	reference-semantics/semantics/range.k	17	rule	equational	  rule rangeLen(LO:Int, HI:Int, ST:Int) => 0\n       requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)
819	reference-semantics/semantics/range.k	20	rule	operational	  rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int))\n        => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k>\n       requires inRange(I, HI, ST)
820	reference-semantics/semantics/range.k	23	rule	operational	  rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k>\n       requires notBool inRange(I, HI, ST)
821	reference-semantics/semantics/set.k	3	module		module MPY-SET
822	reference-semantics/semantics/set.k	4	imports		  imports MPY-CORE
823	reference-semantics/semantics/set.k	8	syntax		  syntax Val ::= setV(IntSeq)
824	reference-semantics/semantics/set.k	11	syntax	function,total	  syntax Bool ::= codeIn(Int, IntSeq) [function, total]
825	reference-semantics/semantics/set.k	12	rule	equational	  rule codeIn(_:Int, .IntSeq)                => false
826	reference-semantics/semantics/set.k	13	rule	equational	  rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
827	reference-semantics/semantics/set.k	16	syntax	function,total	  syntax IntSeq ::= dedupCodes(IntSeq)         [function, total]\n                  | dedupFrom(IntSeq, IntSeq)  [function, total]
828	reference-semantics/semantics/set.k	18	rule	equational	  rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
829	reference-semantics/semantics/set.k	19	rule	equational	  rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
830	reference-semantics/semantics/set.k	20	rule	equational	  rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC)\n       requires codeIn(C, ACC)
831	reference-semantics/semantics/set.k	22	rule	equational	  rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C))\n       requires notBool codeIn(C, ACC)
832	reference-semantics/semantics/set.k	25	syntax	function,total	  syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
833	reference-semantics/semantics/set.k	26	rule	equational	  rule snocCode(.IntSeq, C:Int)                => iCons(C, .IntSeq)
834	reference-semantics/semantics/set.k	27	rule	equational	  rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
835	reference-semantics/semantics/set.k	31	syntax	function,total	  syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
836	reference-semantics/semantics/set.k	32	rule	equational	  rule subsetCodes(.IntSeq, _:IntSeq)                => true
837	reference-semantics/semantics/set.k	33	rule	equational	  rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
838	reference-semantics/semantics/set.k	35	syntax	function,total	  syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
839	reference-semantics/semantics/set.k	36	rule	equational	  rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
840	reference-semantics/semantics/set.k	39	rule	equational	  rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)
841	reference-semantics/semantics/sort.k	10	module		module MPY-SORT
842	reference-semantics/semantics/sort.k	11	imports		  imports MPY-BUILTINS
843	reference-semantics/semantics/sort.k	12	imports		  imports MPY-SUBSCRIPT
844	reference-semantics/semantics/sort.k	18	syntax	function,total,opaque-no-evaluators,symbol	  syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
845	reference-semantics/semantics/sort.k	19	syntax	function	  syntax ValSeq ::= insVS(Int, ValSeq) [function]
846	reference-semantics/semantics/sort.k	20	rule	concrete,equational	  rule sortVS(.ValSeq)                => .ValSeq          [concrete]
847	reference-semantics/semantics/sort.k	21	rule	concrete,equational	  rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
848	reference-semantics/semantics/sort.k	22	rule	concrete,equational	  rule insVS(X:Int, .ValSeq)                => vCons(X, .ValSeq) [concrete]
849	reference-semantics/semantics/sort.k	23	rule	concrete,equational	  rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
850	reference-semantics/semantics/sort.k	24	rule	concrete,equational	  rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete]
851	reference-semantics/semantics/sort.k	26	syntax	function	  syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
852	reference-semantics/semantics/sort.k	27	rule	concrete,equational	  rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
853	reference-semantics/semantics/sort.k	28	rule	concrete,equational	  rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
854	reference-semantics/semantics/sort.k	29	rule	concrete,equational	  rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R))\n       requires strLt(A, B) orBool A ==K B [concrete]
855	reference-semantics/semantics/sort.k	31	rule	concrete,equational	  rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R))\n       requires notBool (strLt(A, B) orBool A ==K B) [concrete]
856	reference-semantics/semantics/sort.k	36	rule	operational	  rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals))\n        => #alloc(list(sortVS(VS))) ... </k>
857	reference-semantics/semantics/sort.k	40	rule	priority,operational	  rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k>\n       <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap>\n       [priority(40)]
858	reference-semantics/semantics/sort.k	49	syntax	function,total,opaque-no-evaluators,symbol	  syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
859	reference-semantics/semantics/sort.k	51	syntax	function,total	  syntax ValSeq ::= revVS(ValSeq) [function, total]\n                  | revVSAcc(ValSeq, ValSeq) [function, total]
860	reference-semantics/semantics/sort.k	53	rule	equational	  rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
861	reference-semantics/semantics/sort.k	54	rule	equational	  rule revVSAcc(.ValSeq, A:ValSeq) => A
862	reference-semantics/semantics/sort.k	55	rule	equational	  rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
863	reference-semantics/semantics/sort.k	57	syntax	function,total	  syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
864	reference-semantics/semantics/sort.k	58	rule	equational	  rule condRev(S:ValSeq, false) => S
865	reference-semantics/semantics/sort.k	59	rule	equational	  rule condRev(S:ValSeq, true)  => revVS(S)
866	reference-semantics/semantics/sort.k	61	rule	operational	  rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals))\n        => #alloc(list(sortKeyVS(VS, KV))) ... </k>
867	reference-semantics/semantics/sort.k	63	rule	operational	  rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals))\n        => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
868	reference-semantics/semantics/sort.k	65	rule	operational	  rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals))\n        => #alloc(list(condRev(sortVS(VS), RB))) ... </k>
869	reference-semantics/semantics/str.k	3	module		module MPY-STR
870	reference-semantics/semantics/str.k	4	imports		  imports MPY-CORE
871	reference-semantics/semantics/str.k	5	imports		  imports MPY-ITER
872	reference-semantics/semantics/str.k	8	rule	operational	  rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>
873	reference-semantics/semantics/str.k	9	rule	operational	  rule <k> #iterNext(str(iCons(C:Int, R:IntSeq)))\n        => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
874	reference-semantics/semantics/str.k	13	syntax	function	  syntax IntSeq ::= strToCodes(String) [function]
875	reference-semantics/semantics/str.k	14	rule	operational	  rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
876	reference-semantics/semantics/str.k	15	rule	equational	  rule strToCodes("") => .IntSeq
877	reference-semantics/semantics/str.k	16	rule	equational	  rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S))))\n    requires S =/=String "" andBool ordChar(substrString(S, 0, 1)) <Int 128
878	reference-semantics/semantics/str.k	20	syntax	function,total	  syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
879	reference-semantics/semantics/str.k	21	rule	equational	  rule seqConcat(.IntSeq, T:IntSeq)                => T
880	reference-semantics/semantics/str.k	22	rule	equational	  rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
881	reference-semantics/semantics/str.k	24	rule	equational	  rule applyBin("+",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
882	reference-semantics/semantics/str.k	25	rule	equational	  rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
883	reference-semantics/semantics/str.k	26	rule	equational	  rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)
884	reference-semantics/semantics/str.k	29	rule	equational	  rule applyCmp("in",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
885	reference-semantics/semantics/str.k	30	rule	equational	  rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
886	reference-semantics/semantics/str.k	32	syntax	function,total	  syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
887	reference-semantics/semantics/str.k	33	rule	equational	  rule strPrefix(.IntSeq, _:IntSeq)               => true
888	reference-semantics/semantics/str.k	34	rule	equational	  rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
889	reference-semantics/semantics/str.k	35	rule	equational	  rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
890	reference-semantics/semantics/str.k	37	syntax	function,total	  syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
891	reference-semantics/semantics/str.k	38	rule	equational	  rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)
892	reference-semantics/semantics/str.k	39	rule	equational	  rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)
893	reference-semantics/semantics/str.k	40	rule	equational	  rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs)\n       requires notBool strPrefix(P, iCons(C, Xs))
894	reference-semantics/semantics/str.k	48	syntax	function,total	  syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
895	reference-semantics/semantics/str.k	49	rule	equational	  rule strLt(.IntSeq, .IntSeq)                => false
896	reference-semantics/semantics/str.k	50	rule	equational	  rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
897	reference-semantics/semantics/str.k	51	rule	equational	  rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
898	reference-semantics/semantics/str.k	52	rule	equational	  rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B
899	reference-semantics/semantics/str.k	53	rule	equational	  rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B
900	reference-semantics/semantics/str.k	54	rule	equational	  rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
901	reference-semantics/semantics/str.k	56	rule	equational	  rule applyCmp("<",  str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
902	reference-semantics/semantics/str.k	57	rule	equational	  rule applyCmp(">",  str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)
903	reference-semantics/semantics/str.k	58	rule	equational	  rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)
904	reference-semantics/semantics/str.k	59	rule	equational	  rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)
905	reference-semantics/semantics/subscript.k	3	module		module MPY-SUBSCRIPT
906	reference-semantics/semantics/subscript.k	4	imports		  imports MPY-CORE
907	reference-semantics/semantics/subscript.k	11	syntax	function,total	  syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
908	reference-semantics/semantics/subscript.k	12	rule	equational	  rule valSeqAt(vCons(V:Val, _:ValSeq), 0)     => V
909	reference-semantics/semantics/subscript.k	13	rule	equational	  rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1)\n       requires I >Int 0
910	reference-semantics/semantics/subscript.k	16	syntax	function	  syntax Int ::= intSeqAt(IntSeq, Int) [function]
911	reference-semantics/semantics/subscript.k	17	rule	equational	  rule intSeqAt(iCons(C:Int, _:IntSeq), 0)     => C
912	reference-semantics/semantics/subscript.k	18	rule	equational	  rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1)\n       requires I >Int 0
913	reference-semantics/semantics/subscript.k	21	syntax	function,total	  syntax Int ::= normIdx(Int, Int) [function, total]
914	reference-semantics/semantics/subscript.k	22	rule	equational	  rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
915	reference-semantics/semantics/subscript.k	23	rule	equational	  rule normIdx(I:Int, _:Int)   => I          requires I >=Int 0
916	reference-semantics/semantics/subscript.k	27	context		  context Subscript(HOLE, _)
917	reference-semantics/semantics/subscript.k	28	context		  context Subscript(_:Val, HOLE:Expr)
918	reference-semantics/semantics/subscript.k	31	rule	priority,operational	  rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
919	reference-semantics/semantics/subscript.k	35	rule	operational	  rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
920	reference-semantics/semantics/subscript.k	37	syntax	function	  syntax Val ::= applyIndex(Val, Int) [function]
921	reference-semantics/semantics/subscript.k	38	rule	equational	  rule applyIndex(list(VS:ValSeq),  I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
922	reference-semantics/semantics/subscript.k	39	rule	equational	  rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
923	reference-semantics/semantics/subscript.k	40	rule	equational	  rule applyIndex(str(IS:IntSeq),   I:Int)\n    => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))
924	reference-semantics/semantics/subscript.k	44	syntax		  syntax KItem ::= #evalB(Bound) | "#toSome"\n                 | #slLo(Val, Bound, Bound)\n                 | #slHi(Val, OptInt, Bound)\n                 | #slStep(Val, OptInt, OptInt)
925	reference-semantics/semantics/subscript.k	49	syntax		  syntax OptInt ::= "noB" | someB(Int)
926	reference-semantics/semantics/subscript.k	50	rule	operational	  rule <k> #evalB(NoBound)  => noB ... </k>
927	reference-semantics/semantics/subscript.k	51	rule	operational	  rule <k> #evalB(E:Expr)   => E ~> #toSome ... </k>
928	reference-semantics/semantics/subscript.k	52	rule	operational	  rule <k> I:Int ~> #toSome => someB(I) ... </k>
929	reference-semantics/semantics/subscript.k	54	rule	operational	  rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
930	reference-semantics/semantics/subscript.k	55	rule	operational	  rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound)   => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
931	reference-semantics/semantics/subscript.k	56	rule	operational	  rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound)  => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>
932	reference-semantics/semantics/subscript.k	58	rule	priority,operational	  rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt)\n        => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k>\n       [priority(45)]
933	reference-semantics/semantics/subscript.k	61	rule	operational	  rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
934	reference-semantics/semantics/subscript.k	63	syntax	function	  syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
935	reference-semantics/semantics/subscript.k	64	rule	equational	  rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt)\n    => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
936	reference-semantics/semantics/subscript.k	66	rule	equational	  rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt)\n    => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
937	reference-semantics/semantics/subscript.k	68	rule	equational	  rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt)\n    => str(buildIS(IS, slStart(LO, ST, isLen(IS)), slStop(HI, ST, isLen(IS)), slStep(ST)))
938	reference-semantics/semantics/subscript.k	72	syntax	function,total	  syntax Int ::= slStep(OptInt) [function, total]
939	reference-semantics/semantics/subscript.k	73	rule	equational	  rule slStep(noB)          => 1
940	reference-semantics/semantics/subscript.k	74	rule	equational	  rule slStep(someB(S:Int)) => S
941	reference-semantics/semantics/subscript.k	76	syntax	function	  syntax Int ::= slStart(OptInt, OptInt, Int) [function]
942	reference-semantics/semantics/subscript.k	77	rule	equational	  rule slStart(noB,          ST:OptInt, _LEN:Int) => 0\n       requires slStep(ST) >Int 0
943	reference-semantics/semantics/subscript.k	79	rule	equational	  rule slStart(noB,          ST:OptInt, LEN:Int)  => LEN -Int 1\n       requires slStep(ST) <Int 0
944	reference-semantics/semantics/subscript.k	81	rule	equational	  rule slStart(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))
945	reference-semantics/semantics/subscript.k	83	syntax	function	  syntax Int ::= slStop(OptInt, OptInt, Int) [function]
946	reference-semantics/semantics/subscript.k	84	rule	equational	  rule slStop(noB,          ST:OptInt, LEN:Int)  => LEN\n       requires slStep(ST) >Int 0
