COMMAND: python3 /audit-output/evidence/inventory_k.py
source	line	kind	attributes	disposition	declaration
reference-semantics/semantics/methods.k	104	rule	rule	fixed supplied semantics	rule applyMethod(str(CS:IntSeq), "replace", str(iCons(A:Int, .IntSeq)), str(iCons(B:Int, .IntSeq)), .Vals) => str(replaceC(CS, A, B))
reference-semantics/semantics/methods.k	106	syntax	function,total	fixed supplied semantics	syntax IntSeq ::= replaceC(IntSeq, Int, Int) [function, total]
reference-semantics/semantics/methods.k	107	rule	rule	fixed supplied semantics	rule replaceC(.IntSeq, _:Int, _:Int)             => .IntSeq
reference-semantics/semantics/methods.k	108	rule	rule	fixed supplied semantics	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(B, replaceC(R, A, B)) requires C ==Int A
reference-semantics/semantics/methods.k	109	rule	rule	fixed supplied semantics	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(C, replaceC(R, A, B)) requires notBool (C ==Int A)
reference-semantics/semantics/methods.k	112	syntax	function,total	fixed supplied semantics	syntax Bool ::= isUpperC(Int) [function, total]
reference-semantics/semantics/methods.k	113	rule	rule	fixed supplied semantics	rule isUpperC(C:Int) => C >=Int 65 andBool C <=Int 90
reference-semantics/semantics/methods.k	115	syntax	function,total	fixed supplied semantics	syntax Bool ::= isLowerC(Int) [function, total]
reference-semantics/semantics/methods.k	116	rule	rule	fixed supplied semantics	rule isLowerC(C:Int) => C >=Int 97 andBool C <=Int 122
reference-semantics/semantics/methods.k	118	syntax	function,total	fixed supplied semantics	syntax Bool ::= isAlphaC(Int) [function, total]
reference-semantics/semantics/methods.k	119	rule	rule	fixed supplied semantics	rule isAlphaC(C:Int) => isUpperC(C) orBool isLowerC(C)
reference-semantics/semantics/methods.k	121	syntax	function,total	fixed supplied semantics	syntax Bool ::= isDigitC(Int) [function, total]
reference-semantics/semantics/methods.k	122	rule	rule	fixed supplied semantics	rule isDigitC(C:Int) => C >=Int 48 andBool C <=Int 57
reference-semantics/semantics/methods.k	124	syntax	function,total	fixed supplied semantics	syntax Bool ::= hasUpper(IntSeq) [function, total]
reference-semantics/semantics/methods.k	125	rule	rule	fixed supplied semantics	rule hasUpper(.IntSeq) => false
reference-semantics/semantics/methods.k	126	rule	rule	fixed supplied semantics	rule hasUpper(iCons(C:Int, S:IntSeq)) => isUpperC(C) orBool hasUpper(S)
reference-semantics/semantics/methods.k	128	syntax	function,total	fixed supplied semantics	syntax Bool ::= hasLower(IntSeq) [function, total]
reference-semantics/semantics/methods.k	129	rule	rule	fixed supplied semantics	rule hasLower(.IntSeq) => false
reference-semantics/semantics/methods.k	130	rule	rule	fixed supplied semantics	rule hasLower(iCons(C:Int, S:IntSeq)) => isLowerC(C) orBool hasLower(S)
reference-semantics/semantics/methods.k	132	syntax	function,total	fixed supplied semantics	syntax Bool ::= allAlpha(IntSeq) [function, total]
reference-semantics/semantics/methods.k	133	rule	rule	fixed supplied semantics	rule allAlpha(.IntSeq) => true
reference-semantics/semantics/methods.k	134	rule	rule	fixed supplied semantics	rule allAlpha(iCons(C:Int, S:IntSeq)) => isAlphaC(C) andBool allAlpha(S)
reference-semantics/semantics/methods.k	136	syntax	function,total	fixed supplied semantics	syntax Bool ::= allDigit(IntSeq) [function, total]
reference-semantics/semantics/methods.k	137	rule	rule	fixed supplied semantics	rule allDigit(.IntSeq) => true
reference-semantics/semantics/methods.k	138	rule	rule	fixed supplied semantics	rule allDigit(iCons(C:Int, S:IntSeq)) => isDigitC(C) andBool allDigit(S)
reference-semantics/semantics/methods.k	140	syntax	function,total	fixed supplied semantics	syntax Int ::= lowerC(Int) [function, total]
reference-semantics/semantics/methods.k	142	rule	rule	fixed supplied semantics	rule lowerC(C:Int) => C +Int 32 requires isUpperC(C)
reference-semantics/semantics/methods.k	143	rule	owise	fixed supplied semantics	rule lowerC(C:Int) => C         [owise]
reference-semantics/semantics/methods.k	145	syntax	function,total	fixed supplied semantics	syntax Int ::= upperC(Int) [function, total]
reference-semantics/semantics/methods.k	146	rule	rule	fixed supplied semantics	rule upperC(C:Int) => C -Int 32 requires isLowerC(C)
reference-semantics/semantics/methods.k	147	rule	owise	fixed supplied semantics	rule upperC(C:Int) => C         [owise]
reference-semantics/semantics/methods.k	149	syntax	function,total	fixed supplied semantics	syntax Int ::= swapC(Int) [function, total]
reference-semantics/semantics/methods.k	150	rule	rule	fixed supplied semantics	rule swapC(C:Int) => C +Int 32 requires isUpperC(C)
reference-semantics/semantics/methods.k	151	rule	rule	fixed supplied semantics	rule swapC(C:Int) => C -Int 32 requires isLowerC(C)
reference-semantics/semantics/methods.k	152	rule	owise	fixed supplied semantics	rule swapC(C:Int) => C         [owise]
reference-semantics/semantics/methods.k	154	syntax	function,total	fixed supplied semantics	syntax IntSeq ::= mapLower(IntSeq) [function, total]
reference-semantics/semantics/methods.k	155	rule	rule	fixed supplied semantics	rule mapLower(.IntSeq) => .IntSeq
reference-semantics/semantics/methods.k	156	rule	rule	fixed supplied semantics	rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))
reference-semantics/semantics/methods.k	158	syntax	function,total	fixed supplied semantics	syntax IntSeq ::= mapUpper(IntSeq) [function, total]
reference-semantics/semantics/methods.k	159	rule	rule	fixed supplied semantics	rule mapUpper(.IntSeq) => .IntSeq
reference-semantics/semantics/methods.k	160	rule	rule	fixed supplied semantics	rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))
reference-semantics/semantics/methods.k	162	syntax	function,total	fixed supplied semantics	syntax IntSeq ::= mapSwap(IntSeq) [function, total]
reference-semantics/semantics/methods.k	163	rule	rule	fixed supplied semantics	rule mapSwap(.IntSeq) => .IntSeq
reference-semantics/semantics/methods.k	164	rule	rule	fixed supplied semantics	rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))
reference-semantics/semantics/methods.k	166	syntax	function,total	fixed supplied semantics	syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/methods.k	167	rule	rule	fixed supplied semantics	rule startsWith(.IntSeq, _:IntSeq)               => true
reference-semantics/semantics/methods.k	168	rule	rule	fixed supplied semantics	rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false
reference-semantics/semantics/methods.k	169	rule	rule	fixed supplied semantics	rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)
reference-semantics/semantics/operators.k	10	rule	rule	fixed supplied semantics	rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
reference-semantics/semantics/operators.k	12	rule	rule	fixed supplied semantics	rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>
reference-semantics/semantics/operators.k	15	context	context	fixed supplied semantics	context Compare(HOLE, _)
reference-semantics/semantics/operators.k	16	context	context	fixed supplied semantics	context Compare(_:Val, CmpOp(_, HOLE))
reference-semantics/semantics/operators.k	17	rule	owise	fixed supplied semantics	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
reference-semantics/semantics/operators.k	19	rule	rule	fixed supplied semantics	rule applyCmp("is",     V:Val, noneV) => V ==K noneV
reference-semantics/semantics/operators.k	20	rule	rule	fixed supplied semantics	rule applyCmp("is not", V:Val, noneV) => notBool (V ==K noneV)
reference-semantics/semantics/operators.k	25	rule	priority	fixed supplied semantics	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/operators.k	28	rule	rule	fixed supplied semantics	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H |-> V:Val ... </heap>
reference-semantics/semantics/operators.k	34	rule	rule	fixed supplied semantics	rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap>
reference-semantics/semantics/operators.k	38	rule	rule	fixed supplied semantics	rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap>
reference-semantics/semantics/operators.k	44	rule	priority	fixed supplied semantics	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/range.k	9	syntax	function,total	fixed supplied semantics	syntax Bool ::= inRange(Int, Int, Int) [function, total]
reference-semantics/semantics/range.k	10	rule	rule	fixed supplied semantics	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
reference-semantics/semantics/range.k	12	syntax	function	fixed supplied semantics	syntax Int ::= rangeLen(Int, Int, Int) [function]
reference-semantics/semantics/range.k	13	rule	rule	fixed supplied semantics	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST
reference-semantics/semantics/range.k	15	rule	rule	fixed supplied semantics	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST)
reference-semantics/semantics/range.k	17	rule	rule	fixed supplied semantics	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0
reference-semantics/semantics/range.k	20	rule	rule	fixed supplied semantics	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k>
reference-semantics/semantics/range.k	23	rule	rule	fixed supplied semantics	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k>
reference-semantics/semantics/set.k	8	syntax	syntax	fixed supplied semantics	syntax Val ::= setV(IntSeq)
reference-semantics/semantics/set.k	11	syntax	function,total	fixed supplied semantics	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
reference-semantics/semantics/set.k	12	rule	rule	fixed supplied semantics	rule codeIn(_:Int, .IntSeq)                => false
reference-semantics/semantics/set.k	13	rule	rule	fixed supplied semantics	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
reference-semantics/semantics/set.k	16	syntax	function,total	fixed supplied semantics	syntax IntSeq ::= dedupCodes(IntSeq)         [function, total] | dedupFrom(IntSeq, IntSeq)  [function, total]
reference-semantics/semantics/set.k	18	rule	rule	fixed supplied semantics	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
reference-semantics/semantics/set.k	19	rule	rule	fixed supplied semantics	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
reference-semantics/semantics/set.k	20	rule	rule	fixed supplied semantics	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC)
reference-semantics/semantics/set.k	22	rule	rule	fixed supplied semantics	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C))
reference-semantics/semantics/set.k	25	syntax	function,total	fixed supplied semantics	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
reference-semantics/semantics/set.k	26	rule	rule	fixed supplied semantics	rule snocCode(.IntSeq, C:Int)                => iCons(C, .IntSeq)
reference-semantics/semantics/set.k	27	rule	rule	fixed supplied semantics	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
reference-semantics/semantics/set.k	31	syntax	function,total	fixed supplied semantics	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/set.k	32	rule	rule	fixed supplied semantics	rule subsetCodes(.IntSeq, _:IntSeq)                => true
reference-semantics/semantics/set.k	33	rule	rule	fixed supplied semantics	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
reference-semantics/semantics/set.k	35	syntax	function,total	fixed supplied semantics	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/set.k	36	rule	rule	fixed supplied semantics	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
reference-semantics/semantics/set.k	39	rule	rule	fixed supplied semantics	rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)
reference-semantics/semantics/sort.k	18	syntax	function,total,opaque-or-external-symbol	fixed supplied semantics	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
reference-semantics/semantics/sort.k	19	syntax	function	fixed supplied semantics	syntax ValSeq ::= insVS(Int, ValSeq) [function]
reference-semantics/semantics/sort.k	20	rule	concrete	fixed supplied semantics	rule sortVS(.ValSeq)                => .ValSeq          [concrete]
reference-semantics/semantics/sort.k	21	rule	concrete	fixed supplied semantics	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
reference-semantics/semantics/sort.k	22	rule	concrete	fixed supplied semantics	rule insVS(X:Int, .ValSeq)                => vCons(X, .ValSeq) [concrete]
reference-semantics/semantics/sort.k	23	rule	concrete	fixed supplied semantics	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
reference-semantics/semantics/sort.k	24	rule	concrete	fixed supplied semantics	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete]
reference-semantics/semantics/sort.k	26	syntax	function	fixed supplied semantics	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
reference-semantics/semantics/sort.k	27	rule	concrete	fixed supplied semantics	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
reference-semantics/semantics/sort.k	28	rule	concrete	fixed supplied semantics	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
reference-semantics/semantics/sort.k	29	rule	rule	fixed supplied semantics	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R))
reference-semantics/semantics/sort.k	31	rule	rule	fixed supplied semantics	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R))
reference-semantics/semantics/sort.k	36	rule	rule	fixed supplied semantics	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>
reference-semantics/semantics/sort.k	40	rule	priority	fixed supplied semantics	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]
reference-semantics/semantics/sort.k	49	syntax	function,total,opaque-or-external-symbol	fixed supplied semantics	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
reference-semantics/semantics/sort.k	51	syntax	function,total	fixed supplied semantics	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
reference-semantics/semantics/sort.k	53	rule	rule	fixed supplied semantics	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
reference-semantics/semantics/sort.k	54	rule	rule	fixed supplied semantics	rule revVSAcc(.ValSeq, A:ValSeq) => A
reference-semantics/semantics/sort.k	55	rule	rule	fixed supplied semantics	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
reference-semantics/semantics/sort.k	57	syntax	function,total	fixed supplied semantics	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
reference-semantics/semantics/sort.k	58	rule	rule	fixed supplied semantics	rule condRev(S:ValSeq, false) => S
reference-semantics/semantics/sort.k	59	rule	rule	fixed supplied semantics	rule condRev(S:ValSeq, true)  => revVS(S)
reference-semantics/semantics/sort.k	61	rule	rule	fixed supplied semantics	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>
reference-semantics/semantics/sort.k	63	rule	rule	fixed supplied semantics	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
reference-semantics/semantics/sort.k	65	rule	rule	fixed supplied semantics	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>
reference-semantics/semantics/str.k	8	rule	rule	fixed supplied semantics	rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>
reference-semantics/semantics/str.k	9	rule	rule	fixed supplied semantics	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
reference-semantics/semantics/str.k	13	syntax	function	fixed supplied semantics	syntax IntSeq ::= strToCodes(String) [function]
reference-semantics/semantics/str.k	14	rule	rule	fixed supplied semantics	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
reference-semantics/semantics/str.k	15	rule	rule	fixed supplied semantics	rule strToCodes("") => .IntSeq
reference-semantics/semantics/str.k	16	rule	rule	fixed supplied semantics	rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S))))
reference-semantics/semantics/str.k	20	syntax	function,total	fixed supplied semantics	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	21	rule	rule	fixed supplied semantics	rule seqConcat(.IntSeq, T:IntSeq)                => T
reference-semantics/semantics/str.k	22	rule	rule	fixed supplied semantics	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
reference-semantics/semantics/str.k	24	rule	rule	fixed supplied semantics	rule applyBin("+",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
reference-semantics/semantics/str.k	25	rule	rule	fixed supplied semantics	rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
reference-semantics/semantics/str.k	26	rule	rule	fixed supplied semantics	rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)
reference-semantics/semantics/str.k	29	rule	rule	fixed supplied semantics	rule applyCmp("in",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
reference-semantics/semantics/str.k	30	rule	rule	fixed supplied semantics	rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
reference-semantics/semantics/str.k	32	syntax	function,total	fixed supplied semantics	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	33	rule	rule	fixed supplied semantics	rule strPrefix(.IntSeq, _:IntSeq)               => true
reference-semantics/semantics/str.k	34	rule	rule	fixed supplied semantics	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
reference-semantics/semantics/str.k	35	rule	rule	fixed supplied semantics	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
reference-semantics/semantics/str.k	37	syntax	function,total	fixed supplied semantics	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	38	rule	rule	fixed supplied semantics	rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)
reference-semantics/semantics/str.k	39	rule	rule	fixed supplied semantics	rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)
reference-semantics/semantics/str.k	40	rule	rule	fixed supplied semantics	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs)
reference-semantics/semantics/str.k	48	syntax	function,total	fixed supplied semantics	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	49	rule	rule	fixed supplied semantics	rule strLt(.IntSeq, .IntSeq)                => false
reference-semantics/semantics/str.k	50	rule	rule	fixed supplied semantics	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
reference-semantics/semantics/str.k	51	rule	rule	fixed supplied semantics	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
reference-semantics/semantics/str.k	52	rule	rule	fixed supplied semantics	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B
reference-semantics/semantics/str.k	53	rule	rule	fixed supplied semantics	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B
reference-semantics/semantics/str.k	54	rule	rule	fixed supplied semantics	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
reference-semantics/semantics/str.k	56	rule	rule	fixed supplied semantics	rule applyCmp("<",  str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
reference-semantics/semantics/str.k	57	rule	rule	fixed supplied semantics	rule applyCmp(">",  str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)
reference-semantics/semantics/str.k	58	rule	rule	fixed supplied semantics	rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)
reference-semantics/semantics/str.k	59	rule	rule	fixed supplied semantics	rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)
reference-semantics/semantics/subscript.k	11	syntax	function,total	fixed supplied semantics	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
reference-semantics/semantics/subscript.k	12	rule	rule	fixed supplied semantics	rule valSeqAt(vCons(V:Val, _:ValSeq), 0)     => V
reference-semantics/semantics/subscript.k	13	rule	rule	fixed supplied semantics	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1)
reference-semantics/semantics/subscript.k	16	syntax	function	fixed supplied semantics	syntax Int ::= intSeqAt(IntSeq, Int) [function]
reference-semantics/semantics/subscript.k	17	rule	rule	fixed supplied semantics	rule intSeqAt(iCons(C:Int, _:IntSeq), 0)     => C
reference-semantics/semantics/subscript.k	18	rule	rule	fixed supplied semantics	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1)
reference-semantics/semantics/subscript.k	21	syntax	function,total	fixed supplied semantics	syntax Int ::= normIdx(Int, Int) [function, total]
reference-semantics/semantics/subscript.k	22	rule	rule	fixed supplied semantics	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
reference-semantics/semantics/subscript.k	23	rule	rule	fixed supplied semantics	rule normIdx(I:Int, _:Int)   => I          requires I >=Int 0
reference-semantics/semantics/subscript.k	27	context	context	fixed supplied semantics	context Subscript(HOLE, _)
reference-semantics/semantics/subscript.k	28	context	context	fixed supplied semantics	context Subscript(_:Val, HOLE:Expr)
reference-semantics/semantics/subscript.k	31	rule	priority	fixed supplied semantics	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/subscript.k	35	rule	rule	fixed supplied semantics	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
reference-semantics/semantics/subscript.k	37	syntax	function	fixed supplied semantics	syntax Val ::= applyIndex(Val, Int) [function]
reference-semantics/semantics/subscript.k	38	rule	rule	fixed supplied semantics	rule applyIndex(list(VS:ValSeq),  I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
reference-semantics/semantics/subscript.k	39	rule	rule	fixed supplied semantics	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
reference-semantics/semantics/subscript.k	40	rule	rule	fixed supplied semantics	rule applyIndex(str(IS:IntSeq),   I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))
reference-semantics/semantics/subscript.k	44	syntax	syntax	fixed supplied semantics	syntax KItem ::= #evalB(Bound) | "#toSome" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)
reference-semantics/semantics/subscript.k	49	syntax	syntax	fixed supplied semantics	syntax OptInt ::= "noB" | someB(Int)
reference-semantics/semantics/subscript.k	50	rule	rule	fixed supplied semantics	rule <k> #evalB(NoBound)  => noB ... </k>
reference-semantics/semantics/subscript.k	51	rule	rule	fixed supplied semantics	rule <k> #evalB(E:Expr)   => E ~> #toSome ... </k>
reference-semantics/semantics/subscript.k	52	rule	rule	fixed supplied semantics	rule <k> I:Int ~> #toSome => someB(I) ... </k>
reference-semantics/semantics/subscript.k	54	rule	rule	fixed supplied semantics	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
reference-semantics/semantics/subscript.k	55	rule	rule	fixed supplied semantics	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound)   => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
reference-semantics/semantics/subscript.k	56	rule	rule	fixed supplied semantics	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound)  => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>
reference-semantics/semantics/subscript.k	58	rule	priority	fixed supplied semantics	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]
reference-semantics/semantics/subscript.k	61	rule	rule	fixed supplied semantics	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
reference-semantics/semantics/subscript.k	63	syntax	function	fixed supplied semantics	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
reference-semantics/semantics/subscript.k	64	rule	rule	fixed supplied semantics	rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
reference-semantics/semantics/subscript.k	66	rule	rule	fixed supplied semantics	rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
reference-semantics/semantics/subscript.k	68	rule	rule	fixed supplied semantics	rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt) => str(buildIS(IS, slStart(LO, ST, isLen(IS)), slStop(HI, ST, isLen(IS)), slStep(ST)))
reference-semantics/semantics/subscript.k	72	syntax	function,total	fixed supplied semantics	syntax Int ::= slStep(OptInt) [function, total]
reference-semantics/semantics/subscript.k	73	rule	rule	fixed supplied semantics	rule slStep(noB)          => 1
reference-semantics/semantics/subscript.k	74	rule	rule	fixed supplied semantics	rule slStep(someB(S:Int)) => S
reference-semantics/semantics/subscript.k	76	syntax	function	fixed supplied semantics	syntax Int ::= slStart(OptInt, OptInt, Int) [function]
reference-semantics/semantics/subscript.k	77	rule	rule	fixed supplied semantics	rule slStart(noB,          ST:OptInt, _LEN:Int) => 0
reference-semantics/semantics/subscript.k	79	rule	rule	fixed supplied semantics	rule slStart(noB,          ST:OptInt, LEN:Int)  => LEN -Int 1
reference-semantics/semantics/subscript.k	81	rule	rule	fixed supplied semantics	rule slStart(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))
