id	source	start_line	end_line	kind	classification	attributes	decision	decision_basis	normalized_source
K0121	semantics/builtins.k	82	84	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule <k> #iterYield(V:Val, R:Iterable) ~> #maxCont(M:Int) => #maxAcc(R, maxInt(M, {V}:>Int)) ... </k> requires isInt(V)
K0122	semantics/builtins.k	86	86	syntax	syntax-declaration		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"syntax KItem ::= #minAcc0(Iterable) | ""#minCont0"" | #minAcc(Iterable, Int) | #minCont(Int)"
K0123	semantics/builtins.k	87	87	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule <k> #minAcc0(IT:Iterable) => #iterNext(IT) ~> #minCont0 ... </k>
K0124	semantics/builtins.k	88	89	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont0 => #minAcc(R, {V}:>Int) ... </k> requires isInt(V)
K0125	semantics/builtins.k	90	90	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule <k> #minAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #minCont(M) ... </k>
K0126	semantics/builtins.k	91	91	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule <k> #iterDone ~> #minCont(M:Int) => M ... </k>
K0127	semantics/builtins.k	92	95	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont(M:Int) => #minAcc(R, minInt(M, {V}:>Int)) ... </k> requires isInt(V)
K0128	semantics/builtins.k	97	97	syntax	function-declaration	function	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Int ::= maxVals(Int, Vals) [function]
K0129	semantics/builtins.k	98	98	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBuiltin(""max"", I:Int, REST:Vals) => maxVals(I, REST)"
K0130	semantics/builtins.k	99	99	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule maxVals(M:Int, .Vals) => M
K0131	semantics/builtins.k	100	100	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule maxVals(M:Int, (I:Int, R:Vals)) => maxVals(maxInt(M, I), R)
K0132	semantics/builtins.k	102	102	syntax	function-declaration	function	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Int ::= minVals(Int, Vals) [function]
K0133	semantics/builtins.k	103	103	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBuiltin(""min"", I:Int, REST:Vals) => minVals(I, REST)"
K0134	semantics/builtins.k	104	104	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule minVals(M:Int, .Vals) => M
K0135	semantics/builtins.k	105	106	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule minVals(M:Int, (I:Int, R:Vals)) => minVals(minInt(M, I), R)
K0136	semantics/builtins.k	108	109	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBuiltin(""bin"", N:Int, .Vals) => str(iCons(48, iCons(98, binCodes(N)))) requires N >=Int 0"
K0137	semantics/builtins.k	111	113	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBuiltin(""bin"", N:Int, .Vals) => str(iCons(45, iCons(48, iCons(98, binCodes(0 -Int N))))) requires N <Int 0"
K0138	semantics/builtins.k	114	114	syntax	function-declaration	function,total	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax IntSeq ::= binCodes(Int) [function, total]
K0139	semantics/builtins.k	115	115	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule binCodes(0) => iCons(48, .IntSeq)
K0140	semantics/builtins.k	116	116	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule binCodes(N:Int) => binAcc(N, .IntSeq) requires N >Int 0
K0141	semantics/builtins.k	117	117	syntax	function-declaration	function,total	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax IntSeq ::= binAcc(Int, IntSeq) [function, total]
K0142	semantics/builtins.k	118	118	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule binAcc(0, ACC:IntSeq) => ACC
K0143	semantics/builtins.k	119	122	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule binAcc(N:Int, ACC:IntSeq) => binAcc((N -Int pyMod(N, 2)) /Int 2, iCons(48 +Int pyMod(N, 2), ACC)) requires N >Int 0
K0144	semantics/builtins.k	124	125	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule <k> #applyK(toCall(builtinV(""enumerate"")), (list(VS:ValSeq), .Vals)) => #alloc(list(enumVS(VS, 0))) ... </k>"
K0145	semantics/builtins.k	126	126	syntax	function-declaration	function,total	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax ValSeq ::= enumVS(ValSeq, Int) [function, total]
K0146	semantics/builtins.k	127	127	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule enumVS(.ValSeq, _:Int) => .ValSeq
K0147	semantics/builtins.k	128	130	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule enumVS(vCons(V:Val, R:ValSeq), I:Int) => vCons(tuple(vCons(I, vCons(V, .ValSeq))), enumVS(R, I +Int 1))
K0148	semantics/builtins.k	132	133	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule <k> #applyK(toCall(builtinV(""map"")), (typeV(""str""), list(VS:ValSeq), .Vals)) => #alloc(list(mapStrVS(VS))) ... </k>"
K0149	semantics/builtins.k	134	134	syntax	function-declaration	function,total	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax ValSeq ::= mapStrVS(ValSeq) [function, total]
K0150	semantics/builtins.k	135	135	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule mapStrVS(.ValSeq) => .ValSeq
K0151	semantics/builtins.k	136	136	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule mapStrVS(vCons(I:Int, R:ValSeq)) => vCons(str(strToCodes(Int2String(I))), mapStrVS(R))
K0152	semantics/builtins.k	137	138	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule mapStrVS(vCons(str(CS:IntSeq), R:ValSeq)) => vCons(str(CS), mapStrVS(R))
K0153	semantics/builtins.k	140	141	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBuiltin(""int"", I:Int, .Vals) => I"
K0154	semantics/builtins.k	143	143	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBuiltin(""ord"", str(iCons(C:Int, .IntSeq)), .Vals) => C"
K0155	semantics/builtins.k	144	146	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBuiltin(""chr"", I:Int, .Vals) => str(iCons(I, .IntSeq)) requires 0 <=Int I andBool I <Int 128"
K0156	semantics/builtins.k	148	148	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBuiltin(""str"", I:Int, .Vals) => str(strToCodes(Int2String(I)))"
K0157	semantics/builtins.k	149	150	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBuiltin(""str"", str(CS:IntSeq), .Vals) => str(CS)"
K0158	semantics/builtins.k	152	154	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBuiltin(""int"", str(iCons(C:Int, .IntSeq)), .Vals) => C -Int 48 requires 48 <=Int C andBool C <=Int 57"
K0159	semantics/builtins.k	156	157	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyBuiltin(""int"", str(CS:IntSeq), .Vals) => intDigAcc(CS, 0) requires isLen(CS) >=Int 2"
K0160	semantics/builtins.k	158	158	syntax	function-declaration	function,total	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Int ::= intDigAcc(IntSeq, Int) [function, total]
K0161	semantics/builtins.k	159	159	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule intDigAcc(.IntSeq, ACC:Int) => ACC
K0162	semantics/builtins.k	160	161	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule intDigAcc(iCons(C:Int, R:IntSeq), ACC:Int) => intDigAcc(R, (ACC *Int 10) +Int (C -Int 48))
