file	line	kind	attributes	text	audit_disposition
reference-semantics/semantics/builtins.k	158	syntax	function,total	syntax Int ::= intDigAcc(IntSeq, Int) [function, total]	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	159	rule	-	rule intDigAcc(.IntSeq, ACC:Int)             => ACC	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	160	rule	-	rule intDigAcc(iCons(C:Int, R:IntSeq), ACC:Int) => intDigAcc(R, (ACC *Int 10) +Int (C -Int 48))  // ==== zip(a, b) — parallel iterable of pairs, truncating to the shorter =====	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	163	rule	-	"rule applyBuiltin(""zip"", list(A:ValSeq), list(B:ValSeq), .Vals) => zipObj(A, B)"	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	164	rule	-	"rule applyBuiltin(""zip"", str(A:IntSeq), str(B:IntSeq), .Vals)   => zipObjS(A, B)  // zip's iterator-protocol cases (zip is created here, so its #iterNext lives here)"	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	167	rule	-	rule <k> #iterNext(zipObj(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq))) => #iterYield(tuple(vCons(A, vCons(B, .ValSeq))), zipObj(As, Bs)) ... </k>	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	169	rule	-	rule <k> #iterNext(zipObj(.ValSeq, _:ValSeq))               => #iterDone ... </k>	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	170	rule	-	rule <k> #iterNext(zipObj(vCons(_:Val, _:ValSeq), .ValSeq)) => #iterDone ... </k>	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	171	rule	-	rule <k> #iterNext(zipObjS(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq))) => #iterYield(tuple(vCons(str(iCons(A, .IntSeq)), vCons(str(iCons(B, .IntSeq)), .ValSeq))), zipObjS(As, Bs)) ... </k>	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	173	rule	-	rule <k> #iterNext(zipObjS(.IntSeq, _:IntSeq))              => #iterDone ... </k>	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	174	rule	-	rule <k> #iterNext(zipObjS(iCons(_:Int, _:IntSeq), .IntSeq)) => #iterDone ... </k>  // ==== range(stop) / range(start, stop) / range(start, stop, step) =========	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	177	rule	-	"rule applyBuiltin(""range"", I:Int, .Vals)               => rangeObj(0, I, 1)"	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	178	rule	-	"rule applyBuiltin(""range"", A:Int, B:Int, .Vals)        => rangeObj(A, B, 1)"	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	179	rule	concrete	"rule applyBuiltin(""range"", A:Int, B:Int, S:Int, .Vals) => rangeObj(A, B, S) requires S =/=Int 0  // ==== eval(str) — arithmetic expressions (ints, + - * // **, spaces) ======== // Python precedence: ** right-assoc, then * //, then + -. Promoted from 160's // trusted pass evaluator, now DEFINED in the reference and driven by a // code-level tokenizer. Reduces on concrete strings (krun); a symbolic // argument leaves the call unevaluated for problem-level folds."	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/builtins.k	187	rule	-	"rule applyBuiltin(""eval"", str(CS:IntSeq), .Vals) => evalArith(CS)"	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	188	syntax	function	syntax Int ::= evalArith(IntSeq) [function]	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	189	rule	-	rule evalArith(CS:IntSeq) => firstNdE(passAddE(passMulE(passPowE(tokOps(CS), tokNds(CS)))))	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	192	syntax	-	"syntax OpSeq ::= "".OpSeq"" | oCons(String, OpSeq)"	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	194	syntax	function,total	syntax Bool ::= evDigit(Int) [function, total]	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	195	rule	-	rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	196	syntax	function,total	syntax Bool ::= evHead42(IntSeq) [function, total]	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	197	rule	-	rule evHead42(iCons(42, _:IntSeq)) => true	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	198	rule	owise	rule evHead42(_:IntSeq)            => false [owise]	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	199	syntax	function,total	syntax Bool ::= evHead47(IntSeq) [function, total]	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	200	rule	-	rule evHead47(iCons(47, _:IntSeq)) => true	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	201	rule	owise	rule evHead47(_:IntSeq)            => false [owise]	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	203	syntax	function,total	syntax OpSeq ::= tokOps(IntSeq) [function, total]	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	204	rule	-	rule tokOps(.IntSeq)                 => .OpSeq	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	205	rule	-	rule tokOps(iCons(32, R:IntSeq))     => tokOps(R)	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	206	rule	-	rule tokOps(iCons(C:Int, R:IntSeq))  => tokOps(R) requires evDigit(C)	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	207	rule	-	"rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons(""**"", tokOps(R))"	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	208	rule	-	"rule tokOps(iCons(42, R:IntSeq))     => oCons(""*"", tokOps(R)) requires notBool evHead42(R)"	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	209	rule	-	"rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons(""//"", tokOps(R))"	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	210	rule	-	"rule tokOps(iCons(47, R:IntSeq))     => oCons(""/"", tokOps(R)) requires notBool evHead47(R)"	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	211	rule	-	"rule tokOps(iCons(43, R:IntSeq))     => oCons(""+"", tokOps(R))"	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	212	rule	-	"rule tokOps(iCons(45, R:IntSeq))     => oCons(""-"", tokOps(R))"	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	214	syntax	function,total	syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	216	rule	-	rule tokNds(.IntSeq)                => .IntSeq	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	217	rule	-	rule tokNds(iCons(32, R:IntSeq))    => tokNds(R)	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	218	rule	-	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	219	rule	-	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R) requires notBool evDigit(C) andBool C =/=Int 32	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	221	rule	-	rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R) requires evDigit(C)	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	223	rule	owise	rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	225	syntax	-	syntax EvPair ::= evp(OpSeq, IntSeq)	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/builtins.k	226	syntax	function,total	syntax Int ::= firstNdE(EvPair) [function, total]	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
