id	file	line	kind	origin	flags	statement	audit_disposition	reason
87	reference-semantics/semantics/builtins.k	115	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule binCodes(0) => iCons(48, .IntSeq)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
88	reference-semantics/semantics/builtins.k	116	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule binCodes(N:Int) => binAcc(N, .IntSeq) requires N >Int 0	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
89	reference-semantics/semantics/builtins.k	117	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax IntSeq ::= binAcc(Int, IntSeq) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
90	reference-semantics/semantics/builtins.k	118	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule binAcc(0, ACC:IntSeq) => ACC	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
91	reference-semantics/semantics/builtins.k	119	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule binAcc(N:Int, ACC:IntSeq) => binAcc((N -Int pyMod(N, 2)) /Int 2, iCons(48 +Int pyMod(N, 2), ACC)) requires N >Int 0	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
92	reference-semantics/semantics/builtins.k	124	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule <k> #applyK(toCall(builtinV(""enumerate"")), (list(VS:ValSeq), .Vals)) => #alloc(list(enumVS(VS, 0))) ... </k>"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
93	reference-semantics/semantics/builtins.k	126	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax ValSeq ::= enumVS(ValSeq, Int) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
94	reference-semantics/semantics/builtins.k	127	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule enumVS(.ValSeq, _:Int) => .ValSeq	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
95	reference-semantics/semantics/builtins.k	128	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule enumVS(vCons(V:Val, R:ValSeq), I:Int) => vCons(tuple(vCons(I, vCons(V, .ValSeq))), enumVS(R, I +Int 1))	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
96	reference-semantics/semantics/builtins.k	132	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule <k> #applyK(toCall(builtinV(""map"")), (typeV(""str""), list(VS:ValSeq), .Vals)) => #alloc(list(mapStrVS(VS))) ... </k>"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
97	reference-semantics/semantics/builtins.k	134	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax ValSeq ::= mapStrVS(ValSeq) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
98	reference-semantics/semantics/builtins.k	135	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule mapStrVS(.ValSeq) => .ValSeq	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
99	reference-semantics/semantics/builtins.k	136	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule mapStrVS(vCons(I:Int, R:ValSeq)) => vCons(str(strToCodes(Int2String(I))), mapStrVS(R))	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
100	reference-semantics/semantics/builtins.k	137	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule mapStrVS(vCons(str(CS:IntSeq), R:ValSeq)) => vCons(str(CS), mapStrVS(R))	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
101	reference-semantics/semantics/builtins.k	140	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBuiltin(""int"", I:Int, .Vals) => I"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
102	reference-semantics/semantics/builtins.k	143	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBuiltin(""ord"", str(iCons(C:Int, .IntSeq)), .Vals) => C"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
103	reference-semantics/semantics/builtins.k	144	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBuiltin(""chr"", I:Int, .Vals) => str(iCons(I, .IntSeq)) requires 0 <=Int I andBool I <Int 128"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
104	reference-semantics/semantics/builtins.k	148	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBuiltin(""str"", I:Int, .Vals) => str(strToCodes(Int2String(I)))"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
105	reference-semantics/semantics/builtins.k	149	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBuiltin(""str"", str(CS:IntSeq), .Vals) => str(CS)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
106	reference-semantics/semantics/builtins.k	152	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBuiltin(""int"", str(iCons(C:Int, .IntSeq)), .Vals) => C -Int 48 requires 48 <=Int C andBool C <=Int 57"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
107	reference-semantics/semantics/builtins.k	156	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBuiltin(""int"", str(CS:IntSeq), .Vals) => intDigAcc(CS, 0) requires isLen(CS) >=Int 2"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
108	reference-semantics/semantics/builtins.k	158	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Int ::= intDigAcc(IntSeq, Int) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
109	reference-semantics/semantics/builtins.k	159	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule intDigAcc(.IntSeq, ACC:Int) => ACC	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
110	reference-semantics/semantics/builtins.k	160	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule intDigAcc(iCons(C:Int, R:IntSeq), ACC:Int) => intDigAcc(R, (ACC *Int 10) +Int (C -Int 48))	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
111	reference-semantics/semantics/builtins.k	163	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBuiltin(""zip"", list(A:ValSeq), list(B:ValSeq), .Vals) => zipObj(A, B)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
112	reference-semantics/semantics/builtins.k	164	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBuiltin(""zip"", str(A:IntSeq), str(B:IntSeq), .Vals) => zipObjS(A, B)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
113	reference-semantics/semantics/builtins.k	167	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #iterNext(zipObj(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq))) => #iterYield(tuple(vCons(A, vCons(B, .ValSeq))), zipObj(As, Bs)) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
114	reference-semantics/semantics/builtins.k	169	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #iterNext(zipObj(.ValSeq, _:ValSeq)) => #iterDone ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
115	reference-semantics/semantics/builtins.k	170	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #iterNext(zipObj(vCons(_:Val, _:ValSeq), .ValSeq)) => #iterDone ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
116	reference-semantics/semantics/builtins.k	171	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #iterNext(zipObjS(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq))) => #iterYield(tuple(vCons(str(iCons(A, .IntSeq)), vCons(str(iCons(B, .IntSeq)), .ValSeq))), zipObjS(As, Bs)) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
117	reference-semantics/semantics/builtins.k	173	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #iterNext(zipObjS(.IntSeq, _:IntSeq)) => #iterDone ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
118	reference-semantics/semantics/builtins.k	174	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #iterNext(zipObjS(iCons(_:Int, _:IntSeq), .IntSeq)) => #iterDone ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
119	reference-semantics/semantics/builtins.k	177	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBuiltin(""range"", I:Int, .Vals) => rangeObj(0, I, 1)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
120	reference-semantics/semantics/builtins.k	178	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBuiltin(""range"", A:Int, B:Int, .Vals) => rangeObj(A, B, 1)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
121	reference-semantics/semantics/builtins.k	179	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBuiltin(""range"", A:Int, B:Int, S:Int, .Vals) => rangeObj(A, B, S) requires S =/=Int 0"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
122	reference-semantics/semantics/builtins.k	187	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyBuiltin(""eval"", str(CS:IntSeq), .Vals) => evalArith(CS)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
123	reference-semantics/semantics/builtins.k	188	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax Int ::= evalArith(IntSeq) [function]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
124	reference-semantics/semantics/builtins.k	189	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule evalArith(CS:IntSeq) => firstNdE(passAddE(passMulE(passPowE(tokOps(CS), tokNds(CS)))))	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
125	reference-semantics/semantics/builtins.k	192	syntax	SUPPLIED_FIXED_SEMANTICS	-	"syntax OpSeq ::= "".OpSeq"" | oCons(String, OpSeq)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
126	reference-semantics/semantics/builtins.k	194	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Bool ::= evDigit(Int) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
127	reference-semantics/semantics/builtins.k	195	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
128	reference-semantics/semantics/builtins.k	196	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Bool ::= evHead42(IntSeq) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
129	reference-semantics/semantics/builtins.k	197	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule evHead42(iCons(42, _:IntSeq)) => true	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
130	reference-semantics/semantics/builtins.k	198	rule	SUPPLIED_FIXED_SEMANTICS	owise,ordinary-rule	rule evHead42(_:IntSeq) => false [owise]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
131	reference-semantics/semantics/builtins.k	199	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Bool ::= evHead47(IntSeq) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
132	reference-semantics/semantics/builtins.k	200	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule evHead47(iCons(47, _:IntSeq)) => true	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
133	reference-semantics/semantics/builtins.k	201	rule	SUPPLIED_FIXED_SEMANTICS	owise,ordinary-rule	rule evHead47(_:IntSeq) => false [owise]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
134	reference-semantics/semantics/builtins.k	203	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax OpSeq ::= tokOps(IntSeq) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
135	reference-semantics/semantics/builtins.k	204	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule tokOps(.IntSeq) => .OpSeq	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
136	reference-semantics/semantics/builtins.k	205	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule tokOps(iCons(32, R:IntSeq)) => tokOps(R)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
137	reference-semantics/semantics/builtins.k	206	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule tokOps(iCons(C:Int, R:IntSeq)) => tokOps(R) requires evDigit(C)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
