id	source	module	start_line	end_line	kind	flags	decision	basis
K0138	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	163	163	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0139	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	164	166	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0140	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	167	168	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0141	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	169	169	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0142	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	170	170	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0143	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	171	172	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0144	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	173	173	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0145	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	174	176	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0146	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	177	177	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0147	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	178	178	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0148	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	179	179	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0150	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	187	187	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0151	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	188	188	syntax	function	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0152	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	189	190	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0153	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	192	192	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0154	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	194	194	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0155	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	195	195	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0156	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	196	196	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0157	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	197	197	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0158	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	198	198	rule	owise	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0159	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	199	199	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0160	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	200	200	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0161	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	201	201	rule	owise	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0162	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	203	203	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0163	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	204	204	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0164	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	205	205	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0165	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	206	206	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0166	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	207	207	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0167	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	208	208	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0168	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	209	209	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0169	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	210	210	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0170	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	211	211	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0171	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	212	212	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0172	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	214	215	syntax	function,total	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K0173	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	216	216	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
