id	source	module	start_line	end_line	kind	attributes	flags	disposition	text
K0140	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	167	168	rule			fixed-supplied-semantics	"  rule <k> #iterNext(zipObj(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq)))
        => #iterYield(tuple(vCons(A, vCons(B, .ValSeq))), zipObj(As, Bs)) ... </k>"
K0141	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	169	169	rule			fixed-supplied-semantics	  rule <k> #iterNext(zipObj(.ValSeq, _:ValSeq))               => #iterDone ... </k>
K0142	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	170	170	rule			fixed-supplied-semantics	  rule <k> #iterNext(zipObj(vCons(_:Val, _:ValSeq), .ValSeq)) => #iterDone ... </k>
K0143	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	171	172	rule			fixed-supplied-semantics	"  rule <k> #iterNext(zipObjS(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)))
        => #iterYield(tuple(vCons(str(iCons(A, .IntSeq)), vCons(str(iCons(B, .IntSeq)), .ValSeq))), zipObjS(As, Bs)) ... </k>"
K0144	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	173	173	rule			fixed-supplied-semantics	  rule <k> #iterNext(zipObjS(.IntSeq, _:IntSeq))              => #iterDone ... </k>
K0145	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	174	176	rule			fixed-supplied-semantics	"  rule <k> #iterNext(zipObjS(iCons(_:Int, _:IntSeq), .IntSeq)) => #iterDone ... </k>

  // ==== range(stop) / range(start, stop) / range(start, stop, step) ========="
K0146	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	177	177	rule			fixed-supplied-semantics	"  rule applyBuiltin(""range"", I:Int, .Vals)               => rangeObj(0, I, 1)"
K0147	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	178	178	rule			fixed-supplied-semantics	"  rule applyBuiltin(""range"", A:Int, B:Int, .Vals)        => rangeObj(A, B, 1)"
K0148	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	179	179	rule			fixed-supplied-semantics	"  rule applyBuiltin(""range"", A:Int, B:Int, S:Int, .Vals) => rangeObj(A, B, S)"
K0149	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	180	186	requires			fixed-supplied-semantics	"       requires S =/=Int 0

  // ==== eval(str) — arithmetic expressions (ints, + - * // **, spaces) ========
  // Python precedence: ** right-assoc, then * //, then + -. Promoted from 160's
  // trusted pass evaluator, now DEFINED in the reference and driven by a
  // code-level tokenizer. Reduces on concrete strings (krun); a symbolic
  // argument leaves the call unevaluated for problem-level folds."
K0150	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	187	187	rule			fixed-supplied-semantics	"  rule applyBuiltin(""eval"", str(CS:IntSeq), .Vals) => evalArith(CS)"
K0151	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	188	188	syntax	function	function	fixed-supplied-semantics	  syntax Int ::= evalArith(IntSeq) [function]
K0152	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	189	190	rule			fixed-supplied-semantics	"  rule evalArith(CS:IntSeq)
    => firstNdE(passAddE(passMulE(passPowE(tokOps(CS), tokNds(CS)))))"
K0153	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	192	192	syntax			fixed-supplied-semantics	"  syntax OpSeq ::= "".OpSeq"" | oCons(String, OpSeq)"
K0154	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	194	194	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= evDigit(Int) [function, total]
K0155	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	195	195	rule			fixed-supplied-semantics	  rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57
K0156	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	196	196	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= evHead42(IntSeq) [function, total]
K0157	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	197	197	rule			fixed-supplied-semantics	  rule evHead42(iCons(42, _:IntSeq)) => true
K0158	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	198	198	rule	owise	owise	fixed-supplied-semantics	  rule evHead42(_:IntSeq)            => false [owise]
K0159	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	199	199	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= evHead47(IntSeq) [function, total]
K0160	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	200	200	rule			fixed-supplied-semantics	  rule evHead47(iCons(47, _:IntSeq)) => true
K0161	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	201	201	rule	owise	owise	fixed-supplied-semantics	  rule evHead47(_:IntSeq)            => false [owise]
K0162	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	203	203	syntax	function, total	function,total	fixed-supplied-semantics	  syntax OpSeq ::= tokOps(IntSeq) [function, total]
K0163	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	204	204	rule			fixed-supplied-semantics	  rule tokOps(.IntSeq)                 => .OpSeq
K0164	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	205	205	rule			fixed-supplied-semantics	  rule tokOps(iCons(32, R:IntSeq))     => tokOps(R)
K0165	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	206	206	rule			fixed-supplied-semantics	  rule tokOps(iCons(C:Int, R:IntSeq))  => tokOps(R) requires evDigit(C)
K0166	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	207	207	rule			fixed-supplied-semantics	"  rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons(""**"", tokOps(R))"
K0167	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	208	208	rule			fixed-supplied-semantics	"  rule tokOps(iCons(42, R:IntSeq))     => oCons(""*"", tokOps(R)) requires notBool evHead42(R)"
K0168	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	209	209	rule			fixed-supplied-semantics	"  rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons(""//"", tokOps(R))"
K0169	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	210	210	rule			fixed-supplied-semantics	"  rule tokOps(iCons(47, R:IntSeq))     => oCons(""/"", tokOps(R)) requires notBool evHead47(R)"
K0170	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	211	211	rule			fixed-supplied-semantics	"  rule tokOps(iCons(43, R:IntSeq))     => oCons(""+"", tokOps(R))"
K0171	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	212	212	rule			fixed-supplied-semantics	"  rule tokOps(iCons(45, R:IntSeq))     => oCons(""-"", tokOps(R))"
K0172	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	214	215	syntax	function, total; function, total	function,total	fixed-supplied-semantics	"  syntax IntSeq ::= tokNds(IntSeq) [function, total]
                  | tokNdAcc(Int, IntSeq) [function, total]"
K0173	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	216	216	rule			fixed-supplied-semantics	  rule tokNds(.IntSeq)                => .IntSeq
K0174	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	217	217	rule			fixed-supplied-semantics	  rule tokNds(iCons(32, R:IntSeq))    => tokNds(R)
K0175	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	218	218	rule			fixed-supplied-semantics	  rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)
K0176	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	219	219	rule			fixed-supplied-semantics	  rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R)
K0177	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	220	220	requires			fixed-supplied-semantics	       requires notBool evDigit(C) andBool C =/=Int 32
K0178	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	221	221	rule			fixed-supplied-semantics	  rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R)
K0179	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	222	222	requires			fixed-supplied-semantics	       requires evDigit(C)
K0180	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	223	223	rule	owise	owise	fixed-supplied-semantics	  rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]
K0181	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	225	225	syntax			fixed-supplied-semantics	  syntax EvPair ::= evp(OpSeq, IntSeq)
K0182	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	226	226	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Int ::= firstNdE(EvPair) [function, total]
K0183	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	227	227	rule			fixed-supplied-semantics	  rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N
K0184	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	228	228	rule	owise	owise	fixed-supplied-semantics	  rule firstNdE(_:EvPair) => 0 [owise]
K0185	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	230	230	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Int ::= applyOpE(String, Int, Int) [function, total]
K0186	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	231	231	rule			fixed-supplied-semantics	"  rule applyOpE(""+"",  A:Int, B:Int) => A +Int B"
K0187	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	232	232	rule			fixed-supplied-semantics	"  rule applyOpE(""-"",  A:Int, B:Int) => A -Int B"
K0188	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	233	233	rule			fixed-supplied-semantics	"  rule applyOpE(""*"",  A:Int, B:Int) => A *Int B"
K0189	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	234	234	rule			fixed-supplied-semantics	"  rule applyOpE(""//"", A:Int, B:Int) => A divInt B"
K0190	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	235	235	rule			fixed-supplied-semantics	"  rule applyOpE(""**"", A:Int, B:Int) => A ^Int B"
K0191	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	236	236	rule	owise	owise	fixed-supplied-semantics	  rule applyOpE(_:String, A:Int, _:Int) => A [owise]
K0192	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	238	238	syntax	function, total	function,total	fixed-supplied-semantics	  syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]
K0193	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	239	239	rule			fixed-supplied-semantics	  rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
K0194	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	240	240	rule			fixed-supplied-semantics	"  rule passPowE(oCons(""**"", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))"
K0195	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	241	241	rule			fixed-supplied-semantics	  rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS))
K0196	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	242	242	requires			fixed-supplied-semantics	"       requires O =/=String ""**"""
K0197	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	243	243	rule	owise	owise	fixed-supplied-semantics	  rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
K0198	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	244	244	syntax	function, total	function,total	fixed-supplied-semantics	  syntax EvPair ::= powCombE(Int, EvPair) [function, total]
K0199	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	245	245	rule			fixed-supplied-semantics	  rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
K0200	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	246	246	rule			fixed-supplied-semantics	  rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
K0201	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	247	247	syntax	function, total	function,total	fixed-supplied-semantics	  syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
K0202	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	248	248	rule			fixed-supplied-semantics	  rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
K0203	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	250	250	syntax	function, total; function, total	function,total	fixed-supplied-semantics	  syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
K0204	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	251	251	rule			fixed-supplied-semantics	"  rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""mul"", N0, OPS, NDS, .OpSeq, .IntSeq)"
K0205	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	252	252	rule			fixed-supplied-semantics	  rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
K0206	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	253	253	rule			fixed-supplied-semantics	"  rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""add"", N0, OPS, NDS, .OpSeq, .IntSeq)"
K0207	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	254	254	rule			fixed-supplied-semantics	  rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
K0208	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	255	255	syntax	function, total	function,total	fixed-supplied-semantics	  syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
K0209	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	256	256	rule			fixed-supplied-semantics	  rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
K0210	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	257	258	rule			fixed-supplied-semantics	"  rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq)
    => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON)"
K0211	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	259	259	requires			fixed-supplied-semantics	       requires inLevelE(L, O)
K0212	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	260	261	rule			fixed-supplied-semantics	"  rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq)
    => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR))"
K0213	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	262	262	requires			fixed-supplied-semantics	       requires notBool inLevelE(L, O)
K0214	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	263	264	rule	owise	owise	fixed-supplied-semantics	"  rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq)
    => evp(OO, appendIE(ON, CUR)) [owise]"
K0215	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	265	265	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= inLevelE(String, String) [function, total]
K0216	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	266	266	rule			fixed-supplied-semantics	"  rule inLevelE(""mul"", O:String) => O ==String ""*"" orBool O ==String ""//"" orBool O ==String ""/"""
K0217	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	267	267	rule			fixed-supplied-semantics	"  rule inLevelE(""add"", O:String) => O ==String ""+"" orBool O ==String ""-"""
K0218	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	268	268	rule	owise	owise	fixed-supplied-semantics	  rule inLevelE(_:String, _:String) => false [owise]
K0219	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	269	269	syntax	function, total	function,total	fixed-supplied-semantics	  syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
K0220	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	270	270	rule			fixed-supplied-semantics	  rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
K0221	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	271	271	rule			fixed-supplied-semantics	  rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
K0222	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	272	272	syntax	function, total	function,total	fixed-supplied-semantics	  syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
K0223	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	273	273	rule			fixed-supplied-semantics	  rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
K0224	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	274	278	rule			fixed-supplied-semantics	"  rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))

  // ==== hashlib.md5(S).hexdigest() — a trusted opaque digest ==================
  // The md5 value itself is a named shared trust (sortVS-style, no concrete
  // twin); proofs use the length/hex-charset lemmas (lemmas/builtins.k)."
K0225	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	279	279	syntax			fixed-supplied-semantics	"  syntax KItem ::= ""#md5"""
K0226	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	280	281	rule	priority(40)	priority	fixed-supplied-semantics	"  rule <k> Call(Attribute(Name(""hashlib""), ""md5""), (E:Expr, .Exprs)) => E ~> #md5 ... </k>
       [priority(40)]"
K0227	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	282	282	rule			fixed-supplied-semantics	  rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
K0228	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	283	283	syntax			fixed-supplied-semantics	  syntax Val ::= md5Obj(IntSeq)
K0229	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	284	284	rule			fixed-supplied-semantics	"  rule applyMethod(md5Obj(CS:IntSeq), ""hexdigest"", .Vals) => str(md5hexCodes(CS))"
K0230	/candidate/reference-semantics/semantics/builtins.k	MPY-BUILTINS	285	290	syntax	function, total, symbol(md5hexCodes), no-evaluators	function,total,no-evaluators,symbol	fixed-supplied-semantics	"  syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]

  // ==== isinstance(V, int|str) — an ordinary 2-arg builtin ===================
  // The type argument (int/str) is an ordinary name that resolves via the builtins frame to
  // typeV (see core.k's config); no Call-level special case. isIntV/isStrV mirror the old
  // owise-on-Val test (concrete-sort args decide; a symbolic Val stays owise, as before)."
