file	line	category	decision	declaration	rationale
reference-semantics/semantics/builtins.k	143	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBuiltin(""ord"", str(iCons(C:Int, .IntSeq)), .Vals) => C"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	144	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBuiltin(""chr"", I:Int, .Vals) => str(iCons(I, .IntSeq)) requires 0 <=Int I andBool I <Int 128"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	148	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBuiltin(""str"", I:Int, .Vals)       => str(strToCodes(Int2String(I)))"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	149	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBuiltin(""str"", str(CS:IntSeq), .Vals) => str(CS)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	152	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBuiltin(""int"", str(iCons(C:Int, .IntSeq)), .Vals) => C -Int 48 requires 48 <=Int C andBool C <=Int 57"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	156	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBuiltin(""int"", str(CS:IntSeq), .Vals) => intDigAcc(CS, 0) requires isLen(CS) >=Int 2"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	158	syntax[function,total]	OUTSIDE_REACHABLE_PATH	syntax Int ::= intDigAcc(IntSeq, Int) [function, total]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	159	equational-rule	OUTSIDE_REACHABLE_PATH	rule intDigAcc(.IntSeq, ACC:Int)             => ACC	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	160	equational-rule	OUTSIDE_REACHABLE_PATH	rule intDigAcc(iCons(C:Int, R:IntSeq), ACC:Int) => intDigAcc(R, (ACC *Int 10) +Int (C -Int 48))	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	163	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBuiltin(""zip"", list(A:ValSeq), list(B:ValSeq), .Vals) => zipObj(A, B)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	164	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBuiltin(""zip"", str(A:IntSeq), str(B:IntSeq), .Vals)   => zipObjS(A, B)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	167	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> #iterNext(zipObj(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq))) => #iterYield(tuple(vCons(A, vCons(B, .ValSeq))), zipObj(As, Bs)) ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	169	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> #iterNext(zipObj(.ValSeq, _:ValSeq))               => #iterDone ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	170	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> #iterNext(zipObj(vCons(_:Val, _:ValSeq), .ValSeq)) => #iterDone ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	171	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> #iterNext(zipObjS(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq))) => #iterYield(tuple(vCons(str(iCons(A, .IntSeq)), vCons(str(iCons(B, .IntSeq)), .ValSeq))), zipObjS(As, Bs)) ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	173	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> #iterNext(zipObjS(.IntSeq, _:IntSeq))              => #iterDone ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	174	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> #iterNext(zipObjS(iCons(_:Int, _:IntSeq), .IntSeq)) => #iterDone ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	177	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBuiltin(""range"", I:Int, .Vals)               => rangeObj(0, I, 1)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	178	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBuiltin(""range"", A:Int, B:Int, .Vals)        => rangeObj(A, B, 1)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	179	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBuiltin(""range"", A:Int, B:Int, S:Int, .Vals) => rangeObj(A, B, S) requires S =/=Int 0"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	187	equational-rule	OUTSIDE_REACHABLE_PATH	"rule applyBuiltin(""eval"", str(CS:IntSeq), .Vals) => evalArith(CS)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	188	syntax[function]	OUTSIDE_REACHABLE_PATH	syntax Int ::= evalArith(IntSeq) [function]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	189	equational-rule	OUTSIDE_REACHABLE_PATH	rule evalArith(CS:IntSeq) => firstNdE(passAddE(passMulE(passPowE(tokOps(CS), tokNds(CS)))))	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	192	syntax	OUTSIDE_REACHABLE_PATH	"syntax OpSeq ::= "".OpSeq"" | oCons(String, OpSeq)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	194	syntax[function,total]	OUTSIDE_REACHABLE_PATH	syntax Bool ::= evDigit(Int) [function, total]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	195	equational-rule	OUTSIDE_REACHABLE_PATH	rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	196	syntax[function,total]	OUTSIDE_REACHABLE_PATH	syntax Bool ::= evHead42(IntSeq) [function, total]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	197	equational-rule	OUTSIDE_REACHABLE_PATH	rule evHead42(iCons(42, _:IntSeq)) => true	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	198	equational-rule[owise]	OUTSIDE_REACHABLE_PATH	rule evHead42(_:IntSeq)            => false [owise]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	199	syntax[function,total]	OUTSIDE_REACHABLE_PATH	syntax Bool ::= evHead47(IntSeq) [function, total]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	200	equational-rule	OUTSIDE_REACHABLE_PATH	rule evHead47(iCons(47, _:IntSeq)) => true	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	201	equational-rule[owise]	OUTSIDE_REACHABLE_PATH	rule evHead47(_:IntSeq)            => false [owise]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	203	syntax[function,total]	OUTSIDE_REACHABLE_PATH	syntax OpSeq ::= tokOps(IntSeq) [function, total]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/builtins.k	204	equational-rule	OUTSIDE_REACHABLE_PATH	rule tokOps(.IntSeq)                 => .OpSeq	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
