id	kind	classification	source	line	module	attrs	static_decision	text
K-0110	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	187	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""eval"", str(CS:IntSeq), .Vals) => evalArith(CS)"
K-0111	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/builtins.k	188	MPY-BUILTINS	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= evalArith(IntSeq) [function]
K-0112	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	189	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule evalArith(CS:IntSeq) => firstNdE(passAddE(passMulE(passPowE(tokOps(CS), tokNds(CS)))))
K-0113	syntax	syntax_declaration	/reference/reference-semantics/semantics/builtins.k	192	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax OpSeq ::= "".OpSeq"" | oCons(String, OpSeq)"
K-0114	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/builtins.k	194	MPY-BUILTINS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= evDigit(Int) [function, total]
K-0115	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	195	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57
K-0116	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/builtins.k	196	MPY-BUILTINS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= evHead42(IntSeq) [function, total]
K-0117	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	197	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule evHead42(iCons(42, _:IntSeq)) => true
K-0118	rule	owise_rule	/reference/reference-semantics/semantics/builtins.k	198	MPY-BUILTINS	owise	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule evHead42(_:IntSeq) => false [owise]
K-0119	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/builtins.k	199	MPY-BUILTINS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= evHead47(IntSeq) [function, total]
K-0120	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	200	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule evHead47(iCons(47, _:IntSeq)) => true
K-0121	rule	owise_rule	/reference/reference-semantics/semantics/builtins.k	201	MPY-BUILTINS	owise	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule evHead47(_:IntSeq) => false [owise]
K-0122	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/builtins.k	203	MPY-BUILTINS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax OpSeq ::= tokOps(IntSeq) [function, total]
K-0123	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	204	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule tokOps(.IntSeq) => .OpSeq
K-0124	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	205	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule tokOps(iCons(32, R:IntSeq)) => tokOps(R)
K-0125	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	206	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule tokOps(iCons(C:Int, R:IntSeq)) => tokOps(R) requires evDigit(C)
K-0126	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	207	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons(""**"", tokOps(R))"
K-0127	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	208	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule tokOps(iCons(42, R:IntSeq)) => oCons(""*"", tokOps(R)) requires notBool evHead42(R)"
K-0128	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	209	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons(""//"", tokOps(R))"
K-0129	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	210	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule tokOps(iCons(47, R:IntSeq)) => oCons(""/"", tokOps(R)) requires notBool evHead47(R)"
K-0130	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	211	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule tokOps(iCons(43, R:IntSeq)) => oCons(""+"", tokOps(R))"
K-0131	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	212	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule tokOps(iCons(45, R:IntSeq)) => oCons(""-"", tokOps(R))"
K-0132	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/builtins.k	214	MPY-BUILTINS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]
K-0133	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	216	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule tokNds(.IntSeq) => .IntSeq
K-0134	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	217	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule tokNds(iCons(32, R:IntSeq)) => tokNds(R)
K-0135	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	218	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)
K-0136	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	219	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R) requires notBool evDigit(C) andBool C =/=Int 32
K-0137	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	221	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R) requires evDigit(C)
K-0138	rule	owise_rule	/reference/reference-semantics/semantics/builtins.k	223	MPY-BUILTINS	owise	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]
K-0139	syntax	syntax_declaration	/reference/reference-semantics/semantics/builtins.k	225	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax EvPair ::= evp(OpSeq, IntSeq)
K-0140	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/builtins.k	226	MPY-BUILTINS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= firstNdE(EvPair) [function, total]
K-0141	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	227	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N
K-0142	rule	owise_rule	/reference/reference-semantics/semantics/builtins.k	228	MPY-BUILTINS	owise	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule firstNdE(_:EvPair) => 0 [owise]
K-0143	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/builtins.k	230	MPY-BUILTINS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= applyOpE(String, Int, Int) [function, total]
K-0144	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	231	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyOpE(""+"", A:Int, B:Int) => A +Int B"
K-0145	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	232	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyOpE(""-"", A:Int, B:Int) => A -Int B"
K-0146	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	233	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyOpE(""*"", A:Int, B:Int) => A *Int B"
K-0147	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	234	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyOpE(""//"", A:Int, B:Int) => A divInt B"
K-0148	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	235	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyOpE(""**"", A:Int, B:Int) => A ^Int B"
K-0149	rule	owise_rule	/reference/reference-semantics/semantics/builtins.k	236	MPY-BUILTINS	owise	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule applyOpE(_:String, A:Int, _:Int) => A [owise]
K-0150	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/builtins.k	238	MPY-BUILTINS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]
K-0151	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	239	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
K-0152	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	240	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule passPowE(oCons(""**"", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))"
K-0153	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	241	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS)) requires O =/=String ""**"""
K-0154	rule	owise_rule	/reference/reference-semantics/semantics/builtins.k	243	MPY-BUILTINS	owise	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
K-0155	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/builtins.k	244	MPY-BUILTINS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
K-0156	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	245	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
K-0157	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	246	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
K-0158	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/builtins.k	247	MPY-BUILTINS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
K-0159	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	248	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
K-0160	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/builtins.k	250	MPY-BUILTINS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
K-0161	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	251	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""mul"", N0, OPS, NDS, .OpSeq, .IntSeq)"
K-0162	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	252	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
K-0163	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	253	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE(""add"", N0, OPS, NDS, .OpSeq, .IntSeq)"
K-0164	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	254	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
K-0165	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/builtins.k	255	MPY-BUILTINS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
K-0166	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	256	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
K-0167	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	257	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)
K-0168	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	260	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)
K-0169	rule	owise_rule	/reference/reference-semantics/semantics/builtins.k	263	MPY-BUILTINS	owise	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
K-0170	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/builtins.k	265	MPY-BUILTINS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= inLevelE(String, String) [function, total]
K-0171	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	266	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule inLevelE(""mul"", O:String) => O ==String ""*"" orBool O ==String ""//"" orBool O ==String ""/"""
K-0172	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	267	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule inLevelE(""add"", O:String) => O ==String ""+"" orBool O ==String ""-"""
K-0173	rule	owise_rule	/reference/reference-semantics/semantics/builtins.k	268	MPY-BUILTINS	owise	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule inLevelE(_:String, _:String) => false [owise]
K-0174	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/builtins.k	269	MPY-BUILTINS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
K-0175	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	270	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
K-0176	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	271	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
K-0177	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/builtins.k	272	MPY-BUILTINS	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
K-0178	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	273	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
K-0179	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	274	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))
K-0180	syntax	syntax_declaration	/reference/reference-semantics/semantics/builtins.k	279	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax KItem ::= ""#md5"""
K-0181	rule	priority_rule	/reference/reference-semantics/semantics/builtins.k	280	MPY-BUILTINS	priority	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> Call(Attribute(Name(""hashlib""), ""md5""), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]"
K-0182	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	282	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
K-0183	syntax	syntax_declaration	/reference/reference-semantics/semantics/builtins.k	283	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Val ::= md5Obj(IntSeq)
K-0184	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	284	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyMethod(md5Obj(CS:IntSeq), ""hexdigest"", .Vals) => str(md5hexCodes(CS))"
K-0185	syntax	syntax_declaration+function+total+symbol+no-evaluators	/reference/reference-semantics/semantics/builtins.k	285	MPY-BUILTINS	function,total,symbol,no-evaluators	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
K-0186	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	291	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""isinstance"", V:Val, typeV(""int""), .Vals) => isIntV(V)"
K-0187	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	292	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""isinstance"", V:Val, typeV(""str""), .Vals) => isStrV(V)"
K-0188	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/builtins.k	293	MPY-BUILTINS	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
K-0189	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	294	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule isIntV(_:Int) => true
K-0190	rule	owise_rule	/reference/reference-semantics/semantics/builtins.k	295	MPY-BUILTINS	owise	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule isIntV(_:Val) => false [owise]
K-0191	rule	ordinary_rule	/reference/reference-semantics/semantics/builtins.k	296	MPY-BUILTINS		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule isStrV(str(_:IntSeq)) => true
K-0192	rule	owise_rule	/reference/reference-semantics/semantics/builtins.k	297	MPY-BUILTINS	owise	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule isStrV(_:Val) => false [owise]
K-0193	rule	ordinary_rule	/reference/reference-semantics/semantics/call.k	16	MPY-CALL		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
K-0194	syntax	syntax_declaration	/reference/reference-semantics/semantics/call.k	19	MPY-CALL		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax KItem ::= #callee(Exprs)
K-0195	rule	owise_rule	/reference/reference-semantics/semantics/call.k	20	MPY-CALL	owise	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
K-0196	rule	ordinary_rule	/reference/reference-semantics/semantics/call.k	21	MPY-CALL		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
K-0197	rule	ordinary_rule	/reference/reference-semantics/semantics/call.k	24	MPY-CALL		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
K-0198	rule	ordinary_rule	/reference/reference-semantics/semantics/call.k	26	MPY-CALL		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(builtinV(""sum"")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>"
K-0199	rule	ordinary_rule	/reference/reference-semantics/semantics/call.k	27	MPY-CALL		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(builtinV(""all"")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ) ... </k>"
K-0200	rule	ordinary_rule	/reference/reference-semantics/semantics/call.k	28	MPY-CALL		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(builtinV(""any"")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ) ... </k>"
K-0201	rule	ordinary_rule	/reference/reference-semantics/semantics/call.k	29	MPY-CALL		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(builtinV(""max"")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ) ... </k>"
K-0202	rule	ordinary_rule	/reference/reference-semantics/semantics/call.k	30	MPY-CALL		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(builtinV(""min"")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ) ... </k>"
K-0203	rule	owise_rule	/reference/reference-semantics/semantics/call.k	31	MPY-CALL	owise	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
K-0204	rule	ordinary_rule	/reference/reference-semantics/semantics/call.k	32	MPY-CALL		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k>
K-0205	rule	priority_rule	/reference/reference-semantics/semantics/call.k	38	MPY-CALL	priority	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K-0206	rule	priority_rule	/reference/reference-semantics/semantics/call.k	42	MPY-CALL	priority	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(A) [priority(40)]
K-0207	rule	priority_rule	/reference/reference-semantics/semantics/call.k	47	MPY-CALL	priority	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K-0208	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/call.k	52	MPY-CALL	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= isMutMethod(String) [function, total]
K-0209	rule	ordinary_rule	/reference/reference-semantics/semantics/call.k	53	MPY-CALL		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule isMutMethod(M:String) => M ==String ""append"" orBool M ==String ""sort"" orBool M ==String ""extend"" orBool M ==String ""insert"" orBool M ==String ""pop"" orBool M ==String ""remove"""
K-0210	rule	priority_rule	/reference/reference-semantics/semantics/call.k	56	MPY-CALL	priority	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) [priority(40)]
K-0211	rule	priority_rule	/reference/reference-semantics/semantics/call.k	63	MPY-CALL	priority	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isMutMethod(M) andBool notBool isRefV(OBJ) [priority(40)]
