source	line	kind	attributes	origin_review_class	declaration
reference-semantics/semantics/list.k	61	rule	-	SUPPLIED_BASE	rule <k> #memberAcc(V:Val, IT:Iterable) => #iterNext(IT) ~> #memberCont(V) ... </k>
reference-semantics/semantics/list.k	62	rule	-	SUPPLIED_BASE	rule <k> #iterDone ~> #memberCont(_V:Val) => false ... </k>
reference-semantics/semantics/list.k	63	rule	-	SUPPLIED_BASE	rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k> requires E ==K V
reference-semantics/semantics/list.k	65	rule	-	SUPPLIED_BASE	rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k> requires notBool (E ==K V)
reference-semantics/semantics/list.k	67	rule	-	SUPPLIED_BASE	rule <k> B:Bool ~> #notB => notBool B ... </k>
reference-semantics/semantics/list.k	68	endmodule	-	SUPPLIED_BASE	endmodule
reference-semantics/semantics/methods.k	3	module	-	SUPPLIED_BASE	module MPY-METHODS
reference-semantics/semantics/methods.k	4	imports	-	SUPPLIED_BASE	imports MPY-CORE
reference-semantics/semantics/methods.k	5	imports	-	SUPPLIED_BASE	imports K-EQUAL
reference-semantics/semantics/methods.k	6	imports	-	SUPPLIED_BASE	imports MPY-STR
reference-semantics/semantics/methods.k	7	imports	-	SUPPLIED_BASE	imports MPY-LIST
reference-semantics/semantics/methods.k	10	syntax	function	SUPPLIED_BASE	syntax Val ::= applyMethod(Val, String, Vals) [function]
reference-semantics/semantics/methods.k	13	rule	-	SUPPLIED_BASE	rule applyMethod(str(CS:IntSeq), "isupper", .Vals) => hasUpper(CS) andBool notBool hasLower(CS)
reference-semantics/semantics/methods.k	14	rule	-	SUPPLIED_BASE	rule applyMethod(str(CS:IntSeq), "islower", .Vals) => hasLower(CS) andBool notBool hasUpper(CS)
reference-semantics/semantics/methods.k	15	rule	-	SUPPLIED_BASE	rule applyMethod(str(CS:IntSeq), "isalpha", .Vals) => notBool (CS ==K .IntSeq) andBool allAlpha(CS)
reference-semantics/semantics/methods.k	16	rule	-	SUPPLIED_BASE	rule applyMethod(str(CS:IntSeq), "isdigit", .Vals) => notBool (CS ==K .IntSeq) andBool allDigit(CS)
reference-semantics/semantics/methods.k	19	rule	-	SUPPLIED_BASE	rule applyMethod(str(CS:IntSeq), "lower",    .Vals) => str(mapLower(CS))
reference-semantics/semantics/methods.k	20	rule	-	SUPPLIED_BASE	rule applyMethod(str(CS:IntSeq), "upper",    .Vals) => str(mapUpper(CS))
reference-semantics/semantics/methods.k	21	rule	-	SUPPLIED_BASE	rule applyMethod(str(CS:IntSeq), "swapcase", .Vals) => str(mapSwap(CS))
reference-semantics/semantics/methods.k	26	rule	-	SUPPLIED_BASE	rule applyMethod(str(SEP:IntSeq), "join", list(VS:ValSeq), .Vals) => str(joinCodes(SEP, VS))
reference-semantics/semantics/methods.k	27	syntax	function,total	SUPPLIED_BASE	syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]
reference-semantics/semantics/methods.k	28	rule	-	SUPPLIED_BASE	rule joinCodes(_:IntSeq, .ValSeq) => .IntSeq
reference-semantics/semantics/methods.k	29	rule	-	SUPPLIED_BASE	rule joinCodes(_:IntSeq, vCons(str(CS:IntSeq), .ValSeq)) => CS
reference-semantics/semantics/methods.k	30	rule	-	SUPPLIED_BASE	rule joinCodes(SEP:IntSeq, vCons(str(CS:IntSeq), vCons(V:Val, R:ValSeq))) => seqConcat(CS, seqConcat(SEP, joinCodes(SEP, vCons(V, R))))
reference-semantics/semantics/methods.k	34	rule	-	SUPPLIED_BASE	rule applyMethod(str(CS:IntSeq), "count", str(PC:IntSeq), .Vals) => cntSub(CS, PC)
reference-semantics/semantics/methods.k	35	syntax	function	SUPPLIED_BASE	syntax Int ::= cntSub(IntSeq, IntSeq) [function]
reference-semantics/semantics/methods.k	36	rule	-	SUPPLIED_BASE	rule cntSub(.IntSeq, _:IntSeq) => 0
reference-semantics/semantics/methods.k	37	rule	-	SUPPLIED_BASE	rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => 1 +Int cntSub(dropIS(iCons(C, R), isLen(PC)), PC) requires strPrefix(PC, iCons(C, R)) andBool isLen(PC) >Int 0
reference-semantics/semantics/methods.k	39	rule	-	SUPPLIED_BASE	rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => cntSub(R, PC) requires notBool strPrefix(PC, iCons(C, R)) orBool isLen(PC) <=Int 0
reference-semantics/semantics/methods.k	41	syntax	function,total	SUPPLIED_BASE	syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]
reference-semantics/semantics/methods.k	42	rule	-	SUPPLIED_BASE	rule dropIS(S:IntSeq, N:Int) => S requires N <=Int 0
reference-semantics/semantics/methods.k	43	rule	owise	SUPPLIED_BASE	rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]
reference-semantics/semantics/methods.k	44	rule	-	SUPPLIED_BASE	rule dropIS(iCons(_:Int, R:IntSeq), N:Int) => dropIS(R, N -Int 1) requires N >Int 0
reference-semantics/semantics/methods.k	47	rule	-	SUPPLIED_BASE	rule applyMethod(str(CS:IntSeq), "strip", .Vals) => str(revIS(trimWS(revIS(trimWS(CS)))))
reference-semantics/semantics/methods.k	48	syntax	function,total	SUPPLIED_BASE	syntax IntSeq ::= trimWS(IntSeq) [function, total]
reference-semantics/semantics/methods.k	49	rule	-	SUPPLIED_BASE	rule trimWS(.IntSeq) => .IntSeq
reference-semantics/semantics/methods.k	50	rule	-	SUPPLIED_BASE	rule trimWS(iCons(C:Int, R:IntSeq)) => trimWS(R) requires isWSC(C)
reference-semantics/semantics/methods.k	51	rule	-	SUPPLIED_BASE	rule trimWS(iCons(C:Int, R:IntSeq)) => iCons(C, R) requires notBool isWSC(C)
reference-semantics/semantics/methods.k	52	syntax	function,total	SUPPLIED_BASE	syntax IntSeq ::= revIS(IntSeq) [function, total] | revISAcc(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/methods.k	53	rule	-	SUPPLIED_BASE	rule revIS(S:IntSeq) => revISAcc(S, .IntSeq)
reference-semantics/semantics/methods.k	54	rule	-	SUPPLIED_BASE	rule revISAcc(.IntSeq, A:IntSeq) => A
reference-semantics/semantics/methods.k	55	rule	-	SUPPLIED_BASE	rule revISAcc(iCons(C:Int, R:IntSeq), A:IntSeq) => revISAcc(R, iCons(C, A))
reference-semantics/semantics/methods.k	58	rule	-	SUPPLIED_BASE	rule applyMethod(str(CS:IntSeq), "encode", str(_:IntSeq), .Vals) => str(CS)
reference-semantics/semantics/methods.k	61	rule	-	SUPPLIED_BASE	rule applyMethod(str(XC:IntSeq), "startswith", str(PC:IntSeq), .Vals) => startsWith(PC, XC)
reference-semantics/semantics/methods.k	64	rule	-	SUPPLIED_BASE	rule applyMethod(list(VS:ValSeq), "count", V:Val, .Vals) => cntOccVS(VS, V)
reference-semantics/semantics/methods.k	65	syntax	function,total	SUPPLIED_BASE	syntax Int ::= cntOccVS(ValSeq, Val) [function, total]
reference-semantics/semantics/methods.k	66	rule	-	SUPPLIED_BASE	rule cntOccVS(.ValSeq, _:Val)                => 0
reference-semantics/semantics/methods.k	67	rule	-	SUPPLIED_BASE	rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => 1 +Int cntOccVS(R, V) requires A ==K V
reference-semantics/semantics/methods.k	68	rule	-	SUPPLIED_BASE	rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => cntOccVS(R, V)        requires notBool (A ==K V)
reference-semantics/semantics/methods.k	72	rule	priority	SUPPLIED_BASE	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), .Vals) => #alloc(list(splitWS(CS, .IntSeq, .ValSeq))) ... </k> [priority(40)]
reference-semantics/semantics/methods.k	75	syntax	function	SUPPLIED_BASE	syntax ValSeq ::= splitWS(IntSeq, IntSeq, ValSeq) [function]  // remaining, current token, result
reference-semantics/semantics/methods.k	76	rule	-	SUPPLIED_BASE	rule splitWS(.IntSeq, CUR:IntSeq, ACC:ValSeq) => flushTok(ACC, CUR)
reference-semantics/semantics/methods.k	77	rule	-	SUPPLIED_BASE	rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, .IntSeq, flushTok(ACC, CUR)) requires isWSC(C)
reference-semantics/semantics/methods.k	79	rule	-	SUPPLIED_BASE	rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, seqConcat(CUR, iCons(C, .IntSeq)), ACC) requires notBool isWSC(C)
reference-semantics/semantics/methods.k	82	syntax	function	SUPPLIED_BASE	syntax ValSeq ::= flushTok(ValSeq, IntSeq) [function]
reference-semantics/semantics/methods.k	83	rule	-	SUPPLIED_BASE	rule flushTok(ACC:ValSeq, .IntSeq)            => ACC
reference-semantics/semantics/methods.k	84	rule	-	SUPPLIED_BASE	rule flushTok(ACC:ValSeq, iCons(C:Int, T:IntSeq)) => valSeqConcat(ACC, vCons(str(iCons(C, T)), .ValSeq))
reference-semantics/semantics/methods.k	85	syntax	function,total	SUPPLIED_BASE	syntax Bool ::= isWSC(Int) [function, total]
reference-semantics/semantics/methods.k	86	rule	-	SUPPLIED_BASE	rule isWSC(C:Int) => C ==Int 32 orBool C ==Int 9 orBool C ==Int 10 orBool C ==Int 13
reference-semantics/semantics/methods.k	89	rule	priority	SUPPLIED_BASE	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (kwV("sep", str(S:IntSeq)), .Vals)) => #applyK(toCall(boundMethodV(str(CS), "split")), (str(S), .Vals)) ... </k> [priority(39)]
reference-semantics/semantics/methods.k	94	rule	priority	SUPPLIED_BASE	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (str(iCons(SEP:Int, .IntSeq)), .Vals)) => #alloc(list(splitSep(CS, SEP, .IntSeq))) ... </k> [priority(40)]
reference-semantics/semantics/methods.k	97	syntax	function	SUPPLIED_BASE	syntax ValSeq ::= splitSep(IntSeq, Int, IntSeq) [function]  // remaining, sep code, current token
reference-semantics/semantics/methods.k	98	rule	-	SUPPLIED_BASE	rule splitSep(.IntSeq, _SEP:Int, CUR:IntSeq)              => vCons(str(CUR), .ValSeq)
reference-semantics/semantics/methods.k	99	rule	-	SUPPLIED_BASE	rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => vCons(str(CUR), splitSep(R, SEP, .IntSeq)) requires C ==Int SEP
reference-semantics/semantics/methods.k	101	rule	-	SUPPLIED_BASE	rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => splitSep(R, SEP, seqConcat(CUR, iCons(C, .IntSeq))) requires notBool (C ==Int SEP)
reference-semantics/semantics/methods.k	104	rule	-	SUPPLIED_BASE	rule applyMethod(str(CS:IntSeq), "replace", str(iCons(A:Int, .IntSeq)), str(iCons(B:Int, .IntSeq)), .Vals) => str(replaceC(CS, A, B))
reference-semantics/semantics/methods.k	106	syntax	function,total	SUPPLIED_BASE	syntax IntSeq ::= replaceC(IntSeq, Int, Int) [function, total]
reference-semantics/semantics/methods.k	107	rule	-	SUPPLIED_BASE	rule replaceC(.IntSeq, _:Int, _:Int)             => .IntSeq
reference-semantics/semantics/methods.k	108	rule	-	SUPPLIED_BASE	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(B, replaceC(R, A, B)) requires C ==Int A
reference-semantics/semantics/methods.k	109	rule	-	SUPPLIED_BASE	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(C, replaceC(R, A, B)) requires notBool (C ==Int A)
reference-semantics/semantics/methods.k	112	syntax	function,total	SUPPLIED_BASE	syntax Bool ::= isUpperC(Int) [function, total]
reference-semantics/semantics/methods.k	113	rule	-	SUPPLIED_BASE	rule isUpperC(C:Int) => C >=Int 65 andBool C <=Int 90
reference-semantics/semantics/methods.k	115	syntax	function,total	SUPPLIED_BASE	syntax Bool ::= isLowerC(Int) [function, total]
reference-semantics/semantics/methods.k	116	rule	-	SUPPLIED_BASE	rule isLowerC(C:Int) => C >=Int 97 andBool C <=Int 122
reference-semantics/semantics/methods.k	118	syntax	function,total	SUPPLIED_BASE	syntax Bool ::= isAlphaC(Int) [function, total]
reference-semantics/semantics/methods.k	119	rule	-	SUPPLIED_BASE	rule isAlphaC(C:Int) => isUpperC(C) orBool isLowerC(C)
reference-semantics/semantics/methods.k	121	syntax	function,total	SUPPLIED_BASE	syntax Bool ::= isDigitC(Int) [function, total]
reference-semantics/semantics/methods.k	122	rule	-	SUPPLIED_BASE	rule isDigitC(C:Int) => C >=Int 48 andBool C <=Int 57
reference-semantics/semantics/methods.k	124	syntax	function,total	SUPPLIED_BASE	syntax Bool ::= hasUpper(IntSeq) [function, total]
reference-semantics/semantics/methods.k	125	rule	-	SUPPLIED_BASE	rule hasUpper(.IntSeq) => false
reference-semantics/semantics/methods.k	126	rule	-	SUPPLIED_BASE	rule hasUpper(iCons(C:Int, S:IntSeq)) => isUpperC(C) orBool hasUpper(S)
reference-semantics/semantics/methods.k	128	syntax	function,total	SUPPLIED_BASE	syntax Bool ::= hasLower(IntSeq) [function, total]
reference-semantics/semantics/methods.k	129	rule	-	SUPPLIED_BASE	rule hasLower(.IntSeq) => false
reference-semantics/semantics/methods.k	130	rule	-	SUPPLIED_BASE	rule hasLower(iCons(C:Int, S:IntSeq)) => isLowerC(C) orBool hasLower(S)
reference-semantics/semantics/methods.k	132	syntax	function,total	SUPPLIED_BASE	syntax Bool ::= allAlpha(IntSeq) [function, total]
reference-semantics/semantics/methods.k	133	rule	-	SUPPLIED_BASE	rule allAlpha(.IntSeq) => true
reference-semantics/semantics/methods.k	134	rule	-	SUPPLIED_BASE	rule allAlpha(iCons(C:Int, S:IntSeq)) => isAlphaC(C) andBool allAlpha(S)
reference-semantics/semantics/methods.k	136	syntax	function,total	SUPPLIED_BASE	syntax Bool ::= allDigit(IntSeq) [function, total]
reference-semantics/semantics/methods.k	137	rule	-	SUPPLIED_BASE	rule allDigit(.IntSeq) => true
reference-semantics/semantics/methods.k	138	rule	-	SUPPLIED_BASE	rule allDigit(iCons(C:Int, S:IntSeq)) => isDigitC(C) andBool allDigit(S)
reference-semantics/semantics/methods.k	140	syntax	function,total	SUPPLIED_BASE	syntax Int ::= lowerC(Int) [function, total]
reference-semantics/semantics/methods.k	142	rule	-	SUPPLIED_BASE	rule lowerC(C:Int) => C +Int 32 requires isUpperC(C)
reference-semantics/semantics/methods.k	143	rule	owise	SUPPLIED_BASE	rule lowerC(C:Int) => C         [owise]
reference-semantics/semantics/methods.k	145	syntax	function,total	SUPPLIED_BASE	syntax Int ::= upperC(Int) [function, total]
reference-semantics/semantics/methods.k	146	rule	-	SUPPLIED_BASE	rule upperC(C:Int) => C -Int 32 requires isLowerC(C)
reference-semantics/semantics/methods.k	147	rule	owise	SUPPLIED_BASE	rule upperC(C:Int) => C         [owise]
reference-semantics/semantics/methods.k	149	syntax	function,total	SUPPLIED_BASE	syntax Int ::= swapC(Int) [function, total]
reference-semantics/semantics/methods.k	150	rule	-	SUPPLIED_BASE	rule swapC(C:Int) => C +Int 32 requires isUpperC(C)
reference-semantics/semantics/methods.k	151	rule	-	SUPPLIED_BASE	rule swapC(C:Int) => C -Int 32 requires isLowerC(C)
reference-semantics/semantics/methods.k	152	rule	owise	SUPPLIED_BASE	rule swapC(C:Int) => C         [owise]
reference-semantics/semantics/methods.k	154	syntax	function,total	SUPPLIED_BASE	syntax IntSeq ::= mapLower(IntSeq) [function, total]
reference-semantics/semantics/methods.k	155	rule	-	SUPPLIED_BASE	rule mapLower(.IntSeq) => .IntSeq
reference-semantics/semantics/methods.k	156	rule	-	SUPPLIED_BASE	rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))
reference-semantics/semantics/methods.k	158	syntax	function,total	SUPPLIED_BASE	syntax IntSeq ::= mapUpper(IntSeq) [function, total]
reference-semantics/semantics/methods.k	159	rule	-	SUPPLIED_BASE	rule mapUpper(.IntSeq) => .IntSeq
reference-semantics/semantics/methods.k	160	rule	-	SUPPLIED_BASE	rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))
reference-semantics/semantics/methods.k	162	syntax	function,total	SUPPLIED_BASE	syntax IntSeq ::= mapSwap(IntSeq) [function, total]
reference-semantics/semantics/methods.k	163	rule	-	SUPPLIED_BASE	rule mapSwap(.IntSeq) => .IntSeq
reference-semantics/semantics/methods.k	164	rule	-	SUPPLIED_BASE	rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))
reference-semantics/semantics/methods.k	166	syntax	function,total	SUPPLIED_BASE	syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/methods.k	167	rule	-	SUPPLIED_BASE	rule startsWith(.IntSeq, _:IntSeq)               => true
reference-semantics/semantics/methods.k	168	rule	-	SUPPLIED_BASE	rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false
reference-semantics/semantics/methods.k	169	rule	-	SUPPLIED_BASE	rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)
reference-semantics/semantics/methods.k	170	endmodule	-	SUPPLIED_BASE	endmodule
reference-semantics/semantics/operators.k	6	module	-	SUPPLIED_BASE	module MPY-OPERATORS
reference-semantics/semantics/operators.k	7	imports	-	SUPPLIED_BASE	imports MPY-CORE
reference-semantics/semantics/operators.k	8	imports	-	SUPPLIED_BASE	imports MPY-ITER
reference-semantics/semantics/operators.k	10	rule	-	SUPPLIED_BASE	rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
reference-semantics/semantics/operators.k	12	rule	-	SUPPLIED_BASE	rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>
reference-semantics/semantics/operators.k	15	context	-	SUPPLIED_BASE	context Compare(HOLE, _)
reference-semantics/semantics/operators.k	16	context	-	SUPPLIED_BASE	context Compare(_:Val, CmpOp(_, HOLE))
reference-semantics/semantics/operators.k	17	rule	owise	SUPPLIED_BASE	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
reference-semantics/semantics/operators.k	19	rule	-	SUPPLIED_BASE	rule applyCmp("is",     V:Val, noneV) => V ==K noneV
reference-semantics/semantics/operators.k	20	rule	-	SUPPLIED_BASE	rule applyCmp("is not", V:Val, noneV) => notBool (V ==K noneV)
reference-semantics/semantics/operators.k	25	rule	priority	SUPPLIED_BASE	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/operators.k	28	rule	priority	SUPPLIED_BASE	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) [priority(40)]
reference-semantics/semantics/operators.k	34	rule	priority	SUPPLIED_BASE	rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap> requires OP =/=String "in" andBool OP =/=String "not in" [priority(40)]
reference-semantics/semantics/operators.k	38	rule	priority	SUPPLIED_BASE	rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) orBool OP ==String "in" orBool OP ==String "not in" [priority(40)]
reference-semantics/semantics/operators.k	44	rule	priority	SUPPLIED_BASE	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/operators.k	47	endmodule	-	SUPPLIED_BASE	endmodule
reference-semantics/semantics/range.k	5	module	-	SUPPLIED_BASE	module MPY-RANGE
reference-semantics/semantics/range.k	6	imports	-	SUPPLIED_BASE	imports MPY-CORE
reference-semantics/semantics/range.k	7	imports	-	SUPPLIED_BASE	imports MPY-ITER
reference-semantics/semantics/range.k	9	syntax	function,total	SUPPLIED_BASE	syntax Bool ::= inRange(Int, Int, Int) [function, total]
reference-semantics/semantics/range.k	10	rule	-	SUPPLIED_BASE	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
reference-semantics/semantics/range.k	12	syntax	function	SUPPLIED_BASE	syntax Int ::= rangeLen(Int, Int, Int) [function]
reference-semantics/semantics/range.k	13	rule	-	SUPPLIED_BASE	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST requires ST >Int 0 andBool HI >Int LO
reference-semantics/semantics/range.k	15	rule	-	SUPPLIED_BASE	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST) requires ST <Int 0 andBool HI <Int LO
reference-semantics/semantics/range.k	17	rule	-	SUPPLIED_BASE	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0 requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)
reference-semantics/semantics/range.k	20	rule	-	SUPPLIED_BASE	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k> requires inRange(I, HI, ST)
reference-semantics/semantics/range.k	23	rule	-	SUPPLIED_BASE	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)
reference-semantics/semantics/range.k	25	endmodule	-	SUPPLIED_BASE	endmodule
reference-semantics/semantics/set.k	3	module	-	SUPPLIED_BASE	module MPY-SET
reference-semantics/semantics/set.k	4	imports	-	SUPPLIED_BASE	imports MPY-CORE
reference-semantics/semantics/set.k	8	syntax	-	SUPPLIED_BASE	syntax Val ::= setV(IntSeq)
reference-semantics/semantics/set.k	11	syntax	function,total	SUPPLIED_BASE	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
reference-semantics/semantics/set.k	12	rule	-	SUPPLIED_BASE	rule codeIn(_:Int, .IntSeq)                => false
reference-semantics/semantics/set.k	13	rule	-	SUPPLIED_BASE	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
reference-semantics/semantics/set.k	16	syntax	function,total	SUPPLIED_BASE	syntax IntSeq ::= dedupCodes(IntSeq)         [function, total] | dedupFrom(IntSeq, IntSeq)  [function, total]
reference-semantics/semantics/set.k	18	rule	-	SUPPLIED_BASE	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
reference-semantics/semantics/set.k	19	rule	-	SUPPLIED_BASE	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
reference-semantics/semantics/set.k	20	rule	-	SUPPLIED_BASE	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)
reference-semantics/semantics/set.k	22	rule	-	SUPPLIED_BASE	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)
reference-semantics/semantics/set.k	25	syntax	function,total	SUPPLIED_BASE	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
reference-semantics/semantics/set.k	26	rule	-	SUPPLIED_BASE	rule snocCode(.IntSeq, C:Int)                => iCons(C, .IntSeq)
reference-semantics/semantics/set.k	27	rule	-	SUPPLIED_BASE	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
reference-semantics/semantics/set.k	31	syntax	function,total	SUPPLIED_BASE	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/set.k	32	rule	-	SUPPLIED_BASE	rule subsetCodes(.IntSeq, _:IntSeq)                => true
reference-semantics/semantics/set.k	33	rule	-	SUPPLIED_BASE	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
reference-semantics/semantics/set.k	35	syntax	function,total	SUPPLIED_BASE	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/set.k	36	rule	-	SUPPLIED_BASE	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
reference-semantics/semantics/set.k	39	rule	-	SUPPLIED_BASE	rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)
reference-semantics/semantics/set.k	40	endmodule	-	SUPPLIED_BASE	endmodule
reference-semantics/semantics/sort.k	10	module	-	SUPPLIED_BASE	module MPY-SORT
reference-semantics/semantics/sort.k	11	imports	-	SUPPLIED_BASE	imports MPY-BUILTINS
reference-semantics/semantics/sort.k	12	imports	-	SUPPLIED_BASE	imports MPY-SUBSCRIPT
reference-semantics/semantics/sort.k	18	syntax	function,total,symbol,no-evaluators	SUPPLIED_BASE	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
reference-semantics/semantics/sort.k	19	syntax	function	SUPPLIED_BASE	syntax ValSeq ::= insVS(Int, ValSeq) [function]
reference-semantics/semantics/sort.k	20	rule	concrete	SUPPLIED_BASE	rule sortVS(.ValSeq)                => .ValSeq          [concrete]
reference-semantics/semantics/sort.k	21	rule	concrete	SUPPLIED_BASE	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
reference-semantics/semantics/sort.k	22	rule	concrete	SUPPLIED_BASE	rule insVS(X:Int, .ValSeq)                => vCons(X, .ValSeq) [concrete]
reference-semantics/semantics/sort.k	23	rule	concrete	SUPPLIED_BASE	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
reference-semantics/semantics/sort.k	24	rule	concrete	SUPPLIED_BASE	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete]
reference-semantics/semantics/sort.k	26	syntax	function	SUPPLIED_BASE	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
reference-semantics/semantics/sort.k	27	rule	concrete	SUPPLIED_BASE	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
reference-semantics/semantics/sort.k	28	rule	concrete	SUPPLIED_BASE	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
reference-semantics/semantics/sort.k	29	rule	concrete	SUPPLIED_BASE	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]
reference-semantics/semantics/sort.k	31	rule	concrete	SUPPLIED_BASE	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]
reference-semantics/semantics/sort.k	36	rule	-	SUPPLIED_BASE	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>
reference-semantics/semantics/sort.k	40	rule	priority	SUPPLIED_BASE	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]
