COMMAND: /audit-output/evidence/static/inventory_k.py
file	line	kind	attributes	decision	statement
reference-semantics/semantics/builtins.k	231	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyBuiltin("eval", str(CS:IntSeq), .Vals) => evalArith(CS)
reference-semantics/semantics/builtins.k	232	syntax	function	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Int ::= evalArith(IntSeq) [function]
reference-semantics/semantics/builtins.k	233	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule evalArith(CS:IntSeq) => firstNdE(passAddE(passMulE(passPowE(tokOps(CS), tokNds(CS))))) 
reference-semantics/semantics/builtins.k	236	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax OpSeq ::= ".OpSeq" | oCons(String, OpSeq) 
reference-semantics/semantics/builtins.k	238	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Bool ::= evDigit(Int) [function, total]
reference-semantics/semantics/builtins.k	239	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57
reference-semantics/semantics/builtins.k	240	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Bool ::= evHead42(IntSeq) [function, total]
reference-semantics/semantics/builtins.k	241	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule evHead42(iCons(42, _:IntSeq)) => true
reference-semantics/semantics/builtins.k	242	rule	owise	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule evHead42(_:IntSeq) => false [owise]
reference-semantics/semantics/builtins.k	243	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Bool ::= evHead47(IntSeq) [function, total]
reference-semantics/semantics/builtins.k	244	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule evHead47(iCons(47, _:IntSeq)) => true
reference-semantics/semantics/builtins.k	245	rule	owise	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule evHead47(_:IntSeq) => false [owise] 
reference-semantics/semantics/builtins.k	247	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax OpSeq ::= tokOps(IntSeq) [function, total]
reference-semantics/semantics/builtins.k	248	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule tokOps(.IntSeq) => .OpSeq
reference-semantics/semantics/builtins.k	249	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule tokOps(iCons(32, R:IntSeq)) => tokOps(R)
reference-semantics/semantics/builtins.k	250	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule tokOps(iCons(C:Int, R:IntSeq)) => tokOps(R) requires evDigit(C)
reference-semantics/semantics/builtins.k	251	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons("**", tokOps(R))
reference-semantics/semantics/builtins.k	252	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule tokOps(iCons(42, R:IntSeq)) => oCons("*", tokOps(R)) requires notBool evHead42(R)
reference-semantics/semantics/builtins.k	253	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons("//", tokOps(R))
reference-semantics/semantics/builtins.k	254	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule tokOps(iCons(47, R:IntSeq)) => oCons("/", tokOps(R)) requires notBool evHead47(R)
reference-semantics/semantics/builtins.k	255	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule tokOps(iCons(43, R:IntSeq)) => oCons("+", tokOps(R))
reference-semantics/semantics/builtins.k	256	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule tokOps(iCons(45, R:IntSeq)) => oCons("-", tokOps(R)) 
reference-semantics/semantics/builtins.k	258	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]
reference-semantics/semantics/builtins.k	260	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule tokNds(.IntSeq) => .IntSeq
reference-semantics/semantics/builtins.k	261	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule tokNds(iCons(32, R:IntSeq)) => tokNds(R)
reference-semantics/semantics/builtins.k	262	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)
reference-semantics/semantics/builtins.k	263	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R)
reference-semantics/semantics/builtins.k	265	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R)
reference-semantics/semantics/builtins.k	267	rule	owise	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise] 
reference-semantics/semantics/builtins.k	269	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax EvPair ::= evp(OpSeq, IntSeq)
reference-semantics/semantics/builtins.k	270	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Int ::= firstNdE(EvPair) [function, total]
reference-semantics/semantics/builtins.k	271	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N
reference-semantics/semantics/builtins.k	272	rule	owise	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule firstNdE(_:EvPair) => 0 [owise] 
reference-semantics/semantics/builtins.k	274	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Int ::= applyOpE(String, Int, Int) [function, total]
reference-semantics/semantics/builtins.k	275	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyOpE("+", A:Int, B:Int) => A +Int B
reference-semantics/semantics/builtins.k	276	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyOpE("-", A:Int, B:Int) => A -Int B
reference-semantics/semantics/builtins.k	277	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyOpE("*", A:Int, B:Int) => A *Int B
reference-semantics/semantics/builtins.k	278	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyOpE("//", A:Int, B:Int) => A divInt B
reference-semantics/semantics/builtins.k	279	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyOpE("**", A:Int, B:Int) => A ^Int B
reference-semantics/semantics/builtins.k	280	rule	owise	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyOpE(_:String, A:Int, _:Int) => A [owise] 
reference-semantics/semantics/builtins.k	282	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]
reference-semantics/semantics/builtins.k	283	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
reference-semantics/semantics/builtins.k	284	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule passPowE(oCons("**", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))
reference-semantics/semantics/builtins.k	285	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS))
reference-semantics/semantics/builtins.k	287	rule	owise	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
reference-semantics/semantics/builtins.k	288	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
reference-semantics/semantics/builtins.k	289	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
reference-semantics/semantics/builtins.k	290	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
reference-semantics/semantics/builtins.k	291	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
reference-semantics/semantics/builtins.k	292	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS)) 
reference-semantics/semantics/builtins.k	294	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
reference-semantics/semantics/builtins.k	295	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("mul", N0, OPS, NDS, .OpSeq, .IntSeq)
reference-semantics/semantics/builtins.k	296	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
reference-semantics/semantics/builtins.k	297	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("add", N0, OPS, NDS, .OpSeq, .IntSeq)
reference-semantics/semantics/builtins.k	298	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
reference-semantics/semantics/builtins.k	299	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
reference-semantics/semantics/builtins.k	300	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
reference-semantics/semantics/builtins.k	301	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON)
reference-semantics/semantics/builtins.k	304	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR))
reference-semantics/semantics/builtins.k	307	rule	owise	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
reference-semantics/semantics/builtins.k	309	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Bool ::= inLevelE(String, String) [function, total]
reference-semantics/semantics/builtins.k	310	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule inLevelE("mul", O:String) => O ==String "*" orBool O ==String "//" orBool O ==String "/"
reference-semantics/semantics/builtins.k	311	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule inLevelE("add", O:String) => O ==String "+" orBool O ==String "-"
reference-semantics/semantics/builtins.k	312	rule	owise	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule inLevelE(_:String, _:String) => false [owise]
reference-semantics/semantics/builtins.k	313	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
reference-semantics/semantics/builtins.k	314	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
reference-semantics/semantics/builtins.k	315	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
reference-semantics/semantics/builtins.k	316	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
reference-semantics/semantics/builtins.k	317	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
reference-semantics/semantics/builtins.k	318	rule	opaque,concrete	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N)) // ==== hashlib.md5(S).hexdigest() — a trusted opaque digest ================== // The md5 value itself is a named shared trust (sortVS-style, no concrete // twin); proofs use the length/hex-charset lemmas (lemmas/builtins.k).
reference-semantics/semantics/builtins.k	323	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax KItem ::= "#md5"
reference-semantics/semantics/builtins.k	324	rule	priority	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> Call(Attribute(Name("hashlib"), "md5"), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]
reference-semantics/semantics/builtins.k	326	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
reference-semantics/semantics/builtins.k	327	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Val ::= md5Obj(IntSeq)
reference-semantics/semantics/builtins.k	328	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyMethod(md5Obj(CS:IntSeq), "hexdigest", .Vals) => str(md5hexCodes(CS))
reference-semantics/semantics/builtins.k	329	syntax	function,total,concrete,symbolic,no-evaluators,owise	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators] // ==== isinstance(V, int|str) — an ordinary 2-arg builtin =================== // The type argument (int/str) is an ordinary name that resolves via the builtins frame to // typeV (see core.k's config); no Call-level special case. isIntV/isStrV mirror the old // owise-on-Val test (concrete-sort args decide; a symbolic Val stays owise, as before).
reference-semantics/semantics/builtins.k	335	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyBuiltin("isinstance", V:Val, typeV("int"), .Vals) => isIntV(V)
reference-semantics/semantics/builtins.k	336	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule applyBuiltin("isinstance", V:Val, typeV("str"), .Vals) => isStrV(V)
reference-semantics/semantics/builtins.k	337	syntax	function	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
reference-semantics/semantics/builtins.k	338	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule isIntV(_:Int) => true // bool is a subtype of int in Python: isinstance(True, int) is True
reference-semantics/semantics/builtins.k	340	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule isIntV(_:Bool) => true
reference-semantics/semantics/builtins.k	341	rule	owise	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule isIntV(_:Val) => false [owise]
reference-semantics/semantics/builtins.k	342	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule isStrV(str(_:IntSeq)) => true
reference-semantics/semantics/builtins.k	343	rule	owise	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule isStrV(_:Val) => false [owise]
reference-semantics/semantics/call.k	16	rule	owise	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k> // evaluate callee, then args ([owise]: problem-local Call interceptions beat this)
reference-semantics/semantics/call.k	19	syntax	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	syntax KItem ::= #callee(Exprs)
reference-semantics/semantics/call.k	20	rule	owise	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
reference-semantics/semantics/call.k	21	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k> // ==== dispatch on the callee value ========================================
reference-semantics/semantics/call.k	24	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k> 
reference-semantics/semantics/call.k	26	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #applyK(toCall(builtinV("sum")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>
reference-semantics/semantics/call.k	27	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #applyK(toCall(builtinV("all")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ) ... </k>
reference-semantics/semantics/call.k	28	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #applyK(toCall(builtinV("any")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ) ... </k>
reference-semantics/semantics/call.k	29	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #applyK(toCall(builtinV("max")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ) ... </k>
reference-semantics/semantics/call.k	30	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #applyK(toCall(builtinV("min")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ) ... </k>
reference-semantics/semantics/call.k	31	rule	owise	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
reference-semantics/semantics/call.k	32	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #applyK(toCall(typeV(T:String)), ACC:Vals) => applyBuiltin(T, ACC) ... </k> // ==== heap-object arguments/receivers ===================================== // Builtins and type calls READ structure — deref the first two arg positions // (covers len/sum/all/any/max/min/sorted/list/set + zip's pair). Mutating list // methods take the ref itself; every other method receiver is deref'd.
reference-semantics/semantics/call.k	38	rule	priority	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/call.k	42	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #applyK(toCall(builtinV(BN:String)), (A:Val, ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (A, V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>
reference-semantics/semantics/call.k	47	rule	priority	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #applyK(toCall(typeV(T:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(typeV(T)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] 
reference-semantics/semantics/call.k	52	syntax	function,total	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Bool ::= isMutMethod(String) [function, total]
reference-semantics/semantics/call.k	53	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule isMutMethod(M:String) => M ==String "append" orBool M ==String "sort" orBool M ==String "extend" orBool M ==String "insert" orBool M ==String "pop" orBool M ==String "remove"
reference-semantics/semantics/call.k	56	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), M:String)), ACC:Vals) => #applyK(toCall(boundMethodV(V, M)), ACC) ... </k> <heap> ... H |-> V:Val ... </heap>
reference-semantics/semantics/call.k	63	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(boundMethodV(OBJ, M)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap>
reference-semantics/semantics/call.k	69	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack> // annotated closure: the frame starts with the captured freevar cells, its // parent is the module scope (all enclosing-local reads go through cells), // and the cellvars' fresh cells allocate before params bind (a cellvar param // then writes through its cell in #bindP).
reference-semantics/semantics/call.k	80	rule	-	FIXED_USED_RULE_REVIEWED_FOR_THIS_PROGRAM	rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env> CALLERL:Int => NEWL </env> <scopes> STORE:Map => STORE [ NEWL <- scope(CM [ "$cells" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack> .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack> 
reference-semantics/semantics/call.k	87	syntax	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax KItem ::= #allocCells(ParamNames)
reference-semantics/semantics/call.k	88	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #allocCells(.ParamNames) => .K ... </k>
reference-semantics/semantics/call.k	89	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap> H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc>
reference-semantics/semantics/comprehension.k	11	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)
reference-semantics/semantics/comprehension.k	12	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule GenExp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs) 
reference-semantics/semantics/comprehension.k	14	syntax	macro	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Stmts ::= compBody(CompFors, Expr) [macro]
reference-semantics/semantics/comprehension.k	15	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name("$acc"), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name("$acc")) 
reference-semantics/semantics/comprehension.k	18	syntax	macro	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]
reference-semantics/semantics/comprehension.k	19	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule compNest(.CompFors, ELT:Expr) => Assign(Name("$acc"), BinOp("+", Name("$acc"), ListExpr(ELT)))
reference-semantics/semantics/comprehension.k	21	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts)) 
reference-semantics/semantics/comprehension.k	24	syntax	macro	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	syntax Expr ::= compGuard(Exprs) [macro]
reference-semantics/semantics/comprehension.k	25	rule	-	FIXED_UNUSED_NO_REACHABLE_LHS_IN_TARGET	rule compGuard(.Exprs) => Bool(true)
