# Exhaustive K source inventory
# COMMAND: python3 /audit-output/evidence/k_inventory.py
id	file	module	line	kind	class	relevance	attributes	audit_decision	sentence
K0101	semantics/builtins.k	MPY-BUILTINS	167	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> #iterNext(zipObj(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq))) => #iterYield(tuple(vCons(A, vCons(B, .ValSeq))), zipObj(As, Bs)) ... </k>
K0102	semantics/builtins.k	MPY-BUILTINS	169	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> #iterNext(zipObj(.ValSeq, _:ValSeq)) => #iterDone ... </k>
K0103	semantics/builtins.k	MPY-BUILTINS	170	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> #iterNext(zipObj(vCons(_:Val, _:ValSeq), .ValSeq)) => #iterDone ... </k>
K0104	semantics/builtins.k	MPY-BUILTINS	171	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> #iterNext(zipObjS(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq))) => #iterYield(tuple(vCons(str(iCons(A, .IntSeq)), vCons(str(iCons(B, .IntSeq)), .ValSeq))), zipObjS(As, Bs)) ... </k>
K0105	semantics/builtins.k	MPY-BUILTINS	173	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> #iterNext(zipObjS(.IntSeq, _:IntSeq)) => #iterDone ... </k>
K0106	semantics/builtins.k	MPY-BUILTINS	174	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> #iterNext(zipObjS(iCons(_:Int, _:IntSeq), .IntSeq)) => #iterDone ... </k>
K0107	semantics/builtins.k	MPY-BUILTINS	177	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBuiltin("range", I:Int, .Vals) => rangeObj(0, I, 1)
K0108	semantics/builtins.k	MPY-BUILTINS	178	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBuiltin("range", A:Int, B:Int, .Vals) => rangeObj(A, B, 1)
K0109	semantics/builtins.k	MPY-BUILTINS	179	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBuiltin("range", A:Int, B:Int, S:Int, .Vals) => rangeObj(A, B, S)
K0110	semantics/builtins.k	MPY-BUILTINS	187	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBuiltin("eval", str(CS:IntSeq), .Vals) => evalArith(CS)
K0111	semantics/builtins.k	MPY-BUILTINS	188	syntax	FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax Int ::= evalArith(IntSeq) [function]
K0112	semantics/builtins.k	MPY-BUILTINS	189	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule evalArith(CS:IntSeq) => firstNdE(passAddE(passMulE(passPowE(tokOps(CS), tokNds(CS)))))
K0113	semantics/builtins.k	MPY-BUILTINS	192	syntax	SYNTAX_DECLARATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax OpSeq ::= ".OpSeq" | oCons(String, OpSeq)
K0114	semantics/builtins.k	MPY-BUILTINS	194	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax Bool ::= evDigit(Int) [function, total]
K0115	semantics/builtins.k	MPY-BUILTINS	195	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57
K0116	semantics/builtins.k	MPY-BUILTINS	196	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax Bool ::= evHead42(IntSeq) [function, total]
K0117	semantics/builtins.k	MPY-BUILTINS	197	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule evHead42(iCons(42, _:IntSeq)) => true
K0118	semantics/builtins.k	MPY-BUILTINS	198	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF	owise	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule evHead42(_:IntSeq) => false [owise]
K0119	semantics/builtins.k	MPY-BUILTINS	199	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax Bool ::= evHead47(IntSeq) [function, total]
K0120	semantics/builtins.k	MPY-BUILTINS	200	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule evHead47(iCons(47, _:IntSeq)) => true
K0121	semantics/builtins.k	MPY-BUILTINS	201	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF	owise	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule evHead47(_:IntSeq) => false [owise]
K0122	semantics/builtins.k	MPY-BUILTINS	203	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax OpSeq ::= tokOps(IntSeq) [function, total]
K0123	semantics/builtins.k	MPY-BUILTINS	204	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule tokOps(.IntSeq) => .OpSeq
K0124	semantics/builtins.k	MPY-BUILTINS	205	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule tokOps(iCons(32, R:IntSeq)) => tokOps(R)
K0125	semantics/builtins.k	MPY-BUILTINS	206	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule tokOps(iCons(C:Int, R:IntSeq)) => tokOps(R) requires evDigit(C)
K0126	semantics/builtins.k	MPY-BUILTINS	207	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons("**", tokOps(R))
K0127	semantics/builtins.k	MPY-BUILTINS	208	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule tokOps(iCons(42, R:IntSeq)) => oCons("*", tokOps(R)) requires notBool evHead42(R)
K0128	semantics/builtins.k	MPY-BUILTINS	209	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons("
K0129	semantics/builtins.k	MPY-BUILTINS	210	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule tokOps(iCons(47, R:IntSeq)) => oCons("/", tokOps(R)) requires notBool evHead47(R)
K0130	semantics/builtins.k	MPY-BUILTINS	211	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule tokOps(iCons(43, R:IntSeq)) => oCons("+", tokOps(R))
K0131	semantics/builtins.k	MPY-BUILTINS	212	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule tokOps(iCons(45, R:IntSeq)) => oCons("-", tokOps(R))
K0132	semantics/builtins.k	MPY-BUILTINS	214	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]
K0133	semantics/builtins.k	MPY-BUILTINS	216	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule tokNds(.IntSeq) => .IntSeq
K0134	semantics/builtins.k	MPY-BUILTINS	217	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule tokNds(iCons(32, R:IntSeq)) => tokNds(R)
K0135	semantics/builtins.k	MPY-BUILTINS	218	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)
K0136	semantics/builtins.k	MPY-BUILTINS	219	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R)
K0137	semantics/builtins.k	MPY-BUILTINS	221	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R)
K0138	semantics/builtins.k	MPY-BUILTINS	223	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF	owise	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]
K0139	semantics/builtins.k	MPY-BUILTINS	225	syntax	SYNTAX_DECLARATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax EvPair ::= evp(OpSeq, IntSeq)
K0140	semantics/builtins.k	MPY-BUILTINS	226	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax Int ::= firstNdE(EvPair) [function, total]
K0141	semantics/builtins.k	MPY-BUILTINS	227	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N
K0142	semantics/builtins.k	MPY-BUILTINS	228	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF	owise	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule firstNdE(_:EvPair) => 0 [owise]
K0143	semantics/builtins.k	MPY-BUILTINS	230	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax Int ::= applyOpE(String, Int, Int) [function, total]
K0144	semantics/builtins.k	MPY-BUILTINS	231	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyOpE("+", A:Int, B:Int) => A +Int B
K0145	semantics/builtins.k	MPY-BUILTINS	232	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyOpE("-", A:Int, B:Int) => A -Int B
K0146	semantics/builtins.k	MPY-BUILTINS	233	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyOpE("*", A:Int, B:Int) => A *Int B
K0147	semantics/builtins.k	MPY-BUILTINS	234	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyOpE("
K0148	semantics/builtins.k	MPY-BUILTINS	235	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyOpE("**", A:Int, B:Int) => A ^Int B
K0149	semantics/builtins.k	MPY-BUILTINS	236	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF	owise	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyOpE(_:String, A:Int, _:Int) => A [owise]
K0150	semantics/builtins.k	MPY-BUILTINS	238	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]
K0151	semantics/builtins.k	MPY-BUILTINS	239	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
K0152	semantics/builtins.k	MPY-BUILTINS	240	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule passPowE(oCons("**", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))
K0153	semantics/builtins.k	MPY-BUILTINS	241	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS))
K0154	semantics/builtins.k	MPY-BUILTINS	243	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF	owise	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
K0155	semantics/builtins.k	MPY-BUILTINS	244	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
K0156	semantics/builtins.k	MPY-BUILTINS	245	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
K0157	semantics/builtins.k	MPY-BUILTINS	246	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
K0158	semantics/builtins.k	MPY-BUILTINS	247	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
K0159	semantics/builtins.k	MPY-BUILTINS	248	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
K0160	semantics/builtins.k	MPY-BUILTINS	250	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
K0161	semantics/builtins.k	MPY-BUILTINS	251	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("mul", N0, OPS, NDS, .OpSeq, .IntSeq)
K0162	semantics/builtins.k	MPY-BUILTINS	252	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
K0163	semantics/builtins.k	MPY-BUILTINS	253	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("add", N0, OPS, NDS, .OpSeq, .IntSeq)
K0164	semantics/builtins.k	MPY-BUILTINS	254	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
K0165	semantics/builtins.k	MPY-BUILTINS	255	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
K0166	semantics/builtins.k	MPY-BUILTINS	256	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
K0167	semantics/builtins.k	MPY-BUILTINS	257	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON)
K0168	semantics/builtins.k	MPY-BUILTINS	260	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR))
K0169	semantics/builtins.k	MPY-BUILTINS	263	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF	owise	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
K0170	semantics/builtins.k	MPY-BUILTINS	265	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax Bool ::= inLevelE(String, String) [function, total]
K0171	semantics/builtins.k	MPY-BUILTINS	266	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule inLevelE("mul", O:String) => O ==String "*" orBool O ==String "
K0172	semantics/builtins.k	MPY-BUILTINS	267	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule inLevelE("add", O:String) => O ==String "+" orBool O ==String "-"
K0173	semantics/builtins.k	MPY-BUILTINS	268	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF	owise	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule inLevelE(_:String, _:String) => false [owise]
K0174	semantics/builtins.k	MPY-BUILTINS	269	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
K0175	semantics/builtins.k	MPY-BUILTINS	270	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
K0176	semantics/builtins.k	MPY-BUILTINS	271	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
K0177	semantics/builtins.k	MPY-BUILTINS	272	syntax	TOTAL_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,total	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
K0178	semantics/builtins.k	MPY-BUILTINS	273	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
K0179	semantics/builtins.k	MPY-BUILTINS	274	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))
K0180	semantics/builtins.k	MPY-BUILTINS	279	syntax	SYNTAX_DECLARATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax KItem ::= "#md5"
K0181	semantics/builtins.k	MPY-BUILTINS	280	rule	PRIORITY_OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF	priority(40)	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> Call(Attribute(Name("hashlib"), "md5"), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]
K0182	semantics/builtins.k	MPY-BUILTINS	282	rule	OPERATIONAL_RULE	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
K0183	semantics/builtins.k	MPY-BUILTINS	283	syntax	SYNTAX_DECLARATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax Val ::= md5Obj(IntSeq)
K0184	semantics/builtins.k	MPY-BUILTINS	284	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyMethod(md5Obj(CS:IntSeq), "hexdigest", .Vals) => str(md5hexCodes(CS))
K0185	semantics/builtins.k	MPY-BUILTINS	285	syntax	OPAQUE_FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function,no-evaluators,symbol,total	FIXED_SUPPLIED_OPAQUE_BOUNDARY; inert for this target program	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
K0186	semantics/builtins.k	MPY-BUILTINS	291	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBuiltin("isinstance", V:Val, typeV("int"), .Vals) => isIntV(V)
K0187	semantics/builtins.k	MPY-BUILTINS	292	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule applyBuiltin("isinstance", V:Val, typeV("str"), .Vals) => isStrV(V)
K0188	semantics/builtins.k	MPY-BUILTINS	293	syntax	FUNCTION_DECLARATION	INERT_FOR_TARGET_PROOF	function	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
K0189	semantics/builtins.k	MPY-BUILTINS	294	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule isIntV(_:Int) => true
K0190	semantics/builtins.k	MPY-BUILTINS	295	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF	owise	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule isIntV(_:Val) => false [owise]
K0191	semantics/builtins.k	MPY-BUILTINS	296	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF		FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule isStrV(str(_:IntSeq)) => true
K0192	semantics/builtins.k	MPY-BUILTINS	297	rule	FUNCTION_OR_MACRO_EQUATION	INERT_FOR_TARGET_PROOF	owise	FIXED_SUPPLIED_RULE; syntactically unreachable from target term	rule isStrV(_:Val) => false [owise]
K0193	semantics/call.k	MPY-CALL	16	rule	OPERATIONAL_RULE	USED_PATH_OR_SHARED_DISPATCH		FIXED_SUPPLIED_RULE; used alternative/context checked; other alternatives unreachable	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
