Script started on 2026-07-26 16:04:12-05:00 [<not executed on terminal>]
+ python3 /audit-output/evidence/rule_inventory.py
# Exhaustive K declaration and rule inventory

Sources: trusted supplied semantics tree, candidate verification.k, candidate spec.k.
files=26 records=931
kind_counts=claim:1,configuration:1,context:5,rule:696,syntax:228

| ID | source | kind | attributes | proof-slice assessment | declaration/rule |
| 597 | `semantics/int.k:25` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp(">=", I1:Int, I2:Int) => I1 >=Int I2` |
| 598 | `semantics/int.k:26` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("==", I1:Int, I2:Int) => I1 ==Int I2` |
| 599 | `semantics/int.k:27` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("!=", I1:Int, I2:Int) => I1 =/=Int I2` |
| 600 | `semantics/iter.k:8` | syntax | - | UNUSED/INERT for submitted proof term | `syntax KItem ::= #iterNext(Iterable) &#124; "#iterDone" &#124; #iterYield(Val, Iterable)` |
| 601 | `semantics/list.k:9` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #iterNext(list(.ValSeq)) => #iterDone ... </k>` |
| 602 | `semantics/list.k:10` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>` |
| 603 | `semantics/list.k:13` | syntax | - | UNUSED/INERT for submitted proof term | `syntax ApplyK ::= "toList"` |
| 604 | `semantics/list.k:14` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>` |
| 605 | `semantics/list.k:15` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>` |
| 606 | `semantics/list.k:18` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]` |
| 607 | `semantics/list.k:19` | rule | - | UNUSED/INERT for submitted proof term | `rule valSeqConcat(.ValSeq, T:ValSeq) => T` |
| 608 | `semantics/list.k:20` | rule | - | UNUSED/INERT for submitted proof term | `rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))` |
| 609 | `semantics/list.k:24` | rule | priority | UNUSED/INERT for submitted proof term | `rule <k> BinOp("+", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k> [priority(45)]` |
| 610 | `semantics/list.k:27` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("==", list(A:ValSeq), list(B:ValSeq)) => A ==K B` |
| 611 | `semantics/list.k:28` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("!=", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)` |
| 612 | `semantics/list.k:33` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Bool ::= hasRefVS(ValSeq) [function, total]` |
| 613 | `semantics/list.k:34` | rule | - | UNUSED/INERT for submitted proof term | `rule hasRefVS(.ValSeq) => false` |
| 614 | `semantics/list.k:35` | rule | - | UNUSED/INERT for submitted proof term | `rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)` |
| 615 | `semantics/list.k:37` | syntax | function | UNUSED/INERT for submitted proof term | `syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function] &#124; deepEqV(Val, Val, Map) [function]` |
| 616 | `semantics/list.k:39` | rule | - | UNUSED/INERT for submitted proof term | `rule deepEqVS(.ValSeq, .ValSeq, _:Map) => true` |
| 617 | `semantics/list.k:40` | rule | - | UNUSED/INERT for submitted proof term | `rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map) => false` |
| 618 | `semantics/list.k:41` | rule | - | UNUSED/INERT for submitted proof term | `rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map) => false` |
| 619 | `semantics/list.k:42` | rule | - | UNUSED/INERT for submitted proof term | `rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map) => deepEqV(A, B, HP) andBool deepEqVS(As, Bs, HP)` |
| 620 | `semantics/list.k:45` | rule | - | UNUSED/INERT for submitted proof term | `rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP) requires H in_keys(HP)` |
| 621 | `semantics/list.k:47` | rule | - | UNUSED/INERT for submitted proof term | `rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP) requires notBool isRefV(A) andBool H in_keys(HP)` |
| 622 | `semantics/list.k:49` | rule | - | UNUSED/INERT for submitted proof term | `rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)` |
| 623 | `semantics/list.k:50` | rule | owise | UNUSED/INERT for submitted proof term | `rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise]` |
| 624 | `semantics/list.k:53` | rule | priority | UNUSED/INERT for submitted proof term | `rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "append")), (V:Val, .Vals)) => noneV ... </k> <heap> ... H &#124;-> list(VS:ValSeq => valSeqConcat(VS, vCons(V, .ValSeq))) ... </heap> [priority(40)]` |
| 625 | `semantics/list.k:58` | syntax | - | UNUSED/INERT for submitted proof term | `syntax KItem ::= #memberAcc(Val, Iterable) &#124; #memberCont(Val) &#124; "#notB"` |
| 626 | `semantics/list.k:59` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> Compare(LV:Val, CmpOp("in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>` |
| 627 | `semantics/list.k:60` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> Compare(LV:Val, CmpOp("not in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ~> #notB ... </k>` |
| 628 | `semantics/list.k:61` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #memberAcc(V:Val, IT:Iterable) => #iterNext(IT) ~> #memberCont(V) ... </k>` |
| 629 | `semantics/list.k:62` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #iterDone ~> #memberCont(_V:Val) => false ... </k>` |
| 630 | `semantics/list.k:63` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k> requires E ==K V` |
| 631 | `semantics/list.k:65` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k> requires notBool (E ==K V)` |
| 632 | `semantics/list.k:67` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> B:Bool ~> #notB => notBool B ... </k>` |
| 633 | `semantics/methods.k:10` | syntax | function | UNUSED/INERT for submitted proof term | `syntax Val ::= applyMethod(Val, String, Vals) [function]` |
| 634 | `semantics/methods.k:13` | rule | - | UNUSED/INERT for submitted proof term | `rule applyMethod(str(CS:IntSeq), "isupper", .Vals) => hasUpper(CS) andBool notBool hasLower(CS)` |
| 635 | `semantics/methods.k:14` | rule | - | UNUSED/INERT for submitted proof term | `rule applyMethod(str(CS:IntSeq), "islower", .Vals) => hasLower(CS) andBool notBool hasUpper(CS)` |
| 636 | `semantics/methods.k:15` | rule | - | UNUSED/INERT for submitted proof term | `rule applyMethod(str(CS:IntSeq), "isalpha", .Vals) => notBool (CS ==K .IntSeq) andBool allAlpha(CS)` |
| 637 | `semantics/methods.k:16` | rule | - | UNUSED/INERT for submitted proof term | `rule applyMethod(str(CS:IntSeq), "isdigit", .Vals) => notBool (CS ==K .IntSeq) andBool allDigit(CS)` |
| 638 | `semantics/methods.k:19` | rule | - | UNUSED/INERT for submitted proof term | `rule applyMethod(str(CS:IntSeq), "lower", .Vals) => str(mapLower(CS))` |
| 639 | `semantics/methods.k:20` | rule | - | UNUSED/INERT for submitted proof term | `rule applyMethod(str(CS:IntSeq), "upper", .Vals) => str(mapUpper(CS))` |
| 640 | `semantics/methods.k:21` | rule | - | UNUSED/INERT for submitted proof term | `rule applyMethod(str(CS:IntSeq), "swapcase", .Vals) => str(mapSwap(CS))` |
| 641 | `semantics/methods.k:26` | rule | - | UNUSED/INERT for submitted proof term | `rule applyMethod(str(SEP:IntSeq), "join", list(VS:ValSeq), .Vals) => str(joinCodes(SEP, VS))` |
| 642 | `semantics/methods.k:27` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]` |
| 643 | `semantics/methods.k:28` | rule | - | UNUSED/INERT for submitted proof term | `rule joinCodes(_:IntSeq, .ValSeq) => .IntSeq` |
| 644 | `semantics/methods.k:29` | rule | - | UNUSED/INERT for submitted proof term | `rule joinCodes(_:IntSeq, vCons(str(CS:IntSeq), .ValSeq)) => CS` |
| 645 | `semantics/methods.k:30` | rule | - | UNUSED/INERT for submitted proof term | `rule joinCodes(SEP:IntSeq, vCons(str(CS:IntSeq), vCons(V:Val, R:ValSeq))) => seqConcat(CS, seqConcat(SEP, joinCodes(SEP, vCons(V, R))))` |
| 646 | `semantics/methods.k:34` | rule | - | UNUSED/INERT for submitted proof term | `rule applyMethod(str(CS:IntSeq), "count", str(PC:IntSeq), .Vals) => cntSub(CS, PC)` |
| 647 | `semantics/methods.k:35` | syntax | function | UNUSED/INERT for submitted proof term | `syntax Int ::= cntSub(IntSeq, IntSeq) [function]` |
| 648 | `semantics/methods.k:36` | rule | - | UNUSED/INERT for submitted proof term | `rule cntSub(.IntSeq, _:IntSeq) => 0` |
| 649 | `semantics/methods.k:37` | rule | - | UNUSED/INERT for submitted proof term | `rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => 1 +Int cntSub(dropIS(iCons(C, R), isLen(PC)), PC) requires strPrefix(PC, iCons(C, R)) andBool isLen(PC) >Int 0` |
| 650 | `semantics/methods.k:39` | rule | - | UNUSED/INERT for submitted proof term | `rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => cntSub(R, PC) requires notBool strPrefix(PC, iCons(C, R)) orBool isLen(PC) <=Int 0` |
| 651 | `semantics/methods.k:41` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]` |
| 652 | `semantics/methods.k:42` | rule | - | UNUSED/INERT for submitted proof term | `rule dropIS(S:IntSeq, N:Int) => S requires N <=Int 0` |
| 653 | `semantics/methods.k:43` | rule | owise | UNUSED/INERT for submitted proof term | `rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]` |
| 654 | `semantics/methods.k:44` | rule | - | UNUSED/INERT for submitted proof term | `rule dropIS(iCons(_:Int, R:IntSeq), N:Int) => dropIS(R, N -Int 1) requires N >Int 0` |
| 655 | `semantics/methods.k:47` | rule | - | UNUSED/INERT for submitted proof term | `rule applyMethod(str(CS:IntSeq), "strip", .Vals) => str(revIS(trimWS(revIS(trimWS(CS)))))` |
| 656 | `semantics/methods.k:48` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax IntSeq ::= trimWS(IntSeq) [function, total]` |
| 657 | `semantics/methods.k:49` | rule | - | UNUSED/INERT for submitted proof term | `rule trimWS(.IntSeq) => .IntSeq` |
| 658 | `semantics/methods.k:50` | rule | - | UNUSED/INERT for submitted proof term | `rule trimWS(iCons(C:Int, R:IntSeq)) => trimWS(R) requires isWSC(C)` |
| 659 | `semantics/methods.k:51` | rule | - | UNUSED/INERT for submitted proof term | `rule trimWS(iCons(C:Int, R:IntSeq)) => iCons(C, R) requires notBool isWSC(C)` |
| 660 | `semantics/methods.k:52` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax IntSeq ::= revIS(IntSeq) [function, total] &#124; revISAcc(IntSeq, IntSeq) [function, total]` |
| 661 | `semantics/methods.k:53` | rule | - | UNUSED/INERT for submitted proof term | `rule revIS(S:IntSeq) => revISAcc(S, .IntSeq)` |
| 662 | `semantics/methods.k:54` | rule | - | UNUSED/INERT for submitted proof term | `rule revISAcc(.IntSeq, A:IntSeq) => A` |
| 663 | `semantics/methods.k:55` | rule | - | UNUSED/INERT for submitted proof term | `rule revISAcc(iCons(C:Int, R:IntSeq), A:IntSeq) => revISAcc(R, iCons(C, A))` |
| 664 | `semantics/methods.k:58` | rule | - | UNUSED/INERT for submitted proof term | `rule applyMethod(str(CS:IntSeq), "encode", str(_:IntSeq), .Vals) => str(CS)` |
| 665 | `semantics/methods.k:61` | rule | - | UNUSED/INERT for submitted proof term | `rule applyMethod(str(XC:IntSeq), "startswith", str(PC:IntSeq), .Vals) => startsWith(PC, XC)` |
| 666 | `semantics/methods.k:64` | rule | - | UNUSED/INERT for submitted proof term | `rule applyMethod(list(VS:ValSeq), "count", V:Val, .Vals) => cntOccVS(VS, V)` |
| 667 | `semantics/methods.k:65` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Int ::= cntOccVS(ValSeq, Val) [function, total]` |
| 668 | `semantics/methods.k:66` | rule | - | UNUSED/INERT for submitted proof term | `rule cntOccVS(.ValSeq, _:Val) => 0` |
| 669 | `semantics/methods.k:67` | rule | - | UNUSED/INERT for submitted proof term | `rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => 1 +Int cntOccVS(R, V) requires A ==K V` |
| 670 | `semantics/methods.k:68` | rule | - | UNUSED/INERT for submitted proof term | `rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => cntOccVS(R, V) requires notBool (A ==K V)` |
| 671 | `semantics/methods.k:72` | rule | priority | UNUSED/INERT for submitted proof term | `rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), .Vals) => #alloc(list(splitWS(CS, .IntSeq, .ValSeq))) ... </k> [priority(40)]` |
| 672 | `semantics/methods.k:75` | syntax | function | UNUSED/INERT for submitted proof term | `syntax ValSeq ::= splitWS(IntSeq, IntSeq, ValSeq) [function] // remaining, current token, result` |
| 673 | `semantics/methods.k:76` | rule | - | UNUSED/INERT for submitted proof term | `rule splitWS(.IntSeq, CUR:IntSeq, ACC:ValSeq) => flushTok(ACC, CUR)` |
| 674 | `semantics/methods.k:77` | rule | - | UNUSED/INERT for submitted proof term | `rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, .IntSeq, flushTok(ACC, CUR)) requires isWSC(C)` |
| 675 | `semantics/methods.k:79` | rule | - | UNUSED/INERT for submitted proof term | `rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, seqConcat(CUR, iCons(C, .IntSeq)), ACC) requires notBool isWSC(C)` |
| 676 | `semantics/methods.k:82` | syntax | function | UNUSED/INERT for submitted proof term | `syntax ValSeq ::= flushTok(ValSeq, IntSeq) [function]` |
| 677 | `semantics/methods.k:83` | rule | - | UNUSED/INERT for submitted proof term | `rule flushTok(ACC:ValSeq, .IntSeq) => ACC` |
| 678 | `semantics/methods.k:84` | rule | - | UNUSED/INERT for submitted proof term | `rule flushTok(ACC:ValSeq, iCons(C:Int, T:IntSeq)) => valSeqConcat(ACC, vCons(str(iCons(C, T)), .ValSeq))` |
| 679 | `semantics/methods.k:85` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Bool ::= isWSC(Int) [function, total]` |
| 680 | `semantics/methods.k:86` | rule | - | UNUSED/INERT for submitted proof term | `rule isWSC(C:Int) => C ==Int 32 orBool C ==Int 9 orBool C ==Int 10 orBool C ==Int 13` |
| 681 | `semantics/methods.k:89` | rule | priority | UNUSED/INERT for submitted proof term | `rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (kwV("sep", str(S:IntSeq)), .Vals)) => #applyK(toCall(boundMethodV(str(CS), "split")), (str(S), .Vals)) ... </k> [priority(39)]` |
| 682 | `semantics/methods.k:94` | rule | priority | UNUSED/INERT for submitted proof term | `rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (str(iCons(SEP:Int, .IntSeq)), .Vals)) => #alloc(list(splitSep(CS, SEP, .IntSeq))) ... </k> [priority(40)]` |
| 683 | `semantics/methods.k:97` | syntax | function | UNUSED/INERT for submitted proof term | `syntax ValSeq ::= splitSep(IntSeq, Int, IntSeq) [function] // remaining, sep code, current token` |
| 684 | `semantics/methods.k:98` | rule | - | UNUSED/INERT for submitted proof term | `rule splitSep(.IntSeq, _SEP:Int, CUR:IntSeq) => vCons(str(CUR), .ValSeq)` |
| 685 | `semantics/methods.k:99` | rule | - | UNUSED/INERT for submitted proof term | `rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => vCons(str(CUR), splitSep(R, SEP, .IntSeq)) requires C ==Int SEP` |
| 686 | `semantics/methods.k:101` | rule | - | UNUSED/INERT for submitted proof term | `rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => splitSep(R, SEP, seqConcat(CUR, iCons(C, .IntSeq))) requires notBool (C ==Int SEP)` |
| 687 | `semantics/methods.k:104` | rule | - | UNUSED/INERT for submitted proof term | `rule applyMethod(str(CS:IntSeq), "replace", str(iCons(A:Int, .IntSeq)), str(iCons(B:Int, .IntSeq)), .Vals) => str(replaceC(CS, A, B))` |
| 688 | `semantics/methods.k:106` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax IntSeq ::= replaceC(IntSeq, Int, Int) [function, total]` |
| 689 | `semantics/methods.k:107` | rule | - | UNUSED/INERT for submitted proof term | `rule replaceC(.IntSeq, _:Int, _:Int) => .IntSeq` |
| 690 | `semantics/methods.k:108` | rule | - | UNUSED/INERT for submitted proof term | `rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(B, replaceC(R, A, B)) requires C ==Int A` |
| 691 | `semantics/methods.k:109` | rule | - | UNUSED/INERT for submitted proof term | `rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(C, replaceC(R, A, B)) requires notBool (C ==Int A)` |
| 692 | `semantics/methods.k:112` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Bool ::= isUpperC(Int) [function, total]` |
| 693 | `semantics/methods.k:113` | rule | - | UNUSED/INERT for submitted proof term | `rule isUpperC(C:Int) => C >=Int 65 andBool C <=Int 90` |
| 694 | `semantics/methods.k:115` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Bool ::= isLowerC(Int) [function, total]` |
| 695 | `semantics/methods.k:116` | rule | - | UNUSED/INERT for submitted proof term | `rule isLowerC(C:Int) => C >=Int 97 andBool C <=Int 122` |
| 696 | `semantics/methods.k:118` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Bool ::= isAlphaC(Int) [function, total]` |
| 697 | `semantics/methods.k:119` | rule | - | UNUSED/INERT for submitted proof term | `rule isAlphaC(C:Int) => isUpperC(C) orBool isLowerC(C)` |
| 698 | `semantics/methods.k:121` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Bool ::= isDigitC(Int) [function, total]` |
| 699 | `semantics/methods.k:122` | rule | - | UNUSED/INERT for submitted proof term | `rule isDigitC(C:Int) => C >=Int 48 andBool C <=Int 57` |
| 700 | `semantics/methods.k:124` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Bool ::= hasUpper(IntSeq) [function, total]` |
| 701 | `semantics/methods.k:125` | rule | - | UNUSED/INERT for submitted proof term | `rule hasUpper(.IntSeq) => false` |
| 702 | `semantics/methods.k:126` | rule | - | UNUSED/INERT for submitted proof term | `rule hasUpper(iCons(C:Int, S:IntSeq)) => isUpperC(C) orBool hasUpper(S)` |
| 703 | `semantics/methods.k:128` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Bool ::= hasLower(IntSeq) [function, total]` |
| 704 | `semantics/methods.k:129` | rule | - | UNUSED/INERT for submitted proof term | `rule hasLower(.IntSeq) => false` |
| 705 | `semantics/methods.k:130` | rule | - | UNUSED/INERT for submitted proof term | `rule hasLower(iCons(C:Int, S:IntSeq)) => isLowerC(C) orBool hasLower(S)` |
| 706 | `semantics/methods.k:132` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Bool ::= allAlpha(IntSeq) [function, total]` |
| 707 | `semantics/methods.k:133` | rule | - | UNUSED/INERT for submitted proof term | `rule allAlpha(.IntSeq) => true` |
| 708 | `semantics/methods.k:134` | rule | - | UNUSED/INERT for submitted proof term | `rule allAlpha(iCons(C:Int, S:IntSeq)) => isAlphaC(C) andBool allAlpha(S)` |
| 709 | `semantics/methods.k:136` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Bool ::= allDigit(IntSeq) [function, total]` |
| 710 | `semantics/methods.k:137` | rule | - | UNUSED/INERT for submitted proof term | `rule allDigit(.IntSeq) => true` |
| 711 | `semantics/methods.k:138` | rule | - | UNUSED/INERT for submitted proof term | `rule allDigit(iCons(C:Int, S:IntSeq)) => isDigitC(C) andBool allDigit(S)` |
| 712 | `semantics/methods.k:140` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Int ::= lowerC(Int) [function, total]` |
| 713 | `semantics/methods.k:142` | rule | - | UNUSED/INERT for submitted proof term | `rule lowerC(C:Int) => C +Int 32 requires isUpperC(C)` |
| 714 | `semantics/methods.k:143` | rule | owise | UNUSED/INERT for submitted proof term | `rule lowerC(C:Int) => C [owise]` |
| 715 | `semantics/methods.k:145` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Int ::= upperC(Int) [function, total]` |
| 716 | `semantics/methods.k:146` | rule | - | UNUSED/INERT for submitted proof term | `rule upperC(C:Int) => C -Int 32 requires isLowerC(C)` |
| 717 | `semantics/methods.k:147` | rule | owise | UNUSED/INERT for submitted proof term | `rule upperC(C:Int) => C [owise]` |
| 718 | `semantics/methods.k:149` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Int ::= swapC(Int) [function, total]` |
| 719 | `semantics/methods.k:150` | rule | - | UNUSED/INERT for submitted proof term | `rule swapC(C:Int) => C +Int 32 requires isUpperC(C)` |
| 720 | `semantics/methods.k:151` | rule | - | UNUSED/INERT for submitted proof term | `rule swapC(C:Int) => C -Int 32 requires isLowerC(C)` |
| 721 | `semantics/methods.k:152` | rule | owise | UNUSED/INERT for submitted proof term | `rule swapC(C:Int) => C [owise]` |
| 722 | `semantics/methods.k:154` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax IntSeq ::= mapLower(IntSeq) [function, total]` |
| 723 | `semantics/methods.k:155` | rule | - | UNUSED/INERT for submitted proof term | `rule mapLower(.IntSeq) => .IntSeq` |
| 724 | `semantics/methods.k:156` | rule | - | UNUSED/INERT for submitted proof term | `rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))` |
| 725 | `semantics/methods.k:158` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax IntSeq ::= mapUpper(IntSeq) [function, total]` |
| 726 | `semantics/methods.k:159` | rule | - | UNUSED/INERT for submitted proof term | `rule mapUpper(.IntSeq) => .IntSeq` |
| 727 | `semantics/methods.k:160` | rule | - | UNUSED/INERT for submitted proof term | `rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))` |
| 728 | `semantics/methods.k:162` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax IntSeq ::= mapSwap(IntSeq) [function, total]` |
| 729 | `semantics/methods.k:163` | rule | - | UNUSED/INERT for submitted proof term | `rule mapSwap(.IntSeq) => .IntSeq` |
| 730 | `semantics/methods.k:164` | rule | - | UNUSED/INERT for submitted proof term | `rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))` |
| 731 | `semantics/methods.k:166` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]` |
| 732 | `semantics/methods.k:167` | rule | - | UNUSED/INERT for submitted proof term | `rule startsWith(.IntSeq, _:IntSeq) => true` |
| 733 | `semantics/methods.k:168` | rule | - | UNUSED/INERT for submitted proof term | `rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false` |
| 734 | `semantics/methods.k:169` | rule | - | UNUSED/INERT for submitted proof term | `rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)` |
| 735 | `semantics/operators.k:10` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>` |
| 736 | `semantics/operators.k:12` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>` |
| 737 | `semantics/operators.k:15` | context | - | UNUSED/INERT for submitted proof term | `context Compare(HOLE, _)` |
| 738 | `semantics/operators.k:16` | context | - | UNUSED/INERT for submitted proof term | `context Compare(_:Val, CmpOp(_, HOLE))` |
| 739 | `semantics/operators.k:17` | rule | owise | USED-SOUND fixed semantics | `rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]` |
| 740 | `semantics/operators.k:19` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("is", V:Val, noneV) => V ==K noneV` |
| 741 | `semantics/operators.k:20` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("is not", V:Val, noneV) => notBool (V ==K noneV)` |
| 742 | `semantics/operators.k:25` | rule | priority | UNUSED/INERT for submitted proof term | `rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H &#124;-> V:Val ... </heap> [priority(40)]` |
| 743 | `semantics/operators.k:28` | rule | priority | UNUSED/INERT for submitted proof term | `rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H &#124;-> V:Val ... </heap> requires notBool isRefV(L) [priority(40)]` |
| 744 | `semantics/operators.k:34` | rule | priority | UNUSED/INERT for submitted proof term | `rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H &#124;-> V:Val ... </heap> requires OP =/=String "in" andBool OP =/=String "not in" [priority(40)]` |
| 745 | `semantics/operators.k:38` | rule | priority | UNUSED/INERT for submitted proof term | `rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H &#124;-> V:Val ... </heap> requires notBool isRefV(L) orBool OP ==String "in" orBool OP ==String "not in" [priority(40)]` |
| 746 | `semantics/operators.k:44` | rule | priority | UNUSED/INERT for submitted proof term | `rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H &#124;-> V:Val ... </heap> [priority(40)]` |
| 747 | `semantics/range.k:9` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Bool ::= inRange(Int, Int, Int) [function, total]` |
| 748 | `semantics/range.k:10` | rule | - | UNUSED/INERT for submitted proof term | `rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)` |
| 749 | `semantics/range.k:12` | syntax | function | UNUSED/INERT for submitted proof term | `syntax Int ::= rangeLen(Int, Int, Int) [function]` |
| 750 | `semantics/range.k:13` | rule | - | UNUSED/INERT for submitted proof term | `rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST requires ST >Int 0 andBool HI >Int LO` |
| 751 | `semantics/range.k:15` | rule | - | UNUSED/INERT for submitted proof term | `rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST) requires ST <Int 0 andBool HI <Int LO` |
