file	lines	module	kind	attributes	origin	relevance	normalized_sentence
reference-semantics/semantics/builtins.k	171-172	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #iterNext(zipObjS(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq))) => #iterYield(tuple(vCons(str(iCons(A, .IntSeq)), vCons(str(iCons(B, .IntSeq)), .ValSeq))), zipObjS(As, Bs)) ... </k>
reference-semantics/semantics/builtins.k	173-173	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #iterNext(zipObjS(.IntSeq, _:IntSeq))              => #iterDone ... </k>
reference-semantics/semantics/builtins.k	174-176	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #iterNext(zipObjS(iCons(_:Int, _:IntSeq), .IntSeq)) => #iterDone ... </k>
reference-semantics/semantics/builtins.k	177-177	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule applyBuiltin("range", I:Int, .Vals)               => rangeObj(0, I, 1)
reference-semantics/semantics/builtins.k	178-178	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule applyBuiltin("range", A:Int, B:Int, .Vals)        => rangeObj(A, B, 1)
reference-semantics/semantics/builtins.k	179-186	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule applyBuiltin("range", A:Int, B:Int, S:Int, .Vals) => rangeObj(A, B, S) requires S =/=Int 0
reference-semantics/semantics/builtins.k	187-187	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule applyBuiltin("eval", str(CS:IntSeq), .Vals) => evalArith(CS)
reference-semantics/semantics/builtins.k	188-188	MPY-BUILTINS	syntax	function	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Int ::= evalArith(IntSeq) [function]
reference-semantics/semantics/builtins.k	189-191	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule evalArith(CS:IntSeq) => firstNdE(passAddE(passMulE(passPowE(tokOps(CS), tokNds(CS)))))
reference-semantics/semantics/builtins.k	192-193	MPY-BUILTINS	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax OpSeq ::= ".OpSeq" | oCons(String, OpSeq)
reference-semantics/semantics/builtins.k	194-194	MPY-BUILTINS	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Bool ::= evDigit(Int) [function, total]
reference-semantics/semantics/builtins.k	195-195	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57
reference-semantics/semantics/builtins.k	196-196	MPY-BUILTINS	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Bool ::= evHead42(IntSeq) [function, total]
reference-semantics/semantics/builtins.k	197-197	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule evHead42(iCons(42, _:IntSeq)) => true
reference-semantics/semantics/builtins.k	198-198	MPY-BUILTINS	rule	owise	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule evHead42(_:IntSeq)            => false [owise]
reference-semantics/semantics/builtins.k	199-199	MPY-BUILTINS	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Bool ::= evHead47(IntSeq) [function, total]
reference-semantics/semantics/builtins.k	200-200	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule evHead47(iCons(47, _:IntSeq)) => true
reference-semantics/semantics/builtins.k	201-202	MPY-BUILTINS	rule	owise	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule evHead47(_:IntSeq)            => false [owise]
reference-semantics/semantics/builtins.k	203-203	MPY-BUILTINS	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax OpSeq ::= tokOps(IntSeq) [function, total]
reference-semantics/semantics/builtins.k	204-204	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule tokOps(.IntSeq)                 => .OpSeq
reference-semantics/semantics/builtins.k	205-205	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule tokOps(iCons(32, R:IntSeq))     => tokOps(R)
reference-semantics/semantics/builtins.k	206-206	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule tokOps(iCons(C:Int, R:IntSeq))  => tokOps(R) requires evDigit(C)
reference-semantics/semantics/builtins.k	207-207	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons("**", tokOps(R))
reference-semantics/semantics/builtins.k	208-208	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule tokOps(iCons(42, R:IntSeq))     => oCons("*", tokOps(R)) requires notBool evHead42(R)
reference-semantics/semantics/builtins.k	209-209	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons("//", tokOps(R))
reference-semantics/semantics/builtins.k	210-210	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule tokOps(iCons(47, R:IntSeq))     => oCons("/", tokOps(R)) requires notBool evHead47(R)
reference-semantics/semantics/builtins.k	211-211	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule tokOps(iCons(43, R:IntSeq))     => oCons("+", tokOps(R))
reference-semantics/semantics/builtins.k	212-213	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule tokOps(iCons(45, R:IntSeq))     => oCons("-", tokOps(R))
reference-semantics/semantics/builtins.k	214-215	MPY-BUILTINS	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]
reference-semantics/semantics/builtins.k	216-216	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule tokNds(.IntSeq)                => .IntSeq
reference-semantics/semantics/builtins.k	217-217	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule tokNds(iCons(32, R:IntSeq))    => tokNds(R)
reference-semantics/semantics/builtins.k	218-218	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)
reference-semantics/semantics/builtins.k	219-220	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R) requires notBool evDigit(C) andBool C =/=Int 32
reference-semantics/semantics/builtins.k	221-222	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R) requires evDigit(C)
reference-semantics/semantics/builtins.k	223-224	MPY-BUILTINS	rule	owise	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]
reference-semantics/semantics/builtins.k	225-225	MPY-BUILTINS	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax EvPair ::= evp(OpSeq, IntSeq)
reference-semantics/semantics/builtins.k	226-226	MPY-BUILTINS	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Int ::= firstNdE(EvPair) [function, total]
reference-semantics/semantics/builtins.k	227-227	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N
reference-semantics/semantics/builtins.k	228-229	MPY-BUILTINS	rule	owise	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule firstNdE(_:EvPair) => 0 [owise]
reference-semantics/semantics/builtins.k	230-230	MPY-BUILTINS	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Int ::= applyOpE(String, Int, Int) [function, total]
reference-semantics/semantics/builtins.k	231-231	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule applyOpE("+",  A:Int, B:Int) => A +Int B
reference-semantics/semantics/builtins.k	232-232	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule applyOpE("-",  A:Int, B:Int) => A -Int B
reference-semantics/semantics/builtins.k	233-233	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule applyOpE("*",  A:Int, B:Int) => A *Int B
reference-semantics/semantics/builtins.k	234-234	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule applyOpE("//", A:Int, B:Int) => A divInt B
reference-semantics/semantics/builtins.k	235-235	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule applyOpE("**", A:Int, B:Int) => A ^Int B
reference-semantics/semantics/builtins.k	236-237	MPY-BUILTINS	rule	owise	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule applyOpE(_:String, A:Int, _:Int) => A [owise]
reference-semantics/semantics/builtins.k	238-238	MPY-BUILTINS	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]
reference-semantics/semantics/builtins.k	239-239	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
reference-semantics/semantics/builtins.k	240-240	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule passPowE(oCons("**", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))
reference-semantics/semantics/builtins.k	241-242	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS)) requires O =/=String "**"
reference-semantics/semantics/builtins.k	243-243	MPY-BUILTINS	rule	owise	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
reference-semantics/semantics/builtins.k	244-244	MPY-BUILTINS	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
reference-semantics/semantics/builtins.k	245-245	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
reference-semantics/semantics/builtins.k	246-246	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
reference-semantics/semantics/builtins.k	247-247	MPY-BUILTINS	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
reference-semantics/semantics/builtins.k	248-249	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
reference-semantics/semantics/builtins.k	250-250	MPY-BUILTINS	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
reference-semantics/semantics/builtins.k	251-251	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("mul", N0, OPS, NDS, .OpSeq, .IntSeq)
reference-semantics/semantics/builtins.k	252-252	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
reference-semantics/semantics/builtins.k	253-253	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("add", N0, OPS, NDS, .OpSeq, .IntSeq)
reference-semantics/semantics/builtins.k	254-254	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
reference-semantics/semantics/builtins.k	255-255	MPY-BUILTINS	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
reference-semantics/semantics/builtins.k	256-256	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
reference-semantics/semantics/builtins.k	257-259	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)
reference-semantics/semantics/builtins.k	260-262	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)
reference-semantics/semantics/builtins.k	263-264	MPY-BUILTINS	rule	owise	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
reference-semantics/semantics/builtins.k	265-265	MPY-BUILTINS	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Bool ::= inLevelE(String, String) [function, total]
reference-semantics/semantics/builtins.k	266-266	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule inLevelE("mul", O:String) => O ==String "*" orBool O ==String "//" orBool O ==String "/"
reference-semantics/semantics/builtins.k	267-267	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule inLevelE("add", O:String) => O ==String "+" orBool O ==String "-"
reference-semantics/semantics/builtins.k	268-268	MPY-BUILTINS	rule	owise	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule inLevelE(_:String, _:String) => false [owise]
reference-semantics/semantics/builtins.k	269-269	MPY-BUILTINS	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
reference-semantics/semantics/builtins.k	270-270	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
reference-semantics/semantics/builtins.k	271-271	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
reference-semantics/semantics/builtins.k	272-272	MPY-BUILTINS	syntax	function,total	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
reference-semantics/semantics/builtins.k	273-273	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
reference-semantics/semantics/builtins.k	274-278	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))
reference-semantics/semantics/builtins.k	279-279	MPY-BUILTINS	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax KItem ::= "#md5"
reference-semantics/semantics/builtins.k	280-281	MPY-BUILTINS	rule	priority	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> Call(Attribute(Name("hashlib"), "md5"), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]
reference-semantics/semantics/builtins.k	282-282	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
reference-semantics/semantics/builtins.k	283-283	MPY-BUILTINS	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Val ::= md5Obj(IntSeq)
reference-semantics/semantics/builtins.k	284-284	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule applyMethod(md5Obj(CS:IntSeq), "hexdigest", .Vals) => str(md5hexCodes(CS))
reference-semantics/semantics/builtins.k	285-290	MPY-BUILTINS	syntax	function,total,symbol,no-evaluators	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
reference-semantics/semantics/builtins.k	291-291	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule applyBuiltin("isinstance", V:Val, typeV("int"), .Vals) => isIntV(V)
reference-semantics/semantics/builtins.k	292-292	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule applyBuiltin("isinstance", V:Val, typeV("str"), .Vals) => isStrV(V)
reference-semantics/semantics/builtins.k	293-293	MPY-BUILTINS	syntax	function	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
reference-semantics/semantics/builtins.k	294-294	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule isIntV(_:Int)         => true
reference-semantics/semantics/builtins.k	295-295	MPY-BUILTINS	rule	owise	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule isIntV(_:Val)         => false [owise]
reference-semantics/semantics/builtins.k	296-296	MPY-BUILTINS	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule isStrV(str(_:IntSeq)) => true
reference-semantics/semantics/builtins.k	297-297	MPY-BUILTINS	rule	owise	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule isStrV(_:Val)         => false [owise]
reference-semantics/semantics/call.k	16-18	MPY-CALL	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
reference-semantics/semantics/call.k	19-19	MPY-CALL	syntax	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	syntax KItem ::= #callee(Exprs)
reference-semantics/semantics/call.k	20-20	MPY-CALL	rule	owise	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
reference-semantics/semantics/call.k	21-23	MPY-CALL	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
reference-semantics/semantics/call.k	24-25	MPY-CALL	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
reference-semantics/semantics/call.k	26-26	MPY-CALL	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #applyK(toCall(builtinV("sum")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>
reference-semantics/semantics/call.k	27-27	MPY-CALL	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #applyK(toCall(builtinV("all")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ)    ... </k>
reference-semantics/semantics/call.k	28-28	MPY-CALL	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #applyK(toCall(builtinV("any")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ)    ... </k>
reference-semantics/semantics/call.k	29-29	MPY-CALL	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #applyK(toCall(builtinV("max")), (OBJ:Iterable, .Vals)) => #maxAcc0(OBJ)   ... </k>
reference-semantics/semantics/call.k	30-30	MPY-CALL	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #applyK(toCall(builtinV("min")), (OBJ:Iterable, .Vals)) => #minAcc0(OBJ)   ... </k>
reference-semantics/semantics/call.k	31-31	MPY-CALL	rule	owise	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #applyK(toCall(builtinV(BN:String)), ACC:Vals) => applyBuiltin(BN, ACC) ... </k> [owise]
reference-semantics/semantics/call.k	32-37	MPY-CALL	rule	-	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #applyK(toCall(typeV(T:String)),     ACC:Vals) => applyBuiltin(T, ACC)  ... </k>
reference-semantics/semantics/call.k	38-41	MPY-CALL	rule	priority	FIXED_SUPPLIED_SEMANTICS	MODULE_AUDITED_FOR_REACHABILITY_AND_OVERLAP	rule <k> #applyK(toCall(builtinV(BN:String)), (ref(H:Int), REST:Vals)) => #applyK(toCall(builtinV(BN)), (V, REST)) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
