source	start_line	end_line	kind	attributes	audit_class	declaration
reference-semantics/semantics/list.k	27	27	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("==", list(A:ValSeq), list(B:ValSeq)) => A ==K B
reference-semantics/semantics/list.k	28	28	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("!=", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)
reference-semantics/semantics/list.k	33	33	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= hasRefVS(ValSeq) [function, total]
reference-semantics/semantics/list.k	34	34	rule	-	SUPPLIED_FIXED_RULE	rule hasRefVS(.ValSeq) => false
reference-semantics/semantics/list.k	35	35	rule	-	SUPPLIED_FIXED_RULE	rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)
reference-semantics/semantics/list.k	37	38	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function] | deepEqV(Val, Val, Map) [function]
reference-semantics/semantics/list.k	39	39	rule	-	SUPPLIED_FIXED_RULE	rule deepEqVS(.ValSeq, .ValSeq, _:Map) => true
reference-semantics/semantics/list.k	40	40	rule	-	SUPPLIED_FIXED_RULE	rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map) => false
reference-semantics/semantics/list.k	41	41	rule	-	SUPPLIED_FIXED_RULE	rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map) => false
reference-semantics/semantics/list.k	42	43	rule	-	SUPPLIED_FIXED_RULE	rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map) => deepEqV(A, B, HP) andBool deepEqVS(As, Bs, HP)
reference-semantics/semantics/list.k	45	46	rule	-	SUPPLIED_FIXED_RULE	rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP) requires H in_keys(HP)
reference-semantics/semantics/list.k	47	48	rule	-	SUPPLIED_FIXED_RULE	rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP) requires notBool isRefV(A) andBool H in_keys(HP)
reference-semantics/semantics/list.k	49	49	rule	-	SUPPLIED_FIXED_RULE	rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)
reference-semantics/semantics/list.k	50	50	rule	owise	SUPPLIED_FIXED_RULE	rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise]
reference-semantics/semantics/list.k	53	55	rule	priority	SUPPLIED_FIXED_RULE	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "append")), (V:Val, .Vals)) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => valSeqConcat(VS, vCons(V, .ValSeq))) ... </heap> [priority(40)]
reference-semantics/semantics/list.k	58	58	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #memberAcc(Val, Iterable) | #memberCont(Val) | "#notB"
reference-semantics/semantics/list.k	59	59	rule	-	SUPPLIED_FIXED_RULE	rule <k> Compare(LV:Val, CmpOp("in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>
reference-semantics/semantics/list.k	60	60	rule	-	SUPPLIED_FIXED_RULE	rule <k> Compare(LV:Val, CmpOp("not in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ~> #notB ... </k>
reference-semantics/semantics/list.k	61	61	rule	-	SUPPLIED_FIXED_RULE	rule <k> #memberAcc(V:Val, IT:Iterable) => #iterNext(IT) ~> #memberCont(V) ... </k>
reference-semantics/semantics/list.k	62	62	rule	-	SUPPLIED_FIXED_RULE	rule <k> #iterDone ~> #memberCont(_V:Val) => false ... </k>
reference-semantics/semantics/list.k	63	64	rule	-	SUPPLIED_FIXED_RULE	rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k> requires E ==K V
reference-semantics/semantics/list.k	65	66	rule	-	SUPPLIED_FIXED_RULE	rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k> requires notBool (E ==K V)
reference-semantics/semantics/list.k	67	67	rule	-	SUPPLIED_FIXED_RULE	rule <k> B:Bool ~> #notB => notBool B ... </k>
reference-semantics/semantics/methods.k	10	10	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Val ::= applyMethod(Val, String, Vals) [function]
reference-semantics/semantics/methods.k	13	13	rule	-	SUPPLIED_FIXED_RULE	rule applyMethod(str(CS:IntSeq), "isupper", .Vals) => hasUpper(CS) andBool notBool hasLower(CS)
reference-semantics/semantics/methods.k	14	14	rule	-	SUPPLIED_FIXED_RULE	rule applyMethod(str(CS:IntSeq), "islower", .Vals) => hasLower(CS) andBool notBool hasUpper(CS)
reference-semantics/semantics/methods.k	15	15	rule	-	SUPPLIED_FIXED_RULE	rule applyMethod(str(CS:IntSeq), "isalpha", .Vals) => notBool (CS ==K .IntSeq) andBool allAlpha(CS)
reference-semantics/semantics/methods.k	16	16	rule	-	SUPPLIED_FIXED_RULE	rule applyMethod(str(CS:IntSeq), "isdigit", .Vals) => notBool (CS ==K .IntSeq) andBool allDigit(CS)
reference-semantics/semantics/methods.k	19	19	rule	-	SUPPLIED_FIXED_RULE	rule applyMethod(str(CS:IntSeq), "lower", .Vals) => str(mapLower(CS))
reference-semantics/semantics/methods.k	20	20	rule	-	SUPPLIED_FIXED_RULE	rule applyMethod(str(CS:IntSeq), "upper", .Vals) => str(mapUpper(CS))
reference-semantics/semantics/methods.k	21	21	rule	-	SUPPLIED_FIXED_RULE	rule applyMethod(str(CS:IntSeq), "swapcase", .Vals) => str(mapSwap(CS))
reference-semantics/semantics/methods.k	26	26	rule	-	SUPPLIED_FIXED_RULE	rule applyMethod(str(SEP:IntSeq), "join", list(VS:ValSeq), .Vals) => str(joinCodes(SEP, VS))
reference-semantics/semantics/methods.k	27	27	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]
reference-semantics/semantics/methods.k	28	28	rule	-	SUPPLIED_FIXED_RULE	rule joinCodes(_:IntSeq, .ValSeq) => .IntSeq
reference-semantics/semantics/methods.k	29	29	rule	-	SUPPLIED_FIXED_RULE	rule joinCodes(_:IntSeq, vCons(str(CS:IntSeq), .ValSeq)) => CS
reference-semantics/semantics/methods.k	30	31	rule	-	SUPPLIED_FIXED_RULE	rule joinCodes(SEP:IntSeq, vCons(str(CS:IntSeq), vCons(V:Val, R:ValSeq))) => seqConcat(CS, seqConcat(SEP, joinCodes(SEP, vCons(V, R))))
reference-semantics/semantics/methods.k	34	34	rule	-	SUPPLIED_FIXED_RULE	rule applyMethod(str(CS:IntSeq), "count", str(PC:IntSeq), .Vals) => cntSub(CS, PC)
reference-semantics/semantics/methods.k	35	35	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Int ::= cntSub(IntSeq, IntSeq) [function]
reference-semantics/semantics/methods.k	36	36	rule	-	SUPPLIED_FIXED_RULE	rule cntSub(.IntSeq, _:IntSeq) => 0
reference-semantics/semantics/methods.k	37	38	rule	-	SUPPLIED_FIXED_RULE	rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => 1 +Int cntSub(dropIS(iCons(C, R), isLen(PC)), PC) requires strPrefix(PC, iCons(C, R)) andBool isLen(PC) >Int 0
reference-semantics/semantics/methods.k	39	40	rule	-	SUPPLIED_FIXED_RULE	rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => cntSub(R, PC) requires notBool strPrefix(PC, iCons(C, R)) orBool isLen(PC) <=Int 0
reference-semantics/semantics/methods.k	41	41	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]
reference-semantics/semantics/methods.k	42	42	rule	-	SUPPLIED_FIXED_RULE	rule dropIS(S:IntSeq, N:Int) => S requires N <=Int 0
reference-semantics/semantics/methods.k	43	43	rule	owise	SUPPLIED_FIXED_RULE	rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]
reference-semantics/semantics/methods.k	44	44	rule	-	SUPPLIED_FIXED_RULE	rule dropIS(iCons(_:Int, R:IntSeq), N:Int) => dropIS(R, N -Int 1) requires N >Int 0
reference-semantics/semantics/methods.k	47	47	rule	-	SUPPLIED_FIXED_RULE	rule applyMethod(str(CS:IntSeq), "strip", .Vals) => str(revIS(trimWS(revIS(trimWS(CS)))))
reference-semantics/semantics/methods.k	48	48	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax IntSeq ::= trimWS(IntSeq) [function, total]
reference-semantics/semantics/methods.k	49	49	rule	-	SUPPLIED_FIXED_RULE	rule trimWS(.IntSeq) => .IntSeq
reference-semantics/semantics/methods.k	50	50	rule	-	SUPPLIED_FIXED_RULE	rule trimWS(iCons(C:Int, R:IntSeq)) => trimWS(R) requires isWSC(C)
reference-semantics/semantics/methods.k	51	51	rule	-	SUPPLIED_FIXED_RULE	rule trimWS(iCons(C:Int, R:IntSeq)) => iCons(C, R) requires notBool isWSC(C)
reference-semantics/semantics/methods.k	52	52	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax IntSeq ::= revIS(IntSeq) [function, total] | revISAcc(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/methods.k	53	53	rule	-	SUPPLIED_FIXED_RULE	rule revIS(S:IntSeq) => revISAcc(S, .IntSeq)
reference-semantics/semantics/methods.k	54	54	rule	-	SUPPLIED_FIXED_RULE	rule revISAcc(.IntSeq, A:IntSeq) => A
reference-semantics/semantics/methods.k	55	55	rule	-	SUPPLIED_FIXED_RULE	rule revISAcc(iCons(C:Int, R:IntSeq), A:IntSeq) => revISAcc(R, iCons(C, A))
reference-semantics/semantics/methods.k	58	58	rule	-	SUPPLIED_FIXED_RULE	rule applyMethod(str(CS:IntSeq), "encode", str(_:IntSeq), .Vals) => str(CS)
reference-semantics/semantics/methods.k	61	61	rule	-	SUPPLIED_FIXED_RULE	rule applyMethod(str(XC:IntSeq), "startswith", str(PC:IntSeq), .Vals) => startsWith(PC, XC)
reference-semantics/semantics/methods.k	64	64	rule	-	SUPPLIED_FIXED_RULE	rule applyMethod(list(VS:ValSeq), "count", V:Val, .Vals) => cntOccVS(VS, V)
reference-semantics/semantics/methods.k	65	65	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Int ::= cntOccVS(ValSeq, Val) [function, total]
reference-semantics/semantics/methods.k	66	66	rule	-	SUPPLIED_FIXED_RULE	rule cntOccVS(.ValSeq, _:Val) => 0
reference-semantics/semantics/methods.k	67	67	rule	-	SUPPLIED_FIXED_RULE	rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => 1 +Int cntOccVS(R, V) requires A ==K V
reference-semantics/semantics/methods.k	68	68	rule	-	SUPPLIED_FIXED_RULE	rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => cntOccVS(R, V) requires notBool (A ==K V)
reference-semantics/semantics/methods.k	72	74	rule	priority	SUPPLIED_FIXED_RULE	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), .Vals) => #alloc(list(splitWS(CS, .IntSeq, .ValSeq))) ... </k> [priority(40)]
reference-semantics/semantics/methods.k	75	75	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax ValSeq ::= splitWS(IntSeq, IntSeq, ValSeq) [function] // remaining, current token, result
reference-semantics/semantics/methods.k	76	76	rule	-	SUPPLIED_FIXED_RULE	rule splitWS(.IntSeq, CUR:IntSeq, ACC:ValSeq) => flushTok(ACC, CUR)
reference-semantics/semantics/methods.k	77	78	rule	-	SUPPLIED_FIXED_RULE	rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, .IntSeq, flushTok(ACC, CUR)) requires isWSC(C)
reference-semantics/semantics/methods.k	79	80	rule	-	SUPPLIED_FIXED_RULE	rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, seqConcat(CUR, iCons(C, .IntSeq)), ACC) requires notBool isWSC(C)
reference-semantics/semantics/methods.k	82	82	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax ValSeq ::= flushTok(ValSeq, IntSeq) [function]
reference-semantics/semantics/methods.k	83	83	rule	-	SUPPLIED_FIXED_RULE	rule flushTok(ACC:ValSeq, .IntSeq) => ACC
reference-semantics/semantics/methods.k	84	84	rule	-	SUPPLIED_FIXED_RULE	rule flushTok(ACC:ValSeq, iCons(C:Int, T:IntSeq)) => valSeqConcat(ACC, vCons(str(iCons(C, T)), .ValSeq))
reference-semantics/semantics/methods.k	85	85	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= isWSC(Int) [function, total]
reference-semantics/semantics/methods.k	86	86	rule	-	SUPPLIED_FIXED_RULE	rule isWSC(C:Int) => C ==Int 32 orBool C ==Int 9 orBool C ==Int 10 orBool C ==Int 13
reference-semantics/semantics/methods.k	89	91	rule	priority	SUPPLIED_FIXED_RULE	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (kwV("sep", str(S:IntSeq)), .Vals)) => #applyK(toCall(boundMethodV(str(CS), "split")), (str(S), .Vals)) ... </k> [priority(39)]
reference-semantics/semantics/methods.k	94	96	rule	priority	SUPPLIED_FIXED_RULE	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (str(iCons(SEP:Int, .IntSeq)), .Vals)) => #alloc(list(splitSep(CS, SEP, .IntSeq))) ... </k> [priority(40)]
reference-semantics/semantics/methods.k	97	97	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax ValSeq ::= splitSep(IntSeq, Int, IntSeq) [function] // remaining, sep code, current token
reference-semantics/semantics/methods.k	98	98	rule	-	SUPPLIED_FIXED_RULE	rule splitSep(.IntSeq, _SEP:Int, CUR:IntSeq) => vCons(str(CUR), .ValSeq)
reference-semantics/semantics/methods.k	99	100	rule	-	SUPPLIED_FIXED_RULE	rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => vCons(str(CUR), splitSep(R, SEP, .IntSeq)) requires C ==Int SEP
reference-semantics/semantics/methods.k	101	102	rule	-	SUPPLIED_FIXED_RULE	rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => splitSep(R, SEP, seqConcat(CUR, iCons(C, .IntSeq))) requires notBool (C ==Int SEP)
reference-semantics/semantics/methods.k	104	105	rule	-	SUPPLIED_FIXED_RULE	rule applyMethod(str(CS:IntSeq), "replace", str(iCons(A:Int, .IntSeq)), str(iCons(B:Int, .IntSeq)), .Vals) => str(replaceC(CS, A, B))
reference-semantics/semantics/methods.k	106	106	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax IntSeq ::= replaceC(IntSeq, Int, Int) [function, total]
reference-semantics/semantics/methods.k	107	107	rule	-	SUPPLIED_FIXED_RULE	rule replaceC(.IntSeq, _:Int, _:Int) => .IntSeq
reference-semantics/semantics/methods.k	108	108	rule	-	SUPPLIED_FIXED_RULE	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(B, replaceC(R, A, B)) requires C ==Int A
reference-semantics/semantics/methods.k	109	109	rule	-	SUPPLIED_FIXED_RULE	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(C, replaceC(R, A, B)) requires notBool (C ==Int A)
reference-semantics/semantics/methods.k	112	112	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= isUpperC(Int) [function, total]
reference-semantics/semantics/methods.k	113	113	rule	-	SUPPLIED_FIXED_RULE	rule isUpperC(C:Int) => C >=Int 65 andBool C <=Int 90
reference-semantics/semantics/methods.k	115	115	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= isLowerC(Int) [function, total]
reference-semantics/semantics/methods.k	116	116	rule	-	SUPPLIED_FIXED_RULE	rule isLowerC(C:Int) => C >=Int 97 andBool C <=Int 122
reference-semantics/semantics/methods.k	118	118	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= isAlphaC(Int) [function, total]
reference-semantics/semantics/methods.k	119	119	rule	-	SUPPLIED_FIXED_RULE	rule isAlphaC(C:Int) => isUpperC(C) orBool isLowerC(C)
reference-semantics/semantics/methods.k	121	121	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= isDigitC(Int) [function, total]
reference-semantics/semantics/methods.k	122	122	rule	-	SUPPLIED_FIXED_RULE	rule isDigitC(C:Int) => C >=Int 48 andBool C <=Int 57
reference-semantics/semantics/methods.k	124	124	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= hasUpper(IntSeq) [function, total]
reference-semantics/semantics/methods.k	125	125	rule	-	SUPPLIED_FIXED_RULE	rule hasUpper(.IntSeq) => false
reference-semantics/semantics/methods.k	126	126	rule	-	SUPPLIED_FIXED_RULE	rule hasUpper(iCons(C:Int, S:IntSeq)) => isUpperC(C) orBool hasUpper(S)
reference-semantics/semantics/methods.k	128	128	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= hasLower(IntSeq) [function, total]
reference-semantics/semantics/methods.k	129	129	rule	-	SUPPLIED_FIXED_RULE	rule hasLower(.IntSeq) => false
reference-semantics/semantics/methods.k	130	130	rule	-	SUPPLIED_FIXED_RULE	rule hasLower(iCons(C:Int, S:IntSeq)) => isLowerC(C) orBool hasLower(S)
reference-semantics/semantics/methods.k	132	132	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= allAlpha(IntSeq) [function, total]
reference-semantics/semantics/methods.k	133	133	rule	-	SUPPLIED_FIXED_RULE	rule allAlpha(.IntSeq) => true
reference-semantics/semantics/methods.k	134	134	rule	-	SUPPLIED_FIXED_RULE	rule allAlpha(iCons(C:Int, S:IntSeq)) => isAlphaC(C) andBool allAlpha(S)
reference-semantics/semantics/methods.k	136	136	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= allDigit(IntSeq) [function, total]
reference-semantics/semantics/methods.k	137	137	rule	-	SUPPLIED_FIXED_RULE	rule allDigit(.IntSeq) => true
reference-semantics/semantics/methods.k	138	138	rule	-	SUPPLIED_FIXED_RULE	rule allDigit(iCons(C:Int, S:IntSeq)) => isDigitC(C) andBool allDigit(S)
reference-semantics/semantics/methods.k	140	140	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Int ::= lowerC(Int) [function, total]
reference-semantics/semantics/methods.k	142	142	rule	-	SUPPLIED_FIXED_RULE	rule lowerC(C:Int) => C +Int 32 requires isUpperC(C)
reference-semantics/semantics/methods.k	143	143	rule	owise	SUPPLIED_FIXED_RULE	rule lowerC(C:Int) => C [owise]
reference-semantics/semantics/methods.k	145	145	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Int ::= upperC(Int) [function, total]
reference-semantics/semantics/methods.k	146	146	rule	-	SUPPLIED_FIXED_RULE	rule upperC(C:Int) => C -Int 32 requires isLowerC(C)
reference-semantics/semantics/methods.k	147	147	rule	owise	SUPPLIED_FIXED_RULE	rule upperC(C:Int) => C [owise]
reference-semantics/semantics/methods.k	149	149	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Int ::= swapC(Int) [function, total]
reference-semantics/semantics/methods.k	150	150	rule	-	SUPPLIED_FIXED_RULE	rule swapC(C:Int) => C +Int 32 requires isUpperC(C)
reference-semantics/semantics/methods.k	151	151	rule	-	SUPPLIED_FIXED_RULE	rule swapC(C:Int) => C -Int 32 requires isLowerC(C)
reference-semantics/semantics/methods.k	152	152	rule	owise	SUPPLIED_FIXED_RULE	rule swapC(C:Int) => C [owise]
reference-semantics/semantics/methods.k	154	154	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax IntSeq ::= mapLower(IntSeq) [function, total]
reference-semantics/semantics/methods.k	155	155	rule	-	SUPPLIED_FIXED_RULE	rule mapLower(.IntSeq) => .IntSeq
reference-semantics/semantics/methods.k	156	156	rule	-	SUPPLIED_FIXED_RULE	rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))
reference-semantics/semantics/methods.k	158	158	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax IntSeq ::= mapUpper(IntSeq) [function, total]
reference-semantics/semantics/methods.k	159	159	rule	-	SUPPLIED_FIXED_RULE	rule mapUpper(.IntSeq) => .IntSeq
reference-semantics/semantics/methods.k	160	160	rule	-	SUPPLIED_FIXED_RULE	rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))
reference-semantics/semantics/methods.k	162	162	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax IntSeq ::= mapSwap(IntSeq) [function, total]
reference-semantics/semantics/methods.k	163	163	rule	-	SUPPLIED_FIXED_RULE	rule mapSwap(.IntSeq) => .IntSeq
reference-semantics/semantics/methods.k	164	164	rule	-	SUPPLIED_FIXED_RULE	rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))
reference-semantics/semantics/methods.k	166	166	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/methods.k	167	167	rule	-	SUPPLIED_FIXED_RULE	rule startsWith(.IntSeq, _:IntSeq) => true
reference-semantics/semantics/methods.k	168	168	rule	-	SUPPLIED_FIXED_RULE	rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false
reference-semantics/semantics/methods.k	169	169	rule	-	SUPPLIED_FIXED_RULE	rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)
reference-semantics/semantics/operators.k	10	10	rule	-	SUPPLIED_FIXED_RULE	rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
reference-semantics/semantics/operators.k	12	12	rule	-	SUPPLIED_FIXED_RULE	rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>
reference-semantics/semantics/operators.k	15	15	context	-	SUPPLIED_FIXED_RULE	context Compare(HOLE, _)
reference-semantics/semantics/operators.k	16	16	context	-	SUPPLIED_FIXED_RULE	context Compare(_:Val, CmpOp(_, HOLE))
reference-semantics/semantics/operators.k	17	17	rule	owise	SUPPLIED_FIXED_RULE	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
reference-semantics/semantics/operators.k	19	19	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("is", V:Val, noneV) => V ==K noneV
reference-semantics/semantics/operators.k	20	20	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("is not", V:Val, noneV) => notBool (V ==K noneV)
reference-semantics/semantics/operators.k	25	27	rule	priority	SUPPLIED_FIXED_RULE	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/operators.k	28	31	rule	priority	SUPPLIED_FIXED_RULE	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) [priority(40)]
reference-semantics/semantics/operators.k	34	37	rule	priority	SUPPLIED_FIXED_RULE	rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap> requires OP =/=String "in" andBool OP =/=String "not in" [priority(40)]
reference-semantics/semantics/operators.k	38	42	rule	priority	SUPPLIED_FIXED_RULE	rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) orBool OP ==String "in" orBool OP ==String "not in" [priority(40)]
reference-semantics/semantics/operators.k	44	46	rule	priority	SUPPLIED_FIXED_RULE	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/range.k	9	9	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= inRange(Int, Int, Int) [function, total]
reference-semantics/semantics/range.k	10	10	rule	-	SUPPLIED_FIXED_RULE	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
reference-semantics/semantics/range.k	12	12	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Int ::= rangeLen(Int, Int, Int) [function]
reference-semantics/semantics/range.k	13	14	rule	-	SUPPLIED_FIXED_RULE	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST requires ST >Int 0 andBool HI >Int LO
reference-semantics/semantics/range.k	15	16	rule	-	SUPPLIED_FIXED_RULE	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST) requires ST <Int 0 andBool HI <Int LO
reference-semantics/semantics/range.k	17	18	rule	-	SUPPLIED_FIXED_RULE	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0 requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)
reference-semantics/semantics/range.k	20	22	rule	-	SUPPLIED_FIXED_RULE	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k> requires inRange(I, HI, ST)
reference-semantics/semantics/range.k	23	24	rule	-	SUPPLIED_FIXED_RULE	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)
reference-semantics/semantics/set.k	8	8	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax Val ::= setV(IntSeq)
reference-semantics/semantics/set.k	11	11	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
reference-semantics/semantics/set.k	12	12	rule	-	SUPPLIED_FIXED_RULE	rule codeIn(_:Int, .IntSeq) => false
reference-semantics/semantics/set.k	13	13	rule	-	SUPPLIED_FIXED_RULE	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
reference-semantics/semantics/set.k	16	17	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax IntSeq ::= dedupCodes(IntSeq) [function, total] | dedupFrom(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/set.k	18	18	rule	-	SUPPLIED_FIXED_RULE	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
reference-semantics/semantics/set.k	19	19	rule	-	SUPPLIED_FIXED_RULE	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
reference-semantics/semantics/set.k	20	21	rule	-	SUPPLIED_FIXED_RULE	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)
reference-semantics/semantics/set.k	22	23	rule	-	SUPPLIED_FIXED_RULE	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)
reference-semantics/semantics/set.k	25	25	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
reference-semantics/semantics/set.k	26	26	rule	-	SUPPLIED_FIXED_RULE	rule snocCode(.IntSeq, C:Int) => iCons(C, .IntSeq)
reference-semantics/semantics/set.k	27	27	rule	-	SUPPLIED_FIXED_RULE	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
