id	file	line	module	kind	category	attributes	opaque	disposition	text	audit_assessment	audit_rationale
K0061	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	90	MPY-BUILTINS	rule	operational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule <k> #minAcc(IT:Iterable, M:Int) => #iterNext(IT) ~> #minCont(M) ... </k>	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0062	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	91	MPY-BUILTINS	rule	operational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule <k> #iterDone ~> #minCont(M:Int) => M ... </k>	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0063	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	92	MPY-BUILTINS	rule	operational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule <k> #iterYield(V:Val, R:Iterable) ~> #minCont(M:Int) => #minAcc(R, minInt(M, {V}:>Int)) ... </k>	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0064	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	97	MPY-BUILTINS	syntax	syntax-declaration	function	no	DECLARATION_REVIEW_REQUIRED	syntax Int ::= maxVals(Int, Vals) [function]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0065	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	98	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBuiltin(""max"", I:Int, REST:Vals) => maxVals(I, REST)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0066	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	99	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule maxVals(M:Int, .Vals)           => M	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0067	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	100	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule maxVals(M:Int, (I:Int, R:Vals)) => maxVals(maxInt(M, I), R)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0068	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	102	MPY-BUILTINS	syntax	syntax-declaration	function	no	DECLARATION_REVIEW_REQUIRED	syntax Int ::= minVals(Int, Vals) [function]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0069	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	103	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBuiltin(""min"", I:Int, REST:Vals) => minVals(I, REST)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0070	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	104	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule minVals(M:Int, .Vals)           => M	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0071	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	105	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule minVals(M:Int, (I:Int, R:Vals)) => minVals(minInt(M, I), R)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0072	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	108	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBuiltin(""bin"", N:Int, .Vals) => str(iCons(48, iCons(98, binCodes(N))))"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0073	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	111	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBuiltin(""bin"", N:Int, .Vals) => str(iCons(45, iCons(48, iCons(98, binCodes(0 -Int N)))))"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0074	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	114	MPY-BUILTINS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax IntSeq ::= binCodes(Int) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0075	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	115	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule binCodes(0) => iCons(48, .IntSeq)	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0076	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	116	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule binCodes(N:Int) => binAcc(N, .IntSeq) requires N >Int 0	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0077	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	117	MPY-BUILTINS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax IntSeq ::= binAcc(Int, IntSeq) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0078	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	118	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule binAcc(0, ACC:IntSeq) => ACC	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0079	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	119	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule binAcc(N:Int, ACC:IntSeq) => binAcc((N -Int pyMod(N, 2)) /Int 2, iCons(48 +Int pyMod(N, 2), ACC))	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0080	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	124	MPY-BUILTINS	rule	operational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule <k> #applyK(toCall(builtinV(""enumerate"")), (list(VS:ValSeq), .Vals)) => #alloc(list(enumVS(VS, 0))) ... </k>"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0081	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	126	MPY-BUILTINS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax ValSeq ::= enumVS(ValSeq, Int) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0082	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	127	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule enumVS(.ValSeq, _:Int) => .ValSeq	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0083	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	128	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule enumVS(vCons(V:Val, R:ValSeq), I:Int) => vCons(tuple(vCons(I, vCons(V, .ValSeq))), enumVS(R, I +Int 1))	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0084	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	132	MPY-BUILTINS	rule	operational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule <k> #applyK(toCall(builtinV(""map"")), (typeV(""str""), list(VS:ValSeq), .Vals)) => #alloc(list(mapStrVS(VS))) ... </k>"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0085	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	134	MPY-BUILTINS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax ValSeq ::= mapStrVS(ValSeq) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0086	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	135	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule mapStrVS(.ValSeq) => .ValSeq	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0087	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	136	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule mapStrVS(vCons(I:Int, R:ValSeq)) => vCons(str(strToCodes(Int2String(I))), mapStrVS(R))	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0088	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	137	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule mapStrVS(vCons(str(CS:IntSeq), R:ValSeq)) => vCons(str(CS), mapStrVS(R))	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0089	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	140	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBuiltin(""int"", I:Int, .Vals) => I"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0090	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	143	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBuiltin(""ord"", str(iCons(C:Int, .IntSeq)), .Vals) => C"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0091	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	144	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBuiltin(""chr"", I:Int, .Vals) => str(iCons(I, .IntSeq))"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0092	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	148	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBuiltin(""str"", I:Int, .Vals)       => str(strToCodes(Int2String(I)))"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0093	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	149	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBuiltin(""str"", str(CS:IntSeq), .Vals) => str(CS)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0094	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	152	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBuiltin(""int"", str(iCons(C:Int, .IntSeq)), .Vals) => C -Int 48"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0095	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	156	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBuiltin(""int"", str(CS:IntSeq), .Vals) => intDigAcc(CS, 0)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0096	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	158	MPY-BUILTINS	syntax	syntax-declaration	function,total	no	DECLARATION_REVIEW_REQUIRED	syntax Int ::= intDigAcc(IntSeq, Int) [function, total]	SYNTAX_DECLARATION_OK	Declaration only; used constructors have matching fixed operational rules, and unused constructors cannot be reached from the exact program term.
K0097	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	159	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule intDigAcc(.IntSeq, ACC:Int)             => ACC	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0098	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	160	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	rule intDigAcc(iCons(C:Int, R:IntSeq), ACC:Int) => intDigAcc(R, (ACC *Int 10) +Int (C -Int 48))	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0099	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	163	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBuiltin(""zip"", list(A:ValSeq), list(B:ValSeq), .Vals) => zipObj(A, B)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
K0100	/tmp/audit-work/reconstruction/reference-semantics/semantics/builtins.k	164	MPY-BUILTINS	rule	equational-rule	-	no	SUPPLIED_SEMANTICS_REVIEW_REQUIRED	"rule applyBuiltin(""zip"", str(A:IntSeq), str(B:IntSeq), .Vals)   => zipObjS(A, B)"	FIXED_RULE_NOT_REACHED_NO_MATERIAL_DEFECT	Exact supplied-semantics rule reviewed for overlap with the solution constructors; its LHS cannot arise on this program path. No false-conclusion witness affecting the intended-domain theorem.
