file	line	kind	attributes	guard	assessment	text
unicode-case.k	146	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\x98"") => ""\xc4\x99"""
unicode-case.k	147	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\x99"") => ""\xc4\x98"""
unicode-case.k	148	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\x9a"") => ""\xc4\x9b"""
unicode-case.k	149	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\x9b"") => ""\xc4\x9a"""
unicode-case.k	150	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\x9c"") => ""\xc4\x9d"""
unicode-case.k	151	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\x9d"") => ""\xc4\x9c"""
unicode-case.k	152	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\x9e"") => ""\xc4\x9f"""
unicode-case.k	153	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\x9f"") => ""\xc4\x9e"""
unicode-case.k	154	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xa0"") => ""\xc4\xa1"""
unicode-case.k	155	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xa1"") => ""\xc4\xa0"""
unicode-case.k	156	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xa2"") => ""\xc4\xa3"""
unicode-case.k	157	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xa3"") => ""\xc4\xa2"""
unicode-case.k	158	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xa4"") => ""\xc4\xa5"""
unicode-case.k	159	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xa5"") => ""\xc4\xa4"""
unicode-case.k	160	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xa6"") => ""\xc4\xa7"""
unicode-case.k	161	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xa7"") => ""\xc4\xa6"""
unicode-case.k	162	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xa8"") => ""\xc4\xa9"""
unicode-case.k	163	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xa9"") => ""\xc4\xa8"""
unicode-case.k	164	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xaa"") => ""\xc4\xab"""
unicode-case.k	165	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xab"") => ""\xc4\xaa"""
unicode-case.k	166	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xac"") => ""\xc4\xad"""
unicode-case.k	167	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xad"") => ""\xc4\xac"""
unicode-case.k	168	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xae"") => ""\xc4\xaf"""
unicode-case.k	169	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xaf"") => ""\xc4\xae"""
unicode-case.k	170	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xb0"") => ""i\xcc\x87"""
unicode-case.k	171	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xb1"") => ""I"""
unicode-case.k	172	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xb2"") => ""\xc4\xb3"""
unicode-case.k	173	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xb3"") => ""\xc4\xb2"""
unicode-case.k	174	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xb4"") => ""\xc4\xb5"""
unicode-case.k	175	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xb5"") => ""\xc4\xb4"""
unicode-case.k	176	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xb6"") => ""\xc4\xb7"""
unicode-case.k	177	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xb7"") => ""\xc4\xb6"""
unicode-case.k	178	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xb9"") => ""\xc4\xba"""
unicode-case.k	179	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xba"") => ""\xc4\xb9"""
unicode-case.k	180	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xbb"") => ""\xc4\xbc"""
unicode-case.k	181	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xbc"") => ""\xc4\xbb"""
unicode-case.k	182	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xbd"") => ""\xc4\xbe"""
unicode-case.k	183	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xbe"") => ""\xc4\xbd"""
unicode-case.k	184	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc4\xbf"") => ""\xc5\x80"""
unicode-case.k	185	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x80"") => ""\xc4\xbf"""
unicode-case.k	186	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x81"") => ""\xc5\x82"""
unicode-case.k	187	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x82"") => ""\xc5\x81"""
unicode-case.k	188	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x83"") => ""\xc5\x84"""
unicode-case.k	189	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x84"") => ""\xc5\x83"""
unicode-case.k	190	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x85"") => ""\xc5\x86"""
unicode-case.k	191	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x86"") => ""\xc5\x85"""
unicode-case.k	192	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x87"") => ""\xc5\x88"""
unicode-case.k	193	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x88"") => ""\xc5\x87"""
unicode-case.k	194	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x89"") => ""\xca\xbcN"""
unicode-case.k	195	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x8a"") => ""\xc5\x8b"""
unicode-case.k	196	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x8b"") => ""\xc5\x8a"""
unicode-case.k	197	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x8c"") => ""\xc5\x8d"""
unicode-case.k	198	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x8d"") => ""\xc5\x8c"""
unicode-case.k	199	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x8e"") => ""\xc5\x8f"""
unicode-case.k	200	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x8f"") => ""\xc5\x8e"""
unicode-case.k	201	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x90"") => ""\xc5\x91"""
unicode-case.k	202	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x91"") => ""\xc5\x90"""
unicode-case.k	203	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x92"") => ""\xc5\x93"""
unicode-case.k	204	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x93"") => ""\xc5\x92"""
unicode-case.k	205	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x94"") => ""\xc5\x95"""
unicode-case.k	206	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x95"") => ""\xc5\x94"""
unicode-case.k	207	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x96"") => ""\xc5\x97"""
unicode-case.k	208	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x97"") => ""\xc5\x96"""
unicode-case.k	209	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x98"") => ""\xc5\x99"""
unicode-case.k	210	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x99"") => ""\xc5\x98"""
unicode-case.k	211	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x9a"") => ""\xc5\x9b"""
unicode-case.k	212	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x9b"") => ""\xc5\x9a"""
unicode-case.k	213	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x9c"") => ""\xc5\x9d"""
unicode-case.k	214	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x9d"") => ""\xc5\x9c"""
unicode-case.k	215	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x9e"") => ""\xc5\x9f"""
unicode-case.k	216	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\x9f"") => ""\xc5\x9e"""
unicode-case.k	217	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\xa0"") => ""\xc5\xa1"""
unicode-case.k	218	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\xa1"") => ""\xc5\xa0"""
unicode-case.k	219	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\xa2"") => ""\xc5\xa3"""
unicode-case.k	220	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\xa3"") => ""\xc5\xa2"""
unicode-case.k	221	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\xa4"") => ""\xc5\xa5"""
unicode-case.k	222	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\xa5"") => ""\xc5\xa4"""
unicode-case.k	223	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\xa6"") => ""\xc5\xa7"""
unicode-case.k	224	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\xa7"") => ""\xc5\xa6"""
unicode-case.k	225	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\xa8"") => ""\xc5\xa9"""
unicode-case.k	226	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\xa9"") => ""\xc5\xa8"""
unicode-case.k	227	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\xaa"") => ""\xc5\xab"""
unicode-case.k	228	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\xab"") => ""\xc5\xaa"""
unicode-case.k	229	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\xac"") => ""\xc5\xad"""
unicode-case.k	230	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xc5\xad"") => ""\xc5\xac"""
