COMMAND: python3 /audit-output/evidence/k_inventory.py
# item_count=1100
# kind_counts={'claim': 1, 'configuration': 1, 'context': 5, 'endmodule': 27, 'imports': 88, 'module': 27, 'requires': 25, 'rule': 697, 'syntax': 229}
# attribute_counts={'concrete': 35, 'function': 145, 'macro': 5, 'macro-rec': 1, 'no-evaluators': 22, 'owise': 26, 'priority': 45, 'seqstrict': 1, 'strict': 2, 'total': 107}
# decision_counts={'ASSEMBLY_OR_MODULE_DECLARATION': 167, 'EXECUTED_FIXED_FRAGMENT_ACCEPTED': 55, 'OPAQUE_FIXED_PRIMITIVE_UNREACHED': 22, 'PROOF_LOCAL_ACCEPTED_EXACT_HARNESS': 4, 'TARGET_CLAIM_RESULT_CONSTRAINING': 1, 'UNREACHED_NO_INTENDED_DOMAIN_WITNESS': 851}
id	path	lines	kind	attributes	relevance	decision	declaration
K0147	reference-semantics/semantics/builtins.k	128-131	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule enumVS(vCons(V:Val, R:ValSeq), I:Int) => vCons(tuple(vCons(I, vCons(V, .ValSeq))), enumVS(R, I +Int 1))
K0148	reference-semantics/semantics/builtins.k	132-133	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #applyK(toCall(builtinV("map")), (typeV("str"), list(VS:ValSeq), .Vals)) => #alloc(list(mapStrVS(VS))) ... </k>
K0149	reference-semantics/semantics/builtins.k	134-134	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax ValSeq ::= mapStrVS(ValSeq) [function, total]
K0150	reference-semantics/semantics/builtins.k	135-135	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule mapStrVS(.ValSeq) => .ValSeq
K0151	reference-semantics/semantics/builtins.k	136-136	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule mapStrVS(vCons(I:Int, R:ValSeq)) => vCons(str(strToCodes(Int2String(I))), mapStrVS(R))
K0152	reference-semantics/semantics/builtins.k	137-139	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule mapStrVS(vCons(str(CS:IntSeq), R:ValSeq)) => vCons(str(CS), mapStrVS(R))
K0153	reference-semantics/semantics/builtins.k	140-142	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBuiltin("int", I:Int, .Vals) => I
K0154	reference-semantics/semantics/builtins.k	143-143	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBuiltin("ord", str(iCons(C:Int, .IntSeq)), .Vals) => C
K0155	reference-semantics/semantics/builtins.k	144-147	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBuiltin("chr", I:Int, .Vals) => str(iCons(I, .IntSeq)) requires 0 <=Int I andBool I <Int 128
K0156	reference-semantics/semantics/builtins.k	148-148	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBuiltin("str", I:Int, .Vals)       => str(strToCodes(Int2String(I)))
K0157	reference-semantics/semantics/builtins.k	149-151	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBuiltin("str", str(CS:IntSeq), .Vals) => str(CS)
K0158	reference-semantics/semantics/builtins.k	152-155	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBuiltin("int", str(iCons(C:Int, .IntSeq)), .Vals) => C -Int 48 requires 48 <=Int C andBool C <=Int 57
K0159	reference-semantics/semantics/builtins.k	156-157	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBuiltin("int", str(CS:IntSeq), .Vals) => intDigAcc(CS, 0) requires isLen(CS) >=Int 2
K0160	reference-semantics/semantics/builtins.k	158-158	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Int ::= intDigAcc(IntSeq, Int) [function, total]
K0161	reference-semantics/semantics/builtins.k	159-159	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule intDigAcc(.IntSeq, ACC:Int)             => ACC
K0162	reference-semantics/semantics/builtins.k	160-162	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule intDigAcc(iCons(C:Int, R:IntSeq), ACC:Int) => intDigAcc(R, (ACC *Int 10) +Int (C -Int 48))
K0163	reference-semantics/semantics/builtins.k	163-163	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBuiltin("zip", list(A:ValSeq), list(B:ValSeq), .Vals) => zipObj(A, B)
K0164	reference-semantics/semantics/builtins.k	164-166	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBuiltin("zip", str(A:IntSeq), str(B:IntSeq), .Vals)   => zipObjS(A, B)
K0165	reference-semantics/semantics/builtins.k	167-168	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #iterNext(zipObj(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq))) => #iterYield(tuple(vCons(A, vCons(B, .ValSeq))), zipObj(As, Bs)) ... </k>
K0166	reference-semantics/semantics/builtins.k	169-169	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #iterNext(zipObj(.ValSeq, _:ValSeq))               => #iterDone ... </k>
K0167	reference-semantics/semantics/builtins.k	170-170	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #iterNext(zipObj(vCons(_:Val, _:ValSeq), .ValSeq)) => #iterDone ... </k>
K0168	reference-semantics/semantics/builtins.k	171-172	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #iterNext(zipObjS(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq))) => #iterYield(tuple(vCons(str(iCons(A, .IntSeq)), vCons(str(iCons(B, .IntSeq)), .ValSeq))), zipObjS(As, Bs)) ... </k>
K0169	reference-semantics/semantics/builtins.k	173-173	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #iterNext(zipObjS(.IntSeq, _:IntSeq))              => #iterDone ... </k>
K0170	reference-semantics/semantics/builtins.k	174-176	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #iterNext(zipObjS(iCons(_:Int, _:IntSeq), .IntSeq)) => #iterDone ... </k>
K0171	reference-semantics/semantics/builtins.k	177-177	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBuiltin("range", I:Int, .Vals)               => rangeObj(0, I, 1)
K0172	reference-semantics/semantics/builtins.k	178-178	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBuiltin("range", A:Int, B:Int, .Vals)        => rangeObj(A, B, 1)
K0173	reference-semantics/semantics/builtins.k	179-186	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBuiltin("range", A:Int, B:Int, S:Int, .Vals) => rangeObj(A, B, S) requires S =/=Int 0
K0174	reference-semantics/semantics/builtins.k	187-187	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBuiltin("eval", str(CS:IntSeq), .Vals) => evalArith(CS)
K0175	reference-semantics/semantics/builtins.k	188-188	syntax	function	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Int ::= evalArith(IntSeq) [function]
K0176	reference-semantics/semantics/builtins.k	189-191	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule evalArith(CS:IntSeq) => firstNdE(passAddE(passMulE(passPowE(tokOps(CS), tokNds(CS)))))
K0177	reference-semantics/semantics/builtins.k	192-193	syntax	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax OpSeq ::= ".OpSeq" | oCons(String, OpSeq)
K0178	reference-semantics/semantics/builtins.k	194-194	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Bool ::= evDigit(Int) [function, total]
K0179	reference-semantics/semantics/builtins.k	195-195	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule evDigit(C:Int) => C >=Int 48 andBool C <=Int 57
K0180	reference-semantics/semantics/builtins.k	196-196	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Bool ::= evHead42(IntSeq) [function, total]
K0181	reference-semantics/semantics/builtins.k	197-197	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule evHead42(iCons(42, _:IntSeq)) => true
K0182	reference-semantics/semantics/builtins.k	198-198	rule	owise	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule evHead42(_:IntSeq)            => false [owise]
K0183	reference-semantics/semantics/builtins.k	199-199	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Bool ::= evHead47(IntSeq) [function, total]
K0184	reference-semantics/semantics/builtins.k	200-200	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule evHead47(iCons(47, _:IntSeq)) => true
K0185	reference-semantics/semantics/builtins.k	201-202	rule	owise	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule evHead47(_:IntSeq)            => false [owise]
K0186	reference-semantics/semantics/builtins.k	203-203	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax OpSeq ::= tokOps(IntSeq) [function, total]
K0187	reference-semantics/semantics/builtins.k	204-204	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule tokOps(.IntSeq)                 => .OpSeq
K0188	reference-semantics/semantics/builtins.k	205-205	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule tokOps(iCons(32, R:IntSeq))     => tokOps(R)
K0189	reference-semantics/semantics/builtins.k	206-206	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule tokOps(iCons(C:Int, R:IntSeq))  => tokOps(R) requires evDigit(C)
K0190	reference-semantics/semantics/builtins.k	207-207	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule tokOps(iCons(42, iCons(42, R:IntSeq))) => oCons("**", tokOps(R))
K0191	reference-semantics/semantics/builtins.k	208-208	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule tokOps(iCons(42, R:IntSeq))     => oCons("*", tokOps(R)) requires notBool evHead42(R)
K0192	reference-semantics/semantics/builtins.k	209-209	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule tokOps(iCons(47, iCons(47, R:IntSeq))) => oCons("
K0193	reference-semantics/semantics/builtins.k	210-210	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule tokOps(iCons(47, R:IntSeq))     => oCons("/", tokOps(R)) requires notBool evHead47(R)
K0194	reference-semantics/semantics/builtins.k	211-211	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule tokOps(iCons(43, R:IntSeq))     => oCons("+", tokOps(R))
K0195	reference-semantics/semantics/builtins.k	212-213	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule tokOps(iCons(45, R:IntSeq))     => oCons("-", tokOps(R))
K0196	reference-semantics/semantics/builtins.k	214-215	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax IntSeq ::= tokNds(IntSeq) [function, total] | tokNdAcc(Int, IntSeq) [function, total]
K0197	reference-semantics/semantics/builtins.k	216-216	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule tokNds(.IntSeq)                => .IntSeq
K0198	reference-semantics/semantics/builtins.k	217-217	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule tokNds(iCons(32, R:IntSeq))    => tokNds(R)
K0199	reference-semantics/semantics/builtins.k	218-218	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNdAcc(C -Int 48, R) requires evDigit(C)
K0200	reference-semantics/semantics/builtins.k	219-220	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule tokNds(iCons(C:Int, R:IntSeq)) => tokNds(R) requires notBool evDigit(C) andBool C =/=Int 32
K0201	reference-semantics/semantics/builtins.k	221-222	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule tokNdAcc(A:Int, iCons(C:Int, R:IntSeq)) => tokNdAcc(A *Int 10 +Int (C -Int 48), R) requires evDigit(C)
K0202	reference-semantics/semantics/builtins.k	223-224	rule	owise	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule tokNdAcc(A:Int, S:IntSeq) => iCons(A, tokNds(S)) [owise]
K0203	reference-semantics/semantics/builtins.k	225-225	syntax	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax EvPair ::= evp(OpSeq, IntSeq)
K0204	reference-semantics/semantics/builtins.k	226-226	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Int ::= firstNdE(EvPair) [function, total]
K0205	reference-semantics/semantics/builtins.k	227-227	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule firstNdE(evp(_:OpSeq, iCons(N:Int, _:IntSeq))) => N
K0206	reference-semantics/semantics/builtins.k	228-229	rule	owise	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule firstNdE(_:EvPair) => 0 [owise]
K0207	reference-semantics/semantics/builtins.k	230-230	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Int ::= applyOpE(String, Int, Int) [function, total]
K0208	reference-semantics/semantics/builtins.k	231-231	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyOpE("+",  A:Int, B:Int) => A +Int B
K0209	reference-semantics/semantics/builtins.k	232-232	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyOpE("-",  A:Int, B:Int) => A -Int B
K0210	reference-semantics/semantics/builtins.k	233-233	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyOpE("*",  A:Int, B:Int) => A *Int B
K0211	reference-semantics/semantics/builtins.k	234-234	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyOpE("
K0212	reference-semantics/semantics/builtins.k	235-235	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyOpE("**", A:Int, B:Int) => A ^Int B
K0213	reference-semantics/semantics/builtins.k	236-237	rule	owise	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyOpE(_:String, A:Int, _:Int) => A [owise]
K0214	reference-semantics/semantics/builtins.k	238-238	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax EvPair ::= passPowE(OpSeq, IntSeq) [function, total]
K0215	reference-semantics/semantics/builtins.k	239-239	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule passPowE(.OpSeq, NDS:IntSeq) => evp(.OpSeq, NDS)
K0216	reference-semantics/semantics/builtins.k	240-240	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule passPowE(oCons("**", OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCombE(N, passPowE(OPS, NDS))
K0217	reference-semantics/semantics/builtins.k	241-242	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule passPowE(oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq)) => powCarryE(O, N, passPowE(OPS, NDS)) requires O =/=String "**"
K0218	reference-semantics/semantics/builtins.k	243-243	rule	owise	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule passPowE(_:OpSeq, .IntSeq) => evp(.OpSeq, .IntSeq) [owise]
K0219	reference-semantics/semantics/builtins.k	244-244	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax EvPair ::= powCombE(Int, EvPair) [function, total]
K0220	reference-semantics/semantics/builtins.k	245-245	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule powCombE(N:Int, evp(OPS:OpSeq, iCons(M:Int, REST:IntSeq))) => evp(OPS, iCons(N ^Int M, REST))
K0221	reference-semantics/semantics/builtins.k	246-246	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule powCombE(N:Int, evp(OPS:OpSeq, .IntSeq)) => evp(OPS, iCons(N, .IntSeq))
K0222	reference-semantics/semantics/builtins.k	247-247	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax EvPair ::= powCarryE(String, Int, EvPair) [function, total]
K0223	reference-semantics/semantics/builtins.k	248-249	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule powCarryE(O:String, N:Int, evp(OPS:OpSeq, NDS:IntSeq)) => evp(oCons(O, OPS), iCons(N, NDS))
K0224	reference-semantics/semantics/builtins.k	250-250	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax EvPair ::= passMulE(EvPair) [function, total] | passAddE(EvPair) [function, total]
K0225	reference-semantics/semantics/builtins.k	251-251	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule passMulE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("mul", N0, OPS, NDS, .OpSeq, .IntSeq)
K0226	reference-semantics/semantics/builtins.k	252-252	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule passMulE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
K0227	reference-semantics/semantics/builtins.k	253-253	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule passAddE(evp(OPS:OpSeq, iCons(N0:Int, NDS:IntSeq))) => passLGoE("add", N0, OPS, NDS, .OpSeq, .IntSeq)
K0228	reference-semantics/semantics/builtins.k	254-254	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule passAddE(evp(OPS:OpSeq, .IntSeq)) => evp(OPS, .IntSeq)
K0229	reference-semantics/semantics/builtins.k	255-255	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax EvPair ::= passLGoE(String, Int, OpSeq, IntSeq, OpSeq, IntSeq) [function, total]
K0230	reference-semantics/semantics/builtins.k	256-256	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule passLGoE(_:String, CUR:Int, .OpSeq, _:IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR))
K0231	reference-semantics/semantics/builtins.k	257-259	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, applyOpE(O, CUR, N), OPS, NDS, OO, ON) requires inLevelE(L, O)
K0232	reference-semantics/semantics/builtins.k	260-262	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule passLGoE(L:String, CUR:Int, oCons(O:String, OPS:OpSeq), iCons(N:Int, NDS:IntSeq), OO:OpSeq, ON:IntSeq) => passLGoE(L, N, OPS, NDS, appendOpE(OO, O), appendIE(ON, CUR)) requires notBool inLevelE(L, O)
K0233	reference-semantics/semantics/builtins.k	263-264	rule	owise	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule passLGoE(_:String, CUR:Int, oCons(_:String, _:OpSeq), .IntSeq, OO:OpSeq, ON:IntSeq) => evp(OO, appendIE(ON, CUR)) [owise]
K0234	reference-semantics/semantics/builtins.k	265-265	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Bool ::= inLevelE(String, String) [function, total]
K0235	reference-semantics/semantics/builtins.k	266-266	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule inLevelE("mul", O:String) => O ==String "*" orBool O ==String "
K0236	reference-semantics/semantics/builtins.k	267-267	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule inLevelE("add", O:String) => O ==String "+" orBool O ==String "-"
K0237	reference-semantics/semantics/builtins.k	268-268	rule	owise	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule inLevelE(_:String, _:String) => false [owise]
K0238	reference-semantics/semantics/builtins.k	269-269	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax OpSeq ::= appendOpE(OpSeq, String) [function, total]
K0239	reference-semantics/semantics/builtins.k	270-270	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule appendOpE(.OpSeq, O:String) => oCons(O, .OpSeq)
K0240	reference-semantics/semantics/builtins.k	271-271	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule appendOpE(oCons(H:String, T:OpSeq), O:String) => oCons(H, appendOpE(T, O))
K0241	reference-semantics/semantics/builtins.k	272-272	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax IntSeq ::= appendIE(IntSeq, Int) [function, total]
K0242	reference-semantics/semantics/builtins.k	273-273	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule appendIE(.IntSeq, N:Int) => iCons(N, .IntSeq)
K0243	reference-semantics/semantics/builtins.k	274-278	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule appendIE(iCons(H:Int, T:IntSeq), N:Int) => iCons(H, appendIE(T, N))
K0244	reference-semantics/semantics/builtins.k	279-279	syntax	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax KItem ::= "#md5"
K0245	reference-semantics/semantics/builtins.k	280-281	rule	priority	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> Call(Attribute(Name("hashlib"), "md5"), (E:Expr, .Exprs)) => E ~> #md5 ... </k> [priority(40)]
K0246	reference-semantics/semantics/builtins.k	282-282	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> str(CS:IntSeq) ~> #md5 => md5Obj(CS) ... </k>
K0247	reference-semantics/semantics/builtins.k	283-283	syntax	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Val ::= md5Obj(IntSeq)
K0248	reference-semantics/semantics/builtins.k	284-284	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyMethod(md5Obj(CS:IntSeq), "hexdigest", .Vals) => str(md5hexCodes(CS))
K0249	reference-semantics/semantics/builtins.k	285-290	syntax	function,total,no-evaluators	unreached-opaque	OPAQUE_FIXED_PRIMITIVE_UNREACHED	syntax IntSeq ::= md5hexCodes(IntSeq) [function, total, symbol(md5hexCodes), no-evaluators]
K0250	reference-semantics/semantics/builtins.k	291-291	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBuiltin("isinstance", V:Val, typeV("int"), .Vals) => isIntV(V)
K0251	reference-semantics/semantics/builtins.k	292-292	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBuiltin("isinstance", V:Val, typeV("str"), .Vals) => isStrV(V)
K0252	reference-semantics/semantics/builtins.k	293-293	syntax	function	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Bool ::= isIntV(Val) [function] | isStrV(Val) [function]
K0253	reference-semantics/semantics/builtins.k	294-294	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule isIntV(_:Int)         => true
K0254	reference-semantics/semantics/builtins.k	295-295	rule	owise	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule isIntV(_:Val)         => false [owise]
K0255	reference-semantics/semantics/builtins.k	296-296	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule isStrV(str(_:IntSeq)) => true
K0256	reference-semantics/semantics/builtins.k	297-297	rule	owise	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule isStrV(_:Val)         => false [owise]
K0257	reference-semantics/semantics/builtins.k	298-298	endmodule	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	endmodule
K0258	reference-semantics/semantics/call.k	10-10	module	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	module MPY-CALL
K0259	reference-semantics/semantics/call.k	11-11	imports	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	imports MPY-METHODS
K0260	reference-semantics/semantics/call.k	12-12	imports	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	imports MPY-BUILTINS
K0261	reference-semantics/semantics/call.k	13-15	imports	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	imports MPY-FUNCTIONS
K0262	reference-semantics/semantics/call.k	16-18	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> Attribute(V:Val, M:String) => boundMethodV(V, M) ... </k>
K0263	reference-semantics/semantics/call.k	19-19	syntax	-	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	syntax KItem ::= #callee(Exprs)
K0264	reference-semantics/semantics/call.k	20-20	rule	owise	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	rule <k> Call(Fe:Expr, ARGS:Exprs) => Fe ~> #callee(ARGS) ... </k> [owise]
K0265	reference-semantics/semantics/call.k	21-23	rule	-	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	rule <k> CV:Val ~> #callee(ARGS:Exprs) => #evalArgs(ARGS, .Vals, toCall(CV)) ... </k>
K0266	reference-semantics/semantics/call.k	24-25	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #applyK(toCall(boundMethodV(OBJ:Val, M:String)), ACC:Vals) => applyMethod(OBJ, M, ACC) ... </k>
K0267	reference-semantics/semantics/call.k	26-26	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #applyK(toCall(builtinV("sum")), (OBJ:Iterable, .Vals)) => #sumAcc(OBJ, 0) ... </k>
K0268	reference-semantics/semantics/call.k	27-27	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #applyK(toCall(builtinV("all")), (OBJ:Iterable, .Vals)) => #allAcc(OBJ)    ... </k>
K0269	reference-semantics/semantics/call.k	28-28	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #applyK(toCall(builtinV("any")), (OBJ:Iterable, .Vals)) => #anyAcc(OBJ)    ... </k>
