WORKDIR: /audit-output
COMMAND: /audit-output/evidence/stage5/inventory_k.sh /candidate
FILE	reference-semantics/semantics.k	SHA256	57e8f9f3178639bbb87f95e5cc596bbaa91a6463f965b1965911eff9a0269f97
ITEM	reference-semantics/semantics/list.k	9	rule	rule <k> #iterNext(list(.ValSeq))                => #iterDone ... </k>
ITEM	reference-semantics/semantics/list.k	10	rule	rule <k> #iterNext(list(vCons(V:Val, R:ValSeq))) => #iterYield(V, list(R)) ... </k>
ITEM	reference-semantics/semantics/list.k	13	syntax	syntax ApplyK ::= "toList"
ITEM	reference-semantics/semantics/list.k	14	rule	rule <k> ListExpr(ES:Exprs) => #evalArgs(ES, .Vals, toList) ... </k>
ITEM	reference-semantics/semantics/list.k	15	rule	rule <k> #applyK(toList, ACC:Vals) => #alloc(list(vals2valSeq(ACC))) ... </k>
ITEM	reference-semantics/semantics/list.k	18	syntax	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
ITEM	reference-semantics/semantics/list.k	18	attribute	syntax ValSeq ::= valSeqConcat(ValSeq, ValSeq) [function, total]
ITEM	reference-semantics/semantics/list.k	19	rule	rule valSeqConcat(.ValSeq, T:ValSeq)                => T
ITEM	reference-semantics/semantics/list.k	20	rule	rule valSeqConcat(vCons(V:Val, S:ValSeq), T:ValSeq) => vCons(V, valSeqConcat(S, T))
ITEM	reference-semantics/semantics/list.k	24	rule	rule <k> BinOp("+", list(A:ValSeq), list(B:ValSeq)) => #alloc(list(valSeqConcat(A, B))) ... </k>
ITEM	reference-semantics/semantics/list.k	25	attribute	[priority(45)]
ITEM	reference-semantics/semantics/list.k	27	rule	rule applyCmp("==", list(A:ValSeq), list(B:ValSeq)) => A ==K B
ITEM	reference-semantics/semantics/list.k	28	rule	rule applyCmp("!=", list(A:ValSeq), list(B:ValSeq)) => notBool (A ==K B)
ITEM	reference-semantics/semantics/list.k	33	syntax	syntax Bool ::= hasRefVS(ValSeq) [function, total]
ITEM	reference-semantics/semantics/list.k	33	attribute	syntax Bool ::= hasRefVS(ValSeq) [function, total]
ITEM	reference-semantics/semantics/list.k	34	rule	rule hasRefVS(.ValSeq)                => false
ITEM	reference-semantics/semantics/list.k	35	rule	rule hasRefVS(vCons(V:Val, R:ValSeq)) => isRefV(V) orBool hasRefVS(R)
ITEM	reference-semantics/semantics/list.k	37	syntax	syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function]
ITEM	reference-semantics/semantics/list.k	37	attribute	syntax Bool ::= deepEqVS(ValSeq, ValSeq, Map) [function]
ITEM	reference-semantics/semantics/list.k	38	attribute	| deepEqV(Val, Val, Map)        [function]
ITEM	reference-semantics/semantics/list.k	39	rule	rule deepEqVS(.ValSeq, .ValSeq, _:Map)                   => true
ITEM	reference-semantics/semantics/list.k	40	rule	rule deepEqVS(.ValSeq, vCons(_:Val, _:ValSeq), _:Map)    => false
ITEM	reference-semantics/semantics/list.k	41	rule	rule deepEqVS(vCons(_:Val, _:ValSeq), .ValSeq, _:Map)    => false
ITEM	reference-semantics/semantics/list.k	42	rule	rule deepEqVS(vCons(A:Val, As:ValSeq), vCons(B:Val, Bs:ValSeq), HP:Map)
ITEM	reference-semantics/semantics/list.k	45	rule	rule deepEqV(ref(H:Int), B:Val, HP:Map) => deepEqV({HP[H]}:>Val, B, HP)
ITEM	reference-semantics/semantics/list.k	46	requires	requires H in_keys(HP)
ITEM	reference-semantics/semantics/list.k	47	rule	rule deepEqV(A:Val, ref(H:Int), HP:Map) => deepEqV(A, {HP[H]}:>Val, HP)
ITEM	reference-semantics/semantics/list.k	48	requires	requires notBool isRefV(A) andBool H in_keys(HP)
ITEM	reference-semantics/semantics/list.k	49	rule	rule deepEqV(list(A:ValSeq), list(B:ValSeq), HP:Map) => deepEqVS(A, B, HP)
ITEM	reference-semantics/semantics/list.k	50	rule	rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise]
ITEM	reference-semantics/semantics/list.k	50	attribute	rule deepEqV(A:Val, B:Val, _:Map) => A ==K B [owise]
ITEM	reference-semantics/semantics/list.k	53	rule	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "append")), (V:Val, .Vals)) => noneV ... </k>
ITEM	reference-semantics/semantics/list.k	55	attribute	[priority(40)]
ITEM	reference-semantics/semantics/list.k	58	syntax	syntax KItem ::= #memberAcc(Val, Iterable) | #memberCont(Val) | "#notB"
ITEM	reference-semantics/semantics/list.k	59	rule	rule <k> Compare(LV:Val, CmpOp("in",     list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ... </k>
ITEM	reference-semantics/semantics/list.k	60	rule	rule <k> Compare(LV:Val, CmpOp("not in", list(VS:ValSeq))) => #memberAcc(LV, list(VS)) ~> #notB ... </k>
ITEM	reference-semantics/semantics/list.k	61	rule	rule <k> #memberAcc(V:Val, IT:Iterable) => #iterNext(IT) ~> #memberCont(V) ... </k>
ITEM	reference-semantics/semantics/list.k	62	rule	rule <k> #iterDone ~> #memberCont(_V:Val) => false ... </k>
ITEM	reference-semantics/semantics/list.k	63	rule	rule <k> #iterYield(E:Val, _:Iterable) ~> #memberCont(V:Val) => true ... </k>
ITEM	reference-semantics/semantics/list.k	64	requires	requires E ==K V
ITEM	reference-semantics/semantics/list.k	65	rule	rule <k> #iterYield(E:Val, R:Iterable) ~> #memberCont(V:Val) => #memberAcc(V, R) ... </k>
ITEM	reference-semantics/semantics/list.k	66	requires	requires notBool (E ==K V)
ITEM	reference-semantics/semantics/list.k	67	rule	rule <k> B:Bool ~> #notB => notBool B ... </k>
COUNT	reference-semantics/semantics/list.k	rules=27	syntax=5	claims=0	configurations=0	contexts=0
FILE	reference-semantics/semantics/methods.k	SHA256	ff9acc6dab2d1cc99ec4f2d234f27ae4526d752aae62bcfd7f9fd2a0399f7743
ITEM	reference-semantics/semantics/methods.k	3	module	module MPY-METHODS
ITEM	reference-semantics/semantics/methods.k	4	imports	imports MPY-CORE
ITEM	reference-semantics/semantics/methods.k	5	imports	imports K-EQUAL
ITEM	reference-semantics/semantics/methods.k	6	imports	imports MPY-STR
ITEM	reference-semantics/semantics/methods.k	7	imports	imports MPY-LIST
ITEM	reference-semantics/semantics/methods.k	10	syntax	syntax Val ::= applyMethod(Val, String, Vals) [function]
ITEM	reference-semantics/semantics/methods.k	10	attribute	syntax Val ::= applyMethod(Val, String, Vals) [function]
ITEM	reference-semantics/semantics/methods.k	13	rule	rule applyMethod(str(CS:IntSeq), "isupper", .Vals) => hasUpper(CS) andBool notBool hasLower(CS)
ITEM	reference-semantics/semantics/methods.k	14	rule	rule applyMethod(str(CS:IntSeq), "islower", .Vals) => hasLower(CS) andBool notBool hasUpper(CS)
ITEM	reference-semantics/semantics/methods.k	15	rule	rule applyMethod(str(CS:IntSeq), "isalpha", .Vals) => notBool (CS ==K .IntSeq) andBool allAlpha(CS)
ITEM	reference-semantics/semantics/methods.k	16	rule	rule applyMethod(str(CS:IntSeq), "isdigit", .Vals) => notBool (CS ==K .IntSeq) andBool allDigit(CS)
ITEM	reference-semantics/semantics/methods.k	19	rule	rule applyMethod(str(CS:IntSeq), "lower",    .Vals) => str(mapLower(CS))
ITEM	reference-semantics/semantics/methods.k	20	rule	rule applyMethod(str(CS:IntSeq), "upper",    .Vals) => str(mapUpper(CS))
ITEM	reference-semantics/semantics/methods.k	21	rule	rule applyMethod(str(CS:IntSeq), "swapcase", .Vals) => str(mapSwap(CS))
ITEM	reference-semantics/semantics/methods.k	26	rule	rule applyMethod(str(SEP:IntSeq), "join", list(VS:ValSeq), .Vals) => str(joinCodes(SEP, VS))
ITEM	reference-semantics/semantics/methods.k	27	syntax	syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]
ITEM	reference-semantics/semantics/methods.k	27	attribute	syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]
ITEM	reference-semantics/semantics/methods.k	28	rule	rule joinCodes(_:IntSeq, .ValSeq) => .IntSeq
ITEM	reference-semantics/semantics/methods.k	29	rule	rule joinCodes(_:IntSeq, vCons(str(CS:IntSeq), .ValSeq)) => CS
ITEM	reference-semantics/semantics/methods.k	30	rule	rule joinCodes(SEP:IntSeq, vCons(str(CS:IntSeq), vCons(V:Val, R:ValSeq)))
ITEM	reference-semantics/semantics/methods.k	34	rule	rule applyMethod(str(CS:IntSeq), "count", str(PC:IntSeq), .Vals) => cntSub(CS, PC)
ITEM	reference-semantics/semantics/methods.k	35	syntax	syntax Int ::= cntSub(IntSeq, IntSeq) [function]
ITEM	reference-semantics/semantics/methods.k	35	attribute	syntax Int ::= cntSub(IntSeq, IntSeq) [function]
ITEM	reference-semantics/semantics/methods.k	36	rule	rule cntSub(.IntSeq, _:IntSeq) => 0
ITEM	reference-semantics/semantics/methods.k	37	rule	rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => 1 +Int cntSub(dropIS(iCons(C, R), isLen(PC)), PC)
ITEM	reference-semantics/semantics/methods.k	38	requires	requires strPrefix(PC, iCons(C, R)) andBool isLen(PC) >Int 0
ITEM	reference-semantics/semantics/methods.k	39	rule	rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => cntSub(R, PC)
ITEM	reference-semantics/semantics/methods.k	40	requires	requires notBool strPrefix(PC, iCons(C, R)) orBool isLen(PC) <=Int 0
ITEM	reference-semantics/semantics/methods.k	41	syntax	syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]
ITEM	reference-semantics/semantics/methods.k	41	attribute	syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]
ITEM	reference-semantics/semantics/methods.k	42	rule	rule dropIS(S:IntSeq, N:Int) => S requires N <=Int 0
ITEM	reference-semantics/semantics/methods.k	43	rule	rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]
ITEM	reference-semantics/semantics/methods.k	43	attribute	rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]
ITEM	reference-semantics/semantics/methods.k	44	rule	rule dropIS(iCons(_:Int, R:IntSeq), N:Int) => dropIS(R, N -Int 1) requires N >Int 0
ITEM	reference-semantics/semantics/methods.k	47	rule	rule applyMethod(str(CS:IntSeq), "strip", .Vals) => str(revIS(trimWS(revIS(trimWS(CS)))))
ITEM	reference-semantics/semantics/methods.k	48	syntax	syntax IntSeq ::= trimWS(IntSeq) [function, total]
ITEM	reference-semantics/semantics/methods.k	48	attribute	syntax IntSeq ::= trimWS(IntSeq) [function, total]
ITEM	reference-semantics/semantics/methods.k	49	rule	rule trimWS(.IntSeq) => .IntSeq
ITEM	reference-semantics/semantics/methods.k	50	rule	rule trimWS(iCons(C:Int, R:IntSeq)) => trimWS(R) requires isWSC(C)
ITEM	reference-semantics/semantics/methods.k	51	rule	rule trimWS(iCons(C:Int, R:IntSeq)) => iCons(C, R) requires notBool isWSC(C)
ITEM	reference-semantics/semantics/methods.k	52	syntax	syntax IntSeq ::= revIS(IntSeq) [function, total] | revISAcc(IntSeq, IntSeq) [function, total]
ITEM	reference-semantics/semantics/methods.k	52	attribute	syntax IntSeq ::= revIS(IntSeq) [function, total] | revISAcc(IntSeq, IntSeq) [function, total]
ITEM	reference-semantics/semantics/methods.k	53	rule	rule revIS(S:IntSeq) => revISAcc(S, .IntSeq)
ITEM	reference-semantics/semantics/methods.k	54	rule	rule revISAcc(.IntSeq, A:IntSeq) => A
ITEM	reference-semantics/semantics/methods.k	55	rule	rule revISAcc(iCons(C:Int, R:IntSeq), A:IntSeq) => revISAcc(R, iCons(C, A))
ITEM	reference-semantics/semantics/methods.k	58	rule	rule applyMethod(str(CS:IntSeq), "encode", str(_:IntSeq), .Vals) => str(CS)
ITEM	reference-semantics/semantics/methods.k	61	rule	rule applyMethod(str(XC:IntSeq), "startswith", str(PC:IntSeq), .Vals) => startsWith(PC, XC)
ITEM	reference-semantics/semantics/methods.k	64	rule	rule applyMethod(list(VS:ValSeq), "count", V:Val, .Vals) => cntOccVS(VS, V)
ITEM	reference-semantics/semantics/methods.k	65	syntax	syntax Int ::= cntOccVS(ValSeq, Val) [function, total]
ITEM	reference-semantics/semantics/methods.k	65	attribute	syntax Int ::= cntOccVS(ValSeq, Val) [function, total]
ITEM	reference-semantics/semantics/methods.k	66	rule	rule cntOccVS(.ValSeq, _:Val)                => 0
ITEM	reference-semantics/semantics/methods.k	67	rule	rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => 1 +Int cntOccVS(R, V) requires A ==K V
ITEM	reference-semantics/semantics/methods.k	68	rule	rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => cntOccVS(R, V)        requires notBool (A ==K V)
ITEM	reference-semantics/semantics/methods.k	72	rule	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), .Vals)
ITEM	reference-semantics/semantics/methods.k	74	attribute	[priority(40)]
ITEM	reference-semantics/semantics/methods.k	75	syntax	syntax ValSeq ::= splitWS(IntSeq, IntSeq, ValSeq) [function]  // remaining, current token, result
ITEM	reference-semantics/semantics/methods.k	75	attribute	syntax ValSeq ::= splitWS(IntSeq, IntSeq, ValSeq) [function]  // remaining, current token, result
ITEM	reference-semantics/semantics/methods.k	76	rule	rule splitWS(.IntSeq, CUR:IntSeq, ACC:ValSeq) => flushTok(ACC, CUR)
ITEM	reference-semantics/semantics/methods.k	77	rule	rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, .IntSeq, flushTok(ACC, CUR))
ITEM	reference-semantics/semantics/methods.k	78	requires	requires isWSC(C)
ITEM	reference-semantics/semantics/methods.k	79	rule	rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, seqConcat(CUR, iCons(C, .IntSeq)), ACC)
ITEM	reference-semantics/semantics/methods.k	80	requires	requires notBool isWSC(C)
ITEM	reference-semantics/semantics/methods.k	82	syntax	syntax ValSeq ::= flushTok(ValSeq, IntSeq) [function]
ITEM	reference-semantics/semantics/methods.k	82	attribute	syntax ValSeq ::= flushTok(ValSeq, IntSeq) [function]
ITEM	reference-semantics/semantics/methods.k	83	rule	rule flushTok(ACC:ValSeq, .IntSeq)            => ACC
ITEM	reference-semantics/semantics/methods.k	84	rule	rule flushTok(ACC:ValSeq, iCons(C:Int, T:IntSeq)) => valSeqConcat(ACC, vCons(str(iCons(C, T)), .ValSeq))
ITEM	reference-semantics/semantics/methods.k	85	syntax	syntax Bool ::= isWSC(Int) [function, total]
ITEM	reference-semantics/semantics/methods.k	85	attribute	syntax Bool ::= isWSC(Int) [function, total]
ITEM	reference-semantics/semantics/methods.k	86	rule	rule isWSC(C:Int) => C ==Int 32 orBool C ==Int 9 orBool C ==Int 10 orBool C ==Int 13
ITEM	reference-semantics/semantics/methods.k	89	rule	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (kwV("sep", str(S:IntSeq)), .Vals))
ITEM	reference-semantics/semantics/methods.k	91	attribute	[priority(39)]
ITEM	reference-semantics/semantics/methods.k	94	rule	rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), "split")), (str(iCons(SEP:Int, .IntSeq)), .Vals))
ITEM	reference-semantics/semantics/methods.k	96	attribute	[priority(40)]
ITEM	reference-semantics/semantics/methods.k	97	syntax	syntax ValSeq ::= splitSep(IntSeq, Int, IntSeq) [function]  // remaining, sep code, current token
ITEM	reference-semantics/semantics/methods.k	97	attribute	syntax ValSeq ::= splitSep(IntSeq, Int, IntSeq) [function]  // remaining, sep code, current token
ITEM	reference-semantics/semantics/methods.k	98	rule	rule splitSep(.IntSeq, _SEP:Int, CUR:IntSeq)              => vCons(str(CUR), .ValSeq)
ITEM	reference-semantics/semantics/methods.k	99	rule	rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => vCons(str(CUR), splitSep(R, SEP, .IntSeq))
ITEM	reference-semantics/semantics/methods.k	100	requires	requires C ==Int SEP
ITEM	reference-semantics/semantics/methods.k	101	rule	rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => splitSep(R, SEP, seqConcat(CUR, iCons(C, .IntSeq)))
ITEM	reference-semantics/semantics/methods.k	102	requires	requires notBool (C ==Int SEP)
ITEM	reference-semantics/semantics/methods.k	104	rule	rule applyMethod(str(CS:IntSeq), "replace", str(iCons(A:Int, .IntSeq)), str(iCons(B:Int, .IntSeq)), .Vals)
ITEM	reference-semantics/semantics/methods.k	106	syntax	syntax IntSeq ::= replaceC(IntSeq, Int, Int) [function, total]
ITEM	reference-semantics/semantics/methods.k	106	attribute	syntax IntSeq ::= replaceC(IntSeq, Int, Int) [function, total]
ITEM	reference-semantics/semantics/methods.k	107	rule	rule replaceC(.IntSeq, _:Int, _:Int)             => .IntSeq
ITEM	reference-semantics/semantics/methods.k	108	rule	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(B, replaceC(R, A, B)) requires C ==Int A
ITEM	reference-semantics/semantics/methods.k	109	rule	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(C, replaceC(R, A, B)) requires notBool (C ==Int A)
ITEM	reference-semantics/semantics/methods.k	112	syntax	syntax Bool ::= isUpperC(Int) [function, total]
ITEM	reference-semantics/semantics/methods.k	112	attribute	syntax Bool ::= isUpperC(Int) [function, total]
ITEM	reference-semantics/semantics/methods.k	113	rule	rule isUpperC(C:Int) => C >=Int 65 andBool C <=Int 90
ITEM	reference-semantics/semantics/methods.k	115	syntax	syntax Bool ::= isLowerC(Int) [function, total]
ITEM	reference-semantics/semantics/methods.k	115	attribute	syntax Bool ::= isLowerC(Int) [function, total]
ITEM	reference-semantics/semantics/methods.k	116	rule	rule isLowerC(C:Int) => C >=Int 97 andBool C <=Int 122
ITEM	reference-semantics/semantics/methods.k	118	syntax	syntax Bool ::= isAlphaC(Int) [function, total]
ITEM	reference-semantics/semantics/methods.k	118	attribute	syntax Bool ::= isAlphaC(Int) [function, total]
ITEM	reference-semantics/semantics/methods.k	119	rule	rule isAlphaC(C:Int) => isUpperC(C) orBool isLowerC(C)
ITEM	reference-semantics/semantics/methods.k	121	syntax	syntax Bool ::= isDigitC(Int) [function, total]
ITEM	reference-semantics/semantics/methods.k	121	attribute	syntax Bool ::= isDigitC(Int) [function, total]
ITEM	reference-semantics/semantics/methods.k	122	rule	rule isDigitC(C:Int) => C >=Int 48 andBool C <=Int 57
ITEM	reference-semantics/semantics/methods.k	124	syntax	syntax Bool ::= hasUpper(IntSeq) [function, total]
ITEM	reference-semantics/semantics/methods.k	124	attribute	syntax Bool ::= hasUpper(IntSeq) [function, total]
ITEM	reference-semantics/semantics/methods.k	125	rule	rule hasUpper(.IntSeq) => false
ITEM	reference-semantics/semantics/methods.k	126	rule	rule hasUpper(iCons(C:Int, S:IntSeq)) => isUpperC(C) orBool hasUpper(S)
ITEM	reference-semantics/semantics/methods.k	128	syntax	syntax Bool ::= hasLower(IntSeq) [function, total]
ITEM	reference-semantics/semantics/methods.k	128	attribute	syntax Bool ::= hasLower(IntSeq) [function, total]
ITEM	reference-semantics/semantics/methods.k	129	rule	rule hasLower(.IntSeq) => false
ITEM	reference-semantics/semantics/methods.k	130	rule	rule hasLower(iCons(C:Int, S:IntSeq)) => isLowerC(C) orBool hasLower(S)
ITEM	reference-semantics/semantics/methods.k	132	syntax	syntax Bool ::= allAlpha(IntSeq) [function, total]
ITEM	reference-semantics/semantics/methods.k	132	attribute	syntax Bool ::= allAlpha(IntSeq) [function, total]
ITEM	reference-semantics/semantics/methods.k	133	rule	rule allAlpha(.IntSeq) => true
ITEM	reference-semantics/semantics/methods.k	134	rule	rule allAlpha(iCons(C:Int, S:IntSeq)) => isAlphaC(C) andBool allAlpha(S)
ITEM	reference-semantics/semantics/methods.k	136	syntax	syntax Bool ::= allDigit(IntSeq) [function, total]
ITEM	reference-semantics/semantics/methods.k	136	attribute	syntax Bool ::= allDigit(IntSeq) [function, total]
ITEM	reference-semantics/semantics/methods.k	137	rule	rule allDigit(.IntSeq) => true
ITEM	reference-semantics/semantics/methods.k	138	rule	rule allDigit(iCons(C:Int, S:IntSeq)) => isDigitC(C) andBool allDigit(S)
ITEM	reference-semantics/semantics/methods.k	140	syntax	syntax Int ::= lowerC(Int) [function, total]
ITEM	reference-semantics/semantics/methods.k	140	attribute	syntax Int ::= lowerC(Int) [function, total]
ITEM	reference-semantics/semantics/methods.k	142	rule	rule lowerC(C:Int) => C +Int 32 requires isUpperC(C)
ITEM	reference-semantics/semantics/methods.k	143	rule	rule lowerC(C:Int) => C         [owise]
ITEM	reference-semantics/semantics/methods.k	143	attribute	rule lowerC(C:Int) => C         [owise]
ITEM	reference-semantics/semantics/methods.k	145	syntax	syntax Int ::= upperC(Int) [function, total]
ITEM	reference-semantics/semantics/methods.k	145	attribute	syntax Int ::= upperC(Int) [function, total]
ITEM	reference-semantics/semantics/methods.k	146	rule	rule upperC(C:Int) => C -Int 32 requires isLowerC(C)
ITEM	reference-semantics/semantics/methods.k	147	rule	rule upperC(C:Int) => C         [owise]
ITEM	reference-semantics/semantics/methods.k	147	attribute	rule upperC(C:Int) => C         [owise]
ITEM	reference-semantics/semantics/methods.k	149	syntax	syntax Int ::= swapC(Int) [function, total]
ITEM	reference-semantics/semantics/methods.k	149	attribute	syntax Int ::= swapC(Int) [function, total]
ITEM	reference-semantics/semantics/methods.k	150	rule	rule swapC(C:Int) => C +Int 32 requires isUpperC(C)
ITEM	reference-semantics/semantics/methods.k	151	rule	rule swapC(C:Int) => C -Int 32 requires isLowerC(C)
ITEM	reference-semantics/semantics/methods.k	152	rule	rule swapC(C:Int) => C         [owise]
ITEM	reference-semantics/semantics/methods.k	152	attribute	rule swapC(C:Int) => C         [owise]
ITEM	reference-semantics/semantics/methods.k	154	syntax	syntax IntSeq ::= mapLower(IntSeq) [function, total]
ITEM	reference-semantics/semantics/methods.k	154	attribute	syntax IntSeq ::= mapLower(IntSeq) [function, total]
ITEM	reference-semantics/semantics/methods.k	155	rule	rule mapLower(.IntSeq) => .IntSeq
ITEM	reference-semantics/semantics/methods.k	156	rule	rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))
ITEM	reference-semantics/semantics/methods.k	158	syntax	syntax IntSeq ::= mapUpper(IntSeq) [function, total]
ITEM	reference-semantics/semantics/methods.k	158	attribute	syntax IntSeq ::= mapUpper(IntSeq) [function, total]
ITEM	reference-semantics/semantics/methods.k	159	rule	rule mapUpper(.IntSeq) => .IntSeq
ITEM	reference-semantics/semantics/methods.k	160	rule	rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))
ITEM	reference-semantics/semantics/methods.k	162	syntax	syntax IntSeq ::= mapSwap(IntSeq) [function, total]
ITEM	reference-semantics/semantics/methods.k	162	attribute	syntax IntSeq ::= mapSwap(IntSeq) [function, total]
ITEM	reference-semantics/semantics/methods.k	163	rule	rule mapSwap(.IntSeq) => .IntSeq
ITEM	reference-semantics/semantics/methods.k	164	rule	rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))
ITEM	reference-semantics/semantics/methods.k	166	syntax	syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]
ITEM	reference-semantics/semantics/methods.k	166	attribute	syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]
ITEM	reference-semantics/semantics/methods.k	167	rule	rule startsWith(.IntSeq, _:IntSeq)               => true
ITEM	reference-semantics/semantics/methods.k	168	rule	rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false
ITEM	reference-semantics/semantics/methods.k	169	rule	rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)
COUNT	reference-semantics/semantics/methods.k	rules=75	syntax=27	claims=0	configurations=0	contexts=0
FILE	reference-semantics/semantics/operators.k	SHA256	f3d1fd85734f5e1757307e606cbfb8d6d4bf0893ee85ce20ec99606ade910e8b
ITEM	reference-semantics/semantics/operators.k	6	module	module MPY-OPERATORS
ITEM	reference-semantics/semantics/operators.k	7	imports	imports MPY-CORE
ITEM	reference-semantics/semantics/operators.k	8	imports	imports MPY-ITER
ITEM	reference-semantics/semantics/operators.k	10	rule	rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
ITEM	reference-semantics/semantics/operators.k	12	rule	rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>
ITEM	reference-semantics/semantics/operators.k	15	context	context Compare(HOLE, _)
ITEM	reference-semantics/semantics/operators.k	16	context	context Compare(_:Val, CmpOp(_, HOLE))
ITEM	reference-semantics/semantics/operators.k	17	rule	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
ITEM	reference-semantics/semantics/operators.k	17	attribute	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
ITEM	reference-semantics/semantics/operators.k	19	rule	rule applyCmp("is",     V:Val, noneV) => V ==K noneV
ITEM	reference-semantics/semantics/operators.k	20	rule	rule applyCmp("is not", V:Val, noneV) => notBool (V ==K noneV)
ITEM	reference-semantics/semantics/operators.k	25	rule	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k>
ITEM	reference-semantics/semantics/operators.k	27	attribute	[priority(40)]
ITEM	reference-semantics/semantics/operators.k	28	rule	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k>
ITEM	reference-semantics/semantics/operators.k	30	requires	requires notBool isRefV(L)
ITEM	reference-semantics/semantics/operators.k	31	attribute	[priority(40)]
ITEM	reference-semantics/semantics/operators.k	34	rule	rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k>
ITEM	reference-semantics/semantics/operators.k	36	requires	requires OP =/=String "in" andBool OP =/=String "not in"
ITEM	reference-semantics/semantics/operators.k	37	attribute	[priority(40)]
ITEM	reference-semantics/semantics/operators.k	38	rule	rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k>
ITEM	reference-semantics/semantics/operators.k	40	requires	requires notBool isRefV(L)
ITEM	reference-semantics/semantics/operators.k	42	attribute	[priority(40)]
ITEM	reference-semantics/semantics/operators.k	44	rule	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k>
ITEM	reference-semantics/semantics/operators.k	46	attribute	[priority(40)]
COUNT	reference-semantics/semantics/operators.k	rules=10	syntax=0	claims=0	configurations=0	contexts=2
FILE	reference-semantics/semantics/range.k	SHA256	810e4c04b757445c03592aef25c97d6b2cc7c6fffa646288bc6cd15a3cae643d
ITEM	reference-semantics/semantics/range.k	5	module	module MPY-RANGE
ITEM	reference-semantics/semantics/range.k	6	imports	imports MPY-CORE
ITEM	reference-semantics/semantics/range.k	7	imports	imports MPY-ITER
ITEM	reference-semantics/semantics/range.k	9	syntax	syntax Bool ::= inRange(Int, Int, Int) [function, total]
ITEM	reference-semantics/semantics/range.k	9	attribute	syntax Bool ::= inRange(Int, Int, Int) [function, total]
ITEM	reference-semantics/semantics/range.k	10	rule	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
ITEM	reference-semantics/semantics/range.k	12	syntax	syntax Int ::= rangeLen(Int, Int, Int) [function]
ITEM	reference-semantics/semantics/range.k	12	attribute	syntax Int ::= rangeLen(Int, Int, Int) [function]
ITEM	reference-semantics/semantics/range.k	13	rule	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST
